player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Drew Brees,802,QB,NO,9,78.4,356,374,7.3,0.0,4,16,4.1,69.8,261,0,107,6.5,388,18,133,20,63.9,70.9,72.1,37.4,1,12,403,2,12.1,91.7,3.4,13,1,3,10,18,13,3.2,2587,6.9
Peyton Manning,327,QB,IND,8,74.6,338,350,9.2,0.0,4,17,4.7,65.1,228,0,95,9.5,361,24,134,14,84.8,85.9,85.7,42.6,4,4,372,1,10.5,96.3,2.8,10,1,0,4,16,9,2.4,2478,7.1
Philip Rivers,1725,QB,SD,9,75.8,306,329,8.9,0.0,3,20,5.8,65.3,215,0,125,7.3,357,17,146,27,58.5,91.0,92.7,28.9,4,8,374,7,17.6,102.9,6.2,22,6,1,15,19,6,1.6,2944,8.9
Carson Palmer,1317,QB,CIN,8,69.9,296,318,9.3,0.0,7,14,4.1,59.7,190,0,105,8.2,337,17,107,7,76.0,69.2,70.4,43.6,3,7,357,2,13.3,84.9,4.2,14,5,1,11,14,14,3.9,2103,6.6
Kyle Orton,2323,QB,DEN,8,69.5,298,316,9.8,0.0,6,17,5.1,61.7,195,0,122,5.8,348,12,120,10,65.0,69.2,73.1,33.7,3,5,366,6,17.2,92.7,6.0,21,11,1,8,12,9,2.5,2515,8.0
Aaron Rodgers,2241,QB,GB,9,75.5,282,303,10.0,0.0,4,21,6.5,63.4,192,0,99,9.9,340,21,127,12,91.1,85.6,85.4,61.5,1,9,359,3,17.2,90.8,5.0,17,20,2,14,15,14,3.9,2313,7.6
Sam Bradford,5526,QB,SL,8,71.7,265,292,6.5,0.0,5,10,3.2,58.6,171,0,104,10.0,317,19,95,26,86.4,65.6,67.5,34.9,12,8,337,0,16.3,76.0,5.4,17,8,2,8,11,8,2.4,1683,5.8
Matt Ryan,4317,QB,ATL,8,72.0,268,288,8.6,0.0,4,13,4.2,62.5,180,0,90,6.7,315,13,99,2,71.4,80.9,84.4,33.4,5,5,336,2,14.4,90.2,4.1,13,14,0,11,13,6,1.8,1949,6.8
Chad Henne,4371,QB,MIA,8,75.5,257,278,7.6,0.0,8,8,2.7,63.7,177,0,81,8.8,298,17,99,17,85.2,70.7,71.9,40.3,1,9,312,0,14.8,79.7,4.0,12,8,1,11,8,9,2.9,1897,6.8
Donovan McNabb,438,QB,WAS,8,68.1,257,277,10.2,0.0,9,13,4.4,57.4,159,0,136,9.1,310,16,90,32,57.5,63.2,64.6,49.7,5,8,330,2,16.2,76.0,7.1,22,11,1,5,7,8,2.4,1971,7.1
Eli Manning,1722,QB,NYG,8,75.5,257,271,9.9,0.0,4,18,6.2,65.7,178,0,88,8.2,286,16,99,21,72.5,71.7,73.8,42.0,3,11,305,4,13.6,92.7,4.2,12,3,0,7,17,8,2.6,2075,7.7
Matt Schaub,1811,QB,HST,8,76.5,243,267,7.5,0.0,7,10,3.5,63.7,170,0,100,8.6,289,16,103,13,59.5,75.1,76.5,36.6,3,7,304,1,21.0,88.0,7.3,21,1,2,12,10,8,2.6,2008,7.5
