player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Peyton Manning,327,QB,IND,10,74.8,425,438,9.1,0.0,4,21,4.7,65.3,286,0,117,10.1,451,32,168,14,88.5,87.2,86.8,42.6,4,7,463,2,10.3,94.2,2.7,12,1,0,5,20,12,2.6,3059,7.0
Drew Brees,802,QB,NO,10,78.0,396,417,7.4,0.0,7,21,4.8,69.5,290,0,119,6.1,431,19,153,20,67.2,75.8,76.6,37.4,1,14,447,3,10.9,93.3,3.0,13,1,3,10,22,16,3.6,2969,7.1
Carson Palmer,1317,QB,CIN,10,70.8,367,394,9.2,0.0,8,19,4.5,60.9,240,0,126,7.7,418,20,139,7,80.8,72.2,72.8,45.6,4,12,444,2,13.5,83.1,4.1,17,7,1,14,18,18,4.1,2625,6.7
Kyle Orton,2323,QB,DEN,10,69.8,368,388,9.7,0.0,6,24,5.9,62.1,241,0,140,6.2,426,16,148,10,71.1,73.1,76.3,32.9,3,6,447,6,18.6,94.5,6.1,26,12,2,9,17,12,2.7,3028,7.8
Matt Ryan,4317,QB,ATL,10,73.0,352,377,8.5,0.0,4,18,4.5,63.1,238,0,112,7.4,408,19,133,2,77.8,87.6,89.2,40.4,6,5,436,2,13.4,92.9,3.7,15,16,1,14,18,6,1.4,2518,6.7
Sam Bradford,5526,QB,SL,10,73.2,343,376,6.5,0.0,6,15,3.7,60.6,228,0,133,9.2,407,23,120,26,80.1,68.1,68.5,45.4,14,9,434,0,15.0,79.1,4.9,20,11,2,11,14,11,2.5,2167,5.8
Donovan McNabb,438,QB,WAS,10,68.4,332,358,9.8,0.0,10,17,4.5,57.5,206,0,176,9.3,397,21,123,32,58.7,66.1,67.8,46.5,7,12,422,4,15.3,76.1,6.8,27,12,2,7,10,13,3.1,2642,7.4
Philip Rivers,1725,QB,SD,10,75.6,328,353,8.8,0.0,4,22,6.0,65.2,230,0,132,7.3,383,18,157,27,61.2,90.8,92.5,29.6,4,9,400,8,17.4,105.0,6.0,23,7,1,16,23,6,1.5,3177,9.0
Eli Manning,1722,QB,NYG,10,75.3,336,352,9.5,0.0,4,25,6.6,65.6,231,0,117,8.7,371,22,127,21,67.9,79.5,81.4,38.8,3,16,395,4,10.3,88.4,3.2,12,7,0,9,21,12,3.0,2595,7.4
Mark Sanchez,4928,QB,NYJ,10,66.3,315,336,10.0,0.0,7,17,4.8,55.1,185,0,110,11.5,360,24,116,22,91.2,77.4,77.6,48.2,4,7,379,2,15.5,82.8,4.7,17,7,4,6,15,7,1.8,2306,6.9
