player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Aaron Rodgers,2241,QB,GB,13,473,74.7,150,159,9.9,0.0,1,13,7.8,63.5,101,46,9.8,175,37.0,11,69,,,,,89.4,86.4,82.8,82.0,,83.9,1,4,183,19.6,98.2,5.1,9,7,0,7,10,5,2.7,1248,7.8,0,12,89.9,85.2,86.0,58.3,75.8,236,251,9.3,0.0,4,22,8.4,66.5,167,91,6.7,298,63.0,12,105,,,,,90.7,84.4,51.7,82.3,,71.1,1,6,310,19.8,98.9,6.0,18,29,2,8,13,12,3.9,2054,8.2,78.5,307,315,8.7,0.0,5,24,7.4,70.5,222,0,7.9,336,71.0,19,138,,,,,90.9,90.5,85.3,89.1,,65.8,0,5,346,,112.1,0.0,0,21,2,1,21,10,2.9,2699,8.6,5,63.3,79,95,12.6,0.0,0,11,10.6,48.4,46,137,8.0,137,29.0,4,36,,,,,87.7,73.7,20.2,68.2,,84.8,2,5,147,19.7,54.0,19.7,27,15,0,14,2,7,4.8,603,6.3
Joe Flacco,4332,QB,BLT,13,472,69.0,142,159,10.7,0.0,4,11,6.4,56.0,89,82,9.2,182,38.6,9,57,,,,,64.1,68.8,83.1,67.3,,64.4,1,1,196,26.8,91.2,12.1,22,1,0,12,7,6,3.1,1161,7.3,0,3,68.7,75.0,79.0,29.8,74.5,255,272,9.0,0.0,4,13,4.5,66.5,181,69,4.7,290,61.4,9,104,,,,,75.2,84.2,84.9,82.7,,57.4,2,7,307,14.5,96.6,3.4,10,8,0,11,14,10,3.3,2133,7.8,75.5,306,317,9.2,0.0,6,18,5.4,68.1,216,0,6.5,321,68.0,15,124,,,,,90.9,91.4,85.3,90.5,,55.0,0,6,339,,103.5,0.0,0,4,0,5,17,9,2.7,2635,8.3,4,62.6,91,114,10.9,0.0,2,6,4.8,47.4,54,151,5.3,151,32.0,3,37,,,,,30.0,46.7,82.4,46.2,,66.6,3,2,164,21.2,70.0,21.2,32,5,0,18,4,7,4.3,659,5.8
Eli Manning,1722,QB,NYG,13,459,71.0,131,140,9.8,0.0,4,15,9.8,58.6,82,53,11.8,149,32.5,11,55,,,,,52.7,73.9,82.4,76.1,,28.3,1,5,162,11.3,87.5,4.0,6,3,0,4,9,5,3.1,1009,7.2,0,21,74.0,79.6,81.7,34.5,77.4,287,298,9.1,0.0,1,14,4.5,67.1,200,81,9.9,310,67.5,22,104,,,,,81.5,82.5,85.1,80.2,,68.0,3,14,325,8.6,85.4,2.3,7,5,1,6,15,12,3.7,2160,7.2,82.4,313,321,8.1,0.0,5,15,4.4,71.7,230,0,10.9,325,70.8,28,125,,,,,82.8,85.4,85.3,84.0,,47.4,0,13,347,,95.7,0.0,0,4,1,2,17,10,2.9,2550,7.9,4,54.3,105,117,12.9,0.0,0,14,11.4,44.4,52,134,8.8,134,29.2,5,34,,,,,46.8,67.7,81.8,68.4,,46.6,4,6,140,9.7,59.7,9.7,13,4,0,8,7,7,5.0,619,5.3
Matt Hasselbeck,408,QB,SEA,12,458,66.0,97,100,10.5,0.0,1,8,7.5,59.0,59,37,7.8,112,24.5,5,45,,,,,33.3,72.3,81.2,70.1,,71.1,0,4,119,27.0,74.3,8.9,10,2,0,2,2,6,5.0,792,7.9,0,29,73.2,74.5,73.8,57.2,70.5,302,323,8.7,0.0,5,15,4.5,60.1,194,86,8.9,346,75.5,19,94,,,,,86.8,74.5,57.9,72.9,,70.4,2,11,359,20.9,75.5,5.2,18,5,1,13,10,11,3.1,2111,6.5,70.3,317,329,9.0,0.0,5,16,4.7,61.4,202,0,9.4,335,73.1,21,115,,,,,90.9,82.9,85.4,80.1,,74.0,0,12,349,,77.2,0.0,0,6,1,6,10,9,2.6,2293,7.0,3,65.9,82,94,9.5,0.0,1,7,7.0,54.3,51,123,5.6,123,26.9,3,24,,,,,27.9,52.3,17.6,52.7,,63.3,2,3,129,22.8,68.1,22.8,28,1,0,9,2,8,6.2,610,6.5
Tom Brady,698,QB,NE,13,449,72.8,114,123,8.2,0.0,1,2,1.5,56.9,70,56,15.7,133,29.6,13,47,,,,,87.5,70.7,22.4,70.3,,,4,3,143,17.9,92.0,7.5,10,0,0,4,8,1,0.7,914,7.4,0,19,89.5,85.6,88.1,30.4,80.8,291,302,8.1,0.0,4,16,5.0,70.9,214,87,8.9,316,70.4,21,120,,,,,82.1,91.3,85.2,90.6,,46.9,1,1,333,12.6,117.2,3.5,11,3,0,6,21,5,1.5,2484,8.2,80.8,297,303,8.0,0.0,3,12,3.8,71.9,218,0,9.2,306,68.2,22,131,,,,,90.8,89.4,85.1,87.6,,46.9,0,3,323,,118.9,0.0,0,3,0,3,23,3,0.9,2595,8.6,2,72.2,108,122,8.4,0.0,2,6,4.5,54.1,66,143,15.4,143,31.8,12,36,,,,,66.1,78.7,25.8,77.7,,,5,1,153,14.7,87.6,14.7,21,0,0,7,6,3,2.0,803,6.6
Josh Freeman,4940,QB,TB,13,446,64.2,137,150,10.3,0.0,0,9,5.7,55.3,83,85,5.7,171,38.3,5,65,,,,,69.6,64.5,33.2,61.8,,79.5,5,5,179,12.9,85.1,6.4,11,10,0,8,9,6,3.4,1110,7.4,0,30,75.8,72.5,72.6,59.4,73.6,220,240,9.5,0.0,5,15,6.0,60.4,145,101,10.5,275,61.7,17,82,,,,,83.3,80.3,51.3,77.5,60.0,74.7,4,1,286,8.9,89.6,3.3,9,26,0,11,8,8,2.8,1601,6.7,73.3,240,246,9.0,0.0,4,15,5.9,65.4,161,0,8.5,260,58.3,15,97,,,,,90.5,86.7,49.3,83.2,60.0,80.0,0,3,270,,97.3,0.0,0,14,0,2,9,5,1.9,1980,8.0,4,63.2,117,144,11.5,0.0,1,9,5.9,46.5,67,186,9.5,186,41.7,7,50,,,,,58.5,55.7,37.2,52.6,,73.4,9,3,195,10.8,71.8,10.8,20,22,0,17,8,9,4.6,731,5.1
Chad Henne,4371,QB,MIA,12,423,76.3,118,127,9.3,0.0,2,7,5.4,63.8,81,49,10.0,140,33.1,9,54,,,,,71.3,79.4,81.9,78.0,,58.3,0,3,143,24.5,99.2,8.6,12,1,0,7,6,3,2.1,1161,9.1,0,17,74.1,69.4,71.8,37.1,72.1,233,259,8.0,0.0,9,11,4.0,59.1,153,76,8.9,283,66.9,15,81,,,,,90.7,67.4,84.8,65.3,,72.0,3,11,299,13.2,66.9,3.5,10,14,1,13,7,10,3.3,1512,5.8,77.6,277,292,8.4,0.0,6,16,5.2,67.1,196,0,8.8,298,70.4,19,116,,,,,90.7,84.8,84.9,83.0,,58.3,0,10,311,,87.6,0.0,0,6,1,8,10,8,2.6,2274,7.8,1,58.1,74,94,8.6,0.0,5,2,2.0,40.4,38,125,11.6,125,29.6,5,19,,,,,69.6,43.4,81.6,40.2,,75.3,3,4,131,17.6,46.4,17.6,22,9,0,12,3,5,3.8,399,4.2
Ryan Fitzpatrick,2467,QB,BUF,11,422,68.8,138,146,9.4,0.0,3,9,6.0,57.5,84,67,11.6,164,38.9,11,58,,,,,88.7,69.0,82.5,67.2,,68.3,4,6,169,13.4,85.7,5.5,9,9,0,1,10,5,3.0,1051,7.2,0,4,83.3,67.4,68.0,47.1,69.2,214,232,9.1,0.0,7,12,5.0,59.1,137,80,7.4,258,61.1,11,81,,,,,82.3,66.0,84.3,66.6,,53.0,7,5,268,12.5,84.5,3.9,10,16,1,3,11,9,3.4,1467,6.3,76.0,254,263,8.6,0.0,8,19,7.0,66.5,175,0,9.3,275,65.2,18,102,,,,,90.6,84.1,84.5,81.2,,73.1,0,6,282,,102.8,0.0,0,12,1,0,19,8,2.8,1938,7.4,2,51.0,98,115,10.9,0.0,2,2,1.6,40.0,46,147,8.0,147,34.8,4,37,,,,,72.7,40.3,82.2,43.0,,46.6,11,5,155,12.9,44.1,12.9,19,13,0,4,2,6,3.9,580,5.0
Jay Cutler,2956,QB,CHI,12,412,73.6,110,120,8.0,0.0,3,5,3.9,62.5,75,61,7.4,143,34.7,6,50,,,,,56.8,69.5,21.6,66.7,,84.7,2,4,151,31.1,80.2,13.3,19,4,0,5,3,7,4.6,910,7.6,0,6,38.6,73.5,73.7,61.3,71.2,208,224,10.3,0.0,5,16,6.6,61.6,138,115,6.8,269,65.3,10,98,,,,,42.4,79.1,49.6,74.8,,83.2,1,8,291,20.9,93.0,8.9,24,21,0,10,14,17,5.8,1807,8.1,73.5,223,226,8.3,0.0,3,7,3.0,66.4,150,0,8.5,236,57.3,14,100,,,,,90.3,81.5,43.5,78.1,,81.3,0,6,245,,99.6,0.0,0,10,0,0,14,11,4.5,1767,7.8,4,68.4,95,118,12.2,0.0,5,14,10.3,53.4,63,176,3.1,176,42.7,2,48,,,,,24.6,67.5,34.6,62.7,,83.9,3,6,197,24.4,67.4,24.4,43,15,0,15,3,13,6.6,950,8.1
Matt Cassel,2447,QB,KC,12,387,72.9,96,107,7.0,0.0,5,2,1.8,59.8,64,51,8.6,117,30.2,6,44,,,,,60.8,58.3,81.3,57.8,,63.1,0,2,123,13.7,103.7,6.0,7,3,0,6,10,4,3.3,729,6.8,0,16,75.6,70.4,70.1,56.5,72.6,223,247,9.6,0.0,4,13,5.0,59.9,148,79,8.6,270,69.8,14,91,,,,,79.1,75.4,50.9,74.6,,61.6,3,2,284,12.7,96.1,3.7,10,13,5,12,13,4,1.4,1774,7.2,75.5,233,249,8.3,0.0,5,8,3.1,65.1,162,0,8.0,257,66.4,14,97,,,,,77.9,76.6,84.3,74.6,,67.9,0,2,266,,105.6,0.4,1,7,5,6,16,4,1.5,1864,7.5,4,65.1,86,105,10.3,0.0,4,7,6.0,47.6,50,130,10.7,130,33.6,6,38,,,,,64.2,57.1,21.6,58.3,,56.6,3,2,141,12.3,81.4,12.3,16,9,0,12,7,4,2.8,639,6.1
