player_name,primary_tour,last_played,playing_this_week,last_5_finishes,trend_index,baseline_index
"Prinsloo, Jaco",AFR,"Jun 12, 2022",no,T6 - T21 - T21 - T3 - T9,-0.9584069999999996,0.5152134918032791
"Jimenez, Miguel A",CHAMP,"Jun 12, 2022",no,T22 - T3 - T4 - T35 - T3,-0.9600104999999995,-0.39350189240506284
"Jordan, Matthew",EURO,"Jun 5, 2022",no,CUT - CUT - T15 - T51 - CUT,-0.963984,-0.44909730000000014
"Bae, Sangmoon",KFT,"Jun 12, 2022",web,T8 - CUT - CUT - T14 - CUT,-0.9693125000000012,0.5738818661971824
"Suber, Jackson",AM,"May 30, 2022",no,1 - T23 - T11 - 1 - T40,-0.9724925000000004,0.2509764583333327
"Syme, Connor",EURO,"Jun 5, 2022",no,CUT - T3 - T52 - CUT - T51,-0.9791139999999997,-0.05845364705882339
"Smyth, Travis",ASA,"Jun 11, 2022",no,T14 - T8 - MC - 2 - T33,-0.9815714999999994,0.5207423775510214
"Law, David",EURO,"Jun 12, 2022",no,T42 - CUT - T37 - CUT - W/D,-0.9827990000000002,-0.335497367346939
"Skinns, David",PGA,"Jun 12, 2022",no,T51 - CUT - T38 - CUT - T64,-0.9842655000000006,-0.33319868181818224
"Senior, Jack",EURO,"Jun 12, 2022",no,CUT - CUT - T31 - T51 - T37,-0.9857055000000006,0.056289921686746736
"Gouveia, Ricardo",EURO,"Jun 12, 2022",no,CUT - CUT - T7 - T70 - T37,-0.9872324999999998,-0.22956207446808474
"An, Byeong Hun",KFT,"Jun 12, 2022",no,T45 - CUT - CUT - CUT - W/D,-0.9873574999999997,-0.3532991438356161
"Cook, Austin",PGA,"Jun 12, 2022",no,CUT - CUT - CUT - CUT - T13,-0.9926230000000004,-0.04283934146341528
"Gomez, Fabian",KFT,"Jun 12, 2022",web,T17 - T32 - CUT - CUT - T15,-1.0002860000000005,0.23687513924050618
"Elvira Mijares, Ignacio",EURO,"Jun 12, 2022",no,CUT - T9 - CUT - CUT - T20,-1.0113220000000005,-0.12556105263157946
"Trainer, Martin",PGA,"Jun 12, 2022",no,T11 - WD - T76 - T52 - CUT,-1.0125065000000009,0.2122686851851847
"Waring, Paul",EURO,"Jun 12, 2022",no,T63 - T37 - CUT - CUT - T10,-1.0126540000000002,0.4607497499999995
"Rozner, Antoine",EURO,"Jun 5, 2022",no,CUT - CUT - CUT - T21 - T51,-1.0200555000000002,-0.20266613157894775
"Schmid, Matthias",EURO,"Jun 5, 2022",no,T63 - CUT - T37 - CUT - T34,-1.022433,-0.4220958260869564
"Ferguson, Ewen",EURO,"Jun 5, 2022",no,T52 - CUT - T58 - T37 - W/D,-1.0228209999999998,-0.12388362626262617
"Vogel, T.J.",KFT,"Jun 12, 2022",web,CUT - T32 - T55 - T27 - CUT,-1.0332245000000002,0.1495481865671644
"Wilson, Oliver",EURO,"Jun 12, 2022",no,T42 - CUT - 64 - CUT - CUT,-1.0336230000000004,-0.08816654430379778
"Higgs, Harry",PGA,"Jun 12, 2022",no,CUT - CUT - CUT - 69 - CUT,-1.0420865,-0.7556775588235294
"Lindheim, Nicholas",KFT,"Jun 12, 2022",web,59 - CUT - T32 - T10 - W/D,-1.049435,-0.03947219298245619
"Feagles, Michael",KFT,"Jun 12, 2022",web,T54 - T4 - T59 - CUT - T44,-1.066537999999999,0.5963905897435913
"Ortiz, Alvaro",KFT,"Jun 5, 2022",web,CUT - CUT - T23 - CUT - T14,-1.0682834999999997,0.9706558478260887
"Westwood, Lee",PGA,"Jun 11, 2022",no,T14 - CUT - CUT - CUT - 29,-1.076705,-0.8823681428571429
"Whitney, Tom",KFT,"Jun 12, 2022",web,T5 - T24 - T69 - T70 - T54,-1.0784479999999994,0.43309227027027153
"Ormsby, Wade",EURO,"Jun 11, 2022",no,CUT - CUT - CUT - T9 - T22,-1.0833034999999998,-0.5543967941176468
"Trahan, D.J.",PGA,"Jun 12, 2022",no,T59 - T50 - CUT - CUT - T66,-1.0972510000000009,0.5766436666666661
"Hoffman, Charley",PGA,"Jun 12, 2022",no,CUT - CUT - 66 - CUT - T35,-1.1018649999999994,-0.7817866666666662
"Soderberg, Sebastian",EURO,"Jun 12, 2022",pga,CUT - 2 - CUT - T5 - CUT,-1.102922500000001,-0.08917176829268403
"Thompson, Curtis",PGA,"Jun 12, 2022",no,CUT - T21 - CUT - CUT - CUT,-1.1051895000000012,-0.24569560526315914
"Kanaya, Takumi",PGA,"Jun 12, 2022",no,CUT - CUT - CUT - T11 - T20,-1.110061,-0.8669249583333333
"Von Dellingshausen, Nicolai",EURO,"Jun 12, 2022",no,CUT - CUT - CUT - T18 - CUT,-1.1131729999999995,0.2238940312500004
"Moore, Taylor",PGA,"Jun 5, 2022",no,CUT - T64 - T32 - CUT - CUT,-1.1158815000000006,-1.3074306111111116
"Westmoreland, Kyle",KFT,"Jun 12, 2022",web,T32 - T7 - T56 - CUT - T31,-1.1165379999999985,0.5016904269662941
"Alexander, Tyson",KFT,"Jun 12, 2022",web,T17 - T81 - CUT - T10 - CUT,-1.1326960000000006,-0.06686076190476209
"Cone, Trevor",KFT,"Jun 12, 2022",web,75 - 1 - T27 - CUT - T70,-1.1342384999999982,0.5613410312500029
"O'Hair, Sean",KFT,"Jun 12, 2022",web,T4 - T65 - CUT - CUT - T64,-1.1377805000000003,-0.5908708488372096
"Rozo, Marcelo",KFT,"Jun 12, 2022",web,T32 - T38 - T41 - CUT - 73,-1.1390955,0.3147001944444452
"Gerard, Ryan",AM,"May 30, 2022",pga,T10 - T13 - T7 - T2 - T25,-1.1406089999999995,0.3035150384615388
"Valimaki, Sami",EURO,"Jun 12, 2022",no,CUT - T18 - CUT - CUT - CUT,-1.1431995000000004,0.5592676794871791
"Pavon, Matthieu",EURO,"Jun 12, 2022",no,CUT - CUT - CUT - T47 - T7,-1.1529430000000003,-0.7996500512820515
"Huizing, Daan",EURO,"Jun 12, 2022",no,T51 - T33 - CUT - T10 - CUT,-1.1545504999999996,0.3686573217821789
"Knous, Jim",PGA,"Jun 12, 2022",no,CUT - CUT - CUT - CUT - T25,-1.155278999999999,-0.40168989285714185
"Kizzire, Patton",PGA,"Jun 5, 2022",no,CUT - T83 - T75 - CUT - CUT,-1.1552999999999998,-1.3013956989247308
"Sloan, Roger",PGA,"Jun 12, 2022",pga,T59 - CUT - CUT - CUT - CUT,-1.1570379999999996,-0.7956773181818177
"Etulain, Julian",KFT,"Jun 12, 2022",web,T51 - T9 - CUT - CUT - T25,-1.1700119999999998,0.021239147540983883
"Ros, Pep Angles",EURO,"Jun 12, 2022",no,T59 - CUT - CUT - T29 - CUT,-1.1856880000000003,0.9040216825396823
"Anderson, Mark",KFT,"Jun 12, 2022",web,T8 - T32 - CUT - CUT - T31,-1.1863644999999998,-0.31687321428571436
"Cockerill, Aaron",EURO,"Jun 12, 2022",no,T3 - CUT - CUT - T70 - T48,-1.1952504999999998,0.038906294871794644
"Green, Gavin",EURO,"Jun 12, 2022",no,T48 - T44 - CUT - MC - CUT,-1.1993009999999995,1.03809459139785
"Farr, Oliver",EURO,"Jun 5, 2022",no,CUT - CUT - T23 - T51 - 69,-1.2018939999999998,-0.29404615189873384
"Sjoholm, Joel",EURO,"Jun 12, 2022",no,CUT - CUT - T48 - T64 - T37,-1.2039319999999996,0.6756402500000007
"Van Der Walt, Dawie",PGA,"Jun 12, 2022",no,CUT - CUT - T41 - T81 - 70,-1.2161465000000005,-0.21244684090909138
"Harkins, Brandon",KFT,"Jun 12, 2022",web,T60 - CUT - T31 - T14 - T44,-1.2239849999999994,-0.17335107594936616
"Endycott, Harrison",KFT,"Jun 12, 2022",web,T48 - CUT - T59 - T47 - T44,-1.2275615000000002,0.3592034090909093
"Morrison, James",EURO,"May 29, 2022",no,CUT - T33 - T27 - CUT - CUT,-1.2370950000000005,-0.43828444444444514
"Thorbjornsen, Michael",AM,"May 30, 2022",pga,T8 - T67 - T6 - T5 - T32,-1.237283500000001,-0.3483797962962971
"Migliozzi, Guido",EURO,"Jun 5, 2022",pga,T66 - CUT - T52 - T10 - CUT,-1.2476710000000009,-0.255188613636364
"Shinkwin, Callum",EURO,"Jun 5, 2022",no,CUT - T16 - T37 - T37 - RETD,-1.2477415,-0.821721375
"Parker, Chase",KFT,"Jun 12, 2022",no,CUT - T23 - CUT - T14 - T54,-1.2530299999999996,-0.02551474999999992
"Kim, Seonghyeon",KFT,"Jun 12, 2022",no,CUT - T31 - T41 - T20 - T6,-1.264838,-0.7799918750000001
"Portillo, Angel Hidalgo",EURO,"Jun 12, 2022",no,T15 - CUT - CUT - T49 - CUT,-1.2737720000000006,-0.037040627450981356
"DeChambeau, Bryson",PGA,"Jun 5, 2022",pga,WD - T58 - CUT - CUT - CUT,-1.278337,-1.9535182
"Sinnott, Todd",ASA,"Jun 5, 2022",pga,T17 - T30 - 11 - T18 - T20,-1.283908499999999,0.9565357168674709
"Higgo, Garrick",PGA,"Jun 5, 2022",no,CUT - T4 - CUT - CUT - T18,-1.2857569999999996,-0.6395873370786513
"Stuard, Brian",PGA,"Jun 12, 2022",pga,T42 - CUT - CUT - CUT - CUT,-1.2861459999999996,-1.1739971428571425
"Kawamura, Masahiro",EURO,"Jun 5, 2022",no,44 - CUT - T23 - T47 - T5,-1.2899604999999992,-0.8330653571428565
"Blanchet, Chandler",KFT,"Jun 12, 2022",web,T81 - T12 - T52 - CUT - T31,-1.2920629999999993,0.5842176250000017
"Wu, Dylan",PGA,"Jun 12, 2022",no,T10 - CUT - T62 - CUT - CUT,-1.2928994999999994,-1.0273237857142852
"Reeves, Seth",PGA,"Jun 12, 2022",no,CUT - CUT - CUT - T69 - CUT,-1.3042560000000005,-0.6913336829268297
"Saunders, Sam",KFT,"Jun 12, 2022",no,T54 - CUT - CUT - T47 - CUT,-1.3076639999999995,0.49079050000000146
"Manke, RJ",AM,"Jun 12, 2022",web,T7 - T28 - T5 - T15 - T37,-1.311055,-0.8184374561403508
"Schmitt, Max",EURO,"Jun 5, 2022",no,T17 - CUT - T33 - T37 - CUT,-1.3166565000000001,0.16481010000000018
"Luck, Curtis",KFT,"Jun 12, 2022",no,CUT - CUT - CUT - CUT - T25,-1.3190794999999995,0.18984398484848564
"Brown, Scott",PGA,"Jun 12, 2022",web,T51 - CUT - T24 - CUT - CUT,-1.3265194999999994,-0.46159079870129793
"Blixt, Jonas",PGA,"Jun 12, 2022",pga,CUT - CUT - CUT - WD - T28,-1.3300195000000006,0.37631799999999926
"Kodaira, Satoshi",PGA,"Jun 12, 2022",pga,T15 - CUT - CUT - CUT - WD,-1.3320424999999991,-0.47262887362637285
"LaCroix, Frederic",EURO,"Jun 5, 2022",no,CUT - T21 - CUT - T24 - CUT,-1.3423615000000004,-0.3746584148936173
"Gellerman, Michael",KFT,"May 15, 2022",web,CUT - T39 - CUT - W/D - CUT,-1.3453505,-0.5934048396226416
"Izumida, Daijiro",JPN,"Jun 5, 2022",pga,T24 - T13 - MC - T26 - T11,-1.3460604999999992,0.7817296265822784
"Moldovan, Maxwell",AM,"May 30, 2022",pga,T12 - 1 - T12 - T20 - T82,-1.3474249999999997,-0.1867897540983603
"Johnson, Michael",KFT,"Jun 12, 2022",web,T13 - CUT - W/D - T19 - CUT,-1.3605735,-0.15590046428571447
"Fisk, Steven",KFT,"Jun 12, 2022",no,CUT - T31 - T21 - T58 - CUT,-1.36896,0.5562395384615395
"Baker, Chris",KFT,"Jun 12, 2022",web,T24 - CUT - T52 - T19 - T61,-1.3708554999999993,-0.4239167765957438
"Stefani, Shawn",KFT,"Jun 5, 2022",web,CUT - T55 - 83 - CUT - T10,-1.3759100000000002,0.4970950000000003
"Aphibarnrat, Kiradech",PGA,"Jun 5, 2022",no,T61 - CUT - T76 - CUT - T34,-1.3784300000000005,-0.8934665217391311
"Armstrong, Dawson",KFT,"Jun 12, 2022",web,CUT - T32 - CUT - CUT - CUT,-1.3810304999999998,-0.05826914864864796
"Heisele, Sebastian",EURO,"Jun 5, 2022",no,T74 - T22 - CUT - 62 - CUT,-1.3962449999999995,0.2816660810810816
"Chesters, Ashley",EURO,"Jun 12, 2022",no,CUT - T44 - T21 - CUT - T37,-1.3979574999999995,-0.24611399484536012
"Broberg, Kristoffer",EURO,"Jun 12, 2022",no,T64 - W/D - T14 - T64 - T25,-1.4031370000000005,-0.6636606619718315
"Crouch, A.J.",KFT,"Jun 12, 2022",web,CUT - T67 - T31 - CUT - CUT,-1.4050000000000002,-0.4656115068493155
"Winther, Jeff",EURO,"Jun 5, 2022",no,T66 - CUT - T55 - T47 - 63,-1.408585,-0.4066963414634146
"Barber, Blayne",KFT,"Jun 12, 2022",web,T48 - CUT - CUT - T65 - T15,-1.411043500000001,-0.19449792307692393
"Flavin, Patrick",PGA,"Jun 12, 2022",no,CUT - CUT - CUT - T32 - CUT,-1.4176599999999997,-0.3810268493150679
"Sterne, Richard",EURO,"Jun 12, 2022",no,CUT - CUT - T54 - T40 - CUT,-1.4208775,0.23539924418604663
"Augenstein, John",KFT,"Jun 12, 2022",web,CUT - T47 - T32 - CUT - T12,-1.4218394999999997,-0.255080611111111
"Wolfe, Jared",PGA,"Jun 5, 2022",no,CUT - CUT - CUT - T51 - CUT,-1.427237500000001,-0.46289326923077
"Garcia Rodriguez, Sebastian",EURO,"Jun 12, 2022",no,T27 - CUT - CUT - W/D - T10,-1.4300225000000002,0.4421967105263158
"Bhatia, Akshay",KFT,"Jun 12, 2022",web,T24 - T16 - CUT - T52 - CUT,-1.4358849999999996,-0.09135134615384577
"Jacquelin, Raphael",EURO,"Jun 5, 2022",no,T55 - T54 - T52 - T43 - CUT,-1.4454474999999998,0.6305681603773583
"Santos, Ricardo",EURO,"Jun 12, 2022",no,CUT - T9 - CUT - T47 - CUT,-1.4539965000000001,0.21097831012658208
"Voke, Nick",KFT,"Jun 12, 2022",web,CUT - T38 - T21 - CUT - CUT,-1.4708579999999987,0.3563295000000022
"Rock, Robert",EURO,"Jun 12, 2022",no,T27 - T38 - CUT - CUT - CUT,-1.4843344999999994,-0.0431619576271185
"Matthews, Brandon",KFT,"Jun 12, 2022",pga,CUT - CUT - T59 - T37 - T15,-1.4855824999999991,-0.517023823529411
"Ritthammer, Bernard",EURO,"Jun 5, 2022",no,T35 - CUT - T22 - T20 - CUT,-1.4858020000000003,0.8217889756097556
"Kim, Chan",JPN,"Jun 5, 2022",pga,MC - T66 - T12 - CUT - T67,-1.4926760000000008,-0.49972472340425633
"Humphrey, Theo",KFT,"Jun 12, 2022",web,T45 - T54 - CUT - CUT - CUT,-1.4937689999999992,0.30047302898550843
"Drewitt, Brett",PGA,"Jun 12, 2022",web,CUT - CUT - CUT - CUT - T53,-1.5080200000000004,-0.45501574257425736
"Kozuma, Jinichiro",JPN,"Jun 11, 2022",pga,T7 - T8 - CUT - MC - T15,-1.514205,-0.46694185393258447
"Feagler, Clay",KFT,"Jun 5, 2022",web,CUT - T40 - CUT - CUT - CUT,-1.5147345000000003,-0.18307813636363646
"Hojgaard, Nicolai",EURO,"Jun 5, 2022",no,T13 - CUT - CUT - CUT - W/D,-1.5189055000000002,-1.083726765822785
"Dufner, Jason",PGA,"Jun 12, 2022",no,CUT - CUT - CUT - CUT - CUT,-1.5189664999999999,-0.5650503095238095
"Stone, Brandon",EURO,"Jun 5, 2022",no,CUT - T43 - CUT - CUT - T5,-1.5274484999999998,-0.44970482911392384
"Wilson, Andrew",EURO,"Jun 12, 2022",no,CUT - CUT - CUT - CUT - T25,-1.5349795,-0.23812582183908004
"Cole, Eric",KFT,"Jun 12, 2022",web,CUT - CUT - T54 - T29 - CUT,-1.5351235,-0.7280659675324678
"Rocha, Alexandre",KFT,"Jun 12, 2022",web,T51 - CUT - T16 - T7 - CUT,-1.557243,0.35020550000000084
"Siem, Marcel",EURO,"Jun 12, 2022",no,CUT - 63 - CUT - T18 - CUT,-1.5642220000000011,-0.8182061860465126
"Southgate, Matthew",EURO,"Jun 12, 2022",no,T57 - CUT - CUT - T34 - T15,-1.5656534999999994,-0.2543743860759484
"McCormick, Ryan",KFT,"Jun 12, 2022",web,T13 - 73 - T64 - CUT - T3,-1.566538,-0.4858890227272723
"Hoag, Bo",PGA,"Jun 12, 2022",pga,CUT - CUT - CUT - CUT - CUT,-1.5729415000000004,-0.5986385370370372
"Gavins, Daniel",EURO,"Jun 12, 2022",no,CUT - CUT - CUT - RETD - T15,-1.5793355000000004,-0.9205942500000003
"Wolff, Matthew",PGA,"Jun 5, 2022",no,CUT - T25 - CUT - CUT - CUT,-1.588917,-1.4529889444444444
"Coupland, Dave",EURO,"Jun 5, 2022",no,T60 - T51 - CUT - CUT - CUT,-1.5936935,-0.1283802272727279
"Bjorn, Thomas",EURO,"Jun 12, 2022",no,T33 - T59 - CUT - T51 - 8,-1.596919000000002,0.8387434999999979
"Gainey, Tommy",KFT,"Jun 12, 2022",no,T51 - CUT - CUT - CUT - CUT,-1.6013444999999997,-0.18214910526315697
"Porteous, Garrick",EURO,"Jun 12, 2022",no,CUT - CUT - T48 - CUT - CUT,-1.6081295000000004,-0.1039170000000007
"Flores, Martin",KFT,"Jun 12, 2022",web,CUT - T40 - T55 - CUT - CUT,-1.6150779999999998,0.08961755555555562
"Sullivan, Andy",EURO,"Jun 5, 2022",no,CUT - CUT - T9 - CUT - CUT,-1.6302110000000003,-0.7565272195121956
"McCarty, Matt",KFT,"Jun 12, 2022",pga,CUT - T43 - T41 - CUT - CUT,-1.6364214999999995,-0.7586514999999996
"Weiss, Alex",KFT,"Jun 12, 2022",no,T48 - CUT - CUT - T61 - T52,-1.637828,-0.5973735172413794
"Saxon, Charlie",KFT,"Jun 12, 2022",web,T48 - CUT - CUT - CUT - T10,-1.642107,0.255600424242425
"Crowe, Trace",KFT,"Jun 12, 2022",web,T40 - CUT - T18 - CUT - CUT,-1.6471000000000005,0.005507812499999876
"Baddeley, Aaron",KFT,"Jun 12, 2022",web,CUT - CUT - T13 - T52 - T54,-1.651090500000001,-0.5824355617283956
"Horsey, David",EURO,"Jun 12, 2022",no,CUT - T23 - CUT - CUT - T37,-1.6571414999999998,-0.795104028735632
"Reband, Garett",KFT,"Jun 12, 2022",web,T60 - T23 - T32 - CUT - 74,-1.684238499999998,0.9610266612903238
"Tway, Kevin",PGA,"May 29, 2022",no,CUT - CUT - CUT - CUT - CUT,-1.6850000000000005,-1.3880763953488375
"Nimmer, Bryson",PGA,"Jun 5, 2022",no,T11 - CUT - 72 - CUT - T49,-1.687652,-0.4079537543859648
"Anguiano, Mark",KFT,"Jun 12, 2022",web,CUT - T32 - T58 - CUT - T37,-1.6925275,0.10904697368421079
"Newcomb, Patrick",KFT,"Jun 12, 2022",web,CUT - CUT - CUT - T58 - T25,-1.6934849999999995,0.0977362903225818
"Bertasio, Nino",EURO,"Jun 5, 2022",no,CUT - CUT - CUT - CUT - W/D,-1.6945129999999993,-0.5614631282051279
"Watney, Nick",PGA,"Jun 12, 2022",no,CUT - CUT - CUT - CUT - CUT,-1.7024794999999984,-0.7400885588235281
"Brown, Steven",EURO,"Jun 12, 2022",no,CUT - CUT - CUT - CUT - CUT,-1.721203999999999,-0.3481369761904751
"Hagy, Brandon",PGA,"Jun 12, 2022",no,T42 - CUT - CUT - CUT - T64,-1.7231300000000012,-0.9792809523809534
"Nyholm, Pontus",KFT,"Jun 12, 2022",no,CUT - T60 - CUT - CUT - CUT,-1.728243499999999,-0.2959648333333327
"Hopfinger, Brad",KFT,"Jun 5, 2022",web,T51 - CUT - CUT - T59 - T14,-1.7316899999999982,0.39538235294117774
"Pereira, Corey",KFT,"Jun 12, 2022",web,CUT - T54 - CUT - T32 - CUT,-1.7319259999999992,-0.47217138461538366
"Zhang, Xinjun",KFT,"Jun 12, 2022",web,T24 - T74 - T64 - T61 - T37,-1.7353519999999996,-0.23366492307692188
"Cummins, Quade",KFT,"Jun 5, 2022",web,T27 - CUT - T47 - CUT - CUT,-1.7525249999999997,-0.24508485915492884
"Ventura, Kristoffer",KFT,"Jun 12, 2022",web,CUT - CUT - CUT - T19 - CUT,-1.7567410000000017,0.11527247222222115
"Laporta, Francesco",EURO,"Jun 12, 2022",no,CUT - T15 - T56 - CUT - CUT,-1.7637830000000008,-0.7727891538461548
"Reifers, Kyle",KFT,"Jun 12, 2022",web,T55 - W/D - CUT - CUT - CUT,-1.7662244999999999,-0.9955886176470587
"Greaser, Austin",AM,"May 30, 2022",pga,T59 - CUT - T37 - 1 - T25,-1.7754755000000002,-0.41265669999999965
"Teater, Josh",KFT,"Jun 12, 2022",web,CUT - T7 - T27 - CUT - CUT,-1.7785969999999995,-0.42500123076922947
"Crocker, Sean",EURO,"Jun 5, 2022",pga,CUT - CUT - CUT - T7 - T51,-1.7799,-1.0492258666666667
"Antcliff, Maverick",EURO,"Jun 12, 2022",no,CUT - CUT - CUT - CUT - CUT,-1.7864025000000001,-0.3376435344827582
"Werbylo, Trevor",KFT,"Jun 12, 2022",web,T32 - CUT - W/D - CUT - CUT,-1.806984000000001,-0.9338727179487188
"Thornberry, Braden",KFT,"Jun 12, 2022",web,CUT - T71 - CUT - CUT - CUT,-1.8225765000000007,-0.25319066666666656
"McGreevy, Max",PGA,"Jun 12, 2022",no,CUT - CUT - T83 - T52 - CUT,-1.8303729999999998,-1.0432177126436777
"Pavan, Andrea",EURO,"Jun 12, 2022",no,T42 - CUT - T51 - T64 - CUT,-1.830518000000001,1.1733406956521728
"Cabrera Bello, Rafa",PGA,"Jun 12, 2022",no,67 - CUT - CUT - CUT - T64,-1.8448529999999994,-1.0774314883720926
"Roussel, Robin",EURO,"Jun 12, 2022",no,T45 - T37 - CUT - CUT - CUT,-1.8571719999999998,-0.14477066666666683
"Donaldson, Jamie",EURO,"Jun 5, 2022",no,CUT - CUT - T8 - CUT - T70,-1.8649635000000007,-0.8682755512820518
"Van Horne, Ashton",KFT,"Jun 12, 2022",web,T16 - CUT - T48 - CUT - CUT,-1.8737119999999998,-0.17636989473684195
"Stalter, Joel",EURO,"Jun 5, 2022",no,CUT - T51 - CUT - T56 - CUT,-1.882623,0.6333584492753632
"Nienaber, Wilco",EURO,"Jun 12, 2022",no,CUT - T48 - CUT - T40 - CUT,-1.8876535000000012,-0.8017409747474757
"McGowan, Ross",EURO,"Jun 12, 2022",no,CUT - CUT - T56 - CUT - CUT,-1.888867500000001,0.12511152439024298
"Drysdale, David",EURO,"Jun 5, 2022",no,T52 - CUT - CUT - CUT - W/D,-1.9120679999999992,-0.46079672340425426
"Harrington, Scott",KFT,"Jun 12, 2022",web,CUT - T13 - CUT - CUT - CUT,-1.9361249999999988,-0.4710792647058808
"Chiarella, Alex",KFT,"Jun 12, 2022",web,T13 - T48 - 77 - CUT - CUT,-1.944366,-0.5639276666666668
"Singh Brar, Jack",EURO,"Jun 5, 2022",no,CUT - T27 - CUT - CUT - 73,-1.946160999999999,0.5641173333333349
"Tuten, Shad",KFT,"Jun 12, 2022",web,T35 - CUT - CUT - CUT - T44,-1.9490244999999997,-0.3232652792207782
"Maguire, MJ",KFT,"Jun 12, 2022",web,T54 - CUT - CUT - CUT - T52,-1.9576705000000003,-0.478989166666667
"Brunner, Brad",KFT,"Jun 12, 2022",web,CUT - T40 - T41 - CUT - CUT,-1.9894399999999997,-0.49892499999999895
"Kuest, Peter",KFT,"Jun 12, 2022",web,CUT - CUT - T38 - CUT - T70,-2.0029794999999995,0.42326161111111293
"Lemke, Niklas",EURO,"Jun 12, 2022",no,T22 - CUT - CUT - CUT - T51,-2.0121390000000003,-0.6404428356164384
"Gribble, Cody",KFT,"Jun 12, 2022",web,T71 - T31 - CUT - CUT - CUT,-2.014197999999999,0.16685621052631694
"Brightwell, Jonathan",KFT,"Jun 12, 2022",web,CUT - T74 - CUT - CUT - T31,-2.0469919999999995,0.40185354054053946
"Sharma, Shubhankar",EURO,"Jun 12, 2022",no,CUT - CUT - T14 - CUT - CUT,-2.0504925,-1.3087634473684209
"Ruffels, Ryan",KFT,"Jun 12, 2022",web,CUT - T76 - CUT - T47 - T22,-2.053939,0.5399392926829281
"Quiros, Alvaro",EURO,"Jun 5, 2022",no,CUT - CUT - T48 - 63 - T29,-2.0580720000000006,-0.6803268571428578
"Lombard, Zander",EURO,"Jun 12, 2022",no,66 - CUT - CUT - T59 - T37,-2.075621999999998,-0.6726208775510185
"Leon, Hugo",EURO,"Jun 12, 2022",no,62 - CUT - CUT - T59 - CUT,-2.077724499999999,-1.0136407765957438
"Choi, Albin",KFT,"Jun 12, 2022",no,T71 - T69 - CUT - W/D - CUT,-2.1002785000000004,-0.7143572878787883
"Gagne, Luis",KFT,"Jun 5, 2022",web,CUT - CUT - T38 - CUT - T58,-2.1135144999999995,-0.35932590845070256
"Yun, Andrew",KFT,"Jun 12, 2022",web,CUT - T58 - CUT - T2 - CUT,-2.1207244999999992,-0.34737509701492386
"Macdonald, Stuart",KFT,"Jun 12, 2022",web,CUT - CUT - CUT - T37 - CUT,-2.1827104999999998,-0.976171986486486
"Hirschman, Grant",KFT,"Jun 12, 2022",no,CUT - T71 - CUT - T37 - T61,-2.1896150000000003,-1.0784274324324326
"Pak, John",KFT,"Jun 5, 2022",web,T31 - CUT - T48 - CUT - CUT,-2.218166499999998,-0.5618407372881331
"Kocher, David",KFT,"Jun 12, 2022",web,CUT - T48 - T23 - CUT - CUT,-2.2290509999999997,-0.5755270256410245
"Kang, Sung",PGA,"Jun 12, 2022",no,CUT - T51 - CUT - CUT - CUT,-2.2305824999999997,-1.351427557471264
"Hearn, David",KFT,"Jun 12, 2022",no,CUT - T40 - CUT - CUT - CUT,-2.24256,-0.7082304109589039
"Main, Gregor",KFT,"Jun 12, 2022",web,W/D - CUT - CUT - T25 - W/D,-2.2582569999999995,-0.28051366666666655
"Lagergren, Joakim",EURO,"Jun 12, 2022",no,CUT - CUT - CUT - T5 - T29,-2.2673934999999985,-1.047202646341462
"Chin, John",KFT,"Jun 12, 2022",web,CUT - T47 - CUT - T70 - T44,-2.271705999999999,-0.42721129411764536
"Creel, Joshua",PGA,"Jun 12, 2022",no,74 - CUT - CUT - CUT - CUT,-2.281373500000001,-1.212994863636364
"Diaz, Roberto",KFT,"Jun 12, 2022",web,CUT - CUT - CUT - T29 - T61,-2.3074064999999995,-0.9916616190476182
"Kjeldsen, Soren",EURO,"Jun 5, 2022",no,CUT - T65 - T56 - CUT - CUT,-2.3274009999999996,-0.9797485714285712
"Rosenmuller, Thomas",KFT,"Jun 12, 2022",web,CUT - CUT - CUT - CUT - CUT,-2.3487729999999987,0.2572785625000016
"Shore, Davis",SAM,"Jun 5, 2022",pga,T64 - T5 - CUT - T8 - T13,-2.350969500000001,0.006856141025640028
"Sugiyama, Tomoyasu",JPN,"Jun 5, 2022",pga,MC - MC - T22 - MC - T28,-2.3514810000000006,-0.2723384117647072
"Shaun, Corey",KFT,"Jun 12, 2022",no,CUT - CUT - CUT - CUT - CUT,-2.383574499999999,-1.2247541610169483
"Hend, Scott",EURO,"Jun 12, 2022",no,CUT - CUT - T14 - T44 - CUT,-2.4422169999999985,-0.46517406521738924
"Walsh, Thomas",KFT,"Jun 12, 2022",web,CUT - CUT - T47 - CUT - T66,-2.445424499999999,-0.17240637499999734
"Kelly, Tee-K",KFT,"Jun 12, 2022",web,CUT - T43 - CUT - T29 - CUT,-2.459310999999999,-0.4389191666666652
"India, Vince",KFT,"Jun 12, 2022",web,T22 - CUT - CUT - T32 - CUT,-2.4641535000000006,-1.1318811923076926
"Card III, Jay",KFT,"Jun 12, 2022",web,T48 - CUT - CUT - CUT - CUT,-2.4715614999999995,-0.5338273333333328
"Campos, Rafael",KFT,"Jun 12, 2022",web,CUT - T65 - CUT - T37 - T61,-2.471706,-0.5364123414634154
