player_name,primary_tour,last_played,playing_this_week,last_5_finishes,trend_index,baseline_index
"Grey, J.J.",KFT,"Jun 12, 2022",web,CUT - T60 - CUT - CUT - T70,-2.484757499999999,-0.16214224576270952
"Contini, Martin",KFT,"Jun 12, 2022",web,T40 - T61 - CUT - CUT - CUT,-2.507847499999999,-0.32036578124999826
"Gallacher, Stephen",EURO,"Jun 5, 2022",no,T69 - CUT - CUT - T24 - CUT,-2.5210215000000007,-0.6138829285714296
"Bjerregaard, Lucas",EURO,"Jun 5, 2022",no,CUT - CUT - CUT - CUT - CUT,-2.5506234999999995,-1.0559005370370367
"Kinney, Tripp",KFT,"Jun 12, 2022",web,CUT - CUT - CUT - CUT - T54,-2.5532074999999996,-0.013014999999998889
"Cover, Patrick",KFT,"Jun 12, 2022",web,CUT - CUT - W/D - CUT - T44,-2.5559579999999995,-0.19081799999999882
"Kozan, Andrew",KFT,"Jun 5, 2022",web,CUT - CUT - CUT - CUT - CUT,-2.559724,-0.9840364000000001
"Lewis, Tom",KFT,"Jun 12, 2022",web,CUT - CUT - W/D - CUT - CUT,-2.5688334999999993,-1.02017702112676
"Piot, James",AM,"Jun 11, 2022",pga,8 - T29 - CUT - CUT - T25,-2.578137,-0.28255283333333336
"White, Peyton",KFT,"Jun 12, 2022",no,CUT - CUT - CUT - T41 - CUT,-2.6294120000000003,-0.22913807843137235
"Godsey, Conner",KFT,"Jun 12, 2022",web,CUT - CUT - T61 - CUT - T54,-2.638573499999999,-0.8223264999999984
"White, Brett",KFT,"Jun 12, 2022",no,CUT - CUT - CUT - 73 - T37,-2.642102,-0.6992474999999996
"Caldwell, Jonathan",EURO,"Jun 12, 2022",no,CUT - CUT - CUT - CUT - T37,-2.653702,-0.5501419999999997
"Van Pelt, Bo",KFT,"Jun 12, 2022",web,CUT - CUT - T76 - 72 - T53,-2.6849220000000003,-1.4476885753424658
"Compton, Erik",KFT,"Jun 12, 2022",web,CUT - T79 - CUT - CUT - T54,-2.7071159999999996,-0.33204171428571394
"Cunningham, George",KFT,"Jun 12, 2022",web,T16 - T58 - W/D - CUT - CUT,-2.7147394999999994,-0.5450333983050828
"Brehm, Ryan",PGA,"Jun 5, 2022",no,T14 - CUT - CUT - CUT - CUT,-2.7372715,-1.4154270405405402
"Garber, Joey",KFT,"Jun 12, 2022",web,CUT - CUT - CUT - CUT - CUT,-2.748773000000001,-1.2128155000000005
"Franken, Stephen",KFT,"Jun 5, 2022",web,CUT - CUT - CUT - CUT - T61,-2.7494755000000013,-0.672684230158731
"Canizares, Alejandro",EURO,"Jun 12, 2022",no,RETD - T44 - CUT - W/D - CUT,-2.7566099999999993,-1.5780517499999993
"Fdez-Castano, Gonzalo",EURO,"Jun 5, 2022",no,CUT - 68 - CUT - T56 - T20,-2.7596035,-0.42655991509433955
"Murray, Zach",EURO,"Jun 12, 2022",no,CUT - CUT - CUT - CUT - T37,-2.7817615,-0.6197299782608696
"Chawrasia, S.S.P.",EURO,"Jun 5, 2022",no,CUT - CUT - CUT - CUT - T30,-2.8168395,0.3859825312499998
"Karlberg, Rikard",EURO,"Jun 12, 2022",no,CUT - T55 - CUT - CUT - CUT,-2.880841499999999,-0.5753821451612895
"Love III, Davis",PGA,"Jun 12, 2022",no,CUT - T20 - CUT - WD - T68,-2.9024010000000002,-0.5339436315789481
"Picanso, Matthew",KFT,"Jun 12, 2022",web,CUT - CUT - CUT - CUT - CUT,-2.9178465000000005,-0.2303990000000007
"Proveaux, Caleb",KFT,"Jun 12, 2022",web,T60 - CUT - CUT - CUT - CUT,-2.9554414999999996,0.1095492142857144
"Sargent, Billy Tom",KFT,"Jun 12, 2022",web,CUT - CUT - 63 - CUT - CUT,-3.064185999999999,-0.807664749999998
"Lorenz, Ben",AM,"May 30, 2022",pga,T26 - T23 - T19 - T53 - 143,-3.067384999999998,-0.148174666666665
"Fisher, Oliver",EURO,"Jun 11, 2022",no,CUT - CUT - W/D - RETD - T38,-3.0677245000000006,-0.6216545000000004
"Ramirez, Ivan Camilo",KFT,"Jun 12, 2022",web,CUT - CUT - CUT - CUT - CUT,-3.121491,-0.3617473636363622
"Pigem, Carlos",EURO,"Jun 12, 2022",no,CUT - T66 - CUT - T59 - CUT,-3.1250534999999986,-0.20093983802816684
"Paratore, Renato",EURO,"Jun 12, 2022",no,CUT - CUT - CUT - CUT - CUT,-3.1256155000000003,-1.341710310126583
"Reiter, Charles",AM,"May 18, 2022",pga,T25 - 19 - 43 - T38 - T19,-3.174977999999999,-0.0006992499999998181
"Paisley, Chris",EURO,"Jun 12, 2022",no,CUT - CUT - CUT - CUT - CUT,-3.1910645,-0.48294837096774135
"Stow, Ben",EURO,"Jun 12, 2022",no,CUT - CUT - T43 - T15 - RETD,-3.2485934999999992,0.12459501851851851
"Morgan, Jediah",ANZ,"Jun 11, 2022",pga,MC - T12 - T21 - CUT - T30,-3.2507075,-0.5840645212765958
"Potter Jr, Ted",KFT,"Jun 12, 2022",web,CUT - CUT - T69 - T27 - CUT,-3.2750890000000012,-0.3744331176470608
"Warren, Marc",EURO,"Jun 12, 2022",no,CUT - CUT - CUT - CUT - T2,-3.2849794999999995,-0.5682664444444434
"Montenegro, Marcos",KFT,"Jun 12, 2022",web,CUT - CUT - CUT - CUT - T66,-3.3247564999999994,-0.15514112962962967
"Gibson, Rhein",KFT,"Jun 12, 2022",web,CUT - CUT - T56 - CUT - T25,-3.570230500000001,-1.8258595666666673
"Slocum, Heath",KFT,"Jun 12, 2022",no,CUT - CUT - CUT - CUT - CUT,-3.6006919999999996,0
"Wood, Chris",EURO,"May 29, 2022",no,CUT - T49 - CUT - CUT - CUT,-3.6081984999999994,-1.4510595526315786
"Sharvin, Cormac",EURO,"Jun 5, 2022",no,CUT - CUT - CUT - CUT - CUT,-3.794166999999998,-0.6481757096774174
"Howell, David",EURO,"Jun 5, 2022",no,T66 - CUT - CUT - W/D - CUT,-3.8526184999999975,-0.7206533529411732
"Ridings, Tag",KFT,"Jun 12, 2022",web,W/D - T23 - CUT - W/D - CUT,-4.1332645,-1.5564819285714298
"Porteous, Haydn",EURO,"Jun 5, 2022",no,CUT - CUT - CUT - CUT - CUT,-4.136062,-0.562378623376623
"Manuel, Caleb",AM,"May 18, 2022",pga,T10 - 61 - T51 - T1 - T15,-4.137804,-0.24237187234042556
"Furyk, Jim",CHAMP,"Jun 12, 2022",pga,CUT - T65 - T68 - T35 - 64,-4.169933,-2.672426698630137
"Kim, Whee",KFT,"Jun 12, 2022",web,CUT - W/D - CUT - CUT - T66,-4.539131500000001,-1.3526405909090915
