player_name,sample_size,primary_tour,dg_rank,dg_change,owgr_rank,owgr_change,dg_index
"Hanna, Chase",150,euro,405,-6,196,-11,-1.02482978872604
"Kang, Sung",150,pga,406,-12,9999,0,-1.03048682365771
"Alexander, Tyson",150,kft,407,-6,321,-5,-1.03096548245691
"Farr, Oliver",150,euro,408,3,9999,0,-1.03144378828445
"Dickson, Taylor",134,kft,409,-36,491,-7,-1.04296374108729
"Wilson, Oliver",150,euro,410,-19,9999,0,-1.04577877466368
"Gellerman, Michael",150,pga,411,5,9999,0,-1.0484194160404101
"Bertasio, Nino",150,euro,412,7,438,-15,-1.0489926568690502
"Fichardt, Darren",150,euro,413,-4,385,-12,-1.04904726825926
"Els, Ernie",150,champ,414,7,9999,0,-1.04963248173254
"McCarthy, Dan",150,kft,415,5,9999,0,-1.04963530711806
"Pepperell, Eddie",150,euro,416,6,9999,0,-1.0503879833399699
"Hillier, Daniel",150,cha,417,49,228,17,-1.05995254245948
"Lamb, Rick",150,kft,418,7,9999,0,-1.06438495503335
"Blaum, Ryan",150,kft,419,9,9999,0,-1.06581689940017
"Couples, Fred",150,champ,420,-55,9999,0,-1.06691109819462
"Strydom, Ockie",150,afr,421,9,333,-7,-1.06734114687169
"Bhatia, Akshay",150,kft,422,-15,412,-10,-1.07128655886283
"Toledo, José",150,sam,423,-81,9999,0,-1.0751325446576998
"Kinhult, Marcus",150,euro,424,-10,360,-13,-1.07558679925293
"Stanger, Jimmy",150,kft,425,-21,436,-15,-1.07755141944813
"Sharma, Shubhankar",150,euro,426,-46,189,-3,-1.07803831247047
"Van Der Walt, Dawie",150,kft,427,-25,9999,0,-1.07805488372005
"Baddeley, Aaron",150,pga,428,-16,9999,0,-1.07976459442391
"Otsuki, Tomoharu",150,jpn,429,22,116,4,-1.08017382191992
"Trainer, Martin",150,pga,430,-4,423,-11,-1.08072541244062
"Rock, Robert",150,euro,431,-2,9999,0,-1.08367988076732
"Crouch, A.J.",116,sam,432,-14,9999,0,-1.08527085785007
"Cockerill, Aaron",150,euro,433,34,315,-3,-1.0891606277973
"Parry, John",114,owgr,434,-1,9999,0,-1.09286451781628
"Manassero, Matteo",150,cha,435,35,347,18,-1.09809820744464
"Aguado, Camilo",150,sam,436,24,9999,0,-1.1006504628693101
"Endycott, Harrison",150,kft,437,2,391,-2,-1.10171519612766
"Onishi, Kaito",150,jpn,438,41,289,34,-1.1018110613285201
"Van Driel, Darius",150,euro,439,0,365,0,-1.10272842472353
"Laporta, Francesco",150,euro,440,-58,232,-8,-1.10909882983944
"Etulain, Julian",150,kft,441,28,9999,0,-1.1119071527188
"Heisele, Sebastian",150,euro,442,0,9999,0,-1.1251146077511203
"Flavin, Patrick",150,kft,443,-54,9999,0,-1.12736379150286
"Chassart, Adrien Dumont de",150,am,444,0,9999,0,-1.1321567952903502
"Castillo, Ricky",142,am,445,1,9999,0,-1.13419444611212
"McCormick, Ryan",150,kft,446,0,451,0,-1.1342235638898202
"Horikawa, Mikumu",150,jpn,447,-10,208,-5,-1.1347248220561499
"Gay, Brian",150,pga,448,1,9999,0,-1.14020700595169
"Brennan, Michael",150,am,449,1,9999,0,-1.1408763749514
"Portillo, Angel Hidalgo",150,cha,450,-18,319,-17,-1.14138868582968
"Armstrong, Dawson",150,kft,451,-16,9999,0,-1.14447708581126
"Von Dellingshausen, Nicolai",150,euro,452,-16,480,-26,-1.14757253091712
"Young, Carson",113,kft,453,11,386,-5,-1.14867328953263
"Augenstein, John",150,kft,454,0,9999,0,-1.15040651140077
"Nienaber, Wilco",150,euro,455,-15,306,-14,-1.15170919931127
"McCarty, Matt",150,kft,456,-11,9999,0,-1.15302826448293
"Watney, Nick",150,pga,457,-91,380,-3,-1.15423714085277
"Prinsloo, Jaco",150,afr,458,16,309,-11,-1.16689427201485
"Smyth, Travis",150,asa,459,-18,402,-7,-1.16798829740643
"Knapp, Jake",150,kft,460,-5,9999,0,-1.1758119760195
"Levy, Alexander",150,euro,461,-5,363,-8,-1.17748344668551
"Chesters, Ashley",150,euro,462,-8,493,-12,-1.1805408476120902
"Knowles, Philip",150,kft,463,0,9999,0,-1.18121385359371
"Southgate, Matthew",150,euro,464,0,449,0,-1.18180116694971
"Holt, Ian",150,can,465,-4,9999,0,-1.1902594533261899
"Macdonald, Stuart",150,kft,466,14,9999,0,-1.19128940021833
"Migliozzi, Guido",150,euro,467,-4,171,-2,-1.19144657291375
"Maas, Christiaan",150,am,468,0,9999,0,-1.2006027594844098
"Barber, Blayne",150,kft,469,0,9999,0,-1.2042381114368401
"Johnson, Michael",150,kft,470,-36,9999,0,-1.2070713521791299
"Hisatsune, Ryo",150,jpn,471,0,229,0,-1.21233642215075
"Thorbjornsen, Michael",137,am,472,-1,9999,0,-1.21372715095333
"Schietekat, Neil",150,afr,473,-56,226,-7,-1.21512563799822
"Drewitt, Brett",150,kft,474,0,9999,0,-1.21685952145964
"Kang, Kyungnam",150,kor,475,3,476,-15,-1.22230549731556
"Werbylo, Trevor",150,am,476,-3,260,-6,-1.22254090526244
"Bae, Sangmoon",150,kft,477,5,9999,0,-1.22778562227256
"Germishuys, Deon",150,afr,478,-13,286,-16,-1.2278128902451002
"Hirschman, Grant",150,kft,479,-21,9999,0,-1.2327415992869
"Lagergren, Joakim",150,euro,480,0,294,0,-1.23320967239567
"Goodwin, Noah",150,am,481,-4,9999,0,-1.23332968917071
"Lemke, Niklas",150,euro,482,-10,9999,0,-1.23490366131139
"Pereira, Corey",150,kft,483,-36,9999,0,-1.23916627667503
"Moolman, Pieter",150,afr,484,6,288,-8,-1.24610867723678
"Kelly, Jerry",150,champ,485,0,9999,0,-1.26873725388
"Randolph, Jonathan",150,kft,486,1,9999,0,-1.27219131389728
"Kristensen, Nicolai",150,cha,487,-12,324,-4,-1.27504275854351
"Lee, Tain",113,kft,488,-7,9999,0,-1.27599070518177
"Caron, Rowin",150,sam,489,0,9999,0,-1.27795917589887
"Zhang, Xinjun",150,pga,490,0,9999,0,-1.2782517770164399
"Blixt, Jonas",150,pga,491,0,9999,0,-1.2800451327953302
"Brehm, Ryan",150,pga,492,-1,312,-2,-1.28041392494952
"Nimmer, Bryson",150,can,493,1,9999,0,-1.2820831424335402
"Schniederjans, Ollie",150,kft,494,-2,9999,0,-1.28279745734162
"Pak, John",150,am,495,1,9999,0,-1.2853616949078501
"Coupland, Dave",150,euro,496,3,9999,0,-1.28850948474019
"Tokimatsu, Ryuko",150,jpn,497,0,214,0,-1.2973234519637802
"Teater, Josh",150,kft,498,-105,9999,0,-1.29858403028882
"Saddier, Adrien",150,euro,499,-4,9999,0,-1.3021782215651498
"Campbell, Brian",150,kft,500,0,9999,0,-1.3025723306836499
