player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Julius Peppers,1010,ED,GB,14,2,0,12,76.5,4,22,319,95.5,13.5,43,2,6.6,8,352,336,34,1,76.7,3,18,185,99.5,18.9,35,8.9,6,196,195,27
Dwight Freeney,1019,ED,ATL,13,0,0,2,65.3,5,33,284,99.7,18.0,51,1,8.1,4,301,300,42,0,67.9,4,25,150,100.0,25.3,38,11.7,3,160,160,32
James Harrison,1251,ED,PIT,14,0,0,25,82.1,5,23,200,64.1,22.0,44,0,9.5,5,340,218,33,0,90.2,3,17,97,75.7,32.0,31,13.4,3,140,106,23
Terence Newman,1321,CB,MIN,13,0,0,18,53.9,0,0,4,1.0,0.0,0,4,0.0,0,417,4,0,0,55.6,0,0,2,1.0,0.0,0,0.0,0,191,2,0
Terrell Suggs,1326,ED,BLT,13,3,1,3,70.4,11,25,390,97.6,10.3,40,5,6.7,8,422,412,44,2,74.7,8,15,185,98.5,14.6,27,8.9,5,200,197,28
Robert Mathis,1447,ED,IND,12,0,0,14,57.7,1,19,281,91.6,10.0,28,0,5.0,4,332,304,24,0,60.8,1,11,135,95.6,12.6,17,6.7,3,158,151,15
Cullen Jenkins,1637,DI,WAS,13,0,0,32,62.7,1,7,147,98.8,6.8,10,1,2.7,0,162,160,8,0,65.6,1,5,51,100.0,11.8,6,5.9,0,58,58,6
DeAngelo Hall,1729,S,WAS,3,0,0,32,54.9,0,0,3,3.2,0.0,0,0,0.0,0,93,3,0,0,59.7,0,0,1,2.8,0.0,0,0.0,0,36,1,0
Vince Wilfork,1742,DI,HST,13,0,0,13,58.7,3,9,205,99.6,6.3,13,2,2.9,0,226,225,12,0,54.0,2,5,69,100.0,7.2,5,5.1,0,77,77,7
Karlos Dansby,1754,LB,CIN,14,1,1,7,56.1,2,3,46,12.4,2.2,1,2,5.4,0,418,52,5,0,44.5,0,1,15,9.1,0.0,0,3.3,0,198,18,1
Daryl Smith,1760,LB,TB,14,0,0,30,53.8,0,5,52,26.7,3.8,2,0,4.8,0,202,54,5,0,49.1,0,2,19,30.0,5.3,1,5.3,0,70,21,2
Antonio Smith,1856,DI,HST,11,0,0,13,59.5,4,10,154,100.0,9.1,14,2,5.2,1,166,166,15,0,61.7,3,9,89,100.0,13.5,12,7.9,1,97,97,13
Mike Adams,1972,S,IND,13,0,0,14,61.0,2,0,20,3.7,0.0,0,0,5.0,0,535,20,2,0,58.9,1,0,10,4.3,0.0,0,5.0,0,232,10,1
Adam Jones,2223,CB,CIN,14,0,1,7,54.0,0,1,2,0.3,0.0,0,5,25.0,0,585,2,1,0,54.0,0,1,2,0.7,0.0,0,25.0,0,289,2,1
DeMarcus Ware,2228,ED,DEN,9,0,2,10,68.3,3,16,178,96.1,15.7,28,4,8.1,5,204,196,24,0,71.5,2,11,106,97.5,20.8,22,10.8,5,120,117,18
Thomas Davis Sr.,2231,LB,CAR,14,1,0,5,89.9,2,13,88,15.1,18.2,16,2,11.9,3,601,91,18,0,88.9,0,1,33,12.4,12.1,4,7.6,2,266,33,3
Derrick Johnson,2232,LB,KC,13,0,0,16,50.5,1,2,36,7.1,0.0,0,0,6.9,1,524,37,4,0,54.9,1,1,23,11.5,0.0,0,8.7,1,208,24,3
Jonathan Babineaux,2276,DI,ATL,14,1,0,2,55.0,1,9,209,95.3,5.7,12,0,2.4,0,235,224,10,0,59.6,0,6,82,100.0,9.8,8,3.7,0,89,89,6
