player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Shane Lechler,673,P,HST,14,61,61,4.27,39.82,47.7,11.4,0,0,3,12,13,68.2,27,62,5,0,60.7,421,37,61,260.48,2429,3,2910
Matt Bryant,1223,K,ATL,1,2,2,4.02,33.5,33.5,,0,0,0,2,2,59.2,0,36,0,0,0.0,0,0,2,8.03,67,0,67
Andy Lee,1906,P,CAR,9,36,36,4.45,40.36,49.14,13.9,0,0,7,7,5,72.4,18,76,1,0,47.2,236,17,36,160.03,1453,4,1769
Donnie Jones,1939,P,PHI,14,54,54,4.28,39.81,45.39,10.1,0,0,10,14,24,66.0,20,72,5,0,33.3,181,18,54,231.06,2150,6,2451
Dustin Colquitt,2316,P,KC,14,71,71,4.54,40.59,45.34,5.6,0,0,5,25,16,75.0,35,64,3,0,39.4,157,28,71,322.15,2882,9,3219
Sam Koch,3148,P,BLT,14,73,73,4.31,40.01,46.32,12.0,0,0,10,12,3,80.9,33,68,15,0,41.1,360,30,73,314.57,2921,5,3381
Jon Ryan,3493,P,SEA,14,63,63,4.32,40.37,44.41,8.1,1,0,11,18,29,64.9,26,62,6,0,38.1,195,24,64,271.96,2543,3,2798
Brett Kern,4580,P,TEN,14,65,65,4.33,37.95,44.28,11.4,0,0,6,21,31,65.7,25,71,2,0,44.6,331,29,65,281.49,2467,4,2878
Kevin Huber,5066,P,CIN,14,65,65,4.14,39.4,46.15,9.6,0,0,8,15,7,53.5,24,72,4,0,47.7,299,31,65,269.17,2561,7,3000
Thomas Morstead,5088,P,NO,14,50,50,4.58,42.58,48.06,7.3,0,0,7,6,20,86.4,21,66,8,0,48.0,174,24,50,229.08,2129,5,2403
Pat McAfee,5146,P,IND,14,49,49,4.46,42.76,49.14,9.5,0,0,4,16,14,87.7,21,74,6,0,28.6,133,14,49,218.54,2095,9,2408
Britton Colquitt,5192,P,CLV,14,73,73,4.36,40.22,45.44,9.2,0,0,9,20,8,65.9,20,65,4,0,50.7,341,37,73,318.18,2936,2,3317
Graham Gano,5443,K,CAR,1,4,4,4.35,29.75,45.0,10.5,0,0,0,0,5,50.2,0,54,0,0,50.0,21,2,4,17.41,119,2,180
Matt Bosher,6344,P,ATL,12,37,37,4.51,41.65,47.24,11.0,0,0,5,13,2,74.6,21,68,0,0,45.9,187,17,37,166.79,1541,1,1748
Chris Jones,6798,P,DAL,14,50,50,4.69,40.56,45.54,8.0,0,0,4,16,9,83.8,21,63,5,0,42.0,169,21,50,234.46,2028,4,2277
Bryan Anger,7072,P,TB,14,62,62,4.72,42.05,45.69,5.7,0,0,8,23,30,82.8,30,59,3,0,35.5,126,22,62,292.74,2607,5,2833
Brad Nortman,7192,P,JAX,14,70,70,4.51,38.94,46.53,13.5,0,0,13,15,15,64.2,28,78,5,0,41.4,391,29,70,315.39,2726,7,3257
Johnny Hekker,7252,P,LA,14,83,83,4.44,46.24,47.89,4.0,0,0,11,33,26,85.9,51,78,9,0,34.9,117,29,83,368.68,3838,1,3975
Drew Butler,7302,P,ARZ,7,32,32,4.34,35.63,42.19,10.5,0,0,2,8,1,45.0,10,62,2,0,62.5,210,20,32,138.88,1140,0,1350
Marquette King,7410,P,OAK,14,68,68,4.41,41.24,47.78,12.8,0,0,12,13,23,81.3,32,72,10,3,39.7,345,27,68,299.81,2804,5,3249
Ryan Quigley,7573,P,ARZ,6,34,34,4.71,38.26,41.65,9.4,1,0,5,18,1,65.9,15,55,1,0,23.5,75,8,35,160.26,1301,2,1416
Jeff Locke,7937,P,MIN,14,67,67,4.43,39.91,43.36,8.6,0,0,14,26,18,65.7,33,72,3,0,29.9,171,20,67,296.54,2674,3,2905
Sam Martin,7947,P,DET,14,54,54,4.46,43.87,48.41,6.4,0,0,5,14,11,75.6,24,63,3,0,53.7,185,29,54,241.04,2369,3,2614
Colton Schmidt,8104,P,BUF,14,65,65,4.31,38.26,42.46,6.9,0,0,6,6,4,56.2,23,58,18,0,47.7,213,31,65,280.17,2487,3,2760
Ryan Allen,8242,P,NE,14,65,65,4.22,41.09,44.37,5.1,0,0,13,18,19,63.4,27,57,6,0,33.8,113,22,65,274.18,2671,5,2884
Brad Wing,8256,P,NYG,14,82,82,4.17,40.96,46.21,9.4,0,0,20,14,21,66.6,32,63,9,0,37.8,290,31,82,341.98,3359,7,3789
Tress Way,8358,P,WAS,14,40,40,4.41,38.13,44.45,8.7,0,0,4,6,32,68.3,14,61,6,0,50.0,173,20,40,176.33,1525,4,1778
Pat O'Donnell,8826,P,CHI,14,64,64,4.43,38.48,43.75,12.5,0,0,5,29,6,71.4,26,67,5,0,29.7,237,19,64,283.43,2463,5,2800
Chandler Catanzaro,9140,K,ARZ,1,2,2,3.61,33.0,33.0,,0,0,1,0,1,58.8,0,47,1,0,0.0,0,0,2,7.21,66,0,66
Michael Palardy,9277,P,CAR,5,29,29,4.27,37.55,42.66,6.0,0,0,5,4,5,55.1,11,56,0,0,62.1,108,18,29,123.96,1089,2,1237
Jacob Schum,9373,P,GB,14,45,45,4.3,39.64,43.89,9.4,0,0,6,13,12,64.4,14,65,9,0,31.1,131,14,45,193.69,1784,3,1975
Bradley Pinion,9598,P,SF,14,85,85,4.5,39.46,44.01,9.6,0,0,10,36,28,56.9,22,65,2,0,40.0,327,34,85,382.79,3354,3,3741
Matt Darr,9812,P,MIA,14,80,80,4.26,40.01,44.73,7.9,0,1,11,23,17,69.5,29,66,6,1,43.8,277,35,80,340.83,3201,5,3578
Matt Wile,9972,K,ARZ,2,4,4,4.56,43.0,46.0,6.0,0,0,1,1,1,70.4,1,59,0,0,50.0,12,2,4,18.23,172,0,184
Jordan Berry,10236,P,PIT,14,57,57,4.36,40.65,45.53,9.5,1,0,7,14,25,70.1,25,63,10,0,40.4,218,23,58,248.3,2317,3,2595
