player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Julius Peppers,1010,ED,GB,4,5,0,12,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,27,1,0,0,0,0,0,,,0,0,,,7.3,,,0,0,,56.9,0,,,0,0,0.0,0,4,80.0,55,0,0,0,0,0,0,0.0,
Dwight Freeney,1019,ED,ATL,5,1,0,2,0,,,2.7,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,100.0,37,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,83,2,0,0,0,0,0,,
James Harrison,1251,ED,PIT,5,39,0,25,0,,,3.7,,,0,0,,61.1,0,,0.0,0,0,0.0,0,1,2.6,27,0,1,0,0,0,0,0.0,,0,1,5.0,100.0,36.0,16.0,16.0,0,0,0.0,70.9,0,9,0.0,0,0,97.9,2,32,82.1,89,1,3,2,0,15,5,0.5,7.5
Terence Newman,1321,CB,MIN,5,204,0,18,0,12.4,37.5,100.0,20.0,7.5,1,1,12.5,66.0,1,12,33.3,1,1,7.8,3,66,32.4,66,0,2,8,0,27,15,0.5,9.0,0,1,14.9,42.9,100.0,13.7,5.9,0,6,28.6,83.6,0,11,0.0,0,4,52.9,9,129,63.2,129,1,11,21,0,76,1,0.6,8.4
Terrell Suggs,1326,ED,BLT,5,3,0,3,0,,,2.6,,,0,0,,36.9,0,,,0,0,0.0,0,1,33.3,39,1,0,0,0,0,0,0.0,,0,1,0.0,100.0,2.0,2.0,2.0,0,0,0.0,88.3,0,1,0.0,0,0,79.2,1,2,66.7,102,5,4,1,0,1,1,0.5,1.0
Robert Mathis,1447,ED,IND,5,9,0,14,0,,,3.1,,,0,0,,61.2,0,,,0,0,0.0,0,2,22.2,64,0,0,0,0,0,0,0.0,,0,0,,,6.4,,,0,0,,52.8,0,,,0,0,0.0,0,5,55.6,78,0,0,0,0,0,0,0.0,
Cullen Jenkins,1637,DI,WAS,4,2,0,32,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,29,0,0,0,0,0,0,,,0,0,,,4.2,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,24,0,0,0,0,0,0,0.0,
DeAngelo Hall,1729,S,WAS,3,90,0,32,0,1.7,66.7,92.9,12.0,8.0,0,1,33.3,69.6,0,6,16.7,1,1,70.1,2,26,28.9,28,1,5,3,0,7,9,0.3,3.5,0,0,8.3,100.0,98.2,13.0,13.0,0,0,0.0,42.3,0,29,0.0,0,0,118.8,4,55,61.1,56,0,2,4,0,72,39,1.4,18.0
Karlos Dansby,1754,LB,CIN,5,126,0,7,0,7.8,50.0,80.0,15.5,7.8,0,0,0.0,67.0,0,6,0.0,0,0,56.3,2,32,25.4,40,1,2,4,0,10,7,0.3,5.0,0,1,3.1,100.0,89.4,5.9,5.9,0,0,0.0,47.4,0,24,8.3,1,0,113.5,13,84,66.7,94,4,10,13,0,146,106,1.9,11.2
Daryl Smith,1760,LB,TB,5,48,0,30,0,-3.0,100.0,29.4,5.0,5.0,0,0,0.0,63.5,0,9,,0,0,104.2,1,5,10.4,17,0,0,1,0,9,12,1.8,9.0,0,0,6.3,100.0,76.6,11.3,11.3,0,0,0.0,47.6,1,33,0.0,0,0,79.2,3,36,75.0,47,0,2,3,0,70,51,2.1,23.3
Mike Adams,1972,S,IND,5,204,0,14,0,-1.0,100.0,92.2,24.7,24.7,0,0,0.0,67.3,0,12,0.0,0,0,98.6,3,83,40.7,90,1,4,3,0,23,26,0.3,7.7,0,0,3.2,60.0,94.0,34.7,20.8,0,0,0.0,67.6,0,7,0.0,0,0,64.6,3,110,53.9,117,1,8,5,0,15,7,0.1,5.0
Adam Jones,2223,CB,CIN,5,183,0,7,0,13.1,50.0,100.0,6.7,3.4,0,1,7.1,47.7,1,41,0.0,0,1,73.5,7,51,27.9,51,0,5,14,1,120,8,2.6,17.1,0,2,4.1,83.3,100.0,11.2,9.3,0,1,8.3,70.7,0,18,14.3,2,1,97.9,10,121,66.1,121,2,10,12,0,90,63,0.8,9.0
DeMarcus Ware,2228,ED,DEN,2,1,0,10,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,22,2,0,0,0,0,0,,,0,0,,,12.5,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,8,0,0,0,0,0,0,0.0,
Thomas Davis Sr.,2231,LB,CAR,5,119,0,5,0,,,35.0,,,0,0,,65.2,0,,,0,0,0.0,0,7,5.9,20,0,0,0,0,0,0,0.0,,0,1,3.8,81.3,81.1,7.8,6.4,0,0,0.0,50.7,1,42,8.3,1,0,119.3,13,103,86.6,127,3,10,16,2,150,97,1.5,11.5
Derrick Johnson,2232,LB,KC,4,146,0,16,3,1.6,71.4,92.5,14.2,10.1,0,0,0.0,90.2,1,8,12.5,1,0,34.5,5,74,50.7,80,3,4,7,0,15,13,0.2,3.0,0,0,1.6,85.7,94.6,8.2,7.0,0,0,0.0,56.1,0,13,25.0,1,0,96.4,6,53,36.3,56,0,3,7,0,50,44,1.0,8.3
Jonathan Babineaux,2276,DI,ATL,5,6,0,2,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,26,0,0,0,0,0,0,,,0,0,,,6.8,,,0,0,,49.3,0,,100.0,1,0,0.0,0,4,66.7,59,0,0,0,0,0,0,0.0,
Trent Cole,2363,ED,IND,2,2,0,14,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,20,0,0,0,0,0,0,,,0,0,0.0,100.0,10.0,2.0,2.0,0,0,0.0,46.9,0,8,,0,0,100.0,1,2,100.0,20,0,0,1,0,8,8,4.0,8.0
Lorenzo Alexander,2476,ED,BUF,5,31,0,4,1,,,11.9,,,0,0,,66.8,0,,0.0,0,0,0.0,0,5,16.1,42,1,0,0,0,0,0,0.0,,0,0,-2.0,100.0,23.7,5.5,5.5,0,0,0.0,65.4,0,19,33.3,1,0,97.9,4,22,71.0,93,7,2,4,0,30,38,1.4,7.5
Ahmad Brooks,2945,ED,SF,5,34,0,28,0,13.5,50.0,14.8,8.0,4.0,1,1,50.0,81.5,0,24,0.0,0,1,93.8,1,8,23.5,54,3,3,2,0,24,21,3.0,24.0,0,0,-1.0,100.0,38.8,13.0,13.0,0,0,0.0,69.0,0,15,50.0,1,0,106.3,2,26,76.5,67,2,1,2,0,19,21,0.7,9.5
Mario Williams,2946,ED,MIA,5,4,0,17,0,,,2.1,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,25.0,48,0,0,0,0,0,0,0.0,,0,0,0.0,100.0,3.4,2.0,2.0,0,0,0.0,63.7,0,0,,0,0,79.2,1,3,75.0,88,1,0,1,0,0,0,0.0,0.0
Donte Whitner,2953,S,WAS,1,3,0,32,0,,,75.0,,,0,0,,62.7,0,,,0,0,0.0,0,3,100.0,4,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Haloti Ngata,2957,DI,DET,5,2,0,11,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,44,1,0,0,0,0,0,,,0,1,9.0,100.0,2.6,1.0,1.0,0,0,0.0,58.6,0,8,0.0,0,0,139.6,1,2,100.0,78,1,1,1,1,8,0,8.0,8.0
Chad Greenway,2962,LB,MIN,4,31,0,18,0,-2.0,100.0,50.0,3.0,3.0,0,0,0.0,32.2,0,6,,0,0,131.3,1,3,9.7,6,0,0,1,1,6,8,2.0,6.0,0,0,3.0,100.0,100.0,12.5,12.5,0,0,0.0,51.0,0,9,33.3,1,0,91.7,2,27,87.1,27,1,2,2,0,12,6,0.5,6.0
Antonio Cromartie,2964,CB,IND,4,138,0,14,0,9.2,55.6,100.0,9.8,5.4,0,0,0.0,51.7,0,22,0.0,0,0,75.2,5,54,39.1,54,0,6,9,0,58,12,1.2,11.6,0,0,10.5,70.0,100.0,10.0,7.0,1,1,10.0,57.7,0,44,0.0,0,1,105.8,7,75,54.3,75,0,6,10,0,109,60,1.6,15.6
Tamba Hali,2965,ED,KC,4,10,0,16,0,,,6.7,,,0,0,,63.0,0,,,0,0,0.0,0,3,30.0,45,1,0,0,0,0,0,0.0,,0,0,,,8.6,,,0,0,,61.1,0,,,0,0,0.0,0,3,30.0,35,0,0,0,0,0,0,0.0,
Johnathan Joseph,2969,CB,HST,5,147,0,13,0,13.6,52.9,100.0,6.6,3.5,0,4,23.5,40.6,0,36,25.0,2,3,99.9,9,64,43.5,64,0,6,17,1,139,56,2.4,15.4,0,2,10.8,66.7,100.0,8.6,5.8,0,1,8.3,57.4,0,23,12.5,1,1,91.3,8,74,50.3,74,1,5,12,0,97,36,1.4,12.1
D'Qwell Jackson,2979,LB,IND,5,153,0,14,1,3.3,66.7,89.9,27.5,18.3,0,0,0.0,45.9,0,8,20.0,1,0,78.5,2,62,40.5,69,0,3,3,0,15,8,0.3,7.5,0,0,2.2,80.0,91.2,10.0,8.0,0,0,0.0,40.2,0,17,25.0,2,0,99.2,8,83,54.2,91,2,6,10,0,78,59,1.0,9.8
Roman Harper,2988,S,NO,4,61,0,20,0,-1.0,100.0,66.7,19.0,19.0,0,0,0.0,69.4,0,1,,0,0,79.2,1,20,32.8,30,0,0,1,0,1,2,0.1,1.0,0,0,1.5,83.3,100.0,7.6,6.3,0,0,0.0,46.4,0,16,33.3,1,0,103.5,5,38,62.3,38,0,2,6,0,53,44,1.4,10.6
Will Blackmon,3060,S,WAS,4,127,0,32,0,6.0,50.0,93.3,25.5,12.8,0,0,0.0,63.6,0,9,0.0,0,0,56.3,2,56,44.1,60,1,2,4,0,8,8,0.2,4.0,0,0,8.4,80.0,97.0,15.3,12.2,0,0,0.0,66.5,0,12,20.0,1,0,94.2,4,64,50.4,66,1,4,5,0,33,18,0.5,8.3
Stephen Tulloch,3061,LB,PHI,3,23,0,24,0,,,87.5,,,0,0,,66.8,0,,0.0,0,0,0.0,0,7,30.4,8,0,1,0,0,0,0,0.0,,0,0,2.0,100.0,100.0,3.5,3.5,0,0,0.0,45.5,0,19,33.3,1,0,108.3,4,15,65.2,15,1,2,4,0,40,32,2.9,10.0
Domata Peko Sr.,3068,DI,CIN,5,1,0,7,0,,,4.0,,,0,0,,59.9,0,,,0,0,0.0,0,1,100.0,25,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,62.3,0,,0.0,0,0,0.0,0,0,0.0,61,1,1,0,0,0,0,,
Kyle Williams,3079,DI,BUF,5,3,0,4,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,43,1,0,0,0,0,0,,,0,0,,,2.6,,,0,0,,49.7,0,,100.0,1,0,0.0,0,3,100.0,114,0,0,0,0,0,0,0.0,
Rob Ninkovich,3080,ED,NE,1,8,0,19,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,0,0,0,0,0,0,,,0,0,12.0,50.0,80.0,8.0,4.0,0,0,0.0,65.7,0,20,0.0,0,0,85.4,1,8,100.0,10,0,1,2,0,20,1,2.5,20.0
Kedric Golston,3141,DI,WAS,2,1,0,32,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,,,16.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,6,0,0,0,0,0,0,0.0,
Antoine Bethea,3152,S,SF,5,179,0,28,0,5.1,100.0,94.1,9.4,9.4,0,0,0.0,55.3,0,47,14.3,1,0,158.3,8,80,44.7,85,1,6,8,1,118,80,1.6,14.8,0,1,10.7,66.7,96.7,14.2,9.4,0,2,22.2,67.3,1,78,0.0,0,1,105.1,6,89,49.7,92,4,8,9,1,108,53,1.3,18.0
Tramon Williams,3558,CB,CLV,3,93,0,8,1,7.6,75.0,100.0,3.8,2.9,0,0,0.0,27.7,0,42,0.0,0,0,155.7,6,25,26.9,25,0,3,8,2,99,46,4.3,16.5,0,0,3.3,100.0,95.7,10.3,10.3,0,0,0.0,70.8,0,19,28.6,2,0,139.6,6,66,71.0,69,3,5,6,1,48,28,0.8,8.0
Brent Grimes,3589,CB,TB,5,178,0,30,1,14.4,33.3,97.6,12.7,4.2,0,3,33.3,73.7,0,11,0.0,0,2,79.4,3,40,22.5,41,0,1,9,1,24,4,0.6,8.0,0,1,16.1,55.6,100.0,11.6,6.4,2,3,16.7,67.0,0,31,8.3,1,3,85.4,10,121,68.0,121,0,10,18,0,160,50,1.4,16.0
Darrelle Revis,3630,CB,NYJ,4,129,0,22,0,11.3,75.0,100.0,11.3,8.5,0,0,0.0,58.1,0,32,16.7,1,0,115.6,3,36,27.9,36,1,5,4,0,49,17,1.4,16.3,0,0,11.1,82.4,100.0,6.0,4.9,0,0,0.0,48.5,0,84,28.6,4,0,131.9,14,86,66.7,86,4,10,17,1,186,69,2.2,13.3
Lawrence Timmons,3631,LB,PIT,5,155,0,25,0,,,54.3,,,0,0,,69.2,0,,,0,0,0.0,0,19,12.3,35,0,0,0,0,0,0,0.0,,0,6,6.1,76.2,89.4,7.6,5.8,0,1,4.8,55.4,0,31,18.2,4,1,100.3,16,126,81.3,141,5,12,21,0,175,93,1.4,10.9
