player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Adam Vinatieri,226,K,IND,14,0,9,7,77.8,9,8,88.9,14,81.9,0,0,,39,39,100.0,0,7,7,100.0,28,25,89.3,3,3,100.0
Phil Dawson,422,K,SF,14,0,2,1,50.0,9,7,77.8,28,70.2,0,0,,29,28,96.6,0,6,6,100.0,21,18,85.7,4,4,100.0
Sebastian Janikowski,595,K,OAK,14,0,8,3,37.5,11,10,90.9,23,70.2,1,1,100.0,34,34,100.0,0,6,6,100.0,35,29,82.9,9,9,100.0
Matt Bryant,1223,K,ATL,14,0,6,4,66.7,8,8,100.0,2,84.3,0,0,,49,48,98.0,0,7,7,100.0,31,29,93.5,10,10,100.0
Josh Brown,1520,K,NYG,5,0,1,0,0.0,4,4,100.0,21,63.8,1,1,100.0,9,9,100.0,0,3,3,100.0,12,11,91.7,3,3,100.0
Mike Nugent,2264,K,CIN,13,0,3,0,0.0,7,5,71.4,7,30.0,0,0,,29,23,79.3,0,10,9,90.0,29,23,79.3,9,9,100.0
Robbie Gould,2607,K,NYG,8,0,0,0,,2,2,100.0,21,55.7,0,0,,21,18,85.7,0,1,1,100.0,4,4,100.0,1,1,100.0
Nick Novak,2726,K,HST,13,0,6,3,50.0,10,8,80.0,13,59.5,1,1,100.0,22,20,90.9,0,11,11,100.0,37,32,86.5,9,9,100.0
Stephen Gostkowski,3063,K,NE,14,0,3,2,66.7,9,8,88.9,19,56.7,0,0,,41,38,92.7,0,9,7,77.8,27,23,85.2,6,6,100.0
Matt Prater,3471,K,DET,14,0,6,6,100.0,13,10,76.9,11,90.1,0,0,,27,25,92.6,0,4,4,100.0,33,30,90.9,10,10,100.0
Nick Folk,3794,K,NYJ,14,0,4,2,50.0,3,3,100.0,22,73.0,0,0,,23,21,91.3,0,8,8,100.0,26,23,88.5,11,10,90.9
Mason Crosby,3809,K,GB,14,0,1,0,0.0,5,4,80.0,12,62.6,1,1,100.0,39,37,94.9,0,15,13,86.7,28,24,85.7,6,6,100.0
Stephen Hauschka,4655,K,SEA,14,0,1,1,100.0,9,8,88.9,29,61.7,0,0,,30,26,86.7,0,10,10,100.0,31,28,90.3,11,9,81.8
Dan Carpenter,4697,K,BUF,14,0,2,1,50.0,7,4,57.1,4,42.7,1,1,100.0,40,36,90.0,0,4,4,100.0,21,17,81.0,7,7,100.0
Connor Barth,4777,K,CHI,14,0,3,1,33.3,4,3,75.0,6,61.4,0,0,,28,27,96.4,0,8,7,87.5,21,17,81.0,6,6,100.0
Ryan Succop,5180,K,TEN,14,0,5,3,60.0,7,7,100.0,31,80.0,1,1,100.0,36,34,94.4,0,5,5,100.0,22,20,90.9,4,4,100.0
Graham Gano,5443,K,CAR,14,0,4,2,50.0,15,13,86.7,5,61.7,0,0,,32,30,93.8,0,8,7,87.5,31,26,83.9,4,4,100.0
Dan Bailey,6796,K,DAL,14,0,6,3,50.0,8,6,75.0,9,69.6,0,0,,39,39,100.0,0,8,8,100.0,30,25,83.3,8,8,100.0
Kai Forbath,6860,K,MIN,5,0,1,1,100.0,4,4,100.0,18,68.1,0,0,,7,5,71.4,0,5,5,100.0,12,12,100.0,2,2,100.0
Randy Bullock,7154,K,CIN,3,0,0,0,,1,1,100.0,7,57.4,0,0,,6,5,83.3,0,2,2,100.0,5,5,100.0,2,2,100.0
