player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Shane Lechler,673,P,HST,8,38,38,4.3,39.63,48.42,12.6,0,0,1,6,13,68.3,15,62,4,0,65.8,314,25,38,163.3,1506,1,1840
Andy Lee,1906,P,CAR,7,29,29,4.52,41.17,49.79,15.8,0,0,7,6,5,77.0,15,76,1,0,41.4,190,12,29,131.12,1194,3,1444
Donnie Jones,1939,P,PHI,7,33,33,4.35,39.45,45.18,12.1,0,0,7,12,24,70.6,11,72,1,0,27.3,109,9,33,143.63,1302,4,1491
Dustin Colquitt,2316,P,KC,7,33,33,4.51,40.15,44.52,4.9,0,0,4,9,16,72.9,15,60,2,0,39.4,64,13,33,148.79,1325,4,1469
Sam Koch,3148,P,BLT,7,37,37,4.28,39.08,48.08,14.7,0,0,3,5,3,80.3,13,68,7,0,54.1,293,20,37,158.2,1446,2,1779
Jon Ryan,3493,P,SEA,7,37,37,4.32,40.16,44.78,7.9,0,0,5,12,29,66.9,14,58,2,0,37.8,111,14,37,160.0,1486,3,1657
Brett Kern,4580,P,TEN,8,37,37,4.38,37.03,45.51,14.4,0,0,5,10,31,80.4,17,71,1,0,51.4,274,19,37,162.18,1370,2,1684
Kevin Huber,5066,P,CIN,8,37,37,4.2,38.68,45.3,8.7,0,0,4,7,7,59.0,13,61,3,0,51.4,165,19,37,155.34,1431,4,1676
Thomas Morstead,5088,P,NO,7,26,26,4.59,44.31,50.5,7.8,0,0,5,1,20,83.2,11,66,4,0,50.0,101,13,26,119.41,1152,3,1313
Pat McAfee,5146,P,IND,8,33,33,4.38,42.27,50.27,10.3,0,0,3,5,14,85.5,13,74,6,0,36.4,124,12,33,144.7,1395,7,1659
Britton Colquitt,5192,P,CLV,8,39,39,4.45,41.03,46.0,8.6,0,0,3,13,8,71.9,12,65,3,0,46.2,154,18,39,173.66,1600,2,1794
Matt Bosher,6344,P,ATL,8,24,24,4.49,41.29,46.88,12.7,0,0,3,10,2,70.2,14,68,0,0,37.5,114,9,24,107.8,991,1,1125
Chris Jones,6798,P,DAL,7,22,22,4.68,39.0,47.36,12.4,0,0,1,5,9,80.6,8,63,3,0,45.5,124,10,22,103.03,858,3,1042
Bryan Anger,7072,P,TB,7,38,38,4.78,42.63,46.63,7.1,0,0,2,16,30,83.9,17,59,3,0,34.2,92,13,38,181.7,1620,3,1772
Brad Nortman,7192,P,JAX,7,33,33,4.63,43.88,48.82,7.9,0,0,10,5,15,75.9,12,78,1,0,39.4,103,13,33,152.68,1448,3,1611
Johnny Hekker,7252,P,LA,7,38,38,4.41,43.45,45.42,5.4,0,0,3,17,26,79.7,25,64,4,0,36.8,75,14,38,167.44,1651,0,1726
Drew Butler,7302,P,ARZ,3,15,15,4.51,33.67,40.33,11.1,0,0,1,4,1,52.1,6,50,1,0,60.0,100,9,15,67.62,505,0,605
Marquette King,7410,P,OAK,8,40,40,4.37,42.0,49.03,13.8,0,0,7,6,23,88.3,21,72,7,1,40.0,221,16,40,174.78,1680,3,1961
Ryan Quigley,7573,P,ARZ,5,30,30,4.73,38.4,41.3,7.8,1,0,5,16,1,65.7,15,55,1,0,20.0,47,6,31,141.98,1152,2,1239
Jeff Locke,7937,P,MIN,7,39,39,4.35,40.03,43.85,8.9,0,0,11,14,18,61.6,18,71,0,0,25.6,89,10,39,169.49,1561,3,1710
Sam Martin,7947,P,DET,8,29,29,4.51,45.24,49.34,6.2,0,0,2,8,11,73.5,15,63,2,0,55.2,99,16,29,130.73,1312,1,1431
Colton Schmidt,8104,P,BUF,8,38,38,4.36,40.24,43.34,4.6,0,0,4,4,4,62.3,15,58,11,0,44.7,78,17,38,165.66,1529,2,1647
Ryan Allen,8242,P,NE,8,35,35,4.24,41.0,44.0,5.9,0,0,7,13,19,60.2,17,57,3,0,31.4,65,11,35,148.33,1435,2,1540
Brad Wing,8256,P,NYG,7,34,34,4.33,40.74,48.03,11.4,0,0,5,5,21,69.6,11,63,5,0,38.2,148,13,34,147.23,1385,5,1633
Tress Way,8358,P,WAS,8,23,23,4.37,37.22,44.22,7.4,0,0,3,2,32,70.3,10,61,3,0,47.8,81,11,23,100.54,856,4,1017
Pat O'Donnell,8826,P,CHI,8,37,37,4.52,37.46,43.3,14.7,0,0,2,19,6,72.8,15,53,2,0,32.4,176,12,37,167.24,1386,2,1602
Chandler Catanzaro,9140,K,ARZ,1,2,2,3.61,33.0,33.0,,0,0,1,0,1,58.8,0,47,1,0,0.0,0,0,2,7.21,66,0,66
Jacob Schum,9373,P,GB,7,20,20,4.43,38.9,43.1,10.7,0,0,2,6,12,67.5,3,58,5,0,30.0,64,6,20,88.52,778,1,862
Bradley Pinion,9598,P,SF,7,43,43,4.57,39.7,45.67,10.9,0,0,5,15,28,68.3,13,65,1,0,46.5,217,20,43,196.58,1707,2,1964
Matt Darr,9812,P,MIA,7,37,37,4.37,40.73,46.3,9.7,0,1,3,13,17,78.7,14,66,3,1,40.5,146,15,37,161.59,1507,3,1713
Jordan Berry,10236,P,PIT,7,30,30,4.4,40.93,45.8,9.7,0,0,4,7,25,71.1,16,63,5,0,43.3,126,13,30,131.91,1228,1,1374
Drew Kaser,10813,P,SD,8,29,29,4.35,39.62,44.03,5.9,0,0,3,6,27,52.6,10,62,3,0,51.7,88,15,29,126.26,1149,2,1277
