player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Julius Peppers,1010,ED,GB,3,0,0,,0,0,12,56.5,70.1,81.8,71.4,57.7,73.0,2,6,0,,0.0,0,0,0,0.0,0,2,2,0,3,88,86,1,7,56,22,0,2,65,20,0,2,1,0,10,0,0,0,
Dwight Freeney,1019,ED,ATL,3,0,0,,0,0,2,60.0,54.4,83.6,60.2,37.8,27.8,2,6,0,,100.0,1,0,0,0.0,0,1,0,0,1,87,87,0,2,80,5,0,0,72,14,0,1,0,0,9,0,0,0,
James Harrison,1251,ED,PIT,3,1,0,100.0,0,1,25,78.1,74.9,80.2,66.8,59.9,78.1,2,3,1,9,0.0,0,0,0,58.3,2,0,19,0,22,84,64,0,0,64,0,0,20,45,17,1,3,6,2,5,0,15,5,7.5
Terence Newman,1321,CB,MIN,3,0,0,47.1,0,0,18,69.4,69.8,81.4,,65.9,72.7,0,0,1,12,7.7,1,2,3,33.2,8,0,10,175,121,188,3,0,0,3,0,0,185,0,67,0,2,12,17,0,0,67,6,8.4
Terrell Suggs,1326,ED,BLT,3,1,0,,0,0,3,64.5,64.8,31.3,61.1,69.5,77.5,1,6,0,,0.0,0,0,1,0.0,0,3,0,0,2,108,108,0,0,108,0,0,0,73,33,0,5,5,0,10,0,0,0,
Robert Mathis,1447,ED,IND,3,0,0,,0,0,14,62.6,66.2,83.6,62.9,62.4,75.5,1,10,0,,0.0,0,0,0,0.0,0,0,1,0,6,126,125,0,1,124,0,0,1,82,38,0,3,5,0,11,0,0,0,
Cullen Jenkins,1637,DI,WAS,2,0,0,,0,0,32,60.0,60.8,79.0,53.5,68.4,29.8,0,1,0,,25.0,1,0,0,0.0,0,0,0,0,1,52,52,15,31,2,4,0,0,32,19,0,2,3,0,1,0,0,0,
DeAngelo Hall,1729,S,WAS,3,0,0,85.7,0,0,32,53.2,55.4,79.3,54.9,64.9,57.1,0,0,0,29,14.3,2,1,0,113.7,6,0,40,0,90,166,3,0,0,3,0,109,163,3,73,14,3,12,7,0,0,79,48,13.2
Vince Wilfork,1742,DI,HST,3,2,0,,0,0,13,60.0,75.2,81.0,65.5,72.4,74.0,0,3,0,,0.0,0,0,0,0.0,0,0,0,0,0,105,105,58,46,0,1,0,0,51,54,0,8,8,0,3,0,0,0,
Karlos Dansby,1754,LB,CIN,3,2,0,85.7,0,0,7,51.1,52.6,7.4,55.9,63.1,61.8,0,1,0,24,9.5,2,0,1,107.7,12,0,141,2,94,179,21,0,0,21,0,1,158,16,69,14,8,17,14,1,0,138,96,11.5
Daryl Smith,1760,LB,TB,3,1,0,100.0,0,0,30,38.8,54.2,78.3,51.8,69.5,42.8,0,1,0,21,16.7,1,0,0,118.8,2,0,25,3,27,83,46,0,0,46,0,0,37,9,47,9,4,4,2,1,0,37,39,18.5
Mike Adams,1972,S,IND,3,0,0,50.0,0,0,14,66.7,71.5,81.7,67.4,71.2,88.9,2,0,0,10,0.0,0,0,0,57.3,2,0,48,4,117,195,6,0,0,6,0,115,189,8,70,22,1,14,4,2,0,13,17,6.5
Adam Jones,2223,CB,CIN,3,1,0,61.9,0,1,7,63.9,63.8,83.0,,59.1,57.9,0,0,1,41,11.8,2,1,1,82.4,13,0,12,179,123,206,5,0,0,5,0,0,201,0,83,10,3,14,21,0,1,165,54,12.7
DeMarcus Ware,2228,ED,DEN,2,1,0,,0,0,10,60.0,68.3,78.6,76.2,42.5,47.9,0,2,0,,50.0,1,0,0,0.0,0,3,0,0,1,45,45,0,0,45,0,0,0,32,12,0,2,0,0,5,0,0,0,
Thomas Davis Sr.,2231,LB,CAR,3,1,0,81.8,0,1,5,53.1,61.8,82.2,71.4,64.6,69.0,0,4,1,25,5.9,1,0,0,92.4,9,1,136,0,78,174,27,0,0,27,0,0,147,22,74,11,8,15,11,5,1,88,62,9.8
Derrick Johnson,2232,LB,KC,3,7,0,83.3,0,0,16,85.6,78.2,82.6,61.4,58.2,43.6,0,1,1,13,20.6,7,1,0,53.5,10,1,192,6,115,213,7,0,0,7,0,0,206,9,89,8,14,20,12,2,0,62,61,6.2
Jonathan Babineaux,2276,DI,ATL,3,0,0,,0,0,2,47.7,51.4,80.9,61.7,53.3,26.3,1,4,0,,28.6,2,0,0,0.0,0,0,0,0,3,104,104,13,78,2,11,0,0,58,43,0,5,5,0,5,0,0,0,
Darren Sproles,2347,HB,PHI,1,0,0,,0,0,24,,60.0,62.9,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,
Trent Cole,2363,ED,IND,2,1,0,100.0,0,0,14,46.9,57.0,80.0,61.6,58.8,24.1,1,4,0,8,50.0,2,0,0,100.0,1,0,0,0,2,68,68,0,0,67,1,0,0,41,25,0,1,1,1,5,0,8,8,8.0
Lorenzo Alexander,2476,ED,BUF,3,1,0,100.0,0,2,4,43.4,68.4,82.0,78.9,56.3,80.4,1,3,0,15,0.0,0,0,1,98.6,3,4,18,1,18,146,121,0,0,121,0,0,25,76,52,5,7,5,3,8,0,23,19,7.7
Ahmad Brooks,2945,ED,SF,3,1,1,66.7,1,0,28,78.3,59.6,41.9,55.5,54.1,51.9,0,7,0,24,27.3,3,1,1,109.7,2,2,7,0,23,145,132,0,0,132,0,0,13,59,63,6,7,7,3,9,0,39,33,19.5
Mario Williams,2946,ED,MIA,3,0,0,,0,0,17,63.6,64.7,86.0,58.3,62.0,44.7,2,10,0,,25.0,1,0,0,0.0,0,1,0,0,2,159,159,0,3,153,3,0,0,93,64,0,3,3,0,13,0,0,0,
