player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Ezekiel Elliott,10638,HB,DAL,4,94,5,5,26.2,108,0,412,0,0,5,236,12.6,8,27,9,2,33,40.0,59.6,80.8,,48.0,59.5,60.0,59.9,26,0,44,6,60,105,0,0,6,100,3,412,236,2.51,4.4,0.73,60
Lamar Miller,7097,HB,HST,4,93,7,1,4.3,15,0,351,0,2,7,183,16.7,7,15,13,1,40,65.6,63.2,82.7,,89.0,63.7,60.7,59.2,15,0,78,13,93,105,0,0,14,106,0,351,183,1.97,3.8,0.84,49
LeGarrette Blount,5863,HB,NE,4,88,11,3,23.6,83,0,352,0,0,11,237,32.6,10,18,19,2,50,37.8,54.8,79.7,,62.7,55.1,55.5,58.1,41,0,4,3,38,103,0,0,3,91,4,352,237,2.69,4.0,0.11,38
Todd Gurley II,9443,HB,LA,4,82,8,1,7.4,16,0,216,1,4,8,191,31.1,3,10,26,0,17,86.7,55.4,15.8,,80.3,57.5,55.4,60.6,16,1,58,8,69,98,0,0,10,90,2,216,191,2.33,2.6,0.84,65
Matt Forte,4358,HB,NYJ,4,81,7,1,5.2,15,0,288,1,2,7,206,24.9,8,14,22,0,19,86.7,67.0,82.1,,79.8,66.1,64.4,60.0,15,0,83,11,72,90,0,0,14,92,3,288,206,2.54,3.6,1.15,60
Melvin Gordon III,9448,HB,SD,4,73,8,3,24.8,57,0,230,0,4,8,161,30.8,5,18,27,1,21,59.7,58.9,81.1,,87.8,70.9,54.1,59.7,21,0,104,13,85,79,0,0,16,86,6,230,161,2.21,3.2,1.22,46
C.J. Anderson,8101,HB,DEN,4,73,11,1,11.1,28,0,252,1,3,11,159,37.2,10,11,10,0,2,85.9,56.0,80.1,,79.7,68.5,51.3,60.0,28,0,73,9,78,80,0,0,11,82,3,252,159,2.18,3.5,0.94,66
Carlos Hyde,8692,HB,SF,4,73,10,4,33.4,100,0,299,1,1,10,196,36.9,6,14,28,1,26,57.2,60.3,86.3,,61.7,46.3,63.3,67.9,34,0,30,7,76,89,0,0,8,80,5,299,196,2.68,4.1,0.39,46
DeAngelo Williams,2972,HB,PIT,4,70,10,2,12.1,32,0,265,3,4,10,191,44.9,5,15,25,0,35,85.8,67.5,82.3,,60.4,50.8,72.7,58.3,17,0,91,15,100,76,0,0,22,85,3,265,191,2.73,3.8,0.91,28
LeSean McCoy,4976,HB,BUF,4,67,11,5,33.3,99,0,297,0,4,11,122,32.5,7,14,4,1,46,59.1,68.4,83.9,,47.2,73.5,68.0,50.9,24,0,87,17,75,82,0,0,18,84,3,297,122,1.82,4.4,1.16,21
DeMarco Murray,6223,HB,TEN,4,66,12,3,35.3,120,0,340,0,0,12,177,37.9,8,16,31,2,24,31.7,65.0,20.4,,74.3,78.1,57.7,86.5,67,1,156,19,90,79,0,0,19,85,3,340,177,2.68,5.2,1.73,40
David Johnson,9519,HB,ARZ,4,64,17,3,32.7,98,0,300,0,7,17,197,94.7,9,15,1,1,38,56.6,68.2,83.4,,67.7,59.7,71.5,60.0,45,0,210,14,139,67,0,0,19,78,3,300,197,3.08,4.7,1.51,23
Frank Gore,2282,HB,IND,4,64,5,2,14.2,36,0,253,1,0,5,147,14.9,3,13,14,1,19,56.7,54.5,79.4,,34.3,56.8,55.6,60.0,19,0,66,13,72,67,0,0,16,77,2,253,147,2.3,4.0,0.92,43
Christine Michael,7843,HB,SEA,4,63,14,2,19.7,57,0,290,2,2,14,179,60.6,9,15,29,1,11,50.0,64.8,84.0,,79.0,35.2,72.6,60.0,41,0,68,12,77,73,0,0,16,75,2,290,179,2.84,4.6,0.88,49
Isaiah Crowell,9295,HB,CLV,4,61,11,9,58.9,232,0,394,0,4,11,258,94.7,11,17,8,0,40,84.5,81.6,80.2,,55.4,75.9,79.2,59.9,85,0,53,6,41,74,0,0,6,67,3,394,258,4.23,6.5,1.29,17
Matt Jones,9528,HB,WAS,4,59,11,3,21.0,56,0,267,0,0,11,185,53.1,8,15,32,1,31,84.6,74.9,4.8,,60.3,65.0,75.7,60.0,25,1,48,6,49,66,0,0,6,65,2,267,185,3.14,4.5,0.98,28
Jeremy Hill,8690,HB,CIN,4,58,8,2,31.2,69,0,221,0,2,8,150,42.4,3,11,7,0,23,83.9,64.1,79.8,,25.1,59.6,65.5,60.2,50,0,37,3,48,70,0,0,5,61,3,221,150,2.59,3.8,0.77,35
Devonta Freeman,8738,HB,ATL,4,55,8,6,49.1,158,0,322,0,0,8,132,29.1,11,16,2,0,6,84.2,69.4,79.8,,58.5,61.1,70.9,54.2,48,0,82,11,65,63,0,0,12,66,1,322,132,2.4,5.9,1.26,47
Terrance West,8729,HB,BLT,4,54,4,3,23.3,54,0,232,1,0,4,134,17.1,6,10,3,1,15,48.8,60.9,79.6,,89.0,47.1,60.8,60.0,21,0,29,4,28,59,0,0,5,58,1,232,134,2.48,4.3,1.04,38
Mark Ingram II,6180,HB,NO,4,54,14,2,15.4,34,0,221,1,2,14,144,61.0,5,10,20,0,14,84.5,67.6,9.2,,31.7,80.2,64.9,60.0,17,1,125,16,70,65,0,0,18,70,1,221,144,2.67,4.1,1.79,33
Spencer Ware,7975,HB,KC,4,54,7,4,36.6,104,0,284,1,4,7,185,58.0,10,13,16,3,25,23.6,58.9,85.1,,54.6,78.2,52.1,60.0,46,0,199,11,93,62,0,0,16,65,1,284,185,3.43,5.3,2.14,28
T.J. Yeldon,9469,HB,JAX,4,48,8,2,19.4,30,0,155,0,1,8,104,29.5,4,8,15,1,15,53.0,59.9,82.8,,56.2,68.0,56.9,59.9,15,0,97,18,85,54,0,0,21,66,1,155,104,2.17,3.2,1.14,32
Eddie Lacy,7842,HB,GB,3,43,9,2,24.8,53,0,214,0,2,9,124,70.5,5,9,12,0,7,82.2,66.4,78.7,,75.6,57.2,66.3,60.0,28,0,19,2,43,50,0,0,4,45,0,214,124,2.88,5.0,0.44,34
Charles Sims,8704,HB,TB,4,41,3,1,19.8,23,0,116,1,5,3,94,33.3,1,4,30,1,24,46.0,54.8,83.4,,55.7,61.2,51.8,60.0,23,0,112,14,88,47,0,0,17,55,1,116,94,2.29,2.8,1.27,14
Latavius Murray,7962,HB,OAK,4,40,6,3,32.0,55,0,172,0,5,6,125,68.8,4,11,23,0,25,82.5,65.7,81.4,,74.8,64.1,63.8,60.0,22,0,63,10,68,48,0,0,10,50,3,172,125,3.13,4.3,0.93,14
Tevin Coleman,9506,HB,ATL,4,40,5,0,0.0,0,0,129,1,0,5,89,21.0,1,8,2,0,5,82.1,65.7,80.3,,53.4,77.6,59.7,60.0,13,0,181,13,64,42,0,0,15,53,4,129,89,2.23,3.2,2.83,32
Theo Riddick,7980,HB,DET,4,39,7,1,17.2,21,0,122,2,7,7,93,56.6,4,8,11,0,11,83.2,68.4,83.4,,85.5,71.4,65.6,,21,0,157,20,112,43,0,0,25,59,1,122,93,2.38,3.1,1.4,26
Jerick McKinnon,8731,HB,MIN,4,37,5,1,18.1,25,0,138,1,0,5,78,24.5,4,4,18,0,25,81.9,54.2,81.3,,52.0,45.8,57.4,60.0,25,0,14,6,46,50,0,0,10,43,1,138,78,2.11,3.7,0.3,12
Jordan Howard,10784,HB,CHI,3,35,4,3,39.3,70,0,178,1,6,4,98,63.6,7,10,6,1,9,39.2,53.9,81.1,,29.8,43.1,59.2,60.0,36,0,77,9,78,40,0,0,11,44,0,178,98,2.8,5.1,0.99,24
