player,player_id,position,team_name,player_game_count,base_attempts,base_dropbacks,behind_los_accuracy_percent,behind_los_aimed_passes,behind_los_attempts,behind_los_attempts_percent,behind_los_avg_depth_of_target,behind_los_avg_time_to_throw,behind_los_bats,behind_los_big_time_throws,behind_los_btt_rate,behind_los_completion_percent,behind_los_completions,behind_los_def_gen_pressures,behind_los_drop_rate,behind_los_dropbacks,behind_los_drops,behind_los_first_downs,behind_los_grades_pass,behind_los_hit_as_threw,behind_los_interceptions,behind_los_passing_snaps,behind_los_pressure_to_sack_rate,behind_los_qb_rating,behind_los_sack_percent,behind_los_sacks,behind_los_scrambles,behind_los_spikes,behind_los_thrown_aways,behind_los_touchdowns,behind_los_turnover_worthy_plays,behind_los_twp_rate,behind_los_yards,behind_los_ypa,center_behind_los_accuracy_percent,center_behind_los_aimed_passes,center_behind_los_attempts,center_behind_los_attempts_percent,center_behind_los_avg_depth_of_target,center_behind_los_avg_time_to_throw,center_behind_los_bats,center_behind_los_big_time_throws,center_behind_los_btt_rate,center_behind_los_completion_percent,center_behind_los_completions,center_behind_los_def_gen_pressures,center_behind_los_drop_rate,center_behind_los_dropbacks,center_behind_los_drops,center_behind_los_first_downs,center_behind_los_grades_pass,center_behind_los_hit_as_threw,center_behind_los_interceptions,center_behind_los_passing_snaps,center_behind_los_pressure_to_sack_rate,center_behind_los_qb_rating,center_behind_los_sack_percent,center_behind_los_sacks,center_behind_los_scrambles,center_behind_los_spikes,center_behind_los_thrown_aways,center_behind_los_touchdowns,center_behind_los_turnover_worthy_plays,center_behind_los_twp_rate,center_behind_los_yards,center_behind_los_ypa,center_deep_accuracy_percent,center_deep_aimed_passes,center_deep_attempts,center_deep_attempts_percent,center_deep_avg_depth_of_target,center_deep_avg_time_to_throw,center_deep_bats,center_deep_big_time_throws,center_deep_btt_rate,center_deep_completion_percent,center_deep_completions,center_deep_def_gen_pressures,center_deep_drop_rate,center_deep_dropbacks,center_deep_drops,center_deep_first_downs,center_deep_grades_pass,center_deep_hit_as_threw,center_deep_interceptions,center_deep_passing_snaps,center_deep_pressure_to_sack_rate,center_deep_qb_rating,center_deep_sack_percent,center_deep_sacks,center_deep_scrambles,center_deep_spikes,center_deep_thrown_aways,center_deep_touchdowns,center_deep_turnover_worthy_plays,center_deep_twp_rate,center_deep_yards,center_deep_ypa,center_medium_accuracy_percent,center_medium_aimed_passes,center_medium_attempts,center_medium_attempts_percent,center_medium_avg_depth_of_target,center_medium_avg_time_to_throw,center_medium_bats,center_medium_big_time_throws,center_medium_btt_rate,center_medium_completion_percent,center_medium_completions,center_medium_def_gen_pressures,center_medium_drop_rate,center_medium_dropbacks,center_medium_drops,center_medium_first_downs,center_medium_grades_pass,center_medium_hit_as_threw,center_medium_interceptions,center_medium_passing_snaps,center_medium_pressure_to_sack_rate,center_medium_qb_rating,center_medium_sack_percent,center_medium_sacks,center_medium_scrambles,center_medium_spikes,center_medium_thrown_aways,center_medium_touchdowns,center_medium_turnover_worthy_plays,center_medium_twp_rate,center_medium_yards,center_medium_ypa,center_short_accuracy_percent,center_short_aimed_passes,center_short_attempts,center_short_attempts_percent,center_short_avg_depth_of_target,center_short_avg_time_to_throw,center_short_bats,center_short_big_time_throws,center_short_btt_rate,center_short_completion_percent,center_short_completions,center_short_def_gen_pressures,center_short_drop_rate,center_short_dropbacks,center_short_drops,center_short_first_downs,center_short_grades_pass,center_short_hit_as_threw,center_short_interceptions,center_short_passing_snaps,center_short_pressure_to_sack_rate,center_short_qb_rating,center_short_sack_percent,center_short_sacks,center_short_scrambles,center_short_spikes,center_short_thrown_aways,center_short_touchdowns,center_short_turnover_worthy_plays,center_short_twp_rate,center_short_yards,center_short_ypa,declined_penalties,deep_accuracy_percent,deep_aimed_passes,deep_attempts,deep_attempts_percent,deep_avg_depth_of_target,deep_avg_time_to_throw,deep_bats,deep_big_time_throws,deep_btt_rate,deep_completion_percent,deep_completions,deep_def_gen_pressures,deep_drop_rate,deep_dropbacks,deep_drops,deep_first_downs,deep_grades_pass,deep_hit_as_threw,deep_interceptions,deep_passing_snaps,deep_pressure_to_sack_rate,deep_qb_rating,deep_sack_percent,deep_sacks,deep_scrambles,deep_spikes,deep_thrown_aways,deep_touchdowns,deep_turnover_worthy_plays,deep_twp_rate,deep_yards,deep_ypa,franchise_id,left_behind_los_accuracy_percent,left_behind_los_aimed_passes,left_behind_los_attempts,left_behind_los_attempts_percent,left_behind_los_avg_depth_of_target,left_behind_los_avg_time_to_throw,left_behind_los_bats,left_behind_los_big_time_throws,left_behind_los_btt_rate,left_behind_los_completion_percent,left_behind_los_completions,left_behind_los_def_gen_pressures,left_behind_los_drop_rate,left_behind_los_dropbacks,left_behind_los_drops,left_behind_los_first_downs,left_behind_los_grades_pass,left_behind_los_hit_as_threw,left_behind_los_interceptions,left_behind_los_passing_snaps,left_behind_los_pressure_to_sack_rate,left_behind_los_qb_rating,left_behind_los_sack_percent,left_behind_los_sacks,left_behind_los_scrambles,left_behind_los_spikes,left_behind_los_thrown_aways,left_behind_los_touchdowns,left_behind_los_turnover_worthy_plays,left_behind_los_twp_rate,left_behind_los_yards,left_behind_los_ypa,left_deep_accuracy_percent,left_deep_aimed_passes,left_deep_attempts,left_deep_attempts_percent,left_deep_avg_depth_of_target,left_deep_avg_time_to_throw,left_deep_bats,left_deep_big_time_throws,left_deep_btt_rate,left_deep_completion_percent,left_deep_completions,left_deep_def_gen_pressures,left_deep_drop_rate,left_deep_dropbacks,left_deep_drops,left_deep_first_downs,left_deep_grades_pass,left_deep_hit_as_threw,left_deep_interceptions,left_deep_passing_snaps,left_deep_pressure_to_sack_rate,left_deep_qb_rating,left_deep_sack_percent,left_deep_sacks,left_deep_scrambles,left_deep_spikes,left_deep_thrown_aways,left_deep_touchdowns,left_deep_turnover_worthy_plays,left_deep_twp_rate,left_deep_yards,left_deep_ypa,left_medium_accuracy_percent,left_medium_aimed_passes,left_medium_attempts,left_medium_attempts_percent,left_medium_avg_depth_of_target,left_medium_avg_time_to_throw,left_medium_bats,left_medium_big_time_throws,left_medium_btt_rate,left_medium_completion_percent,left_medium_completions,left_medium_def_gen_pressures,left_medium_drop_rate,left_medium_dropbacks,left_medium_drops,left_medium_first_downs,left_medium_grades_pass,left_medium_hit_as_threw,left_medium_interceptions,left_medium_passing_snaps,left_medium_pressure_to_sack_rate,left_medium_qb_rating,left_medium_sack_percent,left_medium_sacks,left_medium_scrambles,left_medium_spikes,left_medium_thrown_aways,left_medium_touchdowns,left_medium_turnover_worthy_plays,left_medium_twp_rate,left_medium_yards,left_medium_ypa,left_short_accuracy_percent,left_short_aimed_passes,left_short_attempts,left_short_attempts_percent,left_short_avg_depth_of_target,left_short_avg_time_to_throw,left_short_bats,left_short_big_time_throws,left_short_btt_rate,left_short_completion_percent,left_short_completions,left_short_def_gen_pressures,left_short_drop_rate,left_short_dropbacks,left_short_drops,left_short_first_downs,left_short_grades_pass,left_short_hit_as_threw,left_short_interceptions,left_short_passing_snaps,left_short_pressure_to_sack_rate,left_short_qb_rating,left_short_sack_percent,left_short_sacks,left_short_scrambles,left_short_spikes,left_short_thrown_aways,left_short_touchdowns,left_short_turnover_worthy_plays,left_short_twp_rate,left_short_yards,left_short_ypa,medium_accuracy_percent,medium_aimed_passes,medium_attempts,medium_attempts_percent,medium_avg_depth_of_target,medium_avg_time_to_throw,medium_bats,medium_big_time_throws,medium_btt_rate,medium_completion_percent,medium_completions,medium_def_gen_pressures,medium_drop_rate,medium_dropbacks,medium_drops,medium_first_downs,medium_grades_pass,medium_hit_as_threw,medium_interceptions,medium_passing_snaps,medium_pressure_to_sack_rate,medium_qb_rating,medium_sack_percent,medium_sacks,medium_scrambles,medium_spikes,medium_thrown_aways,medium_touchdowns,medium_turnover_worthy_plays,medium_twp_rate,medium_yards,medium_ypa,penalties,right_behind_los_accuracy_percent,right_behind_los_aimed_passes,right_behind_los_attempts,right_behind_los_attempts_percent,right_behind_los_avg_depth_of_target,right_behind_los_avg_time_to_throw,right_behind_los_bats,right_behind_los_big_time_throws,right_behind_los_btt_rate,right_behind_los_completion_percent,right_behind_los_completions,right_behind_los_def_gen_pressures,right_behind_los_drop_rate,right_behind_los_dropbacks,right_behind_los_drops,right_behind_los_first_downs,right_behind_los_grades_pass,right_behind_los_hit_as_threw,right_behind_los_interceptions,right_behind_los_passing_snaps,right_behind_los_pressure_to_sack_rate,right_behind_los_qb_rating,right_behind_los_sack_percent,right_behind_los_sacks,right_behind_los_scrambles,right_behind_los_spikes,right_behind_los_thrown_aways,right_behind_los_touchdowns,right_behind_los_turnover_worthy_plays,right_behind_los_twp_rate,right_behind_los_yards,right_behind_los_ypa,right_deep_accuracy_percent,right_deep_aimed_passes,right_deep_attempts,right_deep_attempts_percent,right_deep_avg_depth_of_target,right_deep_avg_time_to_throw,right_deep_bats,right_deep_big_time_throws,right_deep_btt_rate,right_deep_completion_percent,right_deep_completions,right_deep_def_gen_pressures,right_deep_drop_rate,right_deep_dropbacks,right_deep_drops,right_deep_first_downs,right_deep_grades_pass,right_deep_hit_as_threw,right_deep_interceptions,right_deep_passing_snaps,right_deep_pressure_to_sack_rate,right_deep_qb_rating,right_deep_sack_percent,right_deep_sacks,right_deep_scrambles,right_deep_spikes,right_deep_thrown_aways,right_deep_touchdowns,right_deep_turnover_worthy_plays,right_deep_twp_rate,right_deep_yards,right_deep_ypa,right_medium_accuracy_percent,right_medium_aimed_passes,right_medium_attempts,right_medium_attempts_percent,right_medium_avg_depth_of_target,right_medium_avg_time_to_throw,right_medium_bats,right_medium_big_time_throws,right_medium_btt_rate,right_medium_completion_percent,right_medium_completions,right_medium_def_gen_pressures,right_medium_drop_rate,right_medium_dropbacks,right_medium_drops,right_medium_first_downs,right_medium_grades_pass,right_medium_hit_as_threw,right_medium_interceptions,right_medium_passing_snaps,right_medium_pressure_to_sack_rate,right_medium_qb_rating,right_medium_sack_percent,right_medium_sacks,right_medium_scrambles,right_medium_spikes,right_medium_thrown_aways,right_medium_touchdowns,right_medium_turnover_worthy_plays,right_medium_twp_rate,right_medium_yards,right_medium_ypa,right_short_accuracy_percent,right_short_aimed_passes,right_short_attempts,right_short_attempts_percent,right_short_avg_depth_of_target,right_short_avg_time_to_throw,right_short_bats,right_short_big_time_throws,right_short_btt_rate,right_short_completion_percent,right_short_completions,right_short_def_gen_pressures,right_short_drop_rate,right_short_dropbacks,right_short_drops,right_short_first_downs,right_short_grades_pass,right_short_hit_as_threw,right_short_interceptions,right_short_passing_snaps,right_short_pressure_to_sack_rate,right_short_qb_rating,right_short_sack_percent,right_short_sacks,right_short_scrambles,right_short_spikes,right_short_thrown_aways,right_short_touchdowns,right_short_turnover_worthy_plays,right_short_twp_rate,right_short_yards,right_short_ypa,short_accuracy_percent,short_aimed_passes,short_attempts,short_attempts_percent,short_avg_depth_of_target,short_avg_time_to_throw,short_bats,short_big_time_throws,short_btt_rate,short_completion_percent,short_completions,short_def_gen_pressures,short_drop_rate,short_dropbacks,short_drops,short_first_downs,short_grades_pass,short_hit_as_threw,short_interceptions,short_passing_snaps,short_pressure_to_sack_rate,short_qb_rating,short_sack_percent,short_sacks,short_scrambles,short_spikes,short_thrown_aways,short_touchdowns,short_turnover_worthy_plays,short_twp_rate,short_yards,short_ypa
Andrew Luck,7007,QB,IND,8,311,367,94.6,37,37,11.9,-3.5,2.52,0,0,0.0,86.5,32,10,8.6,37,3,5,71.5,0,0,40,0.0,87.5,0.0,0,0,0,0,0,0,0.0,185,5.0,96.2,26,26,8.4,-3.8,2.3,0,0,0.0,96.2,25,3,0.0,26,0,3,70.2,0,0,28,0.0,90.1,0.0,0,0,0,0,0,0,0.0,146,5.6,57.9,19,19,6.1,28.6,2.81,0,3,15.8,57.9,11,6,0.0,19,0,11,92.1,0,1,19,0.0,120.1,0.0,0,0,0,0,5,2,10.5,347,18.3,86.8,38,38,12.2,13.8,2.77,0,1,2.6,73.7,28,14,15.2,38,5,27,95.3,0,1,39,0.0,141.7,0.0,0,0,0,0,5,1,2.6,452,11.9,75.0,80,80,25.7,4.8,2.44,0,0,0.0,66.3,53,22,11.7,80,7,21,84.2,0,1,87,0.0,85.3,0.0,0,0,0,0,2,1,1.1,478,6.0,0,50.0,42,42,13.5,27.8,3.04,0,10,20.8,50.0,21,17,0.0,42,0,21,91.6,0,1,48,0.0,125.5,0.0,0,0,0,0,5,3,6.3,622,14.8,14,87.5,8,8,2.6,-3.0,2.99,0,0,0.0,62.5,5,5,28.6,8,2,1,66.2,0,0,8,0.0,67.7,0.0,0,0,0,0,0,0,0.0,26,3.3,30.0,10,10,3.2,27.5,2.9,0,2,14.3,30.0,3,5,0.0,10,0,3,58.6,0,0,14,0.0,65.8,0.0,0,0,0,0,0,1,7.1,93,9.3,60.0,10,10,3.2,15.0,3.17,0,1,9.1,60.0,6,5,0.0,10,0,6,65.6,0,0,11,0.0,103.7,0.0,0,0,0,0,0,0,0.0,124,12.4,90.6,32,32,10.3,4.1,2.36,0,2,5.7,87.5,28,10,3.4,32,1,9,89.2,0,1,35,0.0,99.5,0.0,0,0,0,0,2,0,0.0,192,6.0,71.2,59,59,19.0,14.3,2.95,0,3,4.7,62.7,37,25,11.9,59,5,36,90.0,0,1,64,0.0,125.7,0.0,0,0,0,0,6,1,1.6,630,10.7,0,100.0,3,3,1.0,-2.0,3.13,0,0,0.0,66.7,2,2,33.3,3,1,1,64.4,0,0,4,0.0,75.7,0.0,0,0,0,0,0,0,0.0,13,4.3,53.8,13,13,4.2,27.0,3.49,0,5,33.3,53.8,7,6,0.0,13,0,7,92.8,0,0,15,0.0,99.0,0.0,0,0,0,0,0,0,0.0,182,14.0,27.3,11,11,3.5,15.4,3.38,0,1,7.1,27.3,3,6,0.0,11,0,3,48.4,0,0,14,0.0,77.8,0.0,0,0,0,0,1,0,0.0,54,4.9,84.8,33,33,10.6,4.2,2.74,0,0,0.0,81.8,27,12,3.6,33,1,12,60.6,0,1,36,0.0,86.5,0.0,0,0,0,0,1,1,2.8,177,5.4,80.7,145,145,46.6,4.5,2.49,0,2,1.3,74.5,108,44,7.7,145,9,42,85.3,0,3,158,0.0,91.4,0.0,0,0,0,0,5,2,1.3,847,5.8
Derek Carr,8671,QB,OAK,8,323,342,97.8,46,46,14.2,-3.3,1.94,0,0,0.0,95.7,44,6,2.2,46,1,6,63.7,0,1,48,0.0,82.2,0.0,0,0,0,0,1,1,2.1,191,4.2,93.8,16,16,5.0,-3.1,2.14,0,0,0.0,87.5,14,2,6.7,16,1,0,50.8,0,1,16,0.0,53.1,0.0,0,0,0,0,0,1,6.3,24,1.5,33.3,3,3,0.9,30.0,3.07,0,2,40.0,33.3,1,0,0.0,3,0,1,59.4,0,0,5,,68.8,0.0,0,0,0,0,0,2,40.0,28,9.3,68.6,35,35,10.8,13.7,2.61,0,6,15.4,60.0,21,11,12.5,35,3,21,88.9,0,0,39,0.0,126.6,0.0,0,0,0,0,3,2,5.1,386,11.0,86.5,74,74,22.9,4.2,2.15,0,0,0.0,77.0,57,11,10.9,74,7,25,81.6,0,0,78,0.0,112.7,0.0,0,0,0,0,4,1,1.3,505,6.8,0,59.3,27,27,8.4,29.3,3.04,0,12,37.5,51.9,14,5,12.5,27,2,14,96.5,0,1,32,0.0,121.5,0.0,0,0,0,0,5,3,9.4,469,17.4,23,100.0,16,16,5.0,-3.0,1.66,0,0,0.0,100.0,16,1,0.0,16,0,5,68.8,0,0,17,0.0,119.3,0.0,0,0,0,0,1,0,0.0,122,7.6,90.0,10,10,3.1,27.5,3.53,0,4,36.4,70.0,7,3,22.2,10,2,7,98.9,0,0,11,0.0,152.1,0.0,0,0,0,0,2,0,0.0,256,25.6,28.6,21,21,6.5,14.0,2.54,0,1,4.5,28.6,6,4,0.0,21,0,5,57.4,0,1,22,0.0,27.7,0.0,0,0,0,0,0,0,0.0,103,4.9,85.7,35,35,10.8,4.5,2.05,0,0,0.0,82.9,29,5,3.3,35,1,11,82.0,0,0,39,0.0,94.5,0.0,0,0,0,0,0,0,0.0,234,6.7,55.3,85,85,26.3,13.8,2.73,0,8,8.6,49.4,42,23,10.6,85,5,41,82.6,0,1,93,0.0,97.5,0.0,0,0,0,0,6,3,3.2,726,8.5,0,100.0,14,14,4.3,-3.8,2.02,0,0,0.0,100.0,14,3,0.0,14,0,1,68.2,0,0,15,0.0,80.1,0.0,0,0,0,0,0,0,0.0,45,3.2,42.9,14,14,4.3,30.4,2.68,0,6,37.5,42.9,6,2,0.0,14,0,6,92.2,0,1,16,0.0,99.7,0.0,0,0,0,0,3,1,6.3,185,13.2,58.6,29,29,9.0,13.8,3.01,0,1,3.1,51.7,15,8,11.8,29,2,15,78.5,0,0,32,0.0,113.7,0.0,0,0,0,0,3,1,3.1,237,8.2,77.5,40,40,12.4,3.9,2.33,0,0,0.0,70.0,28,7,9.7,40,3,12,56.3,0,0,43,0.0,89.2,0.0,0,0,0,0,1,0,0.0,196,4.9,83.9,149,149,46.1,4.2,2.17,0,0,0.0,76.5,114,23,8.8,149,11,48,78.8,0,0,160,0.0,103.2,0.0,0,0,0,0,5,1,0.6,935,6.3
Kirk Cousins,7102,QB,WAS,8,321,336,91.3,23,23,7.2,-2.7,1.95,0,0,0.0,91.3,21,5,0.0,23,0,5,69.3,0,0,24,0.0,109.6,0.0,0,0,0,0,1,0,0.0,157,6.8,93.3,15,15,4.7,-3.0,1.88,0,0,0.0,93.3,14,1,0.0,15,0,4,67.6,0,0,16,0.0,123.1,0.0,0,0,0,0,1,0,0.0,123,8.2,36.4,11,11,3.4,32.5,3.16,0,2,16.7,36.4,4,2,0.0,11,0,4,59.5,0,1,12,0.0,72.5,0.0,0,0,0,0,1,1,8.3,126,11.5,64.0,25,25,7.8,15.2,2.86,0,2,7.4,64.0,16,6,0.0,25,0,17,63.4,0,3,27,0.0,103.1,0.0,0,0,0,0,4,5,18.5,286,11.4,89.8,88,88,27.4,4.5,2.71,0,0,0.0,87.5,77,25,2.5,88,2,33,72.5,0,1,92,0.0,97.0,0.0,0,0,0,0,0,0,0.0,740,8.4,0,47.1,34,34,10.6,30.5,3.08,0,11,26.8,44.1,15,7,6.3,34,1,15,86.7,0,1,41,0.0,117.9,0.0,0,0,0,0,4,2,4.9,476,14.0,32,100.0,3,3,0.9,-2.7,2.27,0,0,0.0,100.0,3,1,0.0,3,0,0,63.5,0,0,3,0.0,81.9,0.0,0,0,0,0,0,0,0.0,11,3.7,66.7,12,12,3.7,27.8,3.45,0,5,35.7,66.7,8,2,0.0,12,0,8,95.0,0,0,14,0.0,149.3,0.0,0,0,0,0,3,0,0.0,250,20.8,50.0,14,14,4.4,14.5,2.8,0,1,6.7,50.0,7,5,0.0,14,0,6,67.8,0,0,15,0.0,77.7,0.0,0,0,0,0,0,0,0.0,114,8.1,83.3,42,42,13.1,4.7,2.4,0,0,0.0,76.2,32,11,8.6,42,3,12,49.2,0,1,43,0.0,81.9,0.0,0,0,0,0,0,1,2.3,265,6.3,54.5,55,55,17.1,14.2,2.68,0,4,6.8,52.7,29,16,3.3,55,1,29,62.4,0,4,59,0.0,77.0,0.0,0,0,0,0,4,6,10.2,489,8.9,0,80.0,5,5,1.6,-1.8,1.98,0,0,0.0,80.0,4,3,0.0,5,0,1,64.9,0,0,5,0.0,85.8,0.0,0,0,0,0,0,0,0.0,23,4.6,36.4,11,11,3.4,31.5,2.58,0,4,26.7,27.3,3,3,25.0,11,1,3,71.4,0,0,15,0.0,65.0,0.0,0,0,0,0,0,1,6.7,100,9.1,43.8,16,16,5.0,12.4,2.3,0,1,5.9,37.5,6,5,14.3,16,1,6,53.9,0,1,17,0.0,30.5,0.0,0,0,0,0,0,1,5.9,89,5.6,85.7,49,49,15.3,4.1,2.13,0,0,0.0,83.7,41,8,2.4,49,1,21,69.2,0,0,53,0.0,114.9,0.0,0,0,0,0,3,1,1.9,327,6.7,87.2,179,179,55.8,4.5,2.48,0,0,0.0,83.8,150,44,3.8,179,6,66,67.2,0,2,188,0.0,98.6,0.0,0,0,0,0,3,2,1.1,1332,7.4
Andy Dalton,6187,QB,CIN,8,288,328,90.5,42,42,14.6,-2.6,1.7,0,0,0.0,90.5,38,9,0.0,42,0,18,70.1,0,0,46,0.0,103.9,0.0,0,0,0,0,1,0,0.0,295,7.0,80.0,15,15,5.2,-3.0,2.05,0,0,0.0,80.0,12,5,0.0,15,0,6,68.1,0,0,16,0.0,93.9,0.0,0,0,0,0,0,0,0.0,98,6.5,71.4,14,14,4.9,25.9,2.62,0,3,20.0,71.4,10,2,0.0,14,0,10,94.5,0,0,15,0.0,153.3,0.0,0,0,0,0,3,1,6.7,313,22.4,67.7,31,31,10.8,14.4,2.48,0,3,9.4,67.7,21,6,0.0,31,0,19,73.8,0,1,32,0.0,114.2,0.0,0,0,0,0,2,2,6.3,354,11.4,87.9,66,66,22.9,4.8,2.2,0,0,0.0,81.8,54,14,6.9,66,4,24,68.6,0,1,69,0.0,96.5,0.0,0,0,0,0,1,1,1.4,492,7.5,0,51.3,39,39,13.5,29.2,2.69,0,10,24.4,51.3,20,12,0.0,39,0,20,92.3,0,1,41,0.0,120.4,0.0,0,0,0,0,4,3,7.3,697,17.9,7,90.9,11,11,3.8,-2.4,1.34,0,0,0.0,90.9,10,0,0.0,11,0,5,63.1,0,0,12,,128.4,0.0,0,0,0,0,1,0,0.0,83,7.5,54.5,11,11,3.8,33.5,2.55,0,5,45.5,54.5,6,1,0.0,11,0,6,92.5,0,0,11,0.0,129.9,0.0,0,0,0,0,1,1,9.1,230,20.9,36.4,11,11,3.8,12.7,3.08,0,0,0.0,36.4,4,3,0.0,11,0,4,57.1,0,0,12,0.0,55.5,0.0,0,0,0,0,0,0,0.0,61,5.5,78.8,33,33,11.5,4.1,2.1,0,0,0.0,66.7,22,3,15.4,33,4,9,58.7,0,0,36,0.0,90.8,0.0,0,0,0,0,1,1,2.8,183,5.5,61.1,54,54,18.8,13.9,2.78,0,3,5.2,57.4,31,15,6.1,54,2,29,73.3,0,1,58,0.0,93.1,0.0,0,0,0,0,2,2,3.4,499,9.2,0,100.0,16,16,5.6,-2.4,1.63,0,0,0.0,100.0,16,4,0.0,16,0,7,68.9,0,0,18,0.0,96.4,0.0,0,0,0,0,0,0,0.0,114,7.1,28.6,14,14,4.9,29.1,2.87,0,2,13.3,28.6,4,9,0.0,14,0,4,60.5,0,1,15,0.0,43.2,0.0,0,0,0,0,0,1,6.7,154,11.0,66.7,12,12,4.2,13.6,3.27,0,0,0.0,50.0,6,6,25.0,12,2,6,74.7,0,0,14,0.0,72.9,0.0,0,0,0,0,0,0,0.0,84,7.0,82.9,35,35,12.2,4.9,2.18,0,0,0.0,80.0,28,7,3.4,35,1,10,69.1,0,0,37,0.0,88.5,0.0,0,0,0,0,0,1,2.7,183,5.2,84.3,134,134,46.5,4.7,2.17,0,0,0.0,77.6,104,24,8.0,134,9,43,68.0,0,1,142,0.0,95.2,0.0,0,0,0,0,2,3,2.1,858,6.4
Joe Flacco,4332,QB,BLT,7,308,325,96.4,28,28,9.1,-3.5,2.03,0,0,0.0,96.4,27,9,0.0,28,0,3,70.1,0,0,30,0.0,79.2,0.0,0,0,0,0,0,0,0.0,58,2.1,91.7,12,12,3.9,-3.7,1.98,0,0,0.0,91.7,11,3,0.0,12,0,0,67.6,0,0,13,0.0,79.2,0.0,0,0,0,0,0,0,0.0,11,0.9,38.5,13,13,4.2,33.2,3.22,0,3,17.6,38.5,5,7,0.0,13,0,5,69.5,0,1,17,0.0,79.8,0.0,0,0,0,0,1,2,11.8,216,16.6,72.4,29,29,9.4,13.5,2.51,0,0,0.0,69.0,20,11,4.8,29,1,17,78.5,0,1,30,0.0,118.3,0.0,0,0,0,0,2,1,3.3,349,12.0,83.8,99,99,32.1,4.3,2.25,0,0,0.0,75.8,75,26,9.6,99,8,33,85.4,0,1,104,0.0,89.5,0.0,0,0,0,0,1,0,0.0,598,6.0,0,33.3,36,36,11.7,31.9,2.94,0,7,15.6,27.8,10,18,16.7,36,2,10,69.3,0,2,45,0.0,67.7,0.0,0,0,0,0,2,6,13.3,391,10.9,3,100.0,5,5,1.6,-3.6,2.8,0,0,0.0,100.0,5,4,0.0,5,0,0,64.5,0,0,5,0.0,79.2,0.0,0,0,0,0,0,0,0.0,-5,-1.0,33.3,9,9,2.9,30.1,2.99,0,1,9.1,22.2,2,6,33.3,9,1,2,66.3,0,0,11,0.0,88.2,0.0,0,0,0,0,1,1,9.1,52,5.8,27.3,11,11,3.6,14.5,2.98,0,0,0.0,27.3,3,3,0.0,11,0,2,27.3,0,1,11,0.0,7.0,0.0,0,0,0,0,0,1,9.1,47,4.3,78.8,33,33,10.7,3.5,2.16,0,0,0.0,69.7,23,6,11.5,33,3,6,59.1,0,0,37,0.0,80.9,0.0,0,0,0,0,0,1,2.7,164,5.0,51.9,54,54,17.5,14.0,2.6,0,0,0.0,50.0,27,21,3.6,54,1,23,54.2,0,2,55,0.0,75.8,0.0,0,0,0,0,2,2,3.6,456,8.4,0,100.0,11,11,3.6,-3.3,1.72,0,0,0.0,100.0,11,2,0.0,11,0,3,67.1,0,0,12,0.0,86.4,0.0,0,0,0,0,0,0,0.0,52,4.7,28.6,14,14,4.5,31.9,2.64,0,3,17.6,21.4,3,5,25.0,14,1,3,64.5,0,1,17,0.0,33.9,0.0,0,0,0,0,0,3,17.6,123,8.8,28.6,14,14,4.5,14.7,2.48,0,0,0.0,28.6,4,7,0.0,14,0,4,45.2,0,0,14,0.0,44.9,0.0,0,0,0,0,0,0,0.0,60,4.3,80.0,35,35,11.4,4.0,2.17,0,0,0.0,77.1,27,6,3.6,35,1,12,64.7,0,1,35,0.0,74.7,0.0,0,0,0,0,0,1,2.9,170,4.9,82.0,167,167,54.2,4.1,2.21,0,0,0.0,74.9,125,38,8.8,167,12,51,78.0,0,2,176,0.0,84.7,0.0,0,0,0,0,1,2,1.1,932,5.6
