player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Julius Peppers,1010,ED,GB,3,0,0,,0,0,12,56.5,70.1,81.8,71.4,57.7,73.0,2,6,0,,0.0,0,0,0,0.0,0,2,2,0,3,88,86,1,7,56,22,0,2,65,20,0,2,1,0,10,0,0,0,
Dwight Freeney,1019,ED,ATL,4,0,0,,0,0,2,60.0,60.8,85.0,64.4,38.5,30.1,3,10,0,,100.0,1,0,0,0.0,0,2,0,0,1,119,119,0,2,111,6,0,0,103,15,0,2,0,0,15,0,0,0,
James Harrison,1251,ED,PIT,4,1,0,100.0,0,1,25,78.1,77.1,81.6,70.5,60.5,79.0,3,6,1,9,0.0,0,0,0,58.3,2,0,24,0,28,127,101,0,0,101,0,0,26,71,28,2,3,8,2,9,0,15,5,7.5
Terence Newman,1321,CB,MIN,4,1,0,50.0,0,0,18,71.7,72.9,82.8,,72.1,65.3,0,0,1,12,11.1,2,3,3,44.3,12,0,10,230,160,244,3,0,0,3,0,0,241,0,84,1,2,15,24,0,0,103,16,8.6
Terrell Suggs,1326,ED,BLT,4,1,0,100.0,1,0,3,54.4,58.4,13.2,56.7,73.5,78.9,1,7,0,1,0.0,0,0,2,79.2,1,3,2,0,3,154,152,0,0,152,0,0,2,103,48,0,8,8,1,11,0,1,1,1.0
Robert Mathis,1447,ED,IND,4,1,0,,0,0,14,62.8,59.5,84.9,60.5,52.3,76.8,1,11,0,,0.0,0,0,0,0.0,0,0,1,0,7,177,176,0,1,175,0,0,1,117,53,0,4,6,0,12,0,0,0,
Cullen Jenkins,1637,DI,WAS,3,0,0,,0,0,32,60.0,51.8,80.2,55.9,53.7,29.8,0,1,0,,25.0,1,0,0,0.0,0,0,0,0,1,71,71,21,39,5,6,0,0,39,31,0,2,3,0,1,0,0,0,
DeAngelo Hall,1729,S,WAS,3,0,0,85.7,0,0,32,53.2,55.4,79.3,54.9,64.9,57.1,0,0,0,29,14.3,2,1,0,113.7,6,0,40,0,90,166,3,0,0,3,0,109,163,3,73,14,3,12,7,0,0,79,48,13.2
Vince Wilfork,1742,DI,HST,4,4,0,,0,0,13,60.0,77.4,82.5,68.6,73.2,74.8,0,4,0,,0.0,0,0,0,0.0,0,0,0,0,0,153,153,77,73,0,3,0,0,72,81,0,10,10,0,4,0,0,0,
Karlos Dansby,1754,LB,CIN,4,3,0,86.7,0,0,7,50.5,52.7,12.0,55.9,64.0,64.6,0,1,0,24,8.3,2,0,1,107.5,13,0,162,2,109,201,21,0,0,21,0,1,180,16,76,15,9,19,15,1,0,147,101,11.3
