player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Zack Martin,8651,G,DAL,12,0,9,72.7,100.0,138,35.8,138,86.8,1,100.0,385,385,86.0,100.0,210,54.5,210
Travis Frederick,7812,C,DAL,12,0,9,69.2,100.0,138,35.8,138,84.4,3,100.0,385,385,83.6,100.0,210,54.5,210
Doug Free,3738,T,DAL,12,0,9,53.1,100.0,138,35.8,138,61.2,2,100.0,385,385,62.6,100.0,210,54.5,210
Jason Witten,1384,TE,DAL,12,0,9,62.3,100.0,137,36.1,137,63.9,1,100.0,380,380,60.7,100.0,206,54.2,206
Dak Prescott,10769,QB,DAL,12,0,9,60.0,99.3,137,38.7,138,60.0,0,93.2,354,380,60.0,96.1,199,56.2,207
Ali Marpet,9494,G,TB,12,0,30,65.3,100.0,153,44.7,153,75.2,2,100.0,342,342,81.7,100.0,141,41.2,141
Jack Conklin,10642,T,TEN,12,0,31,64.5,100.0,170,49.7,170,71.3,0,100.0,342,342,73.4,100.0,149,43.6,149
Donovan Smith,9467,T,TB,12,0,30,62.3,100.0,153,44.7,153,65.4,2,100.0,342,342,62.3,100.0,141,41.2,141
Ben Jones,7099,C,TEN,12,0,31,65.7,100.0,168,49.3,168,62.9,2,100.0,341,341,62.4,100.0,150,44.0,150
Joe Thuney,10712,G,NE,12,0,19,69.9,100.0,170,50.0,170,63.5,1,100.0,340,340,54.1,100.0,118,34.7,118
David Andrews,9948,C,NE,12,0,19,71.0,100.0,170,50.4,170,63.3,2,100.0,337,337,46.8,100.0,116,34.4,116
Demar Dotson,5410,T,TB,12,0,30,63.1,100.0,149,44.2,149,77.5,0,100.0,337,337,79.0,100.0,140,41.5,140
Andrew Norwell,9126,G,CAR,12,0,5,67.1,100.0,192,57.7,192,64.8,0,100.0,333,333,59.3,100.0,86,25.8,86
Mike Remmers,7431,T,CAR,12,0,5,77.0,100.0,192,57.8,192,67.4,2,100.0,332,332,49.5,100.0,85,25.6,85
