team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
NO,20,4,182,5,21,182,91.2,29,3
OAK,23,4,158,2,27,158,90.8,29,0
PHI,24,3,110,4,13,110,90.5,19,2
NYG,21,4,158,2,20,158,90.5,26,4
GB,12,3,109,0,13,109,90.4,17,4
NYJ,22,4,168,2,28,168,89.3,33,3
WAS,32,4,159,5,23,159,88.7,32,4
DAL,9,4,141,6,21,141,88.3,30,3
TEN,31,4,150,2,27,150,88.3,32,3
CIN,7,4,165,3,25,165,87.3,35,7
JAX,15,4,183,4,34,183,86.9,43,5
NE,19,4,132,7,22,132,86.7,32,3
ATL,2,4,156,6,22,156,86.5,35,7
SF,28,4,133,3,29,133,86.5,34,2
ARZ,1,4,181,8,27,181,85.9,43,8
DET,11,4,173,5,29,173,85.5,42,8
BUF,4,4,134,4,29,134,85.4,36,3
DEN,10,4,140,5,28,140,85.4,37,4
CHI,6,4,154,7,30,154,84.7,42,5
KC,16,4,186,6,32,186,84.4,48,10
BLT,3,4,178,10,37,178,84.0,52,5
CAR,5,4,170,7,34,170,83.8,48,7
SEA,29,4,159,10,34,159,83.6,48,4
TB,30,4,195,16,39,195,83.3,60,5
HST,13,4,156,10,28,156,83.3,45,7
MIN,18,4,137,11,27,137,83.2,42,4
CLV,8,4,152,13,31,152,82.2,49,5
LA,26,4,133,4,35,133,81.6,44,5
PIT,25,4,155,5,39,155,81.3,51,7
MIA,17,4,152,9,34,152,80.6,51,8
SD,27,4,155,9,38,155,79.7,55,8
IND,14,4,188,6,52,188,79.3,68,10
