player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Mike Evans,8642,WR,TB,9,103,0,30,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,42.6,0,1,0.0,0,28,1,89.3,25,79.2,1,1.0,0,1,3,3.0,1.0,0.04,20.9,0,53.3,33.3,1,3,20.0,2,7,0,30.0,83.2,0,45,0.0,0,70,8,90.0,63,110.4,15,14.6,1,150,23,2.9,18.8,2.38
Antonio Brown,5718,WR,PIT,9,101,0,25,0,-0.6,2,93.8,,0,0,0.0,0,4,0,92.5,85.9,0,13,0.0,0,47,15,97.9,46,92.7,16,15.8,0,100,117,7.8,6.7,2.17,4.7,0,75.0,66.7,2,3,0.0,0,4,0,87.7,79.7,0,23,0.0,0,51,9,88.2,45,117.7,12,11.9,1,73,30,3.3,8.1,1.62
Larry Fitzgerald,1724,WR,ARZ,9,96,0,1,0,-0.6,0,100.0,,0,0,0.0,0,1,0,90.6,67.2,0,12,0.0,0,16,5,100.0,16,91.7,5,5.2,0,30,33,6.6,6.0,1.88,8.2,6,71.7,66.7,6,9,4.4,2,26,0,84.4,79.0,1,25,0.4,1,269,43,92.2,248,94.3,60,62.5,2,408,146,3.4,9.5,1.65
Julio Jones,6158,WR,ATL,10,94,0,2,0,,0,,,0,0,,0,0,0,,39.1,0,0,0.0,0,30,0,100.0,30,0.0,0,0.0,0,0,0,,,0.0,16.4,2,52.9,,0,0,10.0,1,5,0,63.0,80.2,0,36,0.0,0,94,9,90.4,85,98.4,17,18.1,1,133,38,4.2,14.8,1.56
A.J. Green,6156,WR,CIN,9,94,0,7,0,-1.2,2,91.7,,0,0,0.0,0,4,0,92.0,82.5,0,29,0.0,0,41,11,95.1,39,100.0,12,12.8,0,96,110,10.0,8.7,2.46,8.0,1,66.7,0.0,0,1,0.0,0,7,0,79.9,88.4,0,22,0.0,0,76,14,89.5,68,100.7,21,22.3,1,137,78,5.6,9.8,2.01
Emmanuel Sanders,5606,WR,DEN,10,90,0,10,0,0.3,2,66.7,,0,0,0.0,0,0,0,90.2,72.0,2,8,0.0,0,23,4,100.0,23,31.3,6,6.7,0,19,16,4.0,4.8,0.83,10.2,1,52.9,,0,0,0.0,0,6,1,91.0,79.1,2,29,0.0,0,83,9,94.0,78,54.4,17,18.9,1,115,35,3.9,12.8,1.47
Jordy Nelson,4350,WR,GB,9,89,0,12,0,-0.9,1,100.0,,0,0,0.0,0,4,0,91.1,76.4,0,15,0.0,0,37,7,97.3,36,101.2,7,7.9,0,58,64,9.1,8.3,1.61,10.8,1,69.2,100.0,1,1,5.3,1,13,1,84.8,74.5,0,58,0.0,0,100,18,96.0,96,128.2,26,29.2,2,267,126,7.0,14.8,2.78
Allen Robinson II,8696,WR,JAX,9,89,0,15,0,-1.0,1,100.0,,0,0,0.0,0,1,0,78.7,52.6,0,3,0.0,0,33,1,100.0,33,79.2,1,1.1,0,3,4,4.0,3.0,0.09,10.9,1,71.4,33.3,1,3,0.0,0,5,1,44.2,71.6,0,22,0.0,0,89,10,89.9,80,94.0,14,15.7,0,109,19,1.9,10.9,1.36
Terrelle Pryor Sr.,6944,WR,CLV,10,85,0,8,0,,0,,,0,0,,0,0,0,,44.1,0,0,0.0,0,31,0,83.9,26,0.0,0,0.0,0,0,0,,,0.0,14.0,0,100.0,,0,0,0.0,0,3,0,73.9,78.9,0,15,0.0,0,37,3,89.2,33,154.9,3,3.5,1,35,2,0.7,11.7,1.06
Brandon Marshall,3064,WR,NYJ,10,85,0,22,0,-1.3,0,100.0,,0,0,0.0,0,1,0,90.2,42.3,0,8,0.0,0,51,3,94.1,48,81.9,3,3.5,0,11,15,5.0,3.7,0.23,12.6,1,52.6,,0,0,16.7,2,9,0,41.2,71.3,3,31,0.0,0,77,10,93.5,72,36.2,19,22.4,0,136,28,2.8,13.6,1.89
