player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
A.J. Cann,9500,G,JAX,9,1,15,75.0,1,15,424,100.0,100.0,97.4,3,19,3,456,456,73.1,0,11,198,100.0,100.0,95.7,14,3,220,220
Jermey Parnell,5426,T,JAX,9,0,15,68.1,3,19,424,100.0,100.0,96.7,2,25,3,456,456,64.0,3,12,198,100.0,100.0,94.7,18,3,220,220
Lane Taylor,8365,G,GB,9,0,12,73.0,1,14,420,100.0,100.0,98.0,0,16,1,452,452,71.2,1,7,155,100.0,100.0,96.8,9,1,171,171
Bryan Bulaga,5548,T,GB,9,0,12,84.3,2,12,411,100.0,100.0,97.6,1,17,3,443,443,81.1,1,6,152,100.0,100.0,95.7,10,3,168,168
Ryan Kelly,10652,C,IND,9,0,14,80.9,2,12,408,100.0,100.0,98.3,1,14,0,442,442,81.6,2,7,213,100.0,100.0,97.9,9,0,229,229
Anthony Castonzo,6174,T,IND,9,0,14,76.2,4,24,408,100.0,100.0,95.3,2,33,5,442,442,70.9,4,16,213,100.0,100.0,93.4,24,4,229,229
A.Q. Shipley,5150,C,ARZ,9,1,1,78.6,3,4,404,100.0,100.0,98.6,1,9,2,436,436,77.0,1,2,178,100.0,100.0,98.0,5,2,198,198
D.J. Humphries,9457,T,ARZ,9,1,1,61.6,3,20,404,100.0,100.0,95.4,3,30,7,436,436,53.9,3,12,178,100.0,100.0,92.4,21,6,198,198
Jeremy Zuttah,4397,C,BLT,9,0,3,73.1,1,17,398,100.0,100.0,97.0,0,21,3,435,435,65.8,0,12,187,100.0,100.0,95.7,14,2,206,206
David Bakhtiari,7891,T,GB,9,2,12,91.3,0,10,399,100.0,100.0,98.0,3,13,3,430,430,86.4,0,6,150,100.0,100.0,96.7,8,2,166,166
Demar Dotson,5410,T,TB,9,1,30,70.3,7,17,386,100.0,100.0,96.4,7,26,2,428,428,63.9,5,17,196,100.0,100.0,93.4,24,2,212,212
Ali Marpet,9494,G,TB,9,1,30,84.1,3,9,386,100.0,100.0,98.2,1,13,1,428,428,79.2,2,6,196,100.0,100.0,97.4,9,1,212,212
Donovan Smith,9467,T,TB,9,0,30,59.1,11,32,386,100.0,100.0,93.9,5,45,2,428,428,49.2,8,26,196,100.0,100.0,90.3,36,2,212,212
Matt Slauson,5117,C,SD,10,0,27,72.5,3,16,399,100.0,100.0,97.6,1,19,0,426,426,69.6,3,6,186,100.0,100.0,97.6,9,0,201,201
John Greco,4379,G,CLV,10,1,8,79.5,5,13,403,100.0,100.0,97.3,2,20,2,426,426,75.1,3,8,200,100.0,100.0,96.7,12,1,210,210
Joe Thomas,3619,T,CLV,10,1,8,90.1,3,15,401,99.5,99.5,97.3,1,20,2,424,426,84.0,2,11,200,100.0,100.0,96.2,14,1,210,210
Austin Pasztor,7689,T,CLV,10,1,8,71.8,2,26,397,100.0,100.0,96.2,4,29,1,420,420,62.7,1,23,197,100.0,100.0,93.4,25,1,207,207
Matt Paradis,8841,C,DEN,10,0,10,85.0,0,5,389,100.0,100.0,99.1,0,6,1,419,419,81.4,0,3,178,100.0,100.0,99.2,3,0,200,200
Max Garcia,9566,G,DEN,10,1,10,68.3,3,12,389,100.0,100.0,97.3,1,18,3,419,419,49.5,2,12,178,100.0,100.0,94.4,17,3,200,200
Michael Schofield III,8730,G,DEN,10,1,10,75.2,3,13,389,100.0,100.0,97.4,3,18,2,419,419,67.4,2,9,178,100.0,100.0,96.3,12,1,200,200
Rodney Hudson,6207,C,OAK,9,0,23,84.4,0,8,374,100.0,100.0,98.9,1,8,0,414,414,79.9,0,4,151,100.0,100.0,98.7,4,0,165,165
Gabe Jackson,8716,G,OAK,9,2,23,73.9,3,14,373,100.0,100.0,97.7,2,17,0,413,413,68.2,3,8,151,100.0,100.0,96.4,11,0,165,165
Max Unger,4972,C,NO,9,0,20,88.4,0,1,388,100.0,100.0,99.9,1,1,0,412,412,85.8,0,0,147,100.0,100.0,100.0,0,0,160,160
Kelechi Osemele,7062,G,OAK,9,0,23,80.9,1,5,372,100.0,100.0,99.2,3,6,0,412,412,74.7,1,3,150,100.0,100.0,98.7,4,0,164,164
Donald Penn,3459,T,OAK,9,1,23,80.2,2,15,372,99.7,99.8,97.7,7,17,0,412,413,68.2,2,11,151,100.0,100.0,95.7,13,0,165,165
Brandon Linder,8728,C,JAX,8,0,15,83.3,1,7,380,100.0,100.0,98.7,0,9,1,410,410,82.7,1,3,179,100.0,100.0,98.3,5,1,200,200
Russell Okung,5531,T,DEN,10,0,10,65.4,3,34,381,100.0,100.0,94.6,3,39,2,409,409,49.9,2,24,172,100.0,100.0,91.3,28,2,193,193
Alejandro Villanueva,9091,T,PIT,9,0,25,76.7,3,24,382,100.0,100.0,95.2,0,32,5,407,407,58.8,2,22,170,100.0,100.0,90.0,29,5,176,176
David DeCastro,7640,G,PIT,9,1,25,80.0,3,9,381,100.0,100.0,97.9,2,14,2,406,406,69.5,3,7,170,100.0,100.0,95.9,12,2,176,176
Jahri Evans,3053,G,NO,9,1,20,75.1,2,9,378,100.0,100.0,98.3,1,12,1,402,402,62.0,2,6,143,100.0,100.0,96.5,9,1,156,156
Jake Matthews,8641,T,ATL,10,1,2,81.7,6,9,380,100.0,100.0,97.5,2,17,2,400,400,76.9,2,5,144,100.0,100.0,96.2,9,2,153,153
Chris Chester,3001,G,ATL,10,0,2,59.1,8,19,380,100.0,100.0,95.4,1,31,4,400,400,43.7,5,14,144,100.0,100.0,91.3,22,3,153,153
Ryan Schraeder,8496,T,ATL,10,0,2,74.9,5,12,380,100.0,100.0,96.7,0,21,4,400,400,65.9,4,9,144,100.0,100.0,93.4,16,3,153,153
Andy Levitre,4974,G,ATL,10,1,2,77.8,1,7,380,100.0,100.0,97.6,2,13,5,400,400,69.1,1,5,144,100.0,100.0,95.8,9,3,153,153
