player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Mike Evans,8642,WR,TB,8,99,0,30,14.8,2,57.8,25.0,1,4,13.3,4,23,0,44.3,84.5,1,28,0.0,0,141,26,87.9,124,93.3,45,45.5,3,325,71,2.7,12.5,2.62,0,16.1,0,54.0,100.0,5,5,6.9,2,21,0,57.2,83.7,3,45,0.0,0,182,27,93.4,170,76.3,50,50.5,3,411,41,1.5,15.2,2.42
Amari Cooper,9437,WR,OAK,9,85,0,23,9.5,5,59.1,40.0,2,5,3.7,1,20,0,75.5,89.0,0,26,0.0,0,140,26,87.1,122,82.4,44,51.8,0,328,108,4.2,12.6,2.69,0,12.0,6,80.6,50.0,1,2,6.5,2,14,1,63.7,72.9,0,64,0.0,0,223,29,94.2,210,137.3,36,42.4,2,471,182,6.3,16.2,2.24
A.J. Green,6156,WR,CIN,8,84,0,7,13.1,0,63.3,100.0,3,3,9.5,2,12,0,58.3,83.0,0,43,0.0,0,106,19,89.6,95,89.2,30,35.7,0,247,68,3.6,13.0,2.6,0,11.9,5,74.5,66.7,4,6,2.6,1,24,0,81.8,89.3,0,54,0.0,0,201,38,94.5,190,119.2,51,60.7,1,594,176,4.6,15.6,3.13
Antonio Brown,5718,WR,PIT,8,83,0,25,11.4,0,51.5,66.7,4,6,5.6,1,11,0,68.7,72.5,2,51,0.0,0,113,17,93.8,106,58.3,33,39.8,1,225,74,4.4,13.2,2.12,0,11.2,3,73.9,63.6,7,11,2.9,1,19,0,79.4,80.4,0,38,0.0,0,205,34,97.6,200,124.0,46,55.4,3,426,88,2.6,12.5,2.13
Emmanuel Sanders,5606,WR,DEN,9,82,0,10,13.4,1,60.0,100.0,1,1,0.0,0,12,0,82.7,89.9,1,41,0.0,0,83,18,83.1,69,96.3,30,36.6,2,258,23,1.3,14.3,3.74,0,12.6,4,59.2,100.0,5,5,0.0,0,19,1,87.3,73.2,2,29,0.0,0,223,29,95.1,212,70.4,49,59.8,1,343,112,3.9,11.8,1.62
T.Y. Hilton,7092,WR,IND,9,81,0,14,13.0,3,56.4,66.7,2,3,8.3,2,13,0,51.8,76.9,1,63,0.0,0,161,22,89.4,144,92.9,39,48.1,2,350,103,4.7,15.9,2.43,0,13.4,1,68.4,50.0,1,2,7.1,2,19,0,66.0,74.3,0,35,0.0,0,231,26,95.2,220,114.1,38,46.9,1,422,67,2.6,16.2,1.92
Brandon Marshall,3064,WR,NYJ,9,80,0,22,12.1,0,65.7,33.3,1,3,0.0,0,17,0,84.9,88.3,1,41,0.0,0,129,23,93.8,121,99.2,35,43.8,1,376,126,5.5,16.3,3.11,0,15.2,1,40.5,33.3,1,3,21.1,4,12,0,30.0,57.9,4,21,0.0,0,202,15,93.6,189,28.5,37,46.3,1,206,23,1.5,13.7,1.09
Michael Crabtree,4933,WR,OAK,9,79,0,23,9.9,3,62.1,66.7,2,3,14.3,3,14,0,46.6,78.2,2,45,0.0,0,132,18,87.1,115,81.0,29,36.7,2,229,84,4.7,12.7,1.99,0,13.1,4,61.4,87.5,7,8,6.9,2,18,0,66.8,76.9,0,56,0.0,0,198,27,94.4,187,100.0,44,55.7,2,334,62,2.3,12.4,1.79
Larry Fitzgerald,1724,WR,ARZ,8,78,0,1,8.7,1,69.0,50.0,3,6,0.0,0,12,0,84.1,77.7,0,21,1.5,2,137,20,89.8,123,111.3,29,37.2,2,200,58,2.9,10.0,1.63,0,7.5,6,78.0,100.0,6,6,5.9,2,18,1,70.1,75.8,0,29,0.0,0,199,32,95.0,189,107.4,41,52.6,1,321,117,3.7,10.0,1.7
Allen Robinson II,8696,WR,JAX,8,77,0,15,14.4,1,52.9,33.3,2,6,14.3,3,14,0,45.6,71.5,0,21,0.0,0,156,18,91.7,143,79.9,34,44.2,1,195,32,1.8,10.8,1.36,0,14.9,0,50.0,33.3,2,6,10.5,2,11,1,54.5,59.4,3,35,0.0,0,200,17,93.0,186,34.9,34,44.2,0,228,36,2.1,13.4,1.23
Julio Jones,6158,WR,ATL,9,77,0,2,13.0,2,64.3,50.0,2,4,0.0,0,13,0,83.2,90.5,0,75,0.0,0,95,18,94.7,90,135.6,28,36.4,3,297,129,7.2,16.5,3.3,0,16.3,3,68.1,60.0,3,5,5.9,2,28,0,69.6,90.4,2,53,0.0,0,195,32,95.9,187,107.4,47,61.0,2,654,178,5.6,20.4,3.5
Terrelle Pryor Sr.,6944,WR,CLV,9,76,0,8,12.8,1,62.5,42.9,3,7,7.4,2,19,0,65.0,90.3,1,24,0.0,0,121,25,92.6,112,97.3,40,52.6,3,274,55,2.2,11.0,2.45,0,16.3,2,57.1,66.7,2,3,4.8,1,11,0,71.3,70.9,3,44,0.0,0,213,20,91.5,195,48.9,35,46.1,0,293,57,2.9,14.7,1.5
Odell Beckham Jr.,8647,WR,NYG,8,73,0,21,12.5,5,55.2,0.0,0,2,15.8,3,13,0,42.1,83.4,1,75,0.0,0,115,16,95.7,110,125.4,29,39.7,4,366,188,11.8,22.9,3.33,0,11.7,5,69.2,40.0,2,5,3.6,1,17,1,76.1,75.5,1,43,0.0,0,190,27,94.2,179,90.4,39,53.4,1,307,83,3.1,11.4,1.72
Golden Tate,5585,WR,DET,9,72,0,11,8.9,4,58.1,100.0,1,1,14.3,3,11,0,43.8,66.6,0,34,0.0,0,133,18,91.0,121,91.1,31,43.1,1,222,160,8.9,12.3,1.83,0,5.3,7,78.9,100.0,1,1,6.3,2,11,0,67.7,69.3,0,61,0.0,0,192,30,94.8,182,106.5,38,52.8,1,283,205,6.8,9.4,1.55
Demaryius Thomas,5547,WR,DEN,9,72,0,10,9.1,1,47.8,0.0,0,1,15.4,2,6,1,47.7,67.0,0,23,0.0,0,79,11,84.8,67,76.5,23,31.9,1,111,32,2.9,10.1,1.66,0,11.6,1,77.3,80.0,4,5,5.6,2,18,1,70.8,74.6,1,55,0.0,0,208,34,94.2,196,116.6,44,61.1,2,469,154,4.5,13.8,2.39
DeAndre Hopkins,7808,WR,HST,8,72,0,13,12.5,1,52.4,16.7,1,6,4.3,1,17,0,72.3,80.6,4,35,0.0,0,151,22,95.4,144,45.8,42,58.3,2,240,41,1.9,10.9,1.67,0,11.2,2,59.3,75.0,3,4,0.0,0,10,0,81.7,65.3,3,25,0.0,0,157,16,96.2,151,49.5,27,37.5,1,164,37,2.3,10.3,1.09
Jordy Nelson,4350,WR,GB,8,71,0,12,10.1,0,53.1,66.7,2,3,5.6,1,13,0,69.0,65.3,1,21,0.0,0,177,17,92.7,164,66.8,32,45.1,1,177,81,4.8,10.4,1.08,0,17.3,1,48.4,50.0,1,2,6.3,1,10,1,65.9,68.5,0,58,0.0,0,156,15,93.6,146,104.8,31,43.7,2,304,87,5.8,20.3,2.08
Greg Olsen,3647,TE,CAR,8,67,0,5,11.9,0,55.2,100.0,3,3,0.0,0,14,0,82.2,80.3,0,34,8.8,13,148,16,83.8,124,98.1,29,43.3,2,188,79,4.9,11.8,1.52,0,12.8,0,80.6,100.0,1,1,0.0,0,19,0,87.3,89.6,1,78,14.1,24,170,29,82.4,140,116.4,36,53.7,1,485,151,5.2,16.7,3.46
Jarvis Landry,8698,WR,MIA,8,64,0,17,11.2,3,69.6,33.3,1,3,5.9,1,14,0,68.0,91.2,0,42,0.0,0,79,16,94.9,75,126.0,23,35.9,1,284,125,7.8,17.8,3.79,0,6.4,10,80.0,40.0,2,5,3.0,1,14,1,89.0,74.5,1,39,0.0,0,177,32,96.0,170,88.9,40,62.5,0,313,144,4.5,9.8,1.84
Tavon Austin,7789,WR,LA,8,63,0,26,6.1,1,47.4,50.0,1,2,18.2,2,5,0,38.4,60.2,0,43,1.1,1,92,9,89.1,82,78.0,19,30.2,1,86,51,5.7,9.6,1.05,0,9.0,1,61.9,50.0,1,2,13.3,4,10,0,44.3,58.6,6,31,0.6,1,179,26,95.5,171,36.1,42,66.7,0,222,109,4.2,8.5,1.3
Davante Adams,8688,WR,GB,8,63,0,12,6.9,4,75.7,,0,0,0.0,0,14,0,76.7,79.0,3,40,0.0,0,160,28,91.9,147,79.9,37,58.7,2,271,140,5.0,9.7,1.84,0,15.8,0,59.1,50.0,1,2,13.3,2,9,1,49.6,59.2,0,29,0.0,0,130,13,96.2,125,117.0,22,34.9,2,187,34,2.6,14.4,1.5
Marvin Jones Jr.,7158,WR,DET,9,63,0,11,9.0,2,52.2,33.3,1,3,14.3,2,10,0,45.7,66.0,0,47,0.0,0,139,12,89.2,124,105.7,23,36.5,2,172,72,6.0,14.3,1.39,0,15.9,4,62.5,60.0,3,5,16.7,5,18,0,33.2,74.5,0,73,0.0,0,209,25,94.3,197,121.8,40,63.5,2,489,141,5.6,19.6,2.48
Jordan Matthews,8677,WR,PHI,8,63,0,24,14.9,0,50.0,50.0,1,2,26.7,4,7,0,28.4,65.3,0,54,0.0,0,105,11,91.4,96,90.7,22,34.9,1,168,39,3.5,15.3,1.75,0,9.9,0,75.7,0.0,0,1,3.4,1,14,1,76.1,69.6,0,32,0.0,0,174,28,96.0,167,110.8,37,58.7,1,325,98,3.5,11.6,1.95
Stefon Diggs,9579,WR,MIN,7,63,0,18,9.9,1,62.5,100.0,2,2,9.1,1,7,0,58.9,72.9,0,44,0.0,0,66,10,97.0,64,89.8,16,25.4,0,137,25,2.5,13.7,2.14,0,9.2,5,80.4,66.7,2,3,5.1,2,22,0,80.8,78.3,0,46,0.0,0,187,37,96.8,181,117.4,46,73.0,2,400,139,3.8,10.8,2.21
Alshon Jeffery,7048,WR,CHI,8,62,0,6,12.6,1,52.0,75.0,3,4,18.8,3,11,0,48.0,68.2,1,29,0.0,0,109,13,91.7,100,62.2,25,40.3,0,201,78,6.0,15.5,2.01,0,13.9,0,66.7,100.0,3,3,8.3,2,17,0,60.5,72.1,0,54,0.0,0,178,22,97.2,173,113.2,33,53.2,1,360,81,3.7,16.4,2.08
Mike Wallace,5007,WR,BLT,8,61,0,3,9.6,2,60.0,40.0,2,5,20.0,3,9,0,31.6,67.2,0,95,0.0,0,90,12,93.3,84,123.5,20,32.8,2,183,119,9.9,15.3,2.18,0,14.9,2,65.8,100.0,2,2,3.8,1,17,0,75.1,71.2,0,70,0.0,0,210,25,94.3,198,105.0,38,62.3,1,359,77,3.1,14.4,1.81
Michael Thomas,10681,WR,NO,8,61,0,20,9.1,3,78.6,83.3,5,6,4.3,1,16,0,73.5,90.5,0,32,0.0,0,105,22,88.6,93,147.9,28,45.9,3,306,126,5.7,13.9,3.29,0,7.7,7,75.9,50.0,1,2,4.3,1,11,0,72.8,74.9,2,28,0.0,0,168,22,97.0,163,71.6,29,47.5,0,244,107,4.9,11.1,1.5
Quincy Enunwa,8843,WR,NYJ,9,60,0,22,9.7,4,47.4,33.3,1,3,25.0,3,6,0,38.4,56.7,0,25,0.8,1,120,9,92.5,111,85.0,19,31.7,1,118,47,5.2,13.1,1.06,0,9.2,4,73.5,50.0,2,4,3.8,1,17,0,74.2,81.9,0,69,0.0,0,176,25,92.6,163,122.5,34,56.7,1,403,191,7.6,16.1,2.47
Kelvin Benjamin,8663,WR,CAR,8,59,0,5,12.5,3,58.1,50.0,2,4,0.0,0,17,0,82.7,85.4,1,50,0.0,0,125,18,91.2,114,109.9,31,52.5,3,302,93,5.2,16.8,2.65,0,12.5,1,65.4,66.7,2,3,10.5,2,12,0,54.8,70.7,1,24,0.0,0,137,17,95.6,131,91.2,26,44.1,1,236,36,2.1,13.9,1.8
Brandin Cooks,8655,WR,NO,8,59,0,20,15.9,1,45.5,33.3,1,3,0.0,0,7,0,78.0,67.2,0,28,0.0,0,113,10,89.4,101,80.1,22,37.3,1,132,22,2.2,13.2,1.31,0,11.7,0,80.0,,0,0,0.0,0,14,0,85.7,71.3,1,98,0.0,0,189,24,96.3,182,127.1,30,50.8,2,432,202,8.4,18.0,2.37
Jeremy Kerley,6305,WR,SF,8,59,0,28,8.6,1,48.3,60.0,3,5,6.7,1,10,0,65.9,64.6,3,20,0.0,0,105,14,91.4,96,36.1,29,49.2,1,152,51,3.6,10.9,1.58,0,9.6,2,65.5,0.0,0,1,0.0,0,11,1,83.2,66.0,1,33,0.0,0,150,19,98.7,148,82.7,29,49.2,1,201,49,2.6,10.6,1.36
Dennis Pitta,5638,TE,BLT,8,57,0,3,6.1,0,35.7,100.0,1,1,28.6,2,2,0,29.2,44.6,0,30,9.4,9,96,5,81.3,78,44.6,14,24.6,0,43,35,7.0,8.6,0.55,0,6.4,1,82.5,66.7,2,3,2.9,1,14,0,79.1,66.2,2,28,6.1,13,213,33,90.6,193,76.4,40,70.2,0,293,109,3.3,8.9,1.52
Julian Edelman,5156,WR,NE,8,57,0,19,6.4,1,55.6,,0,0,28.6,4,5,0,27.1,54.1,0,23,0.0,0,110,10,85.5,94,71.3,18,31.6,0,99,44,4.4,9.9,1.05,0,6.7,3,83.3,66.7,2,3,6.3,2,15,0,69.6,79.7,0,19,0.0,0,173,30,96.0,166,105.9,36,63.2,1,259,124,4.1,8.6,1.56
Mohamed Sanu,7084,WR,ATL,9,56,0,2,9.1,1,47.4,50.0,1,2,0.0,0,6,0,78.0,69.6,0,22,0.0,0,92,9,94.6,87,61.3,19,33.9,0,90,31,3.4,10.0,1.03,0,9.8,1,71.9,100.0,1,1,8.0,2,11,1,62.5,69.2,0,59,0.6,1,168,23,95.8,161,100.3,32,57.1,0,294,137,6.0,12.8,1.83
