team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
NO,20,4,182,5,21,182,91.2,29,3
GB,12,4,156,1,19,156,91.0,24,4
OAK,23,5,203,3,38,203,89.4,42,1
PHI,24,4,147,4,20,147,89.1,28,4
DAL,9,5,168,6,23,168,89.0,33,4
NYJ,22,5,210,3,35,210,89.0,42,4
WAS,32,5,200,8,28,200,88.5,41,5
TEN,31,5,182,2,36,182,87.9,41,3
NE,19,5,176,9,29,176,87.5,41,3
CHI,6,5,198,9,31,198,87.4,45,5
JAX,15,4,183,4,34,183,86.9,43,5
NYG,21,5,198,4,36,198,86.9,46,6
ARZ,1,5,210,9,32,210,86.4,49,8
CIN,7,5,215,4,36,215,86.0,50,10
ATL,2,5,187,7,30,187,85.8,45,8
CAR,5,5,199,7,38,199,85.2,52,7
BUF,4,5,161,6,34,161,85.1,44,4
KC,16,4,186,6,32,186,84.4,48,10
PIT,25,5,203,5,43,203,84.2,56,8
SEA,29,4,159,10,34,159,83.6,48,4
TB,30,5,229,17,49,229,83.4,71,5
DET,11,5,205,7,45,205,83.4,60,8
CLV,8,5,192,14,38,192,83.3,58,6
SF,28,5,177,4,43,177,83.3,53,6
MIN,18,5,169,15,30,169,82.5,52,7
LA,26,5,168,4,40,168,82.1,52,8
HST,13,5,202,14,39,202,81.9,63,10
BLT,3,5,229,13,53,229,81.7,75,9
DEN,10,5,185,6,42,185,81.6,58,10
IND,14,5,234,7,57,234,80.8,77,13
SD,27,5,187,10,46,187,79.7,66,10
MIA,17,5,177,12,43,177,77.1,68,13
