player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Julius Peppers,1010,ED,GB,3,3,0,12,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,20,1,0,0,0,0,0,,,0,0,,,4.4,,,0,0,,60.7,0,,,0,0,0.0,0,2,66.7,45,0,0,0,0,0,0,0.0,
Dwight Freeney,1019,ED,ATL,4,1,0,2,0,,,3.1,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,100.0,32,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,65,2,0,0,0,0,0,,
James Harrison,1251,ED,PIT,4,28,0,25,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,18,0,1,0,0,0,0,,,0,1,5.0,100.0,30.6,11.0,11.0,0,0,0.0,70.7,0,9,0.0,0,0,97.9,2,22,78.6,72,1,3,2,0,15,5,0.7,7.5
Terence Newman,1321,CB,MIN,4,160,0,18,0,9.3,42.9,100.0,14.7,6.3,1,1,14.3,59.4,1,12,33.3,1,1,14.3,3,47,29.4,47,0,2,7,0,27,15,0.6,9.0,0,1,14.4,52.9,100.0,11.2,5.9,0,3,17.6,79.1,0,11,0.0,0,2,64.8,9,106,66.3,106,1,11,17,0,76,1,0.8,8.4
Terrell Suggs,1326,ED,BLT,4,3,0,3,0,,,3.8,,,0,0,,36.9,0,,,0,0,0.0,0,1,33.3,26,0,0,0,0,0,0,0.0,,0,1,0.0,100.0,2.5,2.0,2.0,0,0,0.0,79.4,0,1,0.0,0,0,79.2,1,2,66.7,80,5,3,1,0,1,1,0.5,1.0
Robert Mathis,1447,ED,IND,4,7,0,14,0,,,3.9,,,0,0,,61.2,0,,,0,0,0.0,0,2,28.6,51,0,0,0,0,0,0,0.0,,0,0,,,6.2,,,0,0,,60.8,0,,,0,0,0.0,0,4,57.1,65,0,0,0,0,0,0,0.0,
Cullen Jenkins,1637,DI,WAS,3,1,0,32,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,22,0,0,0,0,0,0,,,0,0,,,6.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,15,0,0,0,0,0,0,0.0,
DeAngelo Hall,1729,S,WAS,3,90,0,32,0,1.7,66.7,92.9,12.0,8.0,0,1,33.3,69.6,0,6,16.7,1,1,70.1,2,26,28.9,28,1,5,3,0,7,9,0.3,3.5,0,0,8.3,100.0,98.2,13.0,13.0,0,0,0.0,42.3,0,29,0.0,0,0,118.8,4,55,61.1,56,0,2,4,0,72,39,1.4,18.0
Karlos Dansby,1754,LB,CIN,4,109,0,7,0,11.3,33.3,75.0,24.0,8.0,0,0,0.0,57.2,0,6,0.0,0,0,42.4,1,24,22.0,32,0,1,3,0,6,0,0.3,6.0,0,1,3.3,100.0,91.5,5.8,5.8,0,0,0.0,44.5,0,24,9.1,1,0,115.6,12,75,68.8,82,3,9,12,0,141,101,2.0,11.8
Daryl Smith,1760,LB,TB,4,33,0,30,0,,,25.0,,,0,0,,62.1,0,,,0,0,0.0,0,3,9.1,12,0,0,0,0,0,0,0.0,,0,0,-1.0,100.0,72.2,12.0,12.0,0,0,0.0,46.0,0,21,,0,0,118.8,2,26,78.8,36,0,0,2,0,37,39,1.5,18.5
