player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Julius Peppers,1010,ED,GB,6,1,0,12,82.4,3,10,107,95.8,19.6,21,0,8.9,3,120,115,16,1,87.8,2,9,71,100.0,25.4,18,12.0,3,75,75,14
Dwight Freeney,1019,ED,ATL,7,0,0,2,66.4,4,17,157,99.4,18.5,29,0,9.2,4,167,166,25,0,68.1,3,13,85,100.0,24.7,21,12.9,3,91,91,19
James Harrison,1251,ED,PIT,7,0,0,25,66.4,3,8,99,69.0,15.2,15,0,5.6,0,155,107,11,0,71.2,2,5,48,82.3,22.9,11,7.3,0,62,51,7
Terrell Suggs,1326,ED,BLT,6,0,1,3,60.8,3,10,165,98.3,10.9,18,4,7.0,5,179,176,18,0,55.6,2,4,85,100.0,10.6,9,7.1,3,89,89,9
Robert Mathis,1447,ED,IND,7,0,0,14,57.3,1,12,177,93.7,9.6,17,0,4.2,1,205,192,14,0,60.2,1,7,81,95.8,12.3,10,6.2,1,96,92,9
Cullen Jenkins,1637,DI,WAS,6,0,0,32,53.9,0,2,61,97.0,1.6,1,0,1.6,0,67,65,2,0,58.3,0,2,21,100.0,4.8,1,4.8,0,24,24,2
DeAngelo Hall,1729,S,WAS,3,0,0,32,54.9,0,0,3,3.2,0.0,0,0,0.0,0,93,3,0,0,59.7,0,0,1,2.8,0.0,0,0.0,0,36,1,0
Vince Wilfork,1742,DI,HST,7,0,0,13,62.7,1,7,127,100.0,7.1,9,0,3.1,0,138,138,8,0,57.4,1,3,36,100.0,8.3,3,5.6,0,40,40,4
Karlos Dansby,1754,LB,CIN,7,0,0,7,52.4,0,1,20,11.5,0.0,0,1,2.5,0,200,23,1,0,47.7,0,0,9,10.8,0.0,0,0.0,0,102,11,0
Daryl Smith,1760,LB,TB,6,0,0,30,48.8,0,3,32,34.3,3.1,1,0,4.7,0,99,34,3,0,51.1,0,2,14,47.1,7.1,1,7.1,0,34,16,2
Antonio Smith,1856,DI,HST,4,0,0,13,61.5,2,1,33,100.0,9.1,3,0,7.6,1,36,36,4,0,53.8,1,1,20,100.0,10.0,2,10.0,1,23,23,3
Mike Adams,1972,S,IND,7,0,0,14,62.1,2,0,18,5.9,0.0,0,0,5.6,0,306,18,2,0,60.1,1,0,9,6.9,0.0,0,5.6,0,131,9,1
DeMarcus Ware,2228,ED,DEN,2,0,0,10,76.2,0,2,28,97.0,21.4,6,0,14.3,3,33,32,5,0,81.7,0,1,18,100.0,27.8,5,19.4,3,20,20,4
Thomas Davis Sr.,2231,LB,CAR,6,1,0,5,69.7,1,6,41,20.5,22.0,9,0,11.0,1,210,43,8,0,54.2,0,0,14,17.3,7.1,1,0.0,0,81,14,0
Derrick Johnson,2232,LB,KC,6,0,0,16,60.8,1,1,16,6.9,0.0,0,0,12.5,1,247,17,3,0,67.3,1,0,9,11.9,0.0,0,16.7,1,84,10,2
Jonathan Babineaux,2276,DI,ATL,7,1,0,2,59.5,1,6,110,94.4,7.3,8,0,3.2,0,125,118,7,0,63.4,0,5,49,100.0,14.3,7,5.1,0,53,53,5
Trent Cole,2363,ED,IND,2,0,0,14,61.6,1,4,40,95.3,15.0,6,0,6.3,0,43,41,5,0,71.3,1,3,18,95.0,27.8,5,11.1,0,20,19,4
Lorenzo Alexander,2476,ED,BUF,7,2,0,4,87.0,5,9,151,81.7,15.2,23,1,11.3,10,197,161,24,1,92.3,4,3,60,90.1,26.7,16,19.2,8,71,64,15
Ahmad Brooks,2945,ED,SF,7,1,1,28,55.9,1,18,142,76.6,11.3,16,3,8.1,2,197,151,21,0,56.3,1,7,62,79.5,14.5,9,9.7,2,83,66,10
Mario Williams,2946,ED,MIA,7,1,0,17,60.2,3,13,150,97.0,9.3,14,0,6.0,1,169,164,17,0,63.8,0,7,52,95.0,13.5,7,8.7,1,60,57,8
Donte Whitner,2953,S,WAS,3,0,0,32,56.4,0,0,3,4.6,0.0,0,0,0.0,0,65,3,0,0,,0,0,0,0.0,,0,,0,30,0,0
Haloti Ngata,2957,DI,DET,5,1,0,11,58.6,1,7,125,98.5,7.2,9,1,4.0,1,133,131,9,1,66.8,1,6,61,98.4,13.1,8,7.4,1,64,63,8
Chad Greenway,2962,LB,MIN,5,0,0,18,52.3,0,0,5,11.4,0.0,0,0,0.0,0,44,5,0,0,56.4,0,0,2,14.3,0.0,0,0.0,0,14,2,0
Tamba Hali,2965,ED,KC,6,0,2,16,68.3,2,12,128,90.0,15.6,20,3,6.3,1,150,135,15,0,74.5,1,7,51,93.3,21.6,11,9.8,1,60,56,9
Johnathan Joseph,2969,CB,HST,7,0,0,13,59.1,0,0,1,0.5,0.0,0,2,0.0,0,182,1,0,0,,0,0,0,0.0,,0,,0,78,0,0
D'Qwell Jackson,2979,LB,IND,7,1,1,14,55.2,1,0,24,10.4,4.2,1,2,2.1,0,251,26,1,0,56.8,1,0,8,9.1,12.5,1,6.3,0,99,9,1
Roman Harper,2988,S,NO,4,0,0,20,49.8,0,1,10,16.4,0.0,0,1,5.0,0,73,12,1,0,52.4,0,1,4,21.7,0.0,0,12.5,0,23,5,1
Darryl Tapp,3008,ED,NO,5,0,0,20,65.8,2,5,69,100.0,13.0,9,0,6.5,1,75,75,8,0,71.3,1,2,17,100.0,23.5,4,14.7,1,17,17,4
Frostee Rucker,3036,DI,ARZ,4,1,0,1,63.7,0,1,46,100.0,6.5,3,0,1.1,0,50,50,1,0,56.0,0,1,16,100.0,6.3,1,3.1,0,17,17,1
Will Blackmon,3060,S,WAS,6,0,0,32,62.7,0,2,7,3.7,28.6,2,0,28.6,1,187,7,3,0,,0,0,0,0.0,,0,,0,79,0,0
Stephen Tulloch,3061,LB,PHI,3,0,0,24,60.0,0,0,1,4.2,0.0,0,0,0.0,0,24,1,0,0,,0,0,0,0.0,,0,,0,9,0,0
Domata Peko Sr.,3068,DI,CIN,7,1,0,7,56.1,1,3,128,98.5,3.1,4,0,1.6,0,137,135,4,0,59.9,1,2,45,100.0,6.7,3,3.3,0,49,49,3
Elvis Dumervil,3071,ED,BLT,2,0,0,3,56.5,1,2,37,100.0,10.8,4,0,4.1,0,39,39,3,0,50.4,0,2,21,100.0,9.5,2,4.8,0,22,22,2
Kyle Williams,3079,DI,BUF,7,0,0,4,61.4,4,12,204,98.6,10.3,21,0,4.9,2,219,216,18,0,67.3,2,9,74,98.7,18.9,14,10.1,2,79,78,13
Rob Ninkovich,3080,ED,NE,3,0,0,19,48.6,0,0,47,62.5,2.1,1,0,0.0,0,80,50,0,0,55.2,0,0,22,69.7,4.5,1,0.0,0,33,23,0
Kedric Golston,3141,DI,WAS,2,0,0,32,56.2,1,0,8,88.9,12.5,1,0,6.3,0,9,8,1,0,58.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Antoine Bethea,3152,S,SF,7,0,0,28,54.4,1,2,9,3.9,0.0,0,1,16.7,0,259,10,3,0,50.2,0,1,5,5.7,0.0,0,10.0,0,105,6,1
Tom Johnson,3378,DI,MIN,6,0,0,18,67.2,6,10,164,100.0,10.4,17,1,6.1,2,174,174,18,0,64.2,5,5,95,100.0,10.5,10,6.3,1,100,100,11
Tony McDaniel,3423,DI,SEA,6,1,0,29,53.3,0,2,98,100.0,2.0,2,0,1.0,0,101,101,2,1,54.7,0,0,41,100.0,0.0,0,0.0,0,43,43,0
Tramon Williams,3558,CB,CLV,5,0,0,8,50.1,1,0,4,2.7,25.0,1,1,12.5,0,149,4,1,0,53.2,1,0,2,2.6,50.0,1,25.0,0,76,2,1
