player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Shane Lechler,673,P,HST,9,41,41,4.28,39.8,48.24,12.1,0,0,1,6,13,68.7,16,62,5,0,65.9,326,27,41,175.42,1632,1,1978
Matt Bryant,1223,K,ATL,1,2,2,4.02,33.5,33.5,,0,0,0,2,2,59.2,0,36,0,0,0.0,0,0,2,8.03,67,0,67
Andy Lee,1906,P,CAR,9,36,36,4.45,40.36,49.14,13.9,0,0,7,7,5,72.4,18,76,1,0,47.2,236,17,36,160.03,1453,4,1769
Donnie Jones,1939,P,PHI,9,38,38,4.27,39.74,45.21,11.6,0,0,9,12,24,65.0,13,72,2,0,28.9,128,11,38,162.44,1510,4,1718
Dustin Colquitt,2316,P,KC,9,45,45,4.5,41.33,45.93,5.9,0,0,4,14,16,75.0,22,64,3,0,40.0,107,18,45,202.61,1860,5,2067
Sam Koch,3148,P,BLT,9,50,50,4.31,39.74,46.86,11.8,0,0,5,7,3,83.3,21,68,10,0,50.0,296,25,50,215.7,1987,3,2343
Jon Ryan,3493,P,SEA,9,42,42,4.36,40.76,45.33,7.3,1,0,5,13,29,66.4,17,62,2,0,42.9,132,18,43,183.11,1712,3,1904
Brett Kern,4580,P,TEN,10,45,45,4.39,37.8,45.16,13.2,0,0,5,13,31,77.1,19,71,1,0,48.9,291,22,45,197.64,1701,2,2032
Kevin Huber,5066,P,CIN,9,44,44,4.18,39.25,45.73,8.9,0,0,5,9,7,58.7,16,61,3,0,52.3,205,23,44,183.75,1727,4,2012
Thomas Morstead,5088,P,NO,9,34,34,4.61,43.68,49.59,7.8,0,0,5,4,20,85.2,15,66,4,0,52.9,141,18,34,156.89,1485,3,1686
Pat McAfee,5146,P,IND,9,37,37,4.41,42.95,50.84,10.2,0,0,3,7,14,88.3,14,74,6,0,35.1,132,13,37,163.28,1589,8,1881
Britton Colquitt,5192,P,CLV,10,51,51,4.43,40.69,45.37,8.3,0,0,5,17,8,69.9,14,65,3,0,47.1,199,24,51,226.12,2075,2,2314
Graham Gano,5443,K,CAR,1,4,4,4.35,29.75,45.0,10.5,0,0,0,0,5,50.2,0,54,0,0,50.0,21,2,4,17.41,119,2,180
Matt Bosher,6344,P,ATL,9,26,26,4.45,41.77,46.92,12.7,0,0,4,11,2,67.4,15,68,0,0,34.6,114,9,26,115.59,1086,1,1220
