player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Mike Evans,8642,WR,TB,5,59,0,30,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,45.7,0,1,0.0,0,16,1,100.0,16,79.2,1,1.7,0,1,3,3.0,1.0,0.06,27.1,0,42.9,33.3,1,3,0.0,0,3,0,58.6,75.8,0,45,0.0,0,39,3,92.3,36,125.0,7,11.9,1,80,8,2.7,26.7,2.22
Antonio Brown,5718,WR,PIT,5,54,0,25,0,-0.2,0,83.3,,0,0,0.0,0,2,0,90.6,83.0,0,13,0.0,0,22,5,95.5,21,93.1,6,11.1,0,38,47,9.4,7.6,1.81,2.6,0,71.4,66.7,2,3,0.0,0,2,0,85.8,83.7,0,10,0.0,0,29,5,89.7,26,78.9,7,13.0,0,29,14,2.8,5.8,1.12
Emmanuel Sanders,5606,WR,DEN,5,51,0,10,0,-0.7,0,33.3,,0,0,0.0,0,0,0,78.7,50.5,2,1,0.0,0,11,1,100.0,11,2.8,3,5.9,0,1,2,2.0,1.0,0.09,10.8,0,53.8,,0,0,0.0,0,5,1,90.2,75.4,2,26,0.0,0,48,7,91.7,44,59.6,13,25.5,1,83,13,1.9,11.9,1.89
Greg Olsen,3647,TE,CAR,5,51,0,5,0,,0,,,0,0,,0,0,0,,42.5,0,0,15.0,3,20,0,75.0,15,0.0,0,0.0,0,0,0,,,0.0,13.4,0,69.2,100.0,1,1,0.0,0,13,0,90.8,90.8,1,78,5.8,7,120,18,85.8,103,106.7,26,51.0,1,313,107,5.9,17.4,3.04
A.J. Green,6156,WR,CIN,5,50,0,7,0,-0.4,0,100.0,,0,0,0.0,0,2,0,90.6,71.9,0,29,0.0,0,23,5,91.3,21,114.2,5,10.0,0,57,59,11.8,11.4,2.71,8.1,0,55.6,0.0,0,1,0.0,0,2,0,51.5,70.0,0,15,0.0,0,38,5,94.7,36,67.8,9,18.0,0,42,35,7.0,8.4,1.17
Brandon Marshall,3064,WR,NYJ,5,50,0,22,0,-2.0,0,100.0,,0,0,0.0,0,1,0,78.7,41.9,0,3,0.0,0,27,1,100.0,27,79.2,1,2.0,0,3,5,5.0,3.0,0.11,13.5,0,50.0,,0,0,40.0,2,2,0,28.2,68.0,1,18,0.0,0,31,3,87.1,27,29.2,6,12.0,0,36,4,1.3,12.0,1.33
T.Y. Hilton,7092,WR,IND,5,50,0,14,0,0.0,0,100.0,,0,0,0.0,0,0,0,78.7,45.6,0,0,0.0,0,15,1,100.0,15,79.2,1,2.0,0,0,0,0.0,0.0,0.0,12.6,2,66.7,80.0,4,5,0.0,0,9,0,90.6,79.4,0,63,0.0,0,137,16,94.2,129,126.9,24,48.0,2,239,99,6.2,14.9,1.85
Odell Beckham Jr.,8647,WR,NYG,5,45,0,21,0,,0,,,0,0,,0,0,0,,43.5,0,0,0.0,0,16,0,87.5,14,0.0,0,0.0,0,0,0,,,0.0,11.0,0,50.0,0.0,0,1,0.0,0,1,0,61.3,76.5,0,14,0.0,0,24,1,87.5,21,72.9,2,4.4,0,14,0,0.0,14.0,0.67
Larry Fitzgerald,1724,WR,ARZ,5,45,0,1,0,-1.5,0,100.0,,0,0,0.0,0,1,0,84.5,75.8,0,12,0.0,0,8,2,100.0,8,102.1,2,4.4,0,17,20,10.0,8.5,2.13,9.1,3,65.5,66.7,6,9,5.0,1,13,0,69.6,80.5,1,25,0.6,1,155,19,94.2,146,93.2,29,64.4,2,194,65,3.4,10.2,1.33
Jeremy Kerley,6305,WR,SF,5,45,0,28,0,-1.5,0,100.0,,0,0,0.0,0,0,0,84.5,56.2,0,4,0.0,0,6,2,100.0,6,79.2,2,4.4,0,2,5,2.5,1.0,0.33,9.3,3,57.1,40.0,2,5,4.0,1,16,1,79.4,79.2,3,33,0.0,0,150,24,95.3,143,63.5,42,93.3,2,279,86,3.6,11.6,1.95
Jarvis Landry,8698,WR,MIA,5,44,0,17,0,-2.7,1,100.0,100.0,1,1,0.0,0,0,0,91.1,67.8,0,5,0.0,0,17,6,88.2,15,79.2,6,13.6,0,6,22,3.7,1.0,0.4,8.9,6,75.0,33.3,2,6,6.9,2,16,1,88.0,86.8,1,42,0.0,0,138,27,94.9,131,102.3,36,81.8,1,346,135,5.0,12.8,2.64
Jordan Reed,7866,TE,WAS,5,44,0,32,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,45.9,0,-4,25.0,3,12,1,66.7,8,79.2,1,2.3,0,-4,0,0.0,-4.0,-0.5,9.7,3,55.0,25.0,1,4,8.3,1,8,0,80.7,76.4,2,24,0.0,0,78,11,94.9,74,47.1,20,45.5,1,106,31,2.8,9.6,1.43
Amari Cooper,9437,WR,OAK,5,44,0,23,0,-2.0,0,100.0,,0,0,0.0,0,0,1,90.6,53.9,0,16,0.0,0,17,4,88.2,15,97.9,4,9.1,0,30,38,9.5,7.5,2.0,8.4,2,60.0,50.0,1,2,18.2,2,5,1,65.0,79.7,0,64,0.0,0,42,9,92.9,39,121.8,15,34.1,1,171,81,9.0,19.0,4.38
Tavon Austin,7789,WR,LA,5,43,0,26,0,-3.1,0,85.7,,0,0,14.3,1,0,0,32.0,40.9,0,5,0.0,0,15,6,93.3,14,79.2,7,16.3,0,13,32,5.3,2.2,0.93,7.9,1,44.4,,0,0,11.1,1,4,0,37.4,58.9,3,43,0.0,0,82,8,91.5,75,44.2,18,41.9,1,113,39,4.9,14.1,1.51
Michael Crabtree,4933,WR,OAK,5,42,0,23,0,-2.0,0,100.0,,0,0,0.0,0,0,0,84.5,66.9,0,9,0.0,0,13,2,92.3,12,89.6,2,4.8,0,11,15,7.5,5.5,0.92,11.0,1,75.0,100.0,2,2,0.0,0,4,0,66.3,84.7,0,25,0.0,0,44,6,88.6,39,143.2,8,19.0,1,75,22,3.7,12.5,1.92
Marvin Jones Jr.,7158,WR,DET,5,41,0,11,0,0.0,0,66.7,,0,0,0.0,0,1,0,84.5,56.3,0,9,0.0,0,23,2,100.0,23,75.7,3,7.3,0,13,12,6.0,6.5,0.57,,0,,,0,0,,0,0,0,29.8,72.8,0,0,0.0,0,16,0,100.0,16,0.0,0,0.0,0,0,0,,,0.0
DeAndre Hopkins,7808,WR,HST,5,40,0,13,0,,0,,,0,0,,0,0,0,,44.8,0,0,0.0,0,10,0,100.0,10,0.0,0,0.0,0,0,0,,,0.0,18.6,0,20.0,0.0,0,1,50.0,1,1,0,66.6,80.5,0,9,0.0,0,39,1,97.4,38,39.6,5,12.5,0,9,0,0.0,9.0,0.24
Terrelle Pryor Sr.,6944,WR,CLV,5,39,0,8,0,,0,,,0,0,,0,0,0,,46.3,0,0,0.0,0,20,0,80.0,16,0.0,0,0.0,0,0,0,,,0.0,13.0,0,100.0,,0,0,0.0,0,2,0,74.9,72.7,0,15,0.0,0,20,2,85.0,17,118.8,2,5.1,0,28,2,1.0,14.0,1.65
Julio Jones,6158,WR,ATL,5,39,0,2,0,,0,,,0,0,,0,0,0,,40.6,0,0,0.0,0,18,0,100.0,18,0.0,0,0.0,0,0,0,,,0.0,20.0,0,20.0,,0,0,0.0,0,0,0,83.6,73.4,0,18,0.0,0,38,1,94.7,36,42.1,5,12.8,0,18,6,6.0,18.0,0.5
Jordy Nelson,4350,WR,GB,4,39,0,12,0,-1.7,0,100.0,,0,0,0.0,0,1,0,88.7,66.4,0,8,0.0,0,14,3,100.0,14,90.3,3,7.7,0,17,22,7.3,5.7,1.21,7.9,0,88.9,100.0,1,1,11.1,1,6,0,56.4,74.8,0,49,0.0,0,22,8,90.9,20,153.5,9,23.1,2,102,56,7.0,12.8,5.1
Allen Robinson II,8696,WR,JAX,4,38,0,15,0,,0,,,0,0,,0,0,0,,44.5,0,0,0.0,0,17,0,100.0,17,0.0,0,0.0,0,0,0,,,0.0,12.7,0,66.7,33.3,1,3,0.0,0,4,1,40.3,67.9,0,22,0.0,0,51,6,94.1,48,94.2,9,23.7,0,79,9,1.5,13.2,1.65
