player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Ali Marpet,9494,G,TB,3,100.0,1,30,71.1,72.3,66.3,1,4,152,100.0,100.0,97.7,1,6,1,233,0,0,0,233,165,165,233,0,68,0
Donovan Smith,9467,T,TB,3,100.0,0,30,65.1,62.7,70.8,3,11,152,100.0,100.0,94.1,4,16,2,233,0,0,233,233,165,165,0,0,68,0
Demar Dotson,5410,T,TB,3,100.0,0,30,71.7,68.7,73.7,3,5,152,100.0,100.0,97.4,3,8,0,233,0,0,0,233,165,165,0,233,68,0
Andrew Norwell,9126,G,CAR,3,100.0,0,5,62.7,77.5,57.2,0,5,121,100.0,100.0,97.9,2,5,0,232,0,232,0,232,136,136,0,0,96,0
Ryan Kalil,3675,C,CAR,3,100.0,1,5,65.9,72.7,64.3,1,3,121,100.0,100.0,97.5,3,5,1,232,232,0,0,232,136,136,0,0,96,0
Michael Oher,4946,T,CAR,3,100.0,0,5,63.2,68.1,54.1,1,7,121,100.0,100.0,94.2,1,11,3,232,0,0,221,232,136,136,0,0,96,11
Mike Remmers,7431,T,CAR,3,100.0,2,5,70.4,63.9,71.6,0,9,120,100.0,100.0,94.6,2,11,2,231,0,0,0,231,135,135,0,226,96,5
Joe Hawley,5641,C,TB,3,100.0,0,30,67.5,66.2,70.0,3,3,147,100.0,100.0,98.0,1,6,0,228,228,0,0,228,160,160,0,0,68,0
Trai Turner,8727,G,CAR,3,100.0,0,5,70.8,85.4,64.1,0,1,117,100.0,100.0,99.6,2,1,0,226,0,0,0,226,131,131,226,0,95,0
Kevin Pamphile,8784,G,TB,3,100.0,0,30,54.8,51.5,54.4,4,4,141,100.0,100.0,97.2,0,8,0,219,0,219,0,219,152,152,0,0,67,0
Derek Newton,6366,T,HST,3,100.0,0,13,65.3,61.9,67.3,1,8,117,100.0,100.0,94.4,1,11,2,218,0,0,0,218,120,120,0,218,98,0
Justin Britt,8699,C,SEA,3,100.0,0,29,67.8,81.0,61.0,0,3,124,100.0,100.0,98.8,2,3,0,218,218,0,0,218,134,134,0,0,84,0
Mark Glowinski,9567,G,SEA,3,100.0,0,29,60.5,59.5,61.9,2,5,124,100.0,100.0,97.2,1,7,0,218,0,218,0,218,134,134,0,0,84,0
Garry Gilliam,9137,T,SEA,3,100.0,0,29,54.4,62.3,47.6,2,7,124,100.0,100.0,94.8,1,11,2,218,0,0,0,218,134,134,0,218,84,0
Xavier Su'a-Filo,8668,G,HST,3,100.0,0,13,54.6,67.0,52.0,1,4,117,100.0,100.0,97.9,1,5,0,218,0,218,0,218,120,120,0,0,98,0
Chris Clark,4623,T,HST,3,100.0,1,13,58.1,76.3,42.6,1,4,117,100.0,100.0,97.0,2,6,1,218,0,0,218,218,120,120,0,0,98,0
J'Marcus Webb,5741,T,SEA,3,100.0,0,29,42.6,49.6,39.1,2,6,124,100.0,100.0,96.8,1,8,0,218,0,0,0,218,134,134,218,0,84,0
Jeff Allen,7642,G,HST,3,100.0,0,13,55.7,76.5,46.4,1,2,117,100.0,100.0,96.2,2,6,3,218,0,0,0,218,120,120,218,0,98,0
Greg Mancz,10019,C,HST,3,100.0,0,13,66.5,76.8,61.1,2,2,116,100.0,100.0,98.3,0,4,0,217,217,0,0,217,119,119,0,0,98,0
Bradley Sowell,7693,T,SEA,3,100.0,1,29,57.1,67.5,50.7,2,6,124,100.0,100.0,96.0,4,9,1,216,0,0,216,216,134,134,0,0,82,0
Ryan Kelly,10652,C,IND,3,100.0,0,14,60.8,79.3,53.4,1,4,137,100.0,100.0,98.2,1,5,0,215,215,0,0,215,151,151,0,0,64,0
Anthony Castonzo,6174,T,IND,3,100.0,0,14,77.4,80.7,65.8,2,3,137,100.0,100.0,97.4,1,6,1,215,0,0,215,215,151,151,0,0,64,0
Brandon Brooks,7078,G,PHI,3,100.0,0,24,73.1,82.0,65.8,0,2,110,100.0,100.0,98.2,0,3,1,214,0,0,0,214,118,118,214,0,96,0
Jason Kelce,6343,C,PHI,3,100.0,1,24,49.5,27.8,61.9,2,2,110,100.0,100.0,98.2,4,4,0,214,214,0,0,214,118,118,0,0,96,0
