player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Julius Peppers,1010,ED,GB,11,2,0,12,77.4,4,18,222,95.9,16.2,36,2,7.7,6,245,235,28,1,83.3,3,15,136,100.0,22.8,31,11.0,6,143,143,24
Dwight Freeney,1019,ED,ATL,10,0,0,2,66.3,5,25,224,99.6,19.2,43,0,8.5,4,238,237,34,0,68.0,4,18,119,100.0,26.1,31,11.8,3,128,128,25
James Harrison,1251,ED,PIT,11,0,0,25,79.2,4,15,153,69.3,20.3,31,0,8.8,4,241,167,23,0,88.6,2,11,77,79.8,29.9,23,11.0,2,104,83,15
Terence Newman,1321,CB,MIN,10,0,0,18,53.9,0,0,4,1.2,0.0,0,3,0.0,0,336,4,0,0,55.6,0,0,2,1.3,0.0,0,0.0,0,153,2,0
Terrell Suggs,1326,ED,BLT,10,2,1,3,74.5,7,19,287,97.1,11.1,32,4,7.3,8,313,304,34,2,78.6,4,11,144,98.7,14.6,21,8.7,5,155,153,20
Robert Mathis,1447,ED,IND,11,0,0,14,55.5,1,16,260,91.3,9.2,24,0,4.4,3,309,282,20,0,57.6,1,9,122,95.8,11.5,14,5.7,2,143,137,12
Cullen Jenkins,1637,DI,WAS,10,0,0,32,61.5,0,5,105,98.3,5.7,6,1,2.4,0,117,115,5,0,64.6,0,4,33,100.0,9.1,3,6.1,0,39,39,4
DeAngelo Hall,1729,S,WAS,3,0,0,32,54.9,0,0,3,3.2,0.0,0,0,0.0,0,93,3,0,0,59.7,0,0,1,2.8,0.0,0,0.0,0,36,1,0
Vince Wilfork,1742,DI,HST,10,0,0,13,59.1,1,7,159,99.4,5.7,9,2,2.5,0,177,176,8,0,55.5,1,3,44,100.0,6.8,3,4.5,0,50,50,4
Karlos Dansby,1754,LB,CIN,11,1,1,7,56.7,0,2,34,12.5,0.0,0,2,2.9,0,303,38,2,0,45.6,0,1,13,10.3,0.0,0,3.8,0,145,15,1
Daryl Smith,1760,LB,TB,11,0,0,30,53.8,0,5,51,29.6,3.9,2,0,4.9,0,179,53,5,0,49.1,0,2,19,32.3,5.3,1,5.3,0,65,21,2
Antonio Smith,1856,DI,HST,8,0,0,13,63.1,3,7,103,100.0,10.7,11,1,5.8,1,112,112,11,0,64.8,2,6,53,100.0,17.0,9,9.4,1,59,59,9
Mike Adams,1972,S,IND,10,0,0,14,61.2,2,0,19,4.5,0.0,0,0,5.3,0,418,19,2,0,58.9,1,0,10,5.8,0.0,0,5.0,0,173,10,1
Adam Jones,2223,CB,CIN,11,0,1,7,57.7,0,0,1,0.2,0.0,0,4,0.0,0,446,1,0,0,57.7,0,0,1,0.5,0.0,0,0.0,0,221,1,0
DeMarcus Ware,2228,ED,DEN,6,0,2,10,71.6,2,11,125,97.2,16.8,21,3,8.4,4,143,139,17,0,77.1,2,7,70,98.7,22.9,16,12.1,4,79,78,13
Thomas Davis Sr.,2231,LB,CAR,11,1,0,5,90.4,2,11,70,15.8,20.0,14,1,12.1,2,461,73,15,0,90.6,0,0,23,12.0,13.0,3,4.3,1,191,23,1
Derrick Johnson,2232,LB,KC,11,0,0,16,51.1,1,2,34,7.6,0.0,0,0,7.4,1,462,35,4,0,55.4,1,1,22,12.4,0.0,0,9.1,1,185,23,3
Jonathan Babineaux,2276,DI,ATL,11,1,0,2,55.8,1,8,179,95.0,6.1,11,0,2.5,0,202,192,9,0,60.9,0,6,76,100.0,10.5,8,3.9,0,82,82,6
