player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Julius Peppers,1010,ED,GB,5,0,1,,0,1,12,54.4,76.0,83.6,82.7,51.6,34.2,2,10,0,,33.3,1,0,0,0.0,0,3,2,0,5,142,140,1,18,89,32,0,2,99,38,0,3,2,0,15,0,0,0,
Dwight Freeney,1019,ED,ATL,6,0,0,,0,0,2,60.0,67.7,86.8,68.2,46.4,49.4,4,16,0,,50.0,1,0,0,0.0,0,4,0,0,1,173,173,0,3,162,8,0,0,149,23,0,3,1,0,24,0,0,0,
James Harrison,1251,ED,PIT,6,3,0,100.0,0,1,25,77.4,77.6,83.1,66.7,71.1,80.7,3,7,1,9,0.0,0,0,0,59.0,3,0,29,0,43,203,171,0,0,171,0,0,32,100,60,3,5,11,3,10,0,23,11,7.7
Terence Newman,1321,CB,MIN,5,1,0,40.0,0,0,18,78.0,78.6,83.7,,72.1,65.3,0,0,1,12,11.1,2,5,3,35.8,12,0,11,285,204,301,4,0,0,4,0,0,297,0,97,1,2,15,30,0,0,103,16,8.6
Terrell Suggs,1326,ED,BLT,6,2,0,100.0,1,0,3,66.8,65.0,0.0,60.8,81.8,81.0,3,10,0,1,0.0,0,0,4,79.2,1,5,4,0,3,256,252,0,0,249,3,0,4,176,77,0,13,12,1,18,0,1,1,1.0
Robert Mathis,1447,ED,IND,6,1,0,100.0,0,1,14,45.3,54.9,86.4,59.8,50.3,78.3,1,11,0,9,0.0,0,0,0,104.2,1,1,2,0,12,255,251,0,1,250,0,0,4,166,77,2,5,7,1,13,0,9,2,9.0
Cullen Jenkins,1637,DI,WAS,5,1,0,,0,0,32,56.5,50.8,81.9,54.2,52.2,40.2,0,2,0,,16.7,1,0,0,0.0,0,0,0,0,2,109,108,26,54,10,18,0,1,60,47,0,3,4,0,2,0,0,0,
DeAngelo Hall,1729,S,WAS,3,0,0,85.7,0,0,32,53.2,55.4,79.3,54.9,64.9,57.1,0,0,0,29,14.3,2,1,0,113.7,6,0,40,0,90,166,3,0,0,3,0,109,163,3,73,14,3,12,7,0,0,79,48,13.2
Vince Wilfork,1742,DI,HST,6,4,0,,0,0,13,60.0,66.8,84.8,63.5,63.5,75.3,1,5,0,,5.9,1,0,0,0.0,0,0,0,0,0,251,251,108,135,0,8,0,0,120,131,0,11,12,0,6,0,0,0,
Karlos Dansby,1754,LB,CIN,6,4,0,90.9,0,0,7,43.4,48.6,29.9,53.2,65.0,55.5,0,1,0,39,11.4,4,0,1,144.5,20,0,209,4,151,278,38,0,0,38,0,1,240,20,107,26,15,27,22,1,2,251,165,12.6
Daryl Smith,1760,LB,TB,5,1,0,100.0,0,0,30,47.6,55.2,80.7,52.9,63.8,55.3,0,2,1,33,10.0,1,0,0,79.2,4,0,52,3,48,157,83,0,1,82,0,0,74,24,85,19,5,8,4,2,0,79,63,19.8
