player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Julius Peppers,1010,ED,GB,12,1,1.1,0,0,12,57.9,73.4,55.8,75.4,62.8,52.0,20.0,2,2,115,119,5.2,6,7
Dwight Freeney,1019,ED,ATL,10,1,0.0,0,0,2,60.0,65.7,89.0,66.5,46.6,55.4,0.0,0,1,44,45,4.5,2,2
James Harrison,1251,ED,PIT,12,3,1.6,0,0,25,71.6,87.8,85.5,84.3,75.0,74.6,11.1,2,0,127,128,7.9,10,13
Terence Newman,1321,CB,MIN,11,0,5.0,0,0,18,82.3,80.4,85.6,53.9,63.1,62.2,33.3,1,3,206,213,0.5,1,2
Terrell Suggs,1326,ED,BLT,11,3,1.1,1,0,3,49.4,77.5,28.9,74.4,80.6,76.4,0.0,0,4,142,150,7.0,10,12
Robert Mathis,1447,ED,IND,11,2,2.3,0,0,14,49.5,49.8,88.5,55.5,43.3,44.3,18.8,3,0,126,130,6.3,8,11
Cullen Jenkins,1637,DI,WAS,11,1,1.2,0,0,32,57.2,57.8,56.3,63.2,55.4,57.7,7.7,1,1,79,83,11.4,9,11
DeAngelo Hall,1729,S,WAS,3,0,5.8,0,0,32,53.2,55.4,79.3,54.9,64.9,57.1,16.7,1,0,73,73,2.7,2,5
Vince Wilfork,1742,DI,HST,11,5,1.3,0,0,13,59.5,53.6,53.6,57.6,54.4,76.1,5.3,1,2,196,205,6.1,12,13
Karlos Dansby,1754,LB,CIN,12,6,3.8,1,0,7,51.2,59.2,56.0,57.8,71.5,61.0,8.1,3,2,209,215,9.1,19,28
Daryl Smith,1760,LB,TB,12,2,1.6,0,0,30,56.2,54.1,83.6,53.8,53.4,55.1,15.4,2,0,171,174,4.7,8,9
Antonio Smith,1856,DI,HST,9,1,1.0,0,0,13,,54.0,47.1,60.8,48.6,70.4,0.0,0,1,28,31,7.1,2,2
