player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Julius Peppers,1010,ED,GB,6,5,0,12,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,39,2,0,0,0,0,0,,,0,0,-1.0,0.0,5.2,,4.0,0,1,100.0,66.2,0,,,0,1,39.6,0,4,80.0,77,0,0,1,0,0,0,0.0,
Dwight Freeney,1019,ED,ATL,7,1,0,2,0,,,1.9,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,100.0,52,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,104,2,0,0,0,0,0,,
James Harrison,1251,ED,PIT,7,48,0,25,0,,,8.8,,,0,0,,63.2,0,,0.0,0,0,0.0,0,3,6.3,34,0,1,0,0,0,0,0.0,,0,1,4.0,100.0,34.2,12.7,12.7,0,0,0.0,71.3,0,9,0.0,0,0,98.6,3,38,79.2,111,1,4,3,0,23,11,0.6,7.7
Terence Newman,1321,CB,MIN,6,227,0,18,0,12.4,37.5,100.0,21.0,7.9,1,1,12.5,66.5,1,12,33.3,1,1,7.8,3,70,30.8,70,0,2,8,0,27,15,0.4,9.0,0,1,14.8,43.5,100.0,14.0,6.1,0,6,26.1,87.2,0,11,0.0,0,4,52.8,10,147,64.8,147,2,12,23,0,80,1,0.6,8.0
Terrell Suggs,1326,ED,BLT,6,3,0,3,0,,,1.9,,,0,0,,36.9,0,,,0,0,0.0,0,1,33.3,53,1,0,0,0,0,0,0.0,,0,1,0.0,100.0,1.7,2.0,2.0,0,0,0.0,88.3,0,1,0.0,0,0,79.2,1,2,66.7,121,6,4,1,0,1,1,0.5,1.0
Robert Mathis,1447,ED,IND,7,13,0,14,0,,,2.2,,,0,0,,61.2,0,,,0,0,0.0,0,2,15.4,91,1,0,0,0,0,0,0.0,,0,0,10.5,100.0,9.0,4.5,4.5,0,0,0.0,40.1,0,14,0.0,0,0,114.6,2,9,69.2,100,0,1,2,0,23,2,2.6,11.5
Cullen Jenkins,1637,DI,WAS,6,2,0,32,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,31,0,1,0,0,0,0,,,0,0,,,3.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,32,0,0,0,0,0,0,0.0,
DeAngelo Hall,1729,S,WAS,3,90,0,32,0,1.7,66.7,92.9,12.0,8.0,0,1,33.3,69.6,0,6,16.7,1,1,70.1,2,26,28.9,28,1,5,3,0,7,9,0.3,3.5,0,0,8.3,100.0,98.2,13.0,13.0,0,0,0.0,42.3,0,29,0.0,0,0,118.8,4,55,61.1,56,0,2,4,0,72,39,1.4,18.0
Karlos Dansby,1754,LB,CIN,7,177,0,7,0,9.2,66.7,80.4,10.0,6.7,0,0,0.0,54.9,0,32,0.0,0,0,129.2,4,41,23.2,51,2,4,6,1,46,19,1.2,11.5,0,1,3.3,94.7,91.2,6.5,6.2,0,1,5.3,47.2,0,39,19.0,4,1,132.9,18,125,70.6,137,7,16,19,1,222,161,1.9,12.3
Daryl Smith,1760,LB,TB,6,65,0,30,0,7.0,50.0,41.7,9.0,4.5,0,0,0.0,51.4,0,9,,0,0,62.5,1,10,15.4,24,0,0,2,0,9,12,1.0,9.0,0,0,6.3,100.0,70.8,14.7,14.7,0,0,0.0,51.6,1,33,33.3,1,0,79.2,3,46,70.8,65,0,2,3,0,70,51,1.6,23.3
Mike Adams,1972,S,IND,7,288,0,14,1,1.3,100.0,92.4,27.3,27.3,0,0,0.0,59.0,0,12,0.0,0,0,100.0,4,121,42.0,131,1,6,4,0,32,27,0.3,8.0,0,0,3.3,66.7,95.5,23.2,15.4,0,0,0.0,67.1,0,14,0.0,0,0,77.5,6,148,51.4,155,1,11,9,0,43,25,0.3,7.2
