player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Mike Evans,8642,WR,TB,4,48,0,30,15.0,1,56.5,25.0,1,4,7.1,1,11,0,63.5,76.4,1,25,0.0,0,85,13,87.1,74,88.3,23,47.9,2,156,21,1.6,12.0,2.11,0,15.4,0,56.5,100.0,5,5,0.0,0,10,0,80.6,79.7,2,45,0.0,0,105,13,94.3,99,64.4,23,47.9,1,204,23,1.8,15.7,2.06
Antonio Brown,5718,WR,PIT,4,43,0,25,8.8,0,55.6,66.7,4,6,9.1,1,7,0,58.5,70.3,1,20,0.0,0,60,10,96.7,58,52.8,18,41.9,0,119,36,3.6,11.9,2.05,0,13.1,2,69.6,63.6,7,11,0.0,0,9,0,81.7,84.2,0,38,0.0,0,90,16,97.8,88,141.8,23,53.5,3,233,33,2.1,14.6,2.65
Emmanuel Sanders,5606,WR,DEN,4,42,0,10,14.9,0,53.3,100.0,1,1,0.0,0,6,0,76.5,82.0,1,41,0.0,0,40,8,80.0,32,87.5,15,35.7,2,105,14,1.8,13.1,3.28,0,8.1,2,64.0,100.0,5,5,0.0,0,11,0,81.7,78.4,2,19,0.0,0,97,16,94.8,92,65.8,25,59.5,1,182,59,3.7,11.4,1.98
A.J. Green,6156,WR,CIN,4,42,0,7,12.0,0,75.0,100.0,3,3,10.0,1,5,0,56.7,84.1,0,43,0.0,0,36,9,94.4,34,113.5,12,28.6,0,141,58,6.4,15.7,4.15,0,9.8,4,75.9,66.7,4,6,4.3,1,12,0,72.1,83.1,0,54,0.0,0,117,22,95.7,112,122.8,29,69.0,1,320,94,4.3,14.5,2.86
Jarvis Landry,8698,WR,MIA,4,41,0,17,11.0,2,76.9,33.3,1,3,9.1,1,8,0,58.9,90.8,0,42,0.0,0,38,10,97.4,37,143.9,13,31.7,1,202,94,9.4,20.2,5.46,0,6.2,6,75.0,40.0,2,5,4.5,1,8,1,84.9,70.5,1,28,0.0,0,105,21,95.2,100,75.4,28,68.3,0,173,75,3.6,8.2,1.73
T.Y. Hilton,7092,WR,IND,4,39,0,14,12.5,3,53.3,66.7,2,3,0.0,0,4,0,76.5,66.5,0,63,0.0,0,73,8,89.0,65,105.7,15,38.5,1,133,72,9.0,16.6,2.05,0,13.2,0,65.0,50.0,1,2,0.0,0,9,0,80.0,75.1,0,33,0.0,0,113,13,93.8,106,94.6,20,51.3,0,184,29,2.2,14.2,1.74
Allen Robinson II,8696,WR,JAX,4,38,0,15,14.7,0,60.0,33.3,2,6,18.2,2,7,0,41.8,73.6,0,17,0.0,0,60,9,88.3,53,99.6,15,39.5,1,91,13,1.4,10.1,1.72,0,15.7,0,50.0,33.3,2,6,10.0,1,5,1,57.0,57.7,1,35,0.0,0,110,9,95.5,105,50.5,18,47.4,0,129,26,2.9,14.3,1.23
Greg Olsen,3647,TE,CAR,4,38,0,5,11.4,0,57.9,100.0,3,3,0.0,0,9,0,79.4,81.9,0,15,6.0,5,83,11,83.1,69,92.2,19,50.0,1,111,36,3.3,10.1,1.61,0,12.3,0,68.4,100.0,1,1,0.0,0,6,0,80.0,73.6,1,78,10.4,10,96,13,83.3,80,103.8,19,50.0,1,224,90,6.9,17.2,2.8
Larry Fitzgerald,1724,WR,ARZ,4,37,0,1,9.1,1,66.7,50.0,3,6,0.0,0,7,0,78.7,77.8,0,15,1.6,1,62,10,91.9,57,108.2,15,40.5,1,102,26,2.6,10.2,1.79,0,10.3,3,72.2,100.0,6,6,0.0,0,11,0,80.0,78.5,0,25,0.0,0,110,13,95.5,105,101.9,18,48.6,0,171,58,4.5,13.2,1.63
Odell Beckham Jr.,8647,WR,NYG,4,37,0,21,13.4,3,61.5,0.0,0,2,11.1,1,6,0,56.7,73.8,0,45,0.0,0,59,8,93.2,55,99.5,13,35.1,0,144,56,7.0,18.0,2.62,0,11.8,1,66.7,40.0,2,5,6.7,1,9,0,64.4,72.4,1,19,0.0,0,98,14,94.9,93,69.3,21,56.8,0,159,36,2.6,11.4,1.71
Brandon Marshall,3064,WR,NYJ,4,37,0,22,13.7,0,56.3,33.3,1,3,0.0,0,7,0,77.3,80.3,1,41,0.0,0,53,9,96.2,51,66.7,16,43.2,0,168,60,6.7,18.7,3.29,0,16.6,0,35.3,33.3,1,3,25.0,2,5,0,31.8,54.6,3,18,0.0,0,103,6,91.3,94,30.4,17,45.9,1,77,8,1.3,12.8,0.82
Marvin Jones Jr.,7158,WR,DET,4,36,0,11,8.1,2,54.5,33.3,1,3,14.3,1,4,0,49.2,65.5,0,47,0.0,0,64,6,89.1,57,92.6,11,30.6,0,119,58,9.7,19.8,2.09,0,15.4,4,68.0,60.0,3,5,15.0,3,12,0,41.9,82.5,0,73,0.0,0,108,17,95.4,103,137.5,25,69.4,2,363,120,7.1,21.4,3.52
Steve Smith,837,WR,BLT,4,35,0,3,9.4,0,50.0,100.0,2,2,0.0,0,4,0,73.4,73.8,0,31,0.0,0,34,5,97.1,33,70.4,10,28.6,0,64,21,4.2,12.8,1.94,0,7.4,2,79.2,75.0,3,4,5.0,1,8,0,69.6,71.7,1,52,0.0,0,102,19,92.2,94,100.9,24,68.6,1,217,95,5.0,11.4,2.31
Michael Crabtree,4933,WR,OAK,4,35,0,23,8.2,1,61.5,66.7,2,3,11.1,1,7,0,57.0,83.4,1,31,0.0,0,49,8,85.7,42,75.5,13,37.1,1,89,38,4.8,11.1,2.12,0,12.2,2,78.9,87.5,7,8,0.0,0,12,0,81.1,83.4,0,29,0.0,0,96,15,94.8,91,143.0,19,54.3,2,188,26,1.7,12.5,2.07
Jeremy Maclin,4942,WR,KC,4,35,0,16,11.6,2,52.9,75.0,3,4,10.0,1,5,0,57.0,63.3,1,16,0.0,0,74,9,97.3,72,45.7,17,48.6,0,98,22,2.4,10.9,1.36,0,12.2,0,61.1,33.3,1,3,21.4,3,9,0,29.8,65.3,0,22,1.0,1,105,11,94.3,99,105.3,18,51.4,1,146,27,2.5,13.3,1.47
Kevin White,9440,WR,CHI,4,34,0,6,14.3,0,50.0,100.0,4,4,0.0,0,3,0,75.6,73.2,0,32,0.0,0,52,6,90.4,47,68.8,12,35.3,0,72,13,2.2,12.0,1.53,0,11.6,1,63.2,0.0,0,3,7.7,1,5,0,62.1,61.4,1,19,0.0,0,71,12,100.0,71,56.9,19,55.9,0,110,43,3.6,9.2,1.55
Tavon Austin,7789,WR,LA,4,34,0,26,7.4,1,35.7,50.0,1,2,28.6,2,2,0,29.2,57.2,0,43,0.0,0,50,5,90.0,45,74.7,14,41.2,1,64,37,7.4,12.8,1.42,0,10.7,0,52.6,50.0,1,2,16.7,2,5,0,41.1,58.6,2,27,0.0,0,76,10,94.7,72,27.6,19,55.9,0,97,31,3.1,9.7,1.35
Terrelle Pryor Sr.,6944,WR,CLV,4,34,0,8,12.5,0,53.3,42.9,3,7,11.1,1,7,0,56.7,77.8,1,18,0.0,0,50,8,90.0,45,66.8,15,44.1,1,93,12,1.5,11.6,2.07,0,17.5,2,57.9,66.7,2,3,0.0,0,8,0,79.4,78.5,1,44,0.0,0,108,11,88.0,95,71.6,19,55.9,0,197,58,5.3,17.9,2.07
Amari Cooper,9437,WR,OAK,4,33,0,23,9.7,2,46.2,40.0,2,5,14.3,1,5,0,49.2,70.5,0,17,0.0,0,49,6,85.7,42,65.2,13,39.4,0,77,22,3.7,12.8,1.83,0,13.6,2,70.6,50.0,1,2,7.7,1,7,1,63.5,67.6,0,43,0.0,0,105,12,93.3,98,110.9,17,51.5,0,204,74,6.2,17.0,2.08
Jordan Reed,7866,TE,WAS,4,33,0,32,7.2,1,100.0,,0,0,0.0,0,6,0,74.6,89.1,0,26,13.8,4,29,6,75.9,22,158.3,6,18.2,1,82,44,7.3,13.7,3.73,0,8.2,5,70.8,40.0,2,5,5.6,1,10,0,69.0,70.7,1,25,3.8,4,104,17,91.3,95,72.7,24,72.7,0,167,57,3.4,9.8,1.76
Will Fuller V,10655,WR,HST,4,33,0,13,19.3,0,69.2,75.0,3,4,0.0,0,9,0,77.3,81.1,0,53,0.0,0,72,9,98.6,71,137.5,13,39.4,1,169,53,5.9,18.8,2.38,0,16.3,4,56.3,33.3,1,3,18.2,2,5,0,38.4,66.5,0,35,0.0,0,64,9,98.4,63,87.8,16,48.5,0,149,60,6.7,16.6,2.37
Julio Jones,6158,WR,ATL,4,33,0,2,11.5,2,61.5,50.0,2,4,0.0,0,5,0,76.5,91.0,0,75,0.0,0,42,8,92.9,39,145.0,13,39.4,2,192,112,14.0,24.0,4.92,0,17.1,0,73.7,60.0,3,5,0.0,0,11,0,80.6,89.8,0,53,0.0,0,80,14,100.0,80,133.1,19,57.6,1,296,80,5.7,21.1,3.7
Stefon Diggs,9579,WR,MIN,4,32,0,18,12.3,0,55.6,100.0,2,2,16.7,1,5,0,46.3,73.2,0,44,0.0,0,44,5,97.7,43,93.3,9,28.1,0,97,14,2.8,19.4,2.26,0,9.5,5,86.4,66.7,2,3,0.0,0,13,0,83.2,88.2,0,46,0.0,0,86,19,96.5,83,132.2,22,68.8,1,266,100,5.3,14.0,3.2
Quincy Enunwa,8843,WR,NYJ,4,32,0,22,9.4,1,55.6,33.3,1,3,16.7,1,2,0,45.8,49.7,0,15,0.0,0,54,5,96.3,52,66.0,9,28.1,0,38,14,2.8,7.6,0.73,0,8.3,3,84.2,50.0,2,4,0.0,0,11,0,81.7,81.7,0,34,0.0,0,89,16,89.9,80,110.1,19,59.4,0,198,64,4.0,12.4,2.48
DeAndre Hopkins,7808,WR,HST,4,32,0,13,13.4,1,47.6,16.7,1,6,9.1,1,8,0,58.9,79.5,3,35,0.0,0,75,10,98.7,74,46.4,21,65.6,1,143,26,2.6,14.3,1.93,0,11.8,0,62.5,75.0,3,4,0.0,0,4,0,73.4,61.2,2,23,0.0,0,70,5,97.1,68,82.3,8,25.0,1,54,4,0.8,10.8,0.79
Jeremy Kerley,6305,WR,SF,4,31,0,28,9.8,0,62.5,60.0,3,5,0.0,0,6,0,78.7,72.4,0,20,0.0,0,51,10,92.2,47,82.3,16,51.6,0,108,30,3.0,10.8,2.3,0,9.2,2,57.1,0.0,0,1,0.0,0,4,1,76.5,65.4,1,33,0.0,0,59,8,100.0,59,71.7,14,45.2,1,94,33,4.1,11.8,1.59
John Brown,8726,WR,ARZ,4,31,0,1,11.0,1,50.0,50.0,2,4,0.0,0,2,0,73.4,66.9,1,29,0.0,0,46,5,95.7,44,30.4,10,32.3,0,63,37,7.4,12.6,1.43,0,18.4,0,63.2,40.0,2,5,0.0,0,9,0,79.4,72.4,1,20,0.0,0,84,12,94.0,79,69.0,19,61.3,0,165,18,1.5,13.8,2.09
Michael Floyd,7019,WR,ARZ,4,30,0,1,16.1,0,28.6,0.0,0,1,0.0,0,2,0,68.3,59.9,0,39,1.9,1,54,2,90.7,49,56.8,7,23.3,0,50,12,6.0,25.0,1.02,0,17.9,0,37.5,33.3,2,6,14.3,1,6,0,49.2,61.3,2,25,0.0,0,95,6,95.8,91,16.7,16,53.3,0,88,9,1.5,14.7,0.97
Kyle Rudolph,6195,TE,MIN,4,30,0,18,8.8,0,69.2,75.0,3,4,0.0,0,7,0,77.3,90.5,0,21,9.1,4,44,9,88.6,39,121.0,13,43.3,1,111,36,4.0,12.3,2.85,0,8.1,1,60.0,50.0,2,4,10.0,1,8,0,57.0,74.9,0,19,13.6,12,88,9,83.0,73,102.9,15,50.0,1,103,31,3.4,11.4,1.41
Tajae Sharpe,10774,WR,TEN,4,29,0,31,10.9,0,71.4,100.0,2,2,0.0,0,3,0,73.4,67.2,0,19,0.0,0,43,5,93.0,40,93.2,7,24.1,0,53,5,1.0,10.6,1.33,0,12.6,1,47.6,55.6,5,9,9.1,1,7,0,60.2,62.0,0,23,0.0,0,105,10,92.4,97,64.8,21,72.4,0,116,19,1.9,11.6,1.2
