player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Julius Peppers,1010,ED,GB,2,3,0,12,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,15,1,0,0,0,0,0,,,0,0,,,7.1,,,0,0,,60.7,0,,,0,0,0.0,0,2,66.7,28,0,0,0,0,0,0,0.0,
Dwight Freeney,1019,ED,ATL,2,1,0,2,0,,,7.7,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,100.0,13,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,28,0,0,0,0,0,0,,
James Harrison,1251,ED,PIT,2,19,0,25,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,5.0,100.0,32.6,7.0,7.0,0,0,0.0,68.6,0,9,0.0,0,0,97.9,2,14,73.7,43,1,2,2,0,15,5,1.1,7.5
Terence Newman,1321,CB,MIN,2,92,0,18,0,10.4,40.0,100.0,12.0,4.8,1,1,20.0,45.3,0,12,0.0,0,1,50.4,2,25,27.2,25,0,2,5,0,18,6,0.8,9.0,0,0,11.2,55.6,100.0,11.2,6.2,0,1,11.1,72.5,0,11,0.0,0,1,66.9,5,61,66.3,61,0,6,9,0,40,0,0.7,8.0
Terrell Suggs,1326,ED,BLT,2,2,0,3,0,,,12.5,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,8,0,0,0,0,0,0,0.0,,0,1,,,2.7,,,0,0,,60.8,0,,0.0,0,0,0.0,0,1,50.0,37,1,0,0,0,0,0,0.0,
Robert Mathis,1447,ED,IND,2,3,0,14,0,,,4.5,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,22,0,0,0,0,0,0,0.0,,0,0,,,6.1,,,0,0,,60.1,0,,,0,0,0.0,0,2,66.7,33,0,0,0,0,0,0,0.0,
Cullen Jenkins,1637,DI,WAS,1,1,0,32,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,10,0,0,0,0,0,0,,,0,0,,,20.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,5,0,0,0,0,0,0,0.0,
DeAngelo Hall,1729,S,WAS,2,73,0,32,0,1.0,50.0,91.3,19.0,9.5,0,1,50.0,75.6,0,1,0.0,0,1,56.3,1,21,28.8,23,1,3,2,0,1,6,0.1,1.0,0,0,8.3,100.0,97.8,10.5,10.5,0,0,0.0,37.4,0,29,0.0,0,0,118.8,4,44,60.3,45,0,1,4,0,72,39,1.7,18.0
Karlos Dansby,1754,LB,CIN,2,67,0,7,0,6.0,100.0,70.0,14.0,14.0,0,0,0.0,55.0,0,6,0.0,0,0,91.7,1,14,20.9,20,0,1,1,0,6,0,0.4,6.0,0,0,3.1,100.0,93.9,4.2,4.2,0,0,0.0,33.3,0,24,11.1,1,0,118.8,10,46,68.7,49,2,8,10,0,127,96,3.0,12.7
Daryl Smith,1760,LB,TB,2,18,0,30,0,,,60.0,,,0,0,,62.1,0,,,0,0,0.0,0,3,16.7,5,0,0,0,0,0,0,0.0,,0,0,-1.0,100.0,76.5,6.5,6.5,0,0,0.0,34.6,0,21,,0,0,118.8,2,13,72.2,17,0,0,2,0,37,39,2.8,18.5
Mike Adams,1972,S,IND,2,75,0,14,0,,,85.7,,,0,0,,59.7,0,,0.0,0,0,0.0,0,24,32.0,28,0,1,0,0,0,0,0.0,,0,0,-1.0,100.0,94.0,44.0,44.0,0,0,0.0,67.9,0,3,0.0,0,0,79.2,1,47,62.7,50,0,4,1,0,3,4,0.1,3.0
Adam Jones,2223,CB,CIN,2,79,0,7,0,10.9,25.0,100.0,10.5,2.6,0,0,0.0,42.3,1,17,0.0,0,0,1.6,2,21,26.6,21,0,1,8,0,27,2,1.3,13.5,0,0,5.7,100.0,100.0,15.0,15.0,0,0,0.0,67.9,0,18,20.0,1,0,108.3,3,50,63.3,50,1,4,3,0,30,13,0.7,10.0
DeMarcus Ware,2228,ED,DEN,2,1,0,10,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,22,2,0,0,0,0,0,,,0,0,,,12.5,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,8,0,0,0,0,0,0,0.0,
Thomas Davis Sr.,2231,LB,CAR,2,54,0,5,0,,,14.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,1.9,7,0,0,0,0,0,0,0.0,,0,0,3.1,85.7,84.5,8.2,7.0,0,0,0.0,49.5,1,25,0.0,0,0,104.8,6,49,90.7,58,1,5,7,1,64,43,1.3,10.7
Derrick Johnson,2232,LB,KC,2,70,0,16,0,,,88.9,,,0,0,,67.4,0,,100.0,1,0,0.0,0,32,45.7,36,1,0,0,0,0,0,0.0,,0,0,-0.5,100.0,90.9,7.0,7.0,0,0,0.0,45.9,0,13,33.3,1,0,105.2,4,30,42.9,33,0,2,4,0,37,39,1.3,9.3
Trent Cole,2363,ED,IND,1,1,0,14,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,9,0,0,0,0,0,0,,,0,0,,,7.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,14,0,0,0,0,0,0,0.0,
Lorenzo Alexander,2476,ED,BUF,2,12,0,4,0,,,12.5,,,0,0,,60.0,0,,,0,0,0.0,0,1,8.3,8,0,0,0,0,0,0,0.0,,0,0,-8.0,100.0,24.3,9.0,9.0,0,0,0.0,66.2,0,0,0.0,0,0,79.2,1,9,75.0,37,1,1,1,0,0,8,0.0,0.0
Ahmad Brooks,2945,ED,SF,2,15,0,28,0,3.0,100.0,11.1,2.0,2.0,0,0,0.0,60.4,0,24,0.0,0,0,118.8,1,2,13.3,18,1,2,1,0,24,21,12.0,24.0,0,0,3.0,100.0,38.2,13.0,13.0,0,0,0.0,58.3,0,15,100.0,1,0,118.8,1,13,86.7,34,1,0,1,0,15,12,1.2,15.0
Chad Greenway,2962,LB,MIN,2,19,0,18,0,-2.0,100.0,100.0,1.0,1.0,0,0,0.0,60.0,0,6,,0,0,131.3,1,1,5.3,1,0,0,1,1,6,8,6.0,6.0,0,0,,,100.0,,,0,0,,44.6,0,,100.0,1,0,0.0,0,17,89.5,17,0,0,0,0,0,0,0.0,
Antonio Cromartie,2964,CB,IND,2,71,0,14,0,8.3,66.7,100.0,10.5,7.0,0,0,0.0,59.4,0,22,0.0,0,0,99.3,2,23,32.4,23,0,3,3,0,30,10,1.4,15.0,0,0,10.7,83.3,100.0,8.2,6.8,1,0,0.0,55.0,0,44,0.0,0,0,118.8,5,44,62.0,44,0,5,6,0,91,58,2.2,18.2
Tamba Hali,2965,ED,KC,2,7,0,16,0,,,11.8,,,0,0,,62.0,0,,,0,0,0.0,0,2,28.6,17,1,0,0,0,0,0,0.0,,0,0,,,13.6,,,0,0,,61.1,0,,,0,0,0.0,0,3,42.9,22,0,0,0,0,0,0,0.0,
Johnathan Joseph,2969,CB,HST,2,79,0,13,0,20.1,25.0,100.0,15.5,3.9,0,3,37.5,59.8,0,16,0.0,0,2,42.2,2,34,43.0,34,0,2,8,0,29,5,0.9,14.5,0,1,11.9,50.0,100.0,10.8,5.4,0,1,12.5,63.1,0,17,0.0,0,1,62.5,4,45,57.0,45,1,4,8,0,36,10,0.8,9.0
D'Qwell Jackson,2979,LB,IND,2,58,0,14,0,,,90.5,,,0,0,,57.6,0,,,0,0,0.0,0,19,32.8,21,0,0,0,0,0,0,0.0,,0,0,4.0,66.7,94.9,17.5,11.7,0,0,0.0,60.1,0,9,33.3,1,0,75.7,2,37,63.8,39,1,2,3,0,13,4,0.4,6.5
Roman Harper,2988,S,NO,2,14,0,20,0,,,40.0,,,0,0,,63.0,0,,,0,0,0.0,0,4,28.6,10,0,0,0,0,0,0,0.0,,0,0,6.5,100.0,100.0,4.0,4.0,0,0,0.0,52.0,0,10,0.0,0,0,104.2,2,8,57.1,8,0,1,2,0,18,5,2.3,9.0
Will Blackmon,3060,S,WAS,1,3,0,32,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,3.0,100.0,100.0,1.0,1.0,0,0,0.0,60.3,0,10,,0,0,108.3,1,2,66.7,2,0,0,1,0,10,7,10.0,10.0
Stephen Tulloch,3061,LB,PHI,1,5,0,24,0,,,66.7,,,0,0,,63.0,0,,0.0,0,0,0.0,0,2,40.0,3,0,1,0,0,0,0,0.0,,0,0,5.0,100.0,100.0,2.0,2.0,0,0,0.0,63.6,0,5,0.0,0,0,87.5,1,2,40.0,2,0,1,1,0,5,0,2.5,5.0
Domata Peko Sr.,3068,DI,CIN,2,1,0,7,0,,,10.0,,,0,0,,59.9,0,,,0,0,0.0,0,1,100.0,10,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,27,0,0,0,0,0,0,,
Kedric Golston,3141,DI,WAS,2,1,0,32,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,,,16.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,6,0,0,0,0,0,0,0.0,
Antoine Bethea,3152,S,SF,2,82,0,28,0,9.0,100.0,97.0,9.7,9.7,0,0,0.0,52.9,0,16,0.0,0,0,147.9,3,32,39.0,33,0,1,3,1,30,6,1.0,10.0,0,0,11.3,100.0,95.9,15.0,15.0,0,1,33.3,63.3,1,78,0.0,0,1,118.8,3,47,57.3,49,3,6,3,1,84,50,1.9,28.0
