player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Antonio Brown,5718,WR,PIT,6,10.6,2,67.2,68.4,13,19,0,2.4,1,27,25,0,82.6,81.0,81.0,,81.8,0.0,0,1,38,0.0,0,249,2,41,96.0,239,13.7,34,111.8,61,5,85.9,214,486,97,2.4,11.9,2.03
A.J. Green,6156,WR,CIN,6,11.4,5,70.0,80.0,8,10,1,6.7,3,24,7,0,67.6,78.4,84.5,,83.4,0.4,1,0,54,0.0,0,247,2,42,93.9,232,19.8,49,113.6,60,2,79.8,197,606,187,4.5,14.4,2.61
Mike Evans,8642,WR,TB,5,16.5,1,54.2,66.7,6,9,0,5.9,2,26,30,0,69.6,77.0,83.7,,81.9,0.0,0,3,45,0.0,0,232,1,32,90.9,211,16.8,39,80.4,59,4,83.2,193,449,46,1.4,14.0,2.13
Greg Olsen,3647,TE,CAR,6,11.8,0,67.2,100.0,4,4,0,0.0,0,28,5,0,90.1,78.0,88.5,61.0,90.3,17.0,46,2,78,10.4,28,270,1,39,82.6,223,55.6,150,99.1,58,2,21.9,59,610,228,5.8,15.6,2.74
Amari Cooper,9437,WR,OAK,6,11.6,6,63.2,42.9,3,7,0,5.3,2,24,23,2,73.3,29.3,81.8,,81.7,0.0,0,0,64,0.0,0,253,2,36,91.7,232,18.2,46,103.3,57,1,81.0,205,585,201,5.6,16.3,2.52
Emmanuel Sanders,5606,WR,DEN,6,11.2,2,63.2,100.0,7,7,0,0.0,0,23,10,1,89.7,28.6,78.5,,77.2,0.0,0,3,41,0.0,0,223,1,36,90.6,202,22.0,49,80.5,57,3,78.0,174,413,89,2.5,11.5,2.04
T.Y. Hilton,7092,WR,IND,6,12.7,4,66.7,66.7,4,6,0,2.6,1,24,14,0,81.8,78.5,79.7,,79.2,0.3,1,1,63,0.0,0,287,0,38,92.3,265,54.4,156,108.5,57,3,45.3,130,556,134,3.5,14.6,2.1
Brandon Marshall,3064,WR,NYJ,6,14.0,2,48.2,33.3,2,6,2,12.9,4,21,22,0,46.4,76.5,68.8,,69.1,0.0,0,5,41,0.0,0,256,3,27,94.5,242,18.8,48,49.2,56,2,81.3,208,433,109,4.0,16.0,1.79
Odell Beckham Jr.,8647,WR,NYG,6,11.8,8,63.6,28.6,2,7,1,7.9,3,23,21,1,63.6,29.1,77.2,,79.2,0.0,0,1,75,0.0,0,251,5,35,93.2,234,10.8,27,109.7,55,3,88.8,223,581,241,6.9,16.6,2.48
DeAndre Hopkins,7808,WR,HST,6,11.9,3,57.4,40.0,4,10,0,3.1,1,23,13,0,78.0,77.0,80.4,,78.4,0.0,0,6,35,0.0,0,251,2,31,96.4,242,19.1,48,56.2,54,3,80.9,203,354,52,1.7,11.4,1.46
Larry Fitzgerald,1724,WR,ARZ,6,9.8,4,69.8,75.0,9,12,0,5.1,2,27,1,1,73.3,42.5,83.9,75.6,81.9,0.4,1,1,29,0.8,2,260,1,37,92.7,241,66.9,174,116.1,53,5,32.7,85,410,119,3.2,11.1,1.7
Terrelle Pryor Sr.,6944,WR,CLV,6,14.0,2,63.5,50.0,5,10,2,2.9,1,22,8,0,79.9,40.1,74.6,,81.6,0.0,0,2,44,0.0,0,255,5,33,88.6,226,9.4,24,91.3,52,3,86.3,220,413,79,2.4,12.5,1.83
