player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Mike Evans,8642,WR,TB,13,141,0,30,0,-1.3,0,100.0,,0,0,0.0,0,0,0,88.7,43.2,0,8,0.0,0,42,3,92.9,39,84.7,3,2.1,0,13,17,5.7,4.3,0.33,19.4,1,52.6,33.3,1,3,16.7,2,9,0,44.4,89.0,0,45,0.0,0,98,10,91.8,90,102.3,19,13.5,1,177,27,2.7,17.7,1.97
Antonio Brown,5718,WR,PIT,13,135,0,25,0,-1.1,2,90.9,,0,0,0.0,0,5,0,93.1,78.0,0,13,0.0,0,66,20,98.5,65,87.3,22,16.3,0,109,137,6.9,5.5,1.68,6.4,0,66.7,66.7,2,3,0.0,0,6,0,90.8,84.2,0,23,0.0,0,72,12,91.7,66,98.8,18,13.3,1,98,35,2.9,8.2,1.48
Larry Fitzgerald,1724,WR,ARZ,13,128,0,1,0,-1.4,0,91.7,,0,0,0.0,0,3,0,92.1,67.5,0,12,0.0,0,35,11,94.3,33,88.5,12,9.4,0,63,78,7.1,5.7,1.91,8.2,7,71.6,66.7,6,9,5.4,3,29,0,81.3,73.9,3,25,0.3,1,375,53,91.7,344,82.2,74,57.8,2,502,178,3.4,9.5,1.46
Odell Beckham Jr.,8647,WR,NYG,13,127,0,21,0,-2.0,0,66.7,,0,0,0.0,0,0,0,84.5,39.9,0,1,0.0,0,42,2,95.2,40,70.1,3,2.4,0,-5,1,0.5,-2.5,-0.13,8.6,2,62.5,0.0,0,1,9.1,1,6,0,63.1,85.4,0,41,0.0,0,72,10,94.4,68,104.4,16,12.6,1,113,38,3.8,11.3,1.66
Emmanuel Sanders,5606,WR,DEN,13,122,0,10,0,0.3,2,66.7,,0,0,0.0,0,0,0,90.2,67.2,2,8,0.0,0,29,4,96.6,28,31.3,6,4.9,0,19,16,4.0,4.8,0.68,12.2,1,54.2,,0,0,0.0,0,9,1,91.5,80.3,2,35,0.0,0,112,13,94.6,106,82.1,24,19.7,3,173,45,3.5,13.3,1.63
Jordy Nelson,4350,WR,GB,13,119,0,12,0,-1.1,1,100.0,,0,0,0.0,0,4,0,91.6,73.8,0,15,0.0,0,52,9,98.1,51,97.7,9,7.6,0,67,77,8.6,7.4,1.31,10.5,1,77.1,100.0,1,1,3.6,1,17,1,90.7,78.2,0,58,0.0,0,150,27,94.7,142,150.5,35,29.4,5,374,151,5.6,13.9,2.63
Julian Edelman,5156,WR,NE,13,118,0,19,0,-2.5,2,100.0,,0,0,0.0,0,3,0,92.3,66.6,0,21,0.0,0,63,13,93.7,59,120.5,13,11.0,1,88,121,9.3,6.8,1.49,8.0,7,70.0,100.0,1,1,7.5,4,21,0,37.1,73.5,0,32,0.0,0,264,49,93.9,248,93.6,70,59.3,1,477,219,4.5,9.7,1.92
Michael Crabtree,4933,WR,OAK,13,116,0,23,0,-2.9,4,100.0,,0,0,0.0,0,2,0,91.6,88.1,0,17,0.0,0,34,9,97.1,33,91.7,9,7.8,0,54,80,8.9,6.0,1.64,7.2,4,69.7,100.0,2,2,14.8,4,11,1,42.1,80.3,0,49,0.0,0,146,23,94.5,138,103.5,33,28.4,1,263,122,5.3,11.4,1.91
T.Y. Hilton,7092,WR,IND,13,116,0,14,0,0.0,0,100.0,,0,0,0.0,0,0,0,78.7,42.6,0,0,0.0,0,27,1,92.6,25,79.2,1,0.9,0,0,0,0.0,0.0,0.0,12.0,5,69.5,80.0,4,5,4.7,2,25,0,67.3,86.0,1,63,0.0,0,312,41,94.6,295,111.3,59,50.9,3,586,197,4.8,14.3,1.99
Demaryius Thomas,5547,WR,DEN,13,115,0,10,0,-0.8,0,100.0,,0,0,0.0,0,3,0,91.6,80.1,0,44,0.0,0,28,8,96.4,27,144.3,8,7.0,1,73,79,9.9,9.1,2.7,10.5,2,55.0,,0,0,8.3,1,7,0,68.6,83.1,1,16,0.0,0,97,11,96.9,94,51.5,20,17.4,0,117,40,3.6,10.6,1.24
