player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Orlando Scandrick,4457,CB,DAL,2,0,9,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.8,1,57,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Tre Boston,8763,S,CAR,2,0,5,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,4.3,3,69,2,50.0,0,1,0,0,100.0,3,2,50.0,1,1,0,1,1,0
Paul Worrilow,8141,LB,ATL,1,0,2,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,20.0,1,5,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Brandon Flowers,4349,CB,SD,2,0,27,0,3,0,0,1,0,33.3,1,1,50.0,0,0,0,0,3.1,3,98,3,50.0,0,0,2,0,66.7,2,2,50.0,0,0,0,0,0,0
Lardarius Webb,5011,S,BLT,2,0,3,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,1.6,1,63,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Darrell Stuckey,5634,S,SD,1,0,27,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,11.1,1,9,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Mike Mitchell,4970,S,PIT,2,0,25,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,1.0,1,98,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Jaquiski Tartt,9479,S,SF,2,0,28,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,4.2,1,24,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Michael Thomas,7279,S,MIA,2,1,17,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,5.1,2,39,1,50.0,1,0,0,0,100.0,2,1,50.0,1,1,0,1,1,0
L.J. Fort,7292,LB,PIT,1,0,25,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,33.3,1,3,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Shawn Williams,7865,S,CIN,2,0,7,1,1,0,0,0,0,0.0,0,0,,0,0,0,0,2.6,2,76,2,50.0,0,1,1,0,100.0,2,2,50.0,0,0,0,0,0,0
Brandon Spikes,5587,ED,BUF,1,0,4,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,20.0,1,5,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Terence Garvin,8515,LB,WAS,1,0,32,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,100.0,1,1,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Sean Spence,7087,LB,TEN,2,0,31,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,2.7,1,37,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Brent Urban,8769,DI,BLT,2,0,3,0,1,0,0,1,0,50.0,2,2,75.0,1,1,0,0,100.0,4,4,2,37.5,0,0,0,0,50.0,2,0,0.0,0,0,0,1,1,0
Malcolm Jenkins,4937,S,PHI,2,0,24,0,0,0,0,0,0,100.0,3,1,33.3,1,1,0,0,4.6,3,65,1,33.3,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
