team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
OAK,23,14,559,14,94,559,89.3,114,6
GB,12,14,606,6,96,606,89.3,116,14
PIT,25,14,545,13,93,545,88.1,118,12
NO,20,14,610,22,95,610,88.0,132,15
TEN,31,14,477,8,88,477,87.8,106,10
KC,16,14,529,12,80,529,87.7,111,19
CHI,6,14,528,19,83,528,87.7,116,14
PHI,24,14,588,26,91,588,87.0,135,18
DAL,9,14,479,16,85,479,86.7,114,13
WAS,32,14,565,22,111,565,86.5,143,10
BLT,3,14,613,20,123,613,86.1,157,14
ATL,2,14,517,30,73,517,86.0,124,21
JAX,15,14,613,24,119,613,85.9,158,15
NE,19,14,530,24,98,530,85.8,136,14
CIN,7,14,551,12,94,551,85.8,131,25
NYG,21,14,533,21,109,533,85.2,144,14
DET,11,14,562,14,130,562,84.2,161,17
NYJ,22,14,552,24,111,552,84.0,156,21
TB,30,14,563,36,123,563,83.4,173,14
CAR,5,14,525,23,116,525,83.1,158,19
CLV,8,14,575,28,116,575,83.0,170,26
BUF,4,14,490,17,123,490,82.7,155,15
HST,13,14,544,29,129,544,82.2,176,18
MIN,18,14,544,39,106,544,81.9,171,26
LA,26,14,531,23,122,531,81.6,170,25
MIA,17,14,458,28,105,458,81.3,152,19
ARZ,1,14,620,46,141,620,80.7,213,26
DEN,10,14,558,23,147,558,80.6,193,23
SF,28,14,519,17,149,519,80.0,187,21
SEA,29,14,553,34,155,553,79.5,208,19
IND,14,14,591,35,169,591,78.5,229,25
SD,27,14,538,34,153,538,77.6,214,27
