player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Julius Peppers,1010,ED,GB,7,0,2.0,0,0,12,57.2,78.0,85.1,81.8,54.3,42.3,33.3,1,0,50,53,2.0,1,2
Dwight Freeney,1019,ED,ATL,7,1,0.0,0,0,2,60.0,68.1,87.7,66.9,53.0,52.7,0.0,0,0,31,31,3.2,1,1
James Harrison,1251,ED,PIT,7,3,2.3,0,0,25,76.9,74.5,83.4,66.4,65.4,81.0,0.0,0,0,72,72,5.6,4,6
Terence Newman,1321,CB,MIN,7,0,5.0,0,0,18,79.1,79.6,84.7,,73.5,68.4,33.3,1,3,143,149,0.7,1,2
Terrell Suggs,1326,ED,BLT,6,1,1.3,1,0,3,66.8,65.0,0.0,60.8,81.8,81.0,0.0,0,4,73,77,8.2,6,8
Robert Mathis,1447,ED,IND,8,1,2.3,0,0,14,43.5,53.2,87.4,60.0,45.9,49.3,14.3,2,0,92,94,8.7,8,11
Cullen Jenkins,1637,DI,WAS,7,1,1.7,0,0,32,57.2,55.0,82.8,57.6,54.2,51.9,11.1,1,0,60,62,8.3,5,7
DeAngelo Hall,1729,S,WAS,3,0,5.8,0,0,32,53.2,55.4,79.3,54.9,64.9,57.1,16.7,1,0,73,73,2.7,2,5
Vince Wilfork,1742,DI,HST,8,5,1.3,0,0,13,60.0,58.1,64.7,61.6,56.0,75.8,5.6,1,1,153,159,7.2,11,12
Karlos Dansby,1754,LB,CIN,8,3,3.3,0,0,7,51.8,58.2,43.6,53.6,71.2,53.0,11.1,3,1,138,143,10.9,15,21
Daryl Smith,1760,LB,TB,7,1,1.0,0,0,30,46.0,47.6,82.3,48.1,54.8,39.9,20.0,2,0,116,119,5.2,6,7
Antonio Smith,1856,DI,HST,5,0,,0,0,13,,58.7,80.6,62.9,45.4,67.6,,0,0,8,9,0.0,0,0
Mike Adams,1972,S,IND,8,3,12.8,0,1,14,60.2,66.0,87.1,62.1,75.9,85.0,9.1,2,0,187,192,1.1,2,17
Adam Jones,2223,CB,CIN,8,1,5.7,1,0,7,57.5,59.6,87.0,,65.3,55.1,12.5,1,3,195,201,1.5,3,6
DeMarcus Ware,2228,ED,DEN,2,1,,1,0,10,60.0,66.0,18.7,75.1,42.5,47.9,50.0,1,1,12,12,0.0,0,0
Thomas Davis Sr.,2231,LB,CAR,7,5,3.6,0,1,5,45.8,58.8,84.5,68.2,73.6,63.7,5.6,1,0,126,131,5.6,7,12
Derrick Johnson,2232,LB,KC,7,9,3.6,0,0,16,80.3,69.4,85.9,56.0,48.9,46.3,22.7,10,0,162,168,9.9,16,25
Jonathan Babineaux,2276,DI,ATL,8,0,2.6,0,0,2,51.7,46.9,83.3,57.0,45.8,25.4,27.3,3,0,69,71,10.1,7,8
Darren Sproles,2347,HB,PHI,2,0,30.0,0,0,24,,63.6,62.9,,61.7,71.4,0.0,0,1,2,2,0.0,0,1
Trent Cole,2363,ED,IND,2,1,-1.0,0,0,14,46.9,57.0,80.0,61.6,58.8,24.1,50.0,2,0,25,25,4.0,1,1
Lorenzo Alexander,2476,ED,BUF,8,3,2.4,0,0,4,49.4,80.5,85.5,85.0,67.6,62.3,10.5,2,1,130,135,10.0,13,14
Ahmad Brooks,2945,ED,SF,7,3,5.7,1,0,28,68.3,51.5,32.4,55.9,49.1,32.5,23.5,4,3,175,181,2.3,4,10
Mario Williams,2946,ED,MIA,7,1,-0.6,0,0,17,63.6,71.1,88.6,60.2,71.5,37.8,16.7,2,0,137,139,5.8,8,9
Donte Whitner,2953,S,WAS,3,3,7.4,0,0,32,56.2,57.9,80.6,56.4,63.2,78.7,16.7,2,0,64,66,4.7,3,7
Haloti Ngata,2957,DI,DET,5,1,3.3,0,0,11,58.6,56.5,52.9,58.6,58.3,72.9,0.0,0,1,61,65,6.6,4,4
Chad Greenway,2962,LB,MIN,7,4,1.1,0,0,18,29.1,51.1,76.9,52.3,76.8,44.9,8.3,1,0,74,78,9.5,7,7
Antonio Cromartie,2964,CB,IND,4,0,,1,0,14,52.0,52.7,82.7,,55.6,68.0,100.0,1,5,63,66,0.0,0,0
Tamba Hali,2965,ED,KC,7,2,3.6,2,0,16,71.2,75.7,14.4,70.8,80.1,80.7,0.0,0,3,68,71,7.4,5,8
Johnathan Joseph,2969,CB,HST,8,1,5.6,0,0,13,55.0,60.2,84.2,59.1,81.7,58.9,0.0,0,2,139,144,1.4,2,8
D'Qwell Jackson,2979,LB,IND,8,6,3.6,1,0,14,44.7,46.5,47.2,53.6,56.5,43.2,14.6,6,2,189,194,8.5,16,29
Roman Harper,2988,S,NO,6,0,2.3,0,0,20,55.6,49.0,0.0,49.8,53.0,28.8,25.0,1,1,39,39,5.1,2,3
Devin Hester,3002,WR,BLT,1,0,,0,0,3,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Darryl Tapp,3008,ED,NO,6,0,2.2,0,0,20,,72.6,85.0,67.0,68.2,74.8,0.0,0,0,57,57,10.5,6,6
Frostee Rucker,3036,DI,ARZ,5,2,-0.5,0,1,1,,59.0,33.7,62.1,59.9,38.5,20.0,1,0,56,57,3.6,2,2
Will Blackmon,3060,S,WAS,6,2,15.4,0,0,32,71.7,72.6,84.6,62.7,62.4,58.8,18.2,2,0,103,109,1.0,1,7
Stephen Tulloch,3061,LB,PHI,7,0,,0,0,24,52.3,59.9,75.5,57.8,70.0,33.5,,0,0,23,23,0.0,0,0
Domata Peko Sr.,3068,DI,CIN,8,6,2.7,0,0,7,72.1,56.9,67.0,54.4,56.4,62.3,5.6,1,1,149,153,5.4,8,11
Elvis Dumervil,3071,ED,BLT,2,0,,0,0,3,,57.4,78.0,56.5,60.1,,,0,0,6,6,0.0,0,0
Kyle Williams,3079,DI,BUF,8,3,2.7,0,0,4,51.0,77.8,86.7,64.7,80.3,28.0,14.3,4,0,166,175,9.6,16,21
Rob Ninkovich,3080,ED,NE,4,5,2.7,0,0,19,58.0,58.6,84.8,48.1,70.8,31.8,20.0,2,0,61,64,3.3,2,3
Kedric Golston,3141,DI,WAS,1,1,4.0,0,0,32,60.0,61.0,77.9,56.2,63.0,69.7,0.0,0,0,21,21,4.8,1,2
Antoine Bethea,3152,S,SF,7,4,6.5,0,1,28,58.6,64.6,44.1,54.4,78.5,88.8,0.0,0,1,227,233,4.4,10,23
Tom Johnson,3378,DI,MIN,7,4,1.7,0,0,18,60.0,65.4,58.5,65.0,58.9,56.5,9.1,1,1,52,54,7.7,4,6
Tony McDaniel,3423,DI,SEA,7,6,1.7,0,0,29,60.0,67.4,84.5,52.0,73.0,74.9,0.0,0,0,97,102,10.3,10,11
Tramon Williams,3558,CB,CLV,6,1,2.5,0,0,8,57.9,62.0,82.2,50.1,77.6,69.9,0.0,0,1,117,119,3.4,4,4
