player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Mike Evans,8642,WR,TB,11,127,0,30,0,-1.5,0,100.0,,0,0,0.0,0,0,0,84.5,42.7,0,8,0.0,0,37,2,91.9,34,85.4,2,1.6,0,9,12,6.0,4.5,0.26,20.1,1,52.9,33.3,1,3,18.2,2,8,0,37.4,87.1,0,45,0.0,0,84,9,91.7,77,106.0,17,13.4,1,164,26,2.9,18.2,2.13
Antonio Brown,5718,WR,PIT,11,117,0,25,0,-0.7,2,94.4,,0,0,0.0,0,4,0,92.8,83.1,0,13,0.0,0,53,17,98.1,52,91.2,18,15.4,0,106,127,7.5,6.2,2.04,5.1,0,80.0,66.7,2,3,0.0,0,6,0,90.4,83.7,0,23,0.0,0,63,12,90.5,57,116.1,15,12.8,1,98,35,2.9,8.2,1.72
Larry Fitzgerald,1724,WR,ARZ,11,107,0,1,0,-0.6,0,100.0,,0,0,0.0,0,1,0,90.6,63.3,0,12,0.0,0,21,5,100.0,21,91.7,5,4.7,0,30,33,6.6,6.0,1.43,8.3,6,73.8,66.7,6,9,4.0,2,28,0,88.8,76.2,1,25,0.3,1,330,48,91.8,303,97.0,65,60.7,2,460,152,3.2,9.6,1.52
Terrelle Pryor Sr.,6944,WR,CLV,12,106,0,8,0,,0,,,0,0,,0,0,0,,43.9,0,0,0.0,0,34,0,82.4,28,0.0,0,0.0,0,0,0,,,0.0,13.7,0,85.7,,0,0,0.0,0,6,0,72.5,79.3,0,18,0.0,0,68,6,94.1,64,154.5,7,6.6,1,81,-1,-0.2,13.5,1.27
Jordy Nelson,4350,WR,GB,11,104,0,12,0,-0.9,1,100.0,,0,0,0.0,0,4,0,91.1,69.4,0,15,0.0,0,47,7,97.9,46,101.2,7,6.7,0,58,64,9.1,8.3,1.26,10.7,1,70.4,100.0,1,1,5.0,1,13,1,90.0,74.9,0,58,0.0,0,123,19,94.3,116,128.2,27,26.0,2,277,129,6.8,14.6,2.39
Odell Beckham Jr.,8647,WR,NYG,11,102,0,21,0,-2.0,0,66.7,,0,0,0.0,0,0,0,84.5,41.0,0,1,0.0,0,38,2,94.7,36,70.1,3,2.9,0,-5,1,0.5,-2.5,-0.14,8.7,1,69.2,0.0,0,1,0.0,0,6,0,79.6,84.7,0,41,0.0,0,60,9,95.0,57,121.6,13,12.7,1,113,41,4.6,12.6,1.98
Julio Jones,6158,WR,ATL,11,101,0,2,0,,0,,,0,0,,0,0,0,,38.7,0,0,0.0,0,34,0,100.0,34,0.0,0,0.0,0,0,0,,,0.0,15.0,2,55.0,,0,0,8.3,1,6,0,54.2,78.1,0,36,0.0,0,101,11,90.1,91,95.2,20,19.8,1,147,44,4.0,13.4,1.62
Allen Robinson II,8696,WR,JAX,11,100,0,15,0,-1.0,1,100.0,,0,0,0.0,0,1,0,78.7,50.5,0,3,0.0,0,39,1,100.0,39,79.2,1,1.0,0,3,4,4.0,3.0,0.08,9.9,1,72.2,33.3,1,3,0.0,0,7,1,48.5,69.8,0,22,0.0,0,107,13,90.7,97,110.2,18,18.0,1,127,25,1.9,9.8,1.31
Emmanuel Sanders,5606,WR,DEN,11,100,0,10,0,0.3,2,66.7,,0,0,0.0,0,0,0,90.2,70.9,2,8,0.0,0,24,4,100.0,24,31.3,6,6.0,0,19,16,4.0,4.8,0.79,11.3,1,55.6,,0,0,0.0,0,7,1,91.1,78.9,2,35,0.0,0,91,10,94.5,86,80.6,18,18.0,2,150,40,4.0,15.0,1.74
Michael Crabtree,4933,WR,OAK,11,99,0,23,0,-3.1,3,100.0,,0,0,0.0,0,2,0,91.1,90.6,0,17,0.0,0,29,7,96.6,28,96.4,7,7.1,0,50,72,10.3,7.1,1.79,7.7,4,69.2,100.0,2,2,14.3,3,8,1,43.4,79.3,0,49,0.0,0,116,18,94.0,109,104.8,26,26.3,1,201,92,5.1,11.2,1.84
DeAndre Hopkins,7808,WR,HST,11,98,0,13,0,,0,,,0,0,,0,0,0,,41.4,0,0,0.0,0,22,0,100.0,22,0.0,0,0.0,0,0,0,,,0.0,10.5,1,52.6,0.0,0,1,9.1,1,9,0,86.7,81.7,0,24,0.0,0,75,10,94.7,71,71.6,19,19.4,0,117,37,3.7,11.7,1.65
Amari Cooper,9437,WR,OAK,11,97,0,23,0,-1.5,0,100.0,,0,0,0.0,0,1,1,91.6,64.1,0,35,0.0,0,37,8,94.6,35,145.8,8,8.2,1,76,88,11.0,9.5,2.17,7.7,2,73.1,50.0,1,2,9.5,2,8,1,76.8,84.2,1,64,0.0,0,84,19,88.1,74,131.9,26,26.8,3,290,144,7.6,15.3,3.92
A.J. Green,6156,WR,CIN,10,95,0,7,0,-1.2,2,91.7,,0,0,0.0,0,4,0,92.0,82.5,0,29,0.0,0,41,11,95.1,39,100.0,12,12.6,0,96,110,10.0,8.7,2.46,8.0,1,66.7,0.0,0,1,0.0,0,7,0,79.9,88.2,0,22,0.0,0,76,14,89.5,68,100.7,21,22.1,1,137,78,5.6,9.8,2.01
T.Y. Hilton,7092,WR,IND,11,95,0,14,0,0.0,0,100.0,,0,0,0.0,0,0,0,78.7,43.1,0,0,0.0,0,25,1,92.0,23,79.2,1,1.1,0,0,0,0.0,0.0,0.0,12.3,4,63.8,80.0,4,5,6.3,2,20,0,60.9,83.0,1,63,0.0,0,267,30,94.4,252,107.0,47,49.5,3,443,150,5.0,14.8,1.76
Brandon Marshall,3064,WR,NYJ,11,94,0,22,0,-1.3,0,100.0,,0,0,0.0,0,1,0,90.2,42.1,0,8,0.0,0,53,3,94.3,50,81.9,3,3.2,0,11,15,5.0,3.7,0.22,12.7,1,52.2,,0,0,14.3,2,10,0,46.8,72.9,3,31,0.0,0,86,12,93.0,80,34.2,23,24.5,0,156,33,2.8,13.0,1.95
Julian Edelman,5156,WR,NE,11,93,0,19,0,-2.7,2,100.0,,0,0,0.0,0,3,0,92.0,70.5,0,21,0.0,0,52,11,94.2,49,123.9,11,11.8,1,71,101,9.2,6.5,1.45,7.0,6,71.9,100.0,1,1,8.9,4,18,0,37.6,74.0,0,30,0.0,0,219,41,94.1,206,94.6,57,61.3,1,365,178,4.3,8.9,1.77
Demaryius Thomas,5547,WR,DEN,11,91,0,10,0,-0.8,0,100.0,,0,0,0.0,0,3,0,91.4,83.9,0,44,0.0,0,23,8,100.0,23,144.3,8,8.8,1,73,79,9.9,9.1,3.17,11.8,1,46.2,,0,0,14.3,1,3,0,63.6,78.1,1,16,0.0,0,77,6,96.1,74,31.3,13,14.3,0,71,29,4.8,11.8,0.96
Greg Olsen,3647,TE,CAR,11,86,0,5,0,,0,,,0,0,,0,0,0,,40.1,0,0,20.0,7,35,0,74.3,26,0.0,0,0.0,0,0,0,,,0.0,11.8,1,74.4,100.0,1,1,3.3,1,19,0,81.9,88.2,1,78,8.6,22,255,29,85.1,217,107.4,39,45.3,1,426,140,4.8,14.7,1.96
Stefon Diggs,9579,WR,MIN,9,85,0,18,0,-1.1,1,87.5,,0,0,12.5,1,1,0,39.4,50.9,0,9,0.0,0,30,7,96.7,29,79.2,8,9.4,0,21,30,4.3,3.0,0.72,8.3,2,82.5,100.0,1,1,2.9,1,19,0,78.3,81.1,0,44,0.0,0,193,33,95.9,185,106.3,40,47.1,0,380,139,4.2,11.5,2.05
Jordan Matthews,8677,WR,PHI,11,84,0,24,0,-2.9,1,100.0,,0,0,0.0,0,1,0,91.4,51.9,0,9,0.0,0,51,8,94.1,48,79.2,8,9.5,0,17,40,5.0,2.1,0.35,10.7,1,68.8,50.0,1,2,10.2,5,23,1,42.7,72.4,0,54,0.0,0,291,44,95.2,277,104.5,64,76.2,2,533,161,3.7,12.1,1.92
Davante Adams,8688,WR,GB,11,84,0,12,0,-1.3,0,100.0,,0,0,0.0,0,0,0,90.2,41.9,0,8,0.0,0,47,4,97.9,46,81.3,4,4.8,0,14,19,4.8,3.5,0.3,12.4,1,50.0,,0,0,11.1,1,3,1,65.3,69.7,2,38,0.0,0,97,8,97.9,95,47.4,16,19.0,1,86,43,5.4,10.8,0.91
Golden Tate,5585,WR,DET,11,83,0,11,0,-1.7,8,100.0,,0,0,0.0,0,6,0,93.5,93.5,0,34,0.0,0,54,24,98.1,53,117.5,24,28.9,1,213,254,10.6,8.9,4.02,2.9,7,77.8,,0,0,4.5,1,9,0,56.2,70.3,0,41,0.0,0,104,21,95.2,99,95.2,27,32.5,0,185,165,7.9,8.8,1.87
Jarvis Landry,8698,WR,MIA,11,82,0,17,0,-2.2,3,100.0,100.0,1,1,0.0,0,2,0,92.5,76.0,0,21,0.0,0,44,13,93.2,41,82.4,13,15.9,0,49,78,6.0,3.8,1.2,8.6,11,76.2,33.3,2,6,7.7,4,31,1,86.4,88.2,1,42,0.0,0,276,48,95.7,264,110.7,63,76.8,2,623,261,5.4,13.0,2.36
Michael Thomas,10681,WR,NO,11,82,0,20,0,-3.5,0,100.0,,0,0,0.0,0,1,0,88.7,44.9,0,21,0.0,0,35,2,91.4,32,118.8,2,2.4,0,30,37,18.5,15.0,0.94,12.2,0,44.4,100.0,1,1,0.0,0,3,0,87.4,82.0,1,25,0.0,0,43,4,95.3,41,28.7,9,11.0,0,63,22,5.5,15.8,1.54
Kenny Britt,4953,WR,LA,11,81,0,26,0,-1.0,0,100.0,,0,0,0.0,0,0,0,78.7,41.7,0,4,0.0,0,35,1,91.4,32,83.3,1,1.2,0,4,5,5.0,4.0,0.13,8.1,0,85.7,100.0,1,1,0.0,0,5,0,74.1,76.0,0,19,0.0,0,55,6,98.2,54,100.6,7,8.6,0,57,10,1.7,9.5,1.06
Kelvin Benjamin,8663,WR,CAR,11,81,0,5,0,,0,,,0,0,,0,0,0,,41.6,0,0,0.0,0,25,0,92.0,23,0.0,0,0.0,0,0,0,,,0.0,11.1,2,76.5,100.0,2,2,0.0,0,10,0,79.4,78.9,0,25,0.0,0,79,13,91.1,72,144.4,17,21.0,3,159,29,2.2,12.2,2.21
Travis Kelce,7844,TE,KC,11,80,0,16,0,-1.5,2,100.0,,0,0,0.0,0,3,0,91.4,73.7,0,15,4.4,2,45,8,93.3,42,95.8,8,10.0,0,56,68,8.5,7.0,1.33,6.0,3,81.1,100.0,3,3,6.3,2,15,0,69.3,77.7,0,44,0.0,0,171,30,93.6,160,119.5,37,46.3,2,309,153,5.1,10.3,1.93
Tyrell Williams,10154,WR,SD,11,79,0,27,0,-1.0,0,100.0,,0,0,0.0,0,0,0,84.5,43.3,0,1,0.0,0,30,2,100.0,30,79.2,2,2.5,0,1,3,1.5,0.5,0.03,11.8,1,60.0,0.0,0,2,7.7,1,8,0,60.8,81.2,2,51,0.0,0,95,12,93.7,89,79.2,20,25.3,1,240,111,9.3,20.0,2.7
Mike Wallace,5007,WR,BLT,11,78,0,3,0,1.0,0,100.0,,0,0,0.0,0,0,0,84.5,45.4,0,5,0.0,0,19,2,94.7,18,79.2,2,2.6,0,5,3,1.5,2.5,0.28,12.7,1,78.6,50.0,1,2,8.3,1,6,1,59.5,69.7,0,66,0.0,0,85,11,95.3,81,141.1,14,17.9,1,170,75,6.8,15.5,2.1
