team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
GB,12,5,201,1,21,201,92.0,27,5
NO,20,5,232,7,30,232,90.3,41,4
OAK,23,6,240,3,47,240,89.2,51,1
TEN,31,6,211,2,37,211,88.9,43,4
DAL,9,6,197,6,29,197,88.6,40,5
JAX,15,5,219,4,38,219,88.1,47,5
WAS,32,6,235,8,40,235,87.7,53,5
CHI,6,6,248,10,40,248,87.5,56,6
NYG,21,6,245,5,44,245,87.1,56,7
ARZ,1,6,245,11,39,245,86.5,58,8
NYJ,22,6,250,6,52,250,86.4,63,5
ATL,2,6,233,12,32,233,86.3,54,10
NE,19,6,215,11,37,215,86.0,54,6
CAR,5,6,248,9,46,248,85.7,63,8
PHI,24,5,174,6,26,174,85.6,41,9
CIN,7,6,249,5,45,249,85.5,61,11
KC,16,5,212,6,34,212,85.4,51,11
BUF,4,6,195,7,44,195,84.9,55,4
DET,11,6,240,8,49,240,84.4,66,9
PIT,25,6,240,9,47,240,84.2,66,10
LA,26,6,203,6,42,203,84.2,56,8
SEA,29,5,201,12,45,201,83.8,61,4
HST,13,6,242,17,43,242,83.5,70,10
TB,30,5,229,17,49,229,83.4,71,5
CLV,8,6,241,17,52,241,82.8,76,7
BLT,3,6,279,15,63,279,82.8,87,9
MIN,18,5,169,15,30,169,82.5,52,7
SF,28,6,213,7,57,213,81.2,72,8
DEN,10,6,238,10,60,238,81.1,80,10
IND,14,6,275,8,73,275,80.5,94,13
SD,27,6,218,10,56,218,79.8,77,11
MIA,17,6,209,13,46,209,79.7,72,13
