player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Mike Evans,8642,WR,TB,5,16.5,1,54.2,66.7,6,9,0,5.9,2,26,30,0,69.6,77.0,83.7,,81.9,0.0,0,3,45,0.0,0,232,1,32,90.9,211,16.8,39,80.4,59,4,83.2,193,449,46,1.4,14.0,2.13
Antonio Brown,5718,WR,PIT,5,10.3,2,68.5,68.4,13,19,0,2.6,1,25,25,0,80.8,80.5,82.8,,83.4,0.0,0,1,38,0.0,0,211,2,37,95.7,202,13.7,29,116.8,54,5,85.8,181,447,92,2.5,12.1,2.21
Emmanuel Sanders,5606,WR,DEN,5,10.8,2,62.7,100.0,7,7,0,0.0,0,21,10,1,88.3,27.7,79.5,,78.1,0.0,0,3,41,0.0,0,192,1,32,90.1,173,25.0,48,79.9,51,3,75.0,144,373,81,2.5,11.7,2.16
Greg Olsen,3647,TE,CAR,5,11.9,0,64.7,100.0,4,4,0,0.0,0,24,5,0,89.0,77.1,87.3,68.6,90.2,17.1,37,2,78,9.3,20,216,1,33,82.9,179,55.6,120,94.9,51,2,21.8,47,516,190,5.8,15.6,2.88
A.J. Green,6156,WR,CIN,5,11.5,5,72.0,80.0,8,10,1,7.7,3,21,7,0,62.9,77.4,83.7,,82.5,0.5,1,0,54,0.0,0,211,2,36,94.3,199,18.0,38,118.6,50,2,81.5,172,518,169,4.7,14.4,2.6
Brandon Marshall,3064,WR,NYJ,5,13.9,1,48.0,33.3,2,6,0,14.3,4,18,22,0,42.7,76.0,69.7,,68.9,0.0,0,4,41,0.0,0,215,1,24,94.4,203,14.4,31,52.3,50,2,85.6,184,363,90,3.8,15.1,1.79
T.Y. Hilton,7092,WR,IND,5,12.7,4,70.0,66.7,4,6,0,0.0,0,22,14,0,89.7,77.8,81.7,,81.0,0.0,0,0,63,0.0,0,243,0,35,92.2,224,56.4,137,122.7,50,3,43.6,106,507,129,3.7,14.5,2.26
Odell Beckham Jr.,8647,WR,NYG,5,11.5,5,60.0,28.6,2,7,1,10.0,3,19,21,0,57.0,76.5,75.1,,76.8,0.0,0,1,45,0.0,0,211,4,27,93.4,197,11.4,24,83.5,45,1,88.2,186,359,114,4.2,13.3,1.82
Larry Fitzgerald,1724,WR,ARZ,5,10.1,4,68.9,75.0,9,12,0,3.1,1,24,1,0,79.1,77.0,87.4,75.6,84.7,0.5,1,1,29,0.9,2,222,0,31,93.7,208,69.8,155,120.7,45,5,29.7,66,361,102,3.3,11.6,1.74
Jeremy Kerley,6305,WR,SF,5,9.3,3,57.8,50.0,3,6,0,3.7,1,18,28,1,75.7,26.9,74.0,,73.2,0.0,0,3,33,0.0,0,166,0,26,95.8,159,90.4,150,65.4,45,2,9.6,16,304,88,3.4,11.7,1.91
Jarvis Landry,8698,WR,MIA,5,7.7,8,77.3,37.5,3,8,0,5.6,2,18,17,1,80.5,37.9,78.0,,79.4,0.0,0,1,42,0.0,0,178,2,34,95.5,170,77.5,138,102.7,44,1,22.5,40,403,175,5.1,11.9,2.37
Jordan Reed,7866,TE,WAS,5,7.7,6,75.0,50.0,3,6,0,2.9,1,19,32,0,80.1,77.3,72.6,46.4,74.1,39.8,78,2,26,5.1,10,196,2,33,89.3,175,39.8,78,90.7,44,2,19.9,39,316,128,3.9,9.6,1.81
Amari Cooper,9437,WR,OAK,5,12.0,5,59.1,42.9,3,7,0,7.1,2,17,23,2,66.8,27.0,76.0,,76.1,0.0,0,0,64,0.0,0,213,2,26,91.1,194,19.7,42,102.1,44,1,79.3,169,456,178,6.8,17.5,2.35
Tavon Austin,7789,WR,LA,5,8.2,1,53.5,50.0,2,4,0,17.9,5,9,26,0,30.2,82.9,62.2,67.5,59.4,3.8,6,3,43,0.6,1,159,0,23,91.8,146,51.6,82,46.5,43,1,40.9,65,218,85,3.7,9.5,1.49
Michael Crabtree,4933,WR,OAK,5,11.0,4,69.0,81.8,9,11,0,6.5,2,24,23,0,67.5,76.5,84.6,,84.4,0.0,0,1,31,0.0,0,200,3,29,91.5,183,22.0,44,124.5,42,5,78.0,156,355,63,2.2,12.2,1.94
Marvin Jones Jr.,7158,WR,DET,5,12.5,6,65.9,50.0,4,8,0,15.6,5,19,11,0,36.0,75.9,78.9,,77.9,0.0,0,0,73,0.0,0,213,0,27,92.0,196,7.5,16,133.4,41,3,92.5,197,519,191,7.1,19.2,2.65
DeAndre Hopkins,7808,WR,HST,5,12.2,2,55.0,40.0,4,10,0,4.3,1,18,13,0,72.3,75.4,77.7,,75.3,0.0,0,5,35,0.0,0,210,1,22,96.2,202,18.6,39,62.8,40,3,81.4,171,283,46,2.1,12.9,1.4
Terrelle Pryor Sr.,6944,WR,CLV,5,14.4,2,61.5,50.0,5,10,2,4.0,1,18,8,0,74.9,31.7,72.3,,79.5,0.0,0,2,44,0.0,0,206,5,24,87.4,180,9.7,20,76.7,39,1,85.4,176,338,77,3.2,14.1,1.88
Julio Jones,6158,WR,ATL,5,14.9,2,61.5,50.0,5,10,0,0.0,0,17,2,0,85.7,75.5,89.6,,88.9,0.0,0,0,75,0.0,0,164,2,24,97.0,159,23.2,38,131.1,39,3,76.8,126,517,210,8.8,21.5,3.25
