player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Julius Peppers,1010,ED,GB,7,0,1,50.0,0,1,12,57.2,78.0,85.1,81.8,54.3,42.3,3,10,0,5,33.3,1,1,0,56.3,1,4,2,0,6,206,204,1,30,134,39,0,2,147,53,0,4,2,2,17,0,5,9,5.0
Dwight Freeney,1019,ED,ATL,8,1,0,,0,0,2,60.0,68.1,87.7,66.9,53.0,52.7,4,20,0,,33.3,1,0,0,0.0,0,4,0,0,1,217,217,0,4,204,9,0,0,185,31,0,3,1,0,28,0,0,0,
James Harrison,1251,ED,PIT,7,4,0,100.0,0,1,25,76.9,74.5,83.4,66.4,65.4,81.0,3,8,1,9,0.0,0,0,0,59.0,3,0,30,0,48,227,193,0,0,193,0,0,34,107,72,4,5,11,3,11,0,23,11,7.7
Terence Newman,1321,CB,MIN,7,1,0,44.4,0,0,18,79.1,79.6,84.7,,73.5,68.4,0,0,1,24,9.5,2,5,3,53.0,16,0,21,377,257,406,7,0,0,7,0,0,399,0,149,1,4,18,36,0,1,140,17,8.8
Terrell Suggs,1326,ED,BLT,6,2,0,100.0,1,0,3,66.8,65.0,0.0,60.8,81.8,81.0,3,10,0,1,0.0,0,0,4,79.2,1,5,4,0,3,256,252,0,0,249,3,0,4,176,77,0,13,12,1,18,0,1,1,1.0
Robert Mathis,1447,ED,IND,8,1,0,100.0,0,1,14,43.5,53.2,87.4,60.0,45.9,49.3,1,14,0,14,12.5,2,0,0,105.6,3,2,3,0,19,328,322,0,1,321,0,0,6,215,94,3,10,13,3,17,0,28,7,9.3
Cullen Jenkins,1637,DI,WAS,7,1,0,,0,0,32,57.2,55.0,82.8,57.6,54.2,51.9,0,3,0,,10.0,1,0,0,0.0,0,0,0,0,2,141,140,32,74,12,22,0,1,77,62,0,5,8,0,3,0,0,0,
DeAngelo Hall,1729,S,WAS,3,0,0,85.7,0,0,32,53.2,55.4,79.3,54.9,64.9,57.1,0,0,0,29,14.3,2,1,0,113.7,6,0,40,0,90,166,3,0,0,3,0,109,163,3,73,14,3,12,7,0,0,79,48,13.2
Vince Wilfork,1742,DI,HST,8,5,0,,0,0,13,60.0,58.1,64.7,61.6,56.0,75.8,1,7,0,,5.3,1,0,1,0.0,0,0,0,0,0,307,307,133,166,0,8,0,0,148,159,0,12,13,0,8,0,0,0,
Karlos Dansby,1754,LB,CIN,8,5,0,86.2,0,0,7,51.8,58.2,43.6,53.6,71.2,53.0,0,1,0,44,12.5,7,1,1,134.9,25,0,281,4,202,376,57,0,0,57,0,1,319,31,143,33,26,44,29,1,2,315,192,12.6
Daryl Smith,1760,LB,TB,7,1,0,83.3,0,0,30,46.0,47.6,82.3,48.1,54.8,39.9,0,3,1,33,21.4,3,0,0,79.2,5,0,93,3,80,238,113,0,1,112,0,0,125,39,119,29,6,10,6,3,0,106,71,21.2
Antonio Smith,1856,DI,HST,5,0,0,,0,0,13,,58.7,80.6,62.9,45.4,67.6,2,4,0,,,0,0,0,0.0,0,1,0,0,0,71,71,49,18,0,4,0,0,62,9,0,0,0,0,7,0,0,0,
Mike Adams,1972,S,IND,8,4,0,70.6,0,1,14,60.2,66.0,87.1,62.1,75.9,85.0,2,0,0,34,4.8,2,0,0,111.2,12,0,133,12,330,540,19,0,0,19,0,317,521,18,192,58,5,36,17,2,1,125,61,10.4
Adam Jones,2223,CB,CIN,8,3,0,63.2,1,1,7,57.5,59.6,87.0,,65.3,55.1,0,0,1,41,13.9,5,2,3,82.9,24,0,25,472,321,522,10,0,0,10,0,0,512,0,201,15,6,28,38,0,1,277,97,11.5
DeMarcus Ware,2228,ED,DEN,3,1,0,,1,0,10,60.0,66.0,18.7,75.1,42.5,47.9,1,6,0,,50.0,1,0,1,0.0,0,3,0,0,1,71,71,0,0,71,0,0,0,58,12,0,2,0,0,10,0,0,0,
Thomas Davis Sr.,2231,LB,CAR,7,7,1,79.3,0,1,5,45.8,58.8,84.5,68.2,73.6,63.7,1,6,1,42,10.0,4,0,0,123.9,23,1,319,1,224,401,51,0,0,51,0,2,350,46,131,28,12,29,29,8,3,258,166,11.2
Derrick Johnson,2232,LB,KC,7,14,0,84.0,0,0,16,80.3,69.4,85.9,56.0,48.9,46.3,1,2,1,30,19.7,14,1,0,93.2,21,1,411,13,275,466,17,0,0,17,0,5,449,23,168,20,24,43,25,4,1,179,138,8.5
Jonathan Babineaux,2276,DI,ATL,8,0,1,,0,0,2,51.7,46.9,83.3,57.0,45.8,25.4,1,6,0,,33.3,4,0,0,0.0,0,0,0,0,8,218,218,19,169,4,26,0,0,139,71,0,7,8,0,7,0,0,0,
Darren Sproles,2347,HB,PHI,2,0,0,,0,0,24,,63.6,62.9,,61.7,71.4,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,2,0,0,1,0,0,0,0,0,
Trent Cole,2363,ED,IND,2,1,0,100.0,0,0,14,46.9,57.0,80.0,61.6,58.8,24.1,1,4,0,8,50.0,2,0,0,100.0,1,0,0,0,2,68,68,0,0,67,1,0,0,41,25,0,1,1,1,5,0,8,8,8.0
Lorenzo Alexander,2476,ED,BUF,8,4,2,100.0,0,3,4,49.4,80.5,85.5,85.0,67.6,62.3,6,9,0,19,12.5,3,0,1,104.2,5,10,48,1,38,346,285,0,0,285,0,0,61,173,135,10,24,17,5,25,0,45,39,9.0
Ahmad Brooks,2945,ED,SF,7,3,1,80.0,1,0,28,68.3,51.5,32.4,55.9,49.1,32.5,1,18,0,31,29.2,7,1,3,118.8,4,2,13,1,46,378,349,1,0,348,0,0,29,151,181,15,9,14,5,21,0,74,50,18.5
Mario Williams,2946,ED,MIA,7,1,1,100.0,0,0,17,63.6,71.1,88.6,60.2,71.5,37.8,3,13,0,0,23.1,3,0,0,79.2,1,1,0,0,5,308,308,0,10,291,7,0,0,164,139,0,9,9,1,17,0,0,0,0.0
Donte Whitner,2953,S,WAS,4,4,0,75.0,0,0,32,56.2,57.9,80.6,56.4,63.2,78.7,0,0,0,22,9.1,2,0,0,95.5,9,0,62,3,117,186,10,0,0,10,0,94,176,3,66,17,4,16,12,0,0,89,64,9.9
Haloti Ngata,2957,DI,DET,5,2,1,100.0,0,0,11,58.6,56.5,52.9,58.6,58.3,72.9,1,7,0,8,0.0,0,0,1,139.6,1,1,1,0,2,198,197,11,150,1,35,0,1,131,65,0,6,5,1,9,1,8,0,8.0
Chad Greenway,2962,LB,MIN,7,4,0,62.5,0,0,18,29.1,51.1,76.9,52.3,76.8,44.9,0,0,0,27,18.8,3,0,0,121.4,5,0,98,0,50,133,18,0,0,18,0,1,115,5,78,16,8,9,8,0,1,53,43,10.6
Antonio Cromartie,2964,CB,IND,4,0,0,66.7,1,0,14,52.0,52.7,82.7,,55.6,68.0,0,0,0,44,7.1,1,1,5,107.8,14,0,9,176,138,204,3,0,0,3,0,1,201,0,66,15,1,13,21,0,1,173,78,12.4
Tamba Hali,2965,ED,KC,7,3,0,,2,0,16,71.2,75.7,14.4,70.8,80.1,80.7,2,18,0,,12.5,2,0,3,0.0,0,2,4,0,16,254,247,0,0,246,1,0,7,167,71,3,7,11,0,22,0,0,0,
Johnathan Joseph,2969,CB,HST,8,3,0,56.4,0,0,13,55.0,60.2,84.2,59.1,81.7,58.9,0,0,0,36,12.9,4,5,2,87.8,22,0,27,323,227,372,0,0,0,0,0,0,372,1,144,22,4,24,39,0,1,282,115,12.8
D'Qwell Jackson,2979,LB,IND,8,7,1,72.7,1,0,14,44.7,46.5,47.2,53.6,56.5,43.2,1,0,0,23,18.6,11,0,2,113.4,16,0,452,2,265,488,5,0,1,4,0,2,483,29,194,26,19,41,22,1,1,188,143,11.8
Roman Harper,2988,S,NO,6,0,0,85.7,0,0,20,55.6,49.0,0.0,49.8,53.0,28.8,0,1,0,16,28.6,2,0,1,98.8,6,0,59,6,67,118,19,0,0,19,0,13,99,12,39,21,2,5,7,1,0,54,46,9.0
Devin Hester,3002,WR,BLT,1,0,0,,0,0,3,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Darryl Tapp,3008,ED,NO,6,0,0,,0,0,20,,72.6,85.0,67.0,68.2,74.8,3,5,0,,0.0,0,0,0,0.0,0,1,0,0,0,138,137,0,3,111,23,0,1,81,57,0,7,6,0,9,0,0,0,
Frostee Rucker,3036,DI,ARZ,5,2,1,,0,1,1,,59.0,33.7,62.1,59.9,38.5,0,1,0,,20.0,1,0,0,0.0,0,0,0,0,0,112,112,9,85,8,10,0,0,55,57,0,2,2,0,1,0,0,0,
Will Blackmon,3060,S,WAS,7,2,0,57.1,0,1,32,71.7,72.6,84.6,62.7,62.4,58.8,0,2,0,23,17.4,4,2,0,72.3,8,1,38,6,208,324,10,0,0,10,0,242,314,7,109,28,6,17,14,3,0,76,33,9.5
Stephen Tulloch,3061,LB,PHI,7,0,0,100.0,0,0,24,52.3,59.9,75.5,57.8,70.0,33.5,0,0,0,19,25.0,1,0,0,108.3,4,0,48,0,23,48,0,0,0,0,0,0,48,2,23,0,1,3,4,0,0,40,32,10.0
Domata Peko Sr.,3068,DI,CIN,8,6,1,,0,0,7,72.1,56.9,67.0,54.4,56.4,62.3,1,3,0,,9.5,2,0,1,0.0,0,0,0,0,2,316,316,226,89,0,1,0,0,161,153,0,10,13,0,4,0,0,0,
Elvis Dumervil,3071,ED,BLT,2,0,0,,0,0,3,,57.4,78.0,56.5,60.1,,1,2,0,,,0,0,0,0.0,0,0,0,0,0,45,45,0,0,45,0,0,0,39,6,0,0,0,0,3,0,0,0,
Kyle Williams,3079,DI,BUF,8,3,0,,0,0,4,51.0,77.8,86.7,64.7,80.3,28.0,6,15,0,,16.7,5,0,0,0.0,0,3,14,0,4,432,418,67,240,36,75,0,14,253,175,0,19,22,0,24,0,0,0,
Rob Ninkovich,3080,ED,NE,4,7,0,75.0,0,0,19,58.0,58.6,84.8,48.1,70.8,31.8,0,4,0,22,31.6,6,1,0,99.0,6,0,14,1,46,189,167,0,0,166,1,0,22,79,64,7,3,6,8,4,0,66,30,11.0
Kedric Golston,3141,DI,WAS,2,1,0,,0,0,32,60.0,61.0,77.9,56.2,63.0,69.7,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,30,30,24,6,0,0,0,0,8,21,0,1,2,0,1,0,0,0,
Antoine Bethea,3152,S,SF,7,5,0,80.0,0,1,28,58.6,64.6,44.1,54.4,78.5,88.8,1,2,1,78,3.9,2,1,1,131.3,16,0,106,10,249,492,9,0,0,9,0,313,483,10,233,54,16,44,20,3,2,264,149,16.5
Tom Johnson,3378,DI,MIN,7,4,0,,0,0,18,60.0,65.4,58.5,65.0,58.9,56.5,6,10,1,,9.1,1,0,1,0.0,0,2,2,0,0,245,243,22,211,1,9,0,2,191,54,0,6,6,0,18,0,0,0,
Tony McDaniel,3423,DI,SEA,7,6,1,,0,0,29,60.0,67.4,84.5,52.0,73.0,74.9,0,2,0,,5.3,1,0,0,0.0,0,0,0,0,0,223,223,86,116,7,14,0,0,121,102,0,10,12,0,2,0,0,0,
