player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Julius Peppers,1010,ED,GB,12,2,0,12,75.4,4,19,256,95.4,15.2,39,2,7.2,7,283,270,30,1,80.4,3,16,157,100.0,21.0,33,9.9,6,164,164,25
Dwight Freeney,1019,ED,ATL,11,0,0,2,66.5,5,27,236,99.6,19.1,45,1,8.5,4,251,250,36,0,68.7,4,20,126,100.0,26.2,33,11.9,3,136,136,27
James Harrison,1251,ED,PIT,12,0,0,25,84.3,5,20,168,67.2,23.2,39,0,10.4,5,274,184,30,0,90.6,3,14,85,79.5,32.9,28,13.5,3,117,93,20
Terence Newman,1321,CB,MIN,11,0,0,18,53.9,0,0,4,1.1,0.0,0,3,0.0,0,348,4,0,0,55.6,0,0,2,1.2,0.0,0,0.0,0,161,2,0
Terrell Suggs,1326,ED,BLT,11,2,1,3,74.4,9,23,320,97.4,11.6,37,4,7.5,8,347,338,40,2,78.6,6,14,162,98.9,15.4,25,9.3,5,174,172,25
Robert Mathis,1447,ED,IND,11,0,0,14,55.5,1,16,260,91.3,9.2,24,0,4.4,3,309,282,20,0,57.6,1,9,122,95.8,11.5,14,5.7,2,143,137,12
Cullen Jenkins,1637,DI,WAS,11,0,0,32,63.2,1,6,117,98.5,6.8,8,1,3.0,0,130,128,7,0,70.2,1,5,36,100.0,13.9,5,8.3,0,42,42,6
DeAngelo Hall,1729,S,WAS,3,0,0,32,54.9,0,0,3,3.2,0.0,0,0,0.0,0,93,3,0,0,59.7,0,0,1,2.8,0.0,0,0.0,0,36,1,0
Vince Wilfork,1742,DI,HST,11,0,0,13,57.6,1,9,175,99.5,6.3,11,2,2.9,0,194,193,10,0,53.8,1,5,54,100.0,9.3,5,5.6,0,61,61,6
Karlos Dansby,1754,LB,CIN,12,1,1,7,57.8,2,2,40,12.6,0.0,0,2,5.0,0,348,44,4,0,45.1,0,1,14,9.5,0.0,0,3.6,0,168,16,1
Daryl Smith,1760,LB,TB,12,0,0,30,53.8,0,5,51,29.0,3.9,2,0,4.9,0,183,53,5,0,49.1,0,2,19,32.3,5.3,1,5.3,0,65,21,2
Antonio Smith,1856,DI,HST,9,0,0,13,60.8,3,8,117,100.0,10.3,12,1,5.6,1,126,126,12,0,62.2,2,7,62,100.0,16.1,10,8.9,1,68,68,10
Mike Adams,1972,S,IND,11,0,0,14,61.2,2,0,19,4.2,0.0,0,0,5.3,0,457,19,2,0,58.9,1,0,10,5.2,0.0,0,5.0,0,191,10,1
Adam Jones,2223,CB,CIN,12,0,1,7,57.7,0,0,1,0.2,0.0,0,4,0.0,0,508,1,0,0,57.7,0,0,1,0.4,0.0,0,0.0,0,254,1,0
DeMarcus Ware,2228,ED,DEN,7,0,2,10,71.1,3,13,150,97.1,16.0,24,3,8.0,4,171,166,20,0,74.2,2,8,85,97.9,21.2,18,10.6,4,97,95,14
Thomas Davis Sr.,2231,LB,CAR,12,1,0,5,90.3,2,11,75,15.4,18.7,14,1,12.7,3,505,78,16,0,90.4,0,0,26,12.4,11.5,3,7.7,2,210,26,2
Derrick Johnson,2232,LB,KC,12,0,0,16,50.5,1,2,36,7.3,0.0,0,0,6.9,1,509,37,4,0,54.9,1,1,23,11.9,0.0,0,8.7,1,201,24,3
Jonathan Babineaux,2276,DI,ATL,12,1,0,2,55.3,1,8,192,95.3,5.7,11,0,2.3,0,215,205,9,0,60.4,0,6,79,100.0,10.1,8,3.8,0,85,85,6
Trent Cole,2363,ED,IND,3,1,0,14,63.9,1,6,56,95.0,14.3,8,0,6.3,0,60,57,7,0,68.9,1,4,26,93.1,23.1,6,9.6,0,29,27,5
Lorenzo Alexander,2476,ED,BUF,12,3,0,4,78.5,10,19,262,81.2,15.3,40,2,9.7,11,346,281,40,1,90.2,6,10,109,91.5,23.9,26,15.6,9,130,119,25
Ahmad Brooks,2945,ED,SF,12,1,2,28,58.8,2,26,273,79.2,9.5,26,6,6.6,4,371,294,32,0,62.0,2,12,116,84.5,13.8,16,9.5,4,148,125,18
Mario Williams,2946,ED,MIA,11,1,0,17,58.3,3,17,206,96.1,8.7,18,0,5.8,2,232,223,22,0,65.2,0,9,74,94.3,13.5,10,8.8,2,87,82,11
Donte Whitner,2953,S,WAS,8,0,0,32,52.8,0,1,6,2.6,16.7,1,1,8.3,0,273,7,1,0,54.2,0,1,3,3.6,33.3,1,16.7,0,112,4,1
Haloti Ngata,2957,DI,DET,9,3,0,11,56.4,2,11,227,97.6,4.8,11,1,3.3,1,246,240,14,2,62.5,1,8,106,98.3,8.5,9,5.2,1,115,113,10
Chad Greenway,2962,LB,MIN,11,0,0,18,58.0,0,1,15,11.3,13.3,2,0,3.3,0,142,16,1,0,57.8,0,1,7,14.0,14.3,1,7.1,0,50,7,1
Tamba Hali,2965,ED,KC,12,0,2,16,73.1,4,29,291,92.2,16.8,49,3,7.0,4,335,309,37,0,74.4,3,15,135,96.7,20.0,27,8.9,3,153,148,21
Johnathan Joseph,2969,CB,HST,12,0,0,13,59.1,0,0,1,0.3,0.0,0,4,0.0,0,366,1,0,0,,0,0,0,0.0,,0,,0,152,0,0
D'Qwell Jackson,2979,LB,IND,12,1,1,14,46.9,1,1,54,13.2,1.9,1,2,3.7,1,433,57,3,0,48.8,1,1,28,17.3,3.6,1,7.1,1,168,29,3
Roman Harper,2988,S,NO,7,0,0,20,49.9,0,1,11,16.0,0.0,0,1,4.5,0,81,13,1,0,52.4,0,1,4,20.8,0.0,0,12.5,0,24,5,1
Darryl Tapp,3008,ED,NO,11,0,0,20,69.7,7,8,116,98.4,15.5,18,0,7.3,1,125,123,16,0,77.5,5,4,34,100.0,29.4,10,16.2,1,35,35,10
Frostee Rucker,3036,DI,ARZ,9,1,0,1,55.6,1,3,98,100.0,5.1,5,0,2.0,0,105,105,4,0,51.2,0,1,34,100.0,2.9,1,1.5,0,37,37,1
Will Blackmon,3060,S,WAS,11,0,0,32,62.7,0,2,7,2.4,28.6,2,0,28.6,1,287,7,3,0,,0,0,0,0.0,,0,,0,121,0,0
Stephen Tulloch,3061,LB,PHI,5,0,0,24,57.8,0,0,2,7.7,0.0,0,0,0.0,0,26,2,0,0,,0,0,0,0.0,,0,,0,9,0,0
Domata Peko Sr.,3068,DI,CIN,12,4,0,7,56.6,2,5,222,99.2,3.2,7,2,1.6,0,236,234,7,2,61.6,1,4,75,100.0,6.7,5,3.3,0,81,81,5
Elvis Dumervil,3071,ED,BLT,4,0,0,3,74.9,1,10,101,100.0,14.9,15,0,6.4,1,108,108,12,0,75.8,0,8,51,100.0,19.6,10,9.8,1,57,57,9
Kyle Williams,3079,DI,BUF,12,0,0,4,62.2,8,22,359,98.5,11.1,40,2,5.3,4,391,385,34,0,70.0,5,13,132,99.3,18.9,25,9.8,4,143,142,22
Rob Ninkovich,3080,ED,NE,8,0,0,19,56.2,1,14,138,67.7,11.6,16,0,7.6,3,220,149,18,0,59.9,1,6,70,77.1,12.9,9,7.9,2,96,74,9
Kedric Golston,3141,DI,WAS,2,0,0,32,56.2,1,0,8,88.9,12.5,1,0,6.3,0,9,8,1,0,58.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
