player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Shane Lechler,673,P,HST,13,56,56,4.27,39.5,47.93,11.8,0,0,2,10,13,66.5,23,62,5,0,62.5,412,35,56,239.32,2212,3,2684
Matt Bryant,1223,K,ATL,1,2,2,4.02,33.5,33.5,,0,0,0,2,2,59.2,0,36,0,0,0.0,0,0,2,8.03,67,0,67
Andy Lee,1906,P,CAR,9,36,36,4.45,40.36,49.14,13.9,0,0,7,7,5,72.4,18,76,1,0,47.2,236,17,36,160.03,1453,4,1769
Donnie Jones,1939,P,PHI,13,52,52,4.27,39.54,45.33,10.1,0,0,10,13,24,63.9,18,72,4,0,34.6,181,18,52,222.0,2056,6,2357
Dustin Colquitt,2316,P,KC,13,65,65,4.55,40.78,45.32,5.2,0,0,5,22,16,75.8,33,64,3,0,40.0,135,26,65,295.85,2651,8,2946
Sam Koch,3148,P,BLT,13,69,69,4.31,40.09,46.14,11.7,0,0,8,12,3,80.9,32,68,15,0,42.0,338,29,69,297.07,2766,4,3184
Jon Ryan,3493,P,SEA,13,60,60,4.31,40.58,44.83,8.1,1,0,10,17,29,64.1,24,62,5,0,40.0,195,24,61,258.5,2435,3,2690
Brett Kern,4580,P,TEN,13,61,61,4.33,38.16,44.85,12.1,0,0,6,20,31,69.9,25,71,2,0,44.3,328,27,61,264.3,2328,4,2736
Kevin Huber,5066,P,CIN,13,62,62,4.14,39.11,46.11,9.8,0,0,8,14,7,53.7,23,72,3,0,48.4,294,30,62,256.84,2425,7,2859
Thomas Morstead,5088,P,NO,13,49,49,4.59,42.84,48.43,7.3,0,0,7,6,20,87.5,21,66,7,0,49.0,174,24,49,224.89,2099,5,2373
Pat McAfee,5146,P,IND,13,46,46,4.45,42.78,49.59,9.5,0,0,4,13,14,89.3,19,74,6,0,30.4,133,14,46,204.86,1968,9,2281
Britton Colquitt,5192,P,CLV,13,68,68,4.38,40.53,45.46,8.9,0,0,8,20,8,66.8,19,65,4,0,48.5,295,33,68,297.62,2756,2,3091
Graham Gano,5443,K,CAR,1,4,4,4.35,29.75,45.0,10.5,0,0,0,0,5,50.2,0,54,0,0,50.0,21,2,4,17.41,119,2,180
Matt Bosher,6344,P,ATL,11,35,35,4.52,42.11,48.03,11.0,0,0,5,11,2,74.1,19,68,0,0,48.6,187,17,35,158.11,1474,1,1681
Chris Jones,6798,P,DAL,13,48,48,4.69,40.54,45.73,8.0,0,0,4,14,9,83.6,19,63,5,0,43.8,169,21,48,224.95,1946,4,2195
Bryan Anger,7072,P,TB,13,58,58,4.74,41.97,45.9,6.1,0,0,7,21,30,84.5,29,59,3,0,36.2,128,21,58,274.76,2434,5,2662
Brad Nortman,7192,P,JAX,13,64,64,4.49,38.28,45.98,14.1,0,0,13,13,15,64.0,26,78,5,0,39.1,353,25,64,287.06,2450,7,2943
Johnny Hekker,7252,P,LA,13,79,79,4.44,46.05,47.58,3.7,0,0,11,31,26,85.2,51,78,9,0,34.2,101,27,79,350.47,3638,1,3759
Drew Butler,7302,P,ARZ,7,32,32,4.34,35.63,42.19,10.5,0,0,2,8,1,45.0,10,62,2,0,62.5,210,20,32,138.88,1140,0,1350
Marquette King,7410,P,OAK,13,65,65,4.41,41.14,47.63,13.2,0,0,12,12,23,83.5,30,72,10,3,40.0,342,26,65,286.63,2674,4,3096
Ryan Quigley,7573,P,ARZ,6,34,34,4.71,38.26,41.65,9.4,1,0,5,18,1,65.9,15,55,1,0,23.5,75,8,35,160.26,1301,2,1416
Jeff Locke,7937,P,MIN,13,64,64,4.44,39.97,43.11,7.4,0,0,13,25,18,66.6,31,72,3,0,29.7,141,19,64,284.39,2558,3,2759
Sam Martin,7947,P,DET,13,48,48,4.55,44.63,48.73,6.3,0,0,4,14,11,77.4,23,63,3,0,52.1,157,25,48,218.17,2142,2,2339
Colton Schmidt,8104,P,BUF,13,63,63,4.33,38.41,42.38,6.6,0,0,6,6,4,57.1,22,58,18,0,46.0,190,29,63,272.83,2420,3,2670
Ryan Allen,8242,P,NE,13,58,58,4.2,41.1,44.34,5.4,0,0,10,17,19,63.2,24,57,6,0,34.5,108,20,58,243.73,2384,4,2572
Brad Wing,8256,P,NYG,13,75,75,4.25,40.96,46.55,10.3,0,0,17,14,21,67.4,30,63,9,0,36.0,279,27,75,318.61,3072,7,3491
Tress Way,8358,P,WAS,13,34,34,4.44,38.18,43.88,7.6,0,0,4,6,32,68.4,14,61,5,0,44.1,114,15,34,151.12,1298,4,1492
Pat O'Donnell,8826,P,CHI,13,62,62,4.42,38.34,43.74,13.1,0,0,4,29,6,71.9,24,67,5,0,29.0,235,18,62,274.3,2377,5,2712
Chandler Catanzaro,9140,K,ARZ,1,2,2,3.61,33.0,33.0,,0,0,1,0,1,58.8,0,47,1,0,0.0,0,0,2,7.21,66,0,66
Michael Palardy,9277,P,CAR,4,23,23,4.34,38.91,44.74,6.3,0,0,4,2,5,57.2,8,56,0,0,65.2,94,15,23,99.72,895,2,1029
Jacob Schum,9373,P,GB,13,41,41,4.37,39.83,44.07,9.5,0,0,6,12,12,67.1,14,65,8,0,29.3,114,12,41,179.18,1633,3,1807
Bradley Pinion,9598,P,SF,13,78,78,4.49,39.46,43.88,8.9,0,0,10,32,28,57.3,20,65,1,0,41.0,285,32,78,350.47,3078,3,3423
Matt Darr,9812,P,MIA,13,74,74,4.28,40.22,44.88,7.7,0,1,10,21,17,72.4,29,66,6,1,43.2,245,32,74,316.69,2976,5,3321
Matt Wile,9972,K,ATL,1,2,2,5.05,52.0,58.0,6.0,0,0,0,0,2,68.0,0,59,0,0,100.0,12,2,2,10.1,104,0,116
Jordan Berry,10236,P,PIT,13,56,56,4.38,40.66,45.63,9.5,1,0,7,14,25,72.8,24,63,9,0,41.1,218,23,57,245.46,2277,3,2555
Drew Kaser,10813,P,SD,13,48,48,4.27,40.0,44.94,5.8,0,0,5,8,27,44.9,17,62,4,0,56.3,157,27,48,204.72,1920,4,2157
Riley Dixon,10862,P,DEN,13,70,70,4.36,41.17,45.61,7.0,0,0,10,20,10,66.9,23,68,4,0,42.9,211,30,70,305.25,2882,5,3193
Lachlan Edwards,10869,P,NYJ,13,63,63,4.37,37.84,42.95,9.4,0,0,7,19,22,52.7,23,59,6,0,44.4,262,28,63,275.47,2384,3,2706
