team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
GB,12,6,260,2,28,260,91.9,36,6
NO,20,6,280,9,38,280,90.2,51,4
OAK,23,7,278,4,54,278,89.2,59,1
DAL,9,6,197,6,29,197,88.6,40,5
JAX,15,6,266,5,47,266,88.0,58,6
TEN,31,7,250,6,42,250,87.6,55,7
NYG,21,7,282,8,49,282,87.4,64,7
CHI,6,7,275,12,46,275,87.3,64,6
PHI,24,6,202,7,28,202,86.9,44,9
WAS,32,7,276,11,50,276,86.8,67,6
ATL,2,7,271,16,36,271,86.0,64,12
KC,16,6,238,8,37,238,85.9,56,11
PIT,25,7,286,9,53,286,85.7,72,10
CAR,5,6,248,9,46,248,85.7,63,8
ARZ,1,7,299,13,48,299,85.5,74,13
NE,19,7,244,13,46,244,85.5,65,6
CIN,7,7,280,5,50,280,85.2,69,14
NYJ,22,7,278,9,54,278,85.1,73,10
LA,26,7,260,7,55,260,85.0,70,8
CLV,8,7,280,17,57,280,83.9,82,8
TB,30,6,261,21,54,261,83.7,80,5
DET,11,7,274,8,61,274,83.4,80,11
HST,13,7,286,18,57,286,83.4,85,10
BLT,3,7,324,18,72,324,83.0,100,10
SEA,29,6,239,17,56,239,82.6,78,5
DEN,10,7,263,10,62,263,82.5,82,10
BUF,4,7,233,11,58,233,82.2,76,7
MIN,18,6,216,21,38,216,81.2,70,11
MIA,17,7,239,14,52,239,80.8,79,13
SD,27,7,267,11,62,267,80.7,88,15
SF,28,7,257,8,76,257,79.4,95,11
IND,14,7,318,11,92,318,79.1,118,15
