player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Shane Lechler,673,P,HST,15,69,69,4.31,40.36,47.55,9.9,0,0,3,13,13,72.5,31,62,5,0,63.8,436,44,69,297.55,2785,3,3281
Matt Bryant,1223,K,ATL,1,2,2,4.02,33.5,33.5,,0,0,0,2,2,59.2,0,36,0,0,0.0,0,0,2,8.03,67,0,67
Andy Lee,1906,P,CAR,9,36,36,4.45,40.36,49.14,13.9,0,0,7,7,5,72.4,18,76,1,0,47.2,236,17,36,160.03,1453,4,1769
Donnie Jones,1939,P,PHI,15,59,59,4.28,40.49,45.56,8.5,0,0,11,15,24,64.6,22,72,5,0,35.6,179,21,59,252.49,2389,6,2688
Dustin Colquitt,2316,P,KC,15,75,75,4.52,40.61,45.11,5.4,0,0,5,27,16,74.1,38,64,4,0,38.7,157,29,75,339.11,3046,9,3383
Sam Koch,3148,P,BLT,15,76,76,4.32,39.87,45.92,12.0,0,0,10,13,3,81.1,36,68,17,0,39.5,360,30,76,328.19,3030,5,3490
Jon Ryan,3493,P,SEA,15,67,67,4.27,40.1,43.91,7.8,1,0,11,21,29,66.1,27,62,6,0,37.3,195,25,68,285.89,2687,3,2942
Brett Kern,4580,P,TEN,15,72,72,4.33,38.47,44.32,11.0,0,0,6,25,31,66.6,28,71,3,0,43.1,341,31,72,311.47,2770,4,3191
Kevin Huber,5066,P,CIN,15,73,73,4.17,39.66,46.11,9.5,0,0,8,19,7,53.8,27,72,4,0,47.9,331,35,73,304.08,2895,7,3366
Thomas Morstead,5088,P,NO,15,53,53,4.55,42.06,47.68,7.6,0,0,7,7,20,85.1,22,66,8,0,49.1,198,26,53,240.9,2229,5,2527
Pat McAfee,5146,P,IND,15,51,51,4.46,42.88,49.18,9.4,0,0,5,16,14,86.7,21,74,6,0,29.4,141,15,51,227.29,2187,9,2508
Britton Colquitt,5192,P,CLV,15,79,79,4.34,40.18,45.25,8.8,0,0,9,22,8,64.9,23,65,4,0,51.9,361,41,79,342.82,3174,2,3575
Graham Gano,5443,K,CAR,1,4,4,4.35,29.75,45.0,10.5,0,0,0,0,5,50.2,0,54,0,0,50.0,21,2,4,17.41,119,2,180
Matt Bosher,6344,P,ATL,13,40,40,4.5,41.4,46.88,11.1,0,0,5,14,2,74.5,22,68,1,0,45.0,199,18,40,179.82,1656,1,1875
