player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Derrick Kindred,10763,S,CLV,8,25,,25.0,8,0,39.6,0,1,0,0,0,0.0
Robert Nelson,8989,CB,HST,3,5,,5.0,13,1,0.0,0,1,0,0,0,0.0
Sam Shields,5943,CB,GB,1,1,,1.0,12,0,39.6,0,1,0,0,0,0.0
Jayron Kearse,10878,S,MIN,2,2,,2.0,18,0,39.6,0,1,0,0,0,0.0
Rob Ninkovich,3080,ED,NE,6,8,,8.0,19,0,39.6,0,1,0,0,0,0.0
Marcus Sherels,6017,CB,MIN,1,2,,1.0,18,0,39.6,0,2,0,0,0,0.0
Deon Bush,10758,S,CHI,3,10,,10.0,6,0,39.6,0,1,0,0,0,0.0
Leodis McKelvin,4325,CB,PHI,5,10,,5.0,24,0,39.6,0,2,0,0,0,0.0
Daryl Worley,10711,CB,CAR,5,12,,6.0,5,0,39.6,0,2,0,0,0,0.0
Jonathan Meeks,7925,S,BUF,2,3,,3.0,4,0,39.6,0,1,0,0,0,0.0
James Bradberry,10696,CB,CAR,7,8,,8.0,5,0,39.6,0,1,0,0,0,0.0
Tracy Porter,4354,CB,CHI,7,9,,9.0,6,0,39.6,0,1,0,0,0,0.0
Mychal Kendricks,7049,LB,PHI,7,8,,8.0,24,0,39.6,0,1,0,0,0,0.0
Paul Worrilow,8141,LB,ATL,5,6,,6.0,2,0,39.6,0,1,0,0,0,0.0
Dre Kirkpatrick,7023,CB,CIN,6,12,,6.0,7,0,39.6,0,2,0,0,0,0.0
Ray-Ray Armstrong,8271,LB,SF,2,7,,7.0,28,1,0.0,0,1,0,0,0,0.0
Myles Jack,10670,LB,JAX,8,13,,13.0,15,0,39.6,0,1,0,0,0,0.0
Artie Burns,10659,CB,PIT,7,10,,5.0,25,0,39.6,0,2,0,0,0,0.0
Cameron Lynch,9911,LB,TB,1,3,,3.0,30,0,39.6,0,1,0,0,0,0.0
Andrew Adams,11240,S,NYG,12,46,,46.0,21,0,39.6,0,1,0,0,0,0.0
Cody Davis,8458,S,LA,3,4,,4.0,26,0,39.6,0,1,0,0,0,0.0
Greg Toler,5055,CB,WAS,2,5,,5.0,32,0,39.6,0,1,0,0,0,0.0
Ramik Wilson,9551,LB,KC,1,1,,1.0,16,0,39.6,0,1,0,0,0,0.0
Ha Ha Clinton-Dix,8656,S,GB,13,23,,11.5,12,1,0.0,0,2,0,0,0,0.0
Derrick Morgan,5541,ED,TEN,8,12,,12.0,31,0,39.6,0,1,0,0,0,0.0
P.J. Williams,9511,CB,NO,1,2,,1.0,20,0,39.6,0,2,0,0,0,0.0
Jordan Richards,9497,S,NE,1,2,,2.0,19,0,39.6,0,1,0,0,0,0.0
Shane Ray,9456,ED,DEN,4,6,,6.0,10,0,39.6,0,1,0,0,0,0.0
Shareece Wright,6241,CB,BLT,5,11,,11.0,3,0,39.6,0,1,0,0,0,0.0
Deji Olatoye,9061,CB,ATL,2,7,,3.5,2,0,39.6,0,2,0,0,0,0.0
Prince Amukamara,6171,CB,JAX,9,29,,14.5,15,0,39.6,0,2,0,0,0,0.0
Telvin Smith Sr.,8779,LB,JAX,15,47,47.0,15.7,15,0,66.0,1,3,0,26,22,0.55
Rodney McLeod,7271,S,PHI,12,27,27.0,27.0,24,0,79.2,1,1,0,0,0,0.0
Derrick Johnson,2232,LB,KC,10,26,26.0,8.7,16,0,42.4,1,3,0,9,11,0.35
Vontae Davis,4948,CB,IND,11,23,23.0,5.8,14,0,39.6,1,4,0,6,1,0.26
Johnathan Joseph,2969,CB,HST,10,22,22.0,7.3,13,0,61.8,1,3,0,23,10,1.05
Justin Coleman,9892,CB,NE,6,43,21.5,4.8,19,0,39.6,2,9,0,22,0,0.51
Brent Grimes,3589,CB,TB,10,21,21.0,10.5,30,0,56.3,1,2,0,3,5,0.14
D'Qwell Jackson,2979,LB,IND,11,41,20.5,13.7,14,0,84.0,2,3,0,19,11,0.46
Chris Lewis-Harris,7624,CB,BLT,3,20,20.0,5.0,3,1,0.0,1,4,0,8,0,0.4
Adrian Phillips,9177,S,SD,10,20,20.0,20.0,27,0,158.3,1,1,1,64,31,3.2
Josh Norman,7649,CB,WAS,13,40,20.0,13.3,32,0,79.9,2,3,0,16,19,0.4
Chad Greenway,2962,LB,MIN,7,20,20.0,20.0,18,0,116.7,1,1,0,12,7,0.6
Eddie Pleasant,7593,S,HST,12,40,20.0,8.0,13,0,47.9,2,5,0,11,2,0.28
Corey Graham,3784,S,BUF,15,79,19.8,19.8,4,0,158.3,4,4,1,60,56,0.76
Josh Johnson,8386,CB,JAX,4,59,19.7,8.4,15,0,50.9,3,7,0,22,24,0.37
Kevin Johnson,9449,CB,HST,4,38,19.0,9.5,13,0,61.5,2,4,0,17,5,0.45
Mackensie Alexander,10688,CB,MIN,3,19,19.0,19.0,18,0,118.8,1,1,1,1,0,0.05
Eric Weddle,3653,S,BLT,15,94,18.8,11.8,3,0,79.7,5,8,0,49,19,0.52
Steven Terrell,8450,S,SEA,7,18,18.0,6.0,29,0,42.4,1,3,0,7,-1,0.39
Robert Golden,7303,S,PIT,7,35,17.5,17.5,25,0,95.8,2,2,0,14,11,0.4
Tramaine Brock Sr.,5903,CB,SF,10,17,17.0,3.4,28,0,39.6,1,5,0,6,9,0.35
Rashad Johnson,5018,S,TEN,13,50,16.7,8.3,31,0,59.0,3,6,0,22,12,0.44
Tre Boston,8763,S,CAR,15,50,16.7,8.3,5,0,71.5,3,6,0,40,22,0.8
