player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Demar Dotson,5410,T,TB,5,100.0,0,30,69.2,70.0,70.7,3,11,229,100.0,100.0,96.9,6,14,0,377,0,0,0,377,250,250,0,377,127,0
Donovan Smith,9467,T,TB,5,100.0,0,30,66.2,60.9,74.2,5,20,229,100.0,100.0,93.7,5,27,2,377,0,0,377,377,250,250,0,0,127,0
Ali Marpet,9494,G,TB,5,100.0,1,30,70.6,77.4,64.9,2,6,229,100.0,100.0,97.8,2,9,1,377,0,0,0,377,250,250,377,0,127,0
Marshal Yanda,3702,G,BLT,5,100.0,0,3,79.2,90.4,71.9,0,4,229,100.0,100.0,99.1,4,4,0,371,0,3,0,371,247,247,335,32,124,0
Jeremy Zuttah,4397,C,BLT,5,100.0,0,3,66.5,68.0,63.5,1,13,228,100.0,100.0,95.6,2,17,3,370,370,0,0,370,246,246,0,0,124,0
Kevin Pamphile,8784,G,TB,5,100.0,0,30,57.7,62.2,52.9,4,7,218,100.0,100.0,97.5,0,11,0,363,0,363,0,363,237,237,0,0,126,0
Anthony Castonzo,6174,T,IND,5,100.0,0,14,82.8,83.1,72.5,3,4,234,100.0,100.0,97.2,1,10,3,361,0,0,361,361,256,256,0,0,105,0
Ryan Kelly,10652,C,IND,5,100.0,0,14,63.3,79.0,57.7,2,8,234,100.0,100.0,97.9,2,10,0,361,361,0,0,361,256,256,0,0,105,0
Jack Mewhort,8694,G,IND,5,100.0,0,14,74.1,84.1,66.2,0,7,232,100.0,100.0,98.5,1,7,0,359,0,359,0,359,254,254,0,0,105,0
Andrew Norwell,9126,G,CAR,5,100.0,0,5,71.6,81.9,64.9,0,8,199,100.0,100.0,98.0,2,8,0,357,0,357,0,357,220,220,0,0,137,0
