player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Julius Peppers,1010,ED,GB,14,1,-2.5,50.0,4.5,16.0,8.0,0,0,1,50.0,12,58.8,74.4,63.5,76.5,61.4,58.1,0,5,33.3,1,1,2,56.3,1,16,352,8,1,2,0,5,9,0.3,5.0
Dwight Freeney,1019,ED,ATL,13,0,,,0.3,,,0,0,0,,2,60.0,65.4,89.7,65.3,49.8,42.4,0,,100.0,1,0,1,0.0,0,1,301,2,0,0,0,0,0,0.0,
James Harrison,1251,ED,PIT,14,2,7.1,83.3,35.9,11.5,9.6,0,0,0,0.0,25,70.8,83.0,86.7,82.1,69.4,78.8,1,18,7.7,1,0,0,59.4,10,122,340,7,10,12,0,79,30,0.7,7.9
Terence Newman,1321,CB,MIN,13,2,13.4,50.9,99.0,14.3,7.3,0,1,9,17.0,18,82.9,82.0,86.1,53.9,70.2,68.2,1,24,9.1,3,7,4,60.7,27,413,417,8,28,53,1,225,29,0.6,8.3
Terrell Suggs,1326,ED,BLT,13,1,0.0,100.0,2.4,10.0,10.0,1,0,0,0.0,3,58.9,72.6,27.7,70.4,75.5,60.6,0,1,14.3,1,0,5,79.2,1,10,422,11,5,1,0,1,1,0.1,1.0
Robert Mathis,1447,ED,IND,12,0,6.8,100.0,8.4,7.0,7.0,0,0,0,0.0,14,49.9,52.1,88.7,57.7,43.5,46.0,0,14,0.0,0,0,0,101.0,4,28,332,4,2,4,0,33,6,1.2,8.3
Cullen Jenkins,1637,DI,WAS,13,0,,,1.2,,,0,0,0,,32,57.2,60.7,61.2,62.7,59.2,58.9,0,,0.0,0,0,1,0.0,0,2,162,0,1,0,0,0,0,0.0,
Larry Fitzgerald,1724,WR,ARZ,1,0,,,100.0,,,0,0,0,,1,60.0,60.0,62.9,,,,0,,,0,0,1,0.0,0,1,1,0,0,0,0,0,0,0.0,
DeAngelo Hall,1729,S,WAS,3,0,5.4,85.7,96.8,14.0,12.0,0,0,1,14.3,32,53.2,55.4,79.3,54.9,64.9,57.1,0,29,12.5,1,1,0,113.7,6,90,93,1,7,7,0,79,48,0.9,13.2
Vince Wilfork,1742,DI,HST,13,0,,,0.4,,,0,0,0,,13,59.5,55.7,57.6,58.7,55.9,76.5,0,,0.0,0,0,2,0.0,0,1,226,1,1,0,0,0,0,0.0,
