team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
OAK,23,13,525,12,85,525,89.8,102,5
GB,12,13,569,5,84,569,89.7,103,14
PIT,25,13,509,13,82,509,88.3,107,12
TEN,31,13,444,8,77,444,88.2,95,10
NO,20,13,559,21,90,559,88.1,122,11
CHI,6,13,484,19,76,484,87.5,108,13
DAL,9,13,438,13,78,438,87.1,102,11
KC,16,13,498,12,78,498,87.1,109,19
PHI,24,13,543,24,85,543,86.6,127,18
NE,19,13,496,22,90,496,86.3,124,12
WAS,32,13,516,21,101,516,86.2,132,10
BLT,3,13,581,20,116,581,86.2,148,12
JAX,15,13,582,22,113,582,85.8,150,15
ATL,2,13,492,30,72,492,85.4,123,21
CIN,7,13,523,11,93,523,85.3,129,25
NYG,21,13,503,20,105,503,85.2,137,12
TB,30,13,523,35,113,523,83.9,158,10
DET,11,13,520,14,124,520,83.7,154,16
CAR,5,13,485,22,108,485,83.1,147,17
NYJ,22,13,502,24,107,502,83.0,151,20
CLV,8,13,538,27,112,538,82.8,162,23
LA,26,13,493,21,110,493,82.7,151,20
MIN,18,13,497,36,93,497,82.6,151,22
BUF,4,13,459,15,120,459,82.2,149,14
HST,13,13,496,26,122,496,81.5,166,18
MIA,17,13,439,28,100,439,81.1,147,19
DEN,10,13,513,23,136,513,80.6,179,20
ARZ,1,13,578,43,133,578,80.4,201,25
SF,28,13,483,16,140,483,79.9,175,19
SEA,29,13,522,31,145,522,79.7,194,18
IND,14,13,562,33,161,562,78.3,219,25
SD,27,13,505,31,142,505,77.7,199,26
