player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Anthony Castonzo,6174,T,IND,8,0,14,75.0,4,21,366,100.0,100.0,95.2,2,30,5,399,399,68.9,4,14,190,100.0,100.0,93.2,22,4,206,206
Ryan Kelly,10652,C,IND,8,0,14,80.7,2,12,366,100.0,100.0,98.1,1,14,0,399,399,80.1,2,7,190,100.0,100.0,97.6,9,0,206,206
D.J. Humphries,9457,T,ARZ,8,1,1,61.3,3,17,353,100.0,100.0,95.2,3,27,7,380,380,52.3,3,11,162,100.0,100.0,92.0,20,6,179,179
A.Q. Shipley,5150,C,ARZ,8,1,1,77.9,3,3,353,100.0,100.0,98.6,1,8,2,380,380,76.4,1,2,162,100.0,100.0,97.8,5,2,179,179
Rodney Hudson,6207,C,OAK,8,0,23,83.6,0,7,340,100.0,100.0,99.0,1,7,0,372,372,78.4,0,4,139,100.0,100.0,98.6,4,0,150,150
Gabe Jackson,8716,G,OAK,8,2,23,71.1,3,14,339,100.0,100.0,97.5,2,17,0,371,371,65.4,3,8,139,100.0,100.0,96.0,11,0,150,150
Donald Penn,3459,T,OAK,8,1,23,83.6,2,13,338,99.7,99.7,97.8,5,15,0,370,371,72.7,2,11,139,100.0,100.0,95.3,13,0,150,150
Kelechi Osemele,7062,G,OAK,8,0,23,78.8,1,5,338,100.0,100.0,99.1,3,6,0,370,370,72.6,1,3,138,100.0,100.0,98.6,4,0,149,149
Jared Veldheer,5594,T,ARZ,8,2,1,78.0,3,17,338,100.0,100.0,96.7,3,21,1,364,364,79.0,1,10,153,100.0,100.0,96.4,11,0,170,170
Trent Williams,5529,T,WAS,8,0,32,90.1,0,8,332,100.0,100.0,98.2,1,10,2,358,358,88.7,0,6,156,100.0,100.0,98.1,6,0,168,168
John Greco,4379,G,CLV,8,1,8,75.5,5,10,335,100.0,100.0,97.2,2,17,2,357,357,70.6,3,7,159,100.0,100.0,96.2,11,1,169,169
