player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Travis Frederick,7812,C,DAL,13,0,9,69.2,100.0,150,36.6,150,84.7,3,100.0,410,410,84.3,100.0,223,54.4,223
Zack Martin,8651,G,DAL,13,0,9,72.4,100.0,150,36.6,150,87.2,1,100.0,410,410,87.2,100.0,223,54.4,223
Doug Free,3738,T,DAL,13,0,9,57.1,100.0,150,36.6,150,63.9,2,100.0,410,410,64.2,100.0,223,54.4,223
Jason Witten,1384,TE,DAL,13,0,9,61.7,100.0,149,36.8,149,65.0,1,100.0,405,405,61.8,100.0,219,54.1,219
Jack Conklin,10642,T,TEN,13,0,31,68.1,100.0,192,50.4,192,74.4,0,100.0,381,381,75.2,100.0,163,42.8,163
Ben Jones,7099,C,TEN,13,0,31,66.5,100.0,190,50.0,190,66.0,2,100.0,380,380,66.3,100.0,164,43.2,164
Dak Prescott,10769,QB,DAL,13,0,9,60.0,99.3,149,39.4,150,60.0,0,93.3,378,405,60.0,95.9,211,55.8,220
Donovan Smith,9467,T,TB,13,0,30,66.8,100.0,161,43.0,161,69.5,3,100.0,374,374,65.8,100.0,161,43.0,161
Greg Mancz,10019,C,HST,13,0,13,67.7,100.0,128,34.2,128,72.6,2,100.0,374,374,71.6,100.0,206,55.1,206
Ali Marpet,9494,G,TB,13,0,30,67.8,100.0,161,43.0,161,77.9,2,100.0,374,374,82.4,100.0,161,43.0,161
Andrew Norwell,9126,G,CAR,13,0,5,70.9,100.0,216,58.7,216,68.6,0,100.0,368,368,58.6,100.0,91,24.7,91
Mike Remmers,7431,T,CAR,13,0,5,77.9,100.0,216,58.9,216,69.1,2,100.0,367,367,51.7,100.0,90,24.5,90
Joe Thuney,10712,G,NE,13,0,19,70.6,100.0,181,49.3,181,63.4,1,100.0,367,367,53.2,100.0,130,35.4,130
Trai Turner,8727,G,CAR,13,0,5,63.2,100.0,216,59.0,216,65.9,2,100.0,366,366,65.5,100.0,89,24.3,89
David Andrews,9948,C,NE,13,0,19,70.9,100.0,181,49.7,181,64.8,2,100.0,364,364,50.5,100.0,128,35.2,128
Chris Clark,4623,T,HST,13,0,13,61.0,100.0,127,35.1,127,65.2,3,100.0,362,362,64.3,100.0,195,53.9,195
Greg Olsen,3647,TE,CAR,13,0,5,61.8,100.0,209,58.1,209,58.9,0,100.0,360,360,64.4,100.0,90,25.0,90
DeAndre Hopkins,7808,WR,HST,13,0,13,62.9,100.0,125,34.7,125,78.1,1,100.0,360,360,75.8,100.0,197,54.7,197
Brock Osweiler,7059,QB,HST,13,0,13,60.0,100.0,128,35.6,128,60.3,0,96.3,360,374,60.3,100.0,206,57.2,206
Gabe Jackson,8716,G,OAK,13,0,23,62.7,100.0,183,52.1,183,66.3,4,100.0,351,351,60.8,100.0,123,35.0,123
Donald Penn,3459,T,OAK,13,0,23,90.9,100.0,182,52.0,182,90.2,0,100.0,350,350,76.3,100.0,123,35.1,123
Rodney Hudson,6207,C,OAK,13,1,23,80.9,100.0,183,52.3,183,81.8,1,100.0,350,350,79.5,100.0,123,35.1,123
Taylor Lewan,8646,T,TEN,13,0,31,87.1,100.0,173,49.6,173,87.9,2,100.0,349,349,77.3,100.0,154,44.1,154
Xavier Su'a-Filo,8668,G,HST,13,0,13,54.2,100.0,120,34.4,120,69.0,1,100.0,349,349,71.2,100.0,192,55.0,192
Jameis Winston,9434,QB,TB,13,0,30,60.0,98.7,156,44.8,158,60.0,0,93.8,348,371,60.0,99.4,160,46.0,161
Kevin Zeitler,7032,G,CIN,13,0,7,71.2,100.0,155,45.1,155,77.1,1,100.0,344,344,76.4,100.0,167,48.5,167
Marcus Mariota,9435,QB,TEN,13,0,31,60.0,95.2,178,52.4,187,60.0,0,90.7,340,375,60.0,92.6,151,44.4,163
John Miller,9514,G,BUF,13,0,4,62.2,100.0,195,57.4,195,66.6,0,100.0,340,340,77.3,100.0,112,32.9,112
Richie Incognito,2298,G,BUF,13,0,4,67.2,100.0,195,57.4,195,65.3,2,100.0,340,340,62.8,100.0,112,32.9,112
David DeCastro,7640,G,PIT,13,0,25,87.6,100.0,188,55.6,188,86.2,5,100.0,338,338,75.2,100.0,102,30.2,102
Zane Beadles,5570,G,SF,13,0,28,76.1,100.0,87,25.7,87,63.5,0,100.0,338,338,57.0,100.0,245,72.5,245
Alejandro Villanueva,9091,T,PIT,13,2,25,62.1,100.0,188,55.6,188,63.8,4,100.0,338,338,65.1,100.0,102,30.2,102
Trent Brown,9677,T,SF,13,0,28,66.2,100.0,87,25.7,87,55.7,1,100.0,338,338,53.3,100.0,245,72.5,245
Matt Slauson,5117,C,SD,13,0,27,67.5,100.0,147,43.5,147,70.2,0,100.0,338,338,67.1,100.0,149,44.1,149
Jason Kelce,6343,C,PHI,13,0,24,66.0,100.0,148,43.9,148,69.6,4,100.0,337,337,67.7,100.0,157,46.6,157
Demar Dotson,5410,T,TB,12,0,30,63.1,100.0,149,44.2,149,77.5,0,100.0,337,337,79.0,100.0,140,41.5,140
Russell Bodine,8746,C,CIN,13,0,7,64.1,100.0,152,45.4,152,76.1,0,100.0,335,335,80.6,100.0,161,48.1,161
Josh Kline,8230,G,TEN,11,0,31,64.5,100.0,172,51.3,172,66.9,0,100.0,335,335,61.4,100.0,142,42.4,142
Andrew Whitworth,3000,T,CIN,13,0,7,67.0,100.0,148,44.4,148,69.1,2,100.0,333,333,61.7,100.0,163,48.9,163
Clint Boling,6253,G,CIN,13,0,7,67.1,100.0,150,45.0,150,59.2,0,100.0,333,333,58.0,100.0,165,49.5,165
Nate Solder,6169,T,NE,12,0,19,72.2,100.0,164,49.5,164,74.1,1,100.0,331,331,66.3,100.0,117,35.3,117
Marcus Cannon,6290,T,NE,12,0,19,92.2,100.0,165,50.0,165,84.5,1,100.0,330,330,63.7,100.0,114,34.5,114
Jordan Mills,7945,T,BUF,13,0,4,65.1,100.0,189,57.3,189,61.0,2,100.0,330,330,55.4,100.0,109,33.0,109
A.Q. Shipley,5150,C,ARZ,13,0,1,64.0,100.0,188,57.0,188,72.2,2,100.0,330,330,73.5,100.0,109,33.0,109
Michael Schofield III,8730,G,DEN,13,1,10,62.7,100.0,54,16.5,54,67.5,2,100.0,328,328,64.5,100.0,234,71.3,234
Tyron Smith,6161,T,DAL,11,0,9,65.2,100.0,127,38.7,127,79.2,2,100.0,328,328,74.0,100.0,173,52.7,173
Max Garcia,9566,G,DEN,13,0,10,71.4,100.0,54,16.5,54,69.5,2,100.0,328,328,66.2,100.0,234,71.3,234
Matt Paradis,8841,C,DEN,13,0,10,68.1,100.0,54,16.5,54,89.3,3,100.0,328,328,87.4,100.0,234,71.3,234
Philip Rivers,1725,QB,SD,13,1,27,60.0,100.0,146,44.6,146,60.0,1,98.2,327,333,60.0,100.0,148,45.3,148
Derek Carr,8671,QB,OAK,13,0,23,60.0,99.4,179,54.7,180,60.0,0,94.2,327,347,60.0,96.7,119,36.4,123
Ryan Schraeder,8496,T,ATL,13,0,2,68.2,100.0,64,19.7,64,81.9,2,100.0,325,325,89.8,100.0,228,70.2,228
Andy Levitre,4974,G,ATL,13,0,2,79.6,100.0,64,19.7,64,85.0,1,100.0,325,325,82.8,100.0,228,70.2,228
Chris Chester,3001,G,ATL,13,0,2,59.6,100.0,64,19.7,64,64.8,0,100.0,325,325,59.0,100.0,228,70.2,228
Russell Okung,5531,T,DEN,13,2,10,70.6,100.0,54,16.6,54,74.4,3,100.0,325,325,67.6,100.0,231,71.1,231
Maurkice Pouncey,5543,C,PIT,13,0,25,60.3,100.0,183,56.5,183,74.0,1,100.0,324,324,73.7,100.0,98,30.2,98
Joe Hawley,5641,C,TB,12,0,30,57.6,100.0,131,40.6,131,67.0,3,100.0,323,323,74.3,100.0,146,45.2,146
D.J. Humphries,9457,T,ARZ,13,0,1,74.2,100.0,188,58.2,188,75.6,0,100.0,323,323,75.2,100.0,103,31.9,103
Shaq Mason,9564,G,NE,13,0,19,82.6,100.0,161,50.0,161,77.8,2,100.0,322,322,61.6,100.0,113,35.1,113
Andy Dalton,6187,QB,CIN,13,0,7,60.2,99.4,153,47.5,154,60.2,0,94.2,322,342,60.1,95.2,158,49.1,166
Kelechi Osemele,7062,G,OAK,12,0,23,82.9,100.0,164,51.1,164,85.7,1,100.0,321,321,79.3,100.0,114,35.5,114
D.J. Fluker,7792,G,SD,13,0,27,63.3,100.0,139,43.3,139,62.6,2,100.0,321,321,62.8,100.0,140,43.6,140
Jahri Evans,3053,G,NO,13,0,20,57.4,100.0,133,41.6,133,59.6,1,100.0,320,320,59.4,100.0,130,40.6,130
Zach Strief,3155,T,NO,13,0,20,58.8,100.0,134,41.9,134,70.1,1,100.0,320,320,75.3,100.0,130,40.6,130
Jeff Allen,7642,G,HST,12,0,13,53.6,100.0,107,33.5,107,47.8,3,100.0,319,319,48.4,100.0,181,56.7,181
Jason Peters,2148,T,PHI,13,0,24,73.3,100.0,138,43.5,138,71.3,1,100.0,317,317,69.3,100.0,150,47.3,150
Ron Leary,7338,G,DAL,11,0,9,67.0,100.0,115,36.3,115,74.6,1,100.0,317,317,72.6,100.0,172,54.3,172
Brandon Scherff,9438,G,WAS,13,0,32,73.8,100.0,149,47.2,149,79.8,2,100.0,316,316,78.9,100.0,143,45.3,143
Antonio Brown,5718,WR,PIT,13,0,25,65.1,100.0,177,56.5,177,65.6,0,99.1,313,316,64.2,100.0,99,31.6,99
Alex Mack,4944,C,ATL,13,0,2,72.3,100.0,62,19.8,62,88.5,2,100.0,313,313,89.1,100.0,220,70.3,220
Daniel Kilgore,6315,C,SF,13,0,28,68.7,100.0,86,27.6,86,68.5,0,100.0,312,312,66.7,100.0,220,70.5,220
Joe Barksdale,6244,T,SD,12,0,27,64.9,100.0,138,44.2,138,53.1,0,100.0,312,312,44.0,100.0,142,45.5,142
Carson Wentz,10636,QB,PHI,13,0,24,60.0,98.0,145,46.5,148,60.0,0,92.9,312,336,60.0,93.6,147,47.1,157
Jesse James,9593,TE,PIT,13,0,25,72.3,100.0,176,56.8,176,68.7,3,100.0,310,310,54.7,100.0,92,29.7,92
Kevin Pamphile,8784,G,TB,11,0,30,48.9,100.0,129,41.6,129,49.4,1,100.0,310,310,55.1,100.0,135,43.5,135
Drew Brees,802,QB,NO,13,0,20,60.0,100.0,135,43.7,135,60.0,0,95.4,309,324,60.0,98.5,130,42.1,132
Jermon Bushrod,3741,G,MIA,13,0,17,43.6,100.0,48,15.5,48,52.0,2,100.0,309,309,55.9,100.0,246,79.6,246
Joe Staley,3644,T,SF,12,0,28,86.0,100.0,86,27.9,86,78.1,1,100.0,308,308,73.1,100.0,216,70.1,216
Orlando Franklin,6198,G,SD,13,0,27,58.6,100.0,137,44.6,137,63.2,0,100.0,307,307,59.2,100.0,138,45.0,138
Max Unger,4972,C,NO,12,0,20,61.4,100.0,129,42.2,129,66.9,0,100.0,306,306,71.0,100.0,124,40.5,124
Eric Fisher,7783,T,KC,13,0,16,80.9,100.0,137,44.9,137,77.3,2,100.0,305,305,60.0,100.0,125,41.0,125
Mitch Morse,9482,C,KC,13,0,16,62.7,100.0,137,44.9,137,70.4,1,100.0,305,305,73.5,100.0,125,41.0,125
Mitchell Schwartz,7041,T,KC,13,0,16,57.3,100.0,137,44.9,137,66.5,0,100.0,305,305,71.2,100.0,125,41.0,125
Morgan Moses,8701,T,WAS,13,0,32,69.0,100.0,146,47.9,146,72.9,0,100.0,305,305,70.7,100.0,136,44.6,136
Ja'Wuan James,8654,T,MIA,13,0,17,71.0,100.0,48,15.8,48,81.6,2,100.0,303,303,85.0,100.0,240,79.2,240
