team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
GB,12,7,307,2,37,307,91.0,47,8
NO,20,7,317,9,41,317,89.9,57,7
OAK,23,8,340,7,59,340,89.7,68,2
TEN,31,8,277,6,47,277,87.9,60,7
PHI,24,7,250,9,34,250,87.8,52,9
KC,16,7,283,8,39,283,87.5,59,12
NYG,21,7,282,8,49,282,87.4,64,7
CHI,6,8,308,14,51,308,87.2,72,7
WAS,32,8,333,12,59,333,87.2,78,7
JAX,15,7,324,6,64,324,86.7,78,8
DAL,9,7,242,8,45,242,86.6,59,6
CAR,5,7,276,12,50,276,85.9,70,8
ATL,2,8,309,16,43,309,85.9,73,14
PIT,25,7,286,9,53,286,85.7,72,10
CLV,8,8,335,19,63,335,85.1,91,9
LA,26,7,260,7,55,260,85.0,70,8
CIN,7,8,328,8,62,328,84.8,85,15
NE,19,8,283,17,54,283,83.9,81,10
ARZ,1,8,353,16,62,353,83.6,97,19
NYJ,22,8,316,13,65,316,83.5,91,13
TB,30,7,298,23,65,298,83.2,94,6
DET,11,8,316,8,75,316,83.1,95,12
DEN,10,8,302,14,66,302,83.1,91,11
BLT,3,7,324,18,72,324,83.0,100,10
SEA,29,7,277,21,64,277,82.9,90,5
HST,13,8,318,18,70,318,82.4,100,12
BUF,4,8,279,13,71,279,82.4,91,7
MIA,17,7,239,14,52,239,80.8,79,13
MIN,18,7,258,24,49,258,80.4,87,14
SD,27,8,318,17,76,318,80.3,109,16
SF,28,7,257,8,76,257,79.4,95,11
IND,14,8,366,14,111,366,76.9,147,22
