player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Julius Peppers,1010,ED,GB,9,0,-2.5,50.0,3.5,7.0,3.5,0,0,1,50.0,12,57.3,70.1,64.6,75.7,52.9,31.9,0,5,,0,1,1,56.3,1,7,198,3,0,2,0,5,9,0.7,5.0
Dwight Freeney,1019,ED,ATL,9,0,,,0.5,,,0,0,0,,2,60.0,65.0,88.1,65.8,45.1,52.7,0,,100.0,1,0,0,0.0,0,1,205,2,0,0,0,0,0,0.0,
James Harrison,1251,ED,PIT,9,1,8.4,80.0,30.6,14.8,11.8,0,0,0,0.0,25,76.5,88.3,84.3,81.7,75.3,83.0,1,9,0.0,0,0,0,52.9,4,60,196,3,5,5,0,31,11,0.5,7.8
Terence Newman,1321,CB,MIN,9,2,13.4,50.0,98.8,13.6,6.8,0,1,8,18.2,18,81.8,82.2,85.4,53.9,76.4,68.5,1,24,8.0,2,6,3,59.3,22,320,324,5,21,44,1,184,22,0.6,8.4
Terrell Suggs,1326,ED,BLT,8,1,0.0,100.0,2.5,6.0,6.0,1,0,0,0.0,3,59.4,71.9,12.1,69.3,79.7,73.2,0,1,16.7,1,0,4,79.2,1,6,238,8,4,1,0,1,1,0.2,1.0
Robert Mathis,1447,ED,IND,9,0,7.0,100.0,8.2,7.3,7.3,0,0,0,0.0,14,46.3,51.6,87.8,56.8,46.7,49.3,0,14,0.0,0,0,0,105.6,3,22,268,2,2,3,0,28,7,1.3,9.3
Cullen Jenkins,1637,DI,WAS,8,0,,,2.2,,,0,0,0,,32,57.2,53.2,46.5,61.7,51.9,51.9,0,,0.0,0,0,1,0.0,0,2,91,0,1,0,0,0,0,0.0,
DeAngelo Hall,1729,S,WAS,3,0,5.4,85.7,96.8,14.0,12.0,0,0,1,14.3,32,53.2,55.4,79.3,54.9,64.9,57.1,0,29,12.5,1,1,0,113.7,6,90,93,1,7,7,0,79,48,0.9,13.2
Karlos Dansby,1754,LB,CIN,9,2,5.5,83.3,86.7,7.0,5.9,1,0,1,2.8,7,41.5,50.9,46.6,52.7,70.5,51.9,0,44,15.6,5,1,2,126.3,30,222,256,11,25,36,2,355,202,1.7,11.8
Daryl Smith,1760,LB,TB,9,0,8.3,85.7,70.5,16.8,14.4,0,0,0,0.0,30,53.7,53.7,83.3,55.3,54.6,53.4,1,33,16.7,1,0,0,79.2,6,110,156,0,5,7,0,114,73,1.1,19.0
Mike Adams,1972,S,IND,8,1,5.5,70.6,94.8,25.4,17.9,0,0,0,0.0,14,60.2,66.0,87.1,62.1,75.9,85.0,0,34,0.0,0,0,0,111.2,12,330,348,3,19,17,1,125,61,0.4,10.4
Adam Jones,2223,CB,CIN,9,2,11.4,62.5,100.0,14.0,8.7,1,0,2,5.0,7,60.4,60.8,55.2,,63.7,51.1,1,41,16.7,5,2,4,90.3,25,370,370,3,23,40,2,287,97,0.8,11.5
DeMarcus Ware,2228,ED,DEN,5,0,,,2.0,,,1,0,0,,10,60.5,68.3,42.6,72.1,55.1,51.7,0,,,0,0,1,0.0,0,2,98,2,0,0,0,0,0,0.0,
Thomas Davis Sr.,2231,LB,CAR,9,2,4.4,73.9,82.9,8.6,6.3,0,0,0,0.0,5,52.8,65.9,53.2,90.4,68.3,69.0,2,42,9.1,3,0,1,95.8,34,305,368,9,28,46,3,315,214,1.1,9.3
Derrick Johnson,2232,LB,KC,9,5,2.5,80.0,92.6,13.8,11.0,0,0,2,6.7,16,82.6,71.6,87.3,53.5,51.4,52.5,1,30,14.3,4,2,0,90.7,24,348,376,9,19,30,1,193,155,0.6,8.0
Jonathan Babineaux,2276,DI,ATL,10,0,,,4.8,,,0,0,0,,2,52.0,50.2,84.5,54.4,53.0,27.5,0,,50.0,1,0,0,0.0,0,9,187,0,1,0,0,0,0,0.0,
Trent Cole,2363,ED,IND,2,0,0.0,100.0,4.7,2.0,2.0,0,0,0,0.0,14,46.9,57.0,80.0,61.6,58.8,24.1,0,8,,0,0,0,100.0,1,2,43,0,0,1,0,8,8,4.0,8.0
Lorenzo Alexander,2476,ED,BUF,9,1,1.2,100.0,16.7,7.6,7.6,0,1,0,0.0,4,50.5,80.0,64.8,83.9,69.5,64.9,0,19,20.0,1,0,2,104.2,5,41,246,12,3,5,0,45,39,1.2,9.0
Ahmad Brooks,2945,ED,SF,9,0,8.3,85.7,22.3,10.3,8.9,2,1,1,14.3,28,61.4,53.0,31.9,56.6,54.3,43.4,0,31,37.5,3,1,4,118.8,6,63,283,5,5,7,0,92,58,1.5,15.3
Mario Williams,2946,ED,MIA,9,0,0.0,100.0,4.5,8.0,8.0,0,0,0,0.0,17,64.3,71.8,89.2,62.0,70.8,42.4,0,0,100.0,1,0,0,79.2,1,9,198,1,0,1,0,0,0,0.0,0.0
Donte Whitner,2953,S,WAS,5,1,4.8,76.5,97.0,11.4,8.7,0,0,1,5.9,32,57.8,61.1,81.8,54.1,68.0,76.9,0,22,6.7,1,0,0,97.2,13,160,165,1,13,17,0,128,93,0.9,9.8
Haloti Ngata,2957,DI,DET,6,1,9.0,100.0,1.3,1.0,1.0,0,0,0,0.0,11,58.6,59.0,58.6,58.1,62.2,72.9,0,8,0.0,0,0,1,139.6,1,2,159,2,1,1,1,8,0,8.0,8.0
Chad Greenway,2962,LB,MIN,8,1,3.8,64.7,89.5,8.7,5.6,0,0,0,0.0,18,30.2,48.7,80.2,45.9,71.7,37.0,1,27,33.3,3,0,0,77.3,11,102,114,2,5,17,1,107,86,1.1,9.7
Antonio Cromartie,2964,CB,IND,4,0,9.1,66.7,100.0,9.1,6.1,1,1,1,4.8,14,52.0,52.7,82.7,,55.6,68.0,0,44,0.0,0,1,5,107.8,14,138,138,1,13,21,1,173,78,1.4,12.4
Tamba Hali,2965,ED,KC,9,1,,,8.3,,,2,0,0,,16,71.6,73.9,26.9,70.5,73.9,81.5,0,,42.9,3,0,3,0.0,0,20,242,2,3,0,0,0,0,0.0,
