player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Shane Lechler,673,P,HST,5,24,24,4.41,37.92,49.71,15.5,0,0,1,2,13,63.7,9,62,2,0,70.8,263,17,24,105.72,910,1,1193
Andy Lee,1906,P,CAR,5,21,21,4.54,41.14,49.76,15.1,0,0,6,4,5,71.7,10,76,0,0,38.1,121,8,21,95.43,864,3,1045
Donnie Jones,1939,P,PHI,4,17,17,4.45,36.82,44.35,34.0,0,0,5,7,24,67.8,6,72,0,0,11.8,68,2,17,75.68,626,3,754
Dustin Colquitt,2316,P,KC,4,21,21,4.49,39.76,43.38,4.5,0,0,4,6,16,63.5,9,58,1,0,38.1,36,8,21,94.28,835,2,911
Sam Koch,3148,P,BLT,5,26,26,4.2,35.81,47.5,18.9,0,0,2,3,3,74.6,6,68,5,0,53.8,264,14,26,109.08,931,2,1235
Jon Ryan,3493,P,SEA,4,20,20,4.31,39.0,43.35,9.6,0,0,3,7,29,61.2,8,57,1,0,35.0,67,7,20,86.12,780,1,867
Brett Kern,4580,P,TEN,5,24,24,4.41,34.42,46.5,19.2,0,0,2,6,31,77.2,9,71,1,0,54.2,250,13,24,105.9,826,2,1116
Kevin Huber,5066,P,CIN,5,26,26,4.23,39.69,44.69,6.9,0,0,3,5,7,61.6,11,58,3,0,50.0,90,13,26,109.98,1032,2,1162
Thomas Morstead,5088,P,NO,4,16,16,4.54,43.88,51.06,9.2,0,0,4,0,20,78.8,7,66,3,0,37.5,55,6,16,72.63,702,3,817
Pat McAfee,5146,P,IND,5,17,17,4.34,44.94,51.82,6.2,0,0,2,1,14,86.3,8,74,4,0,35.3,37,6,17,73.7,764,4,881
Britton Colquitt,5192,P,CLV,5,22,22,4.44,40.73,46.45,11.8,0,0,3,7,8,71.6,5,59,2,0,40.9,106,9,22,97.62,896,1,1022
Matt Bosher,6344,P,ATL,5,16,16,4.55,44.06,47.38,8.3,0,0,2,8,2,76.0,10,68,0,0,25.0,33,4,16,72.74,705,1,758
Chris Jones,6798,P,DAL,5,15,15,4.71,40.47,49.13,12.9,0,0,1,3,9,82.3,6,63,2,0,46.7,90,7,15,70.67,607,2,737
Bryan Anger,7072,P,TB,5,27,27,4.78,43.41,47.07,7.4,0,0,1,14,30,82.4,12,59,1,0,29.6,59,8,27,128.93,1172,2,1271
Brad Nortman,7192,P,JAX,4,17,17,4.61,43.71,48.35,9.8,0,0,6,3,15,70.2,7,78,1,0,23.5,39,4,17,78.29,743,2,822
Johnny Hekker,7252,P,LA,5,29,29,4.35,43.17,45.17,6.4,0,0,1,16,26,74.4,19,64,3,0,31.0,58,9,29,126.09,1252,0,1310
Drew Butler,7302,P,ARZ,3,15,15,4.51,33.67,40.33,11.1,0,0,1,4,1,52.1,6,50,1,0,60.0,100,9,15,67.62,505,0,605
Marquette King,7410,P,OAK,5,26,26,4.45,41.46,49.58,15.1,0,0,3,4,23,89.9,12,72,6,1,38.5,151,10,26,115.6,1078,3,1289
Ryan Quigley,7573,P,ARZ,2,13,13,4.92,37.23,42.38,11.8,0,0,2,6,1,73.4,8,55,0,0,30.8,47,4,13,64.0,484,1,551
Jeff Locke,7937,P,MIN,5,28,28,4.4,39.89,43.57,9.0,0,0,6,12,18,63.5,13,62,0,0,25.0,63,7,28,123.13,1117,2,1220
Sam Martin,7947,P,DET,5,19,19,4.56,46.58,50.05,5.1,0,0,2,6,11,75.4,12,63,1,0,47.4,46,9,19,86.58,885,1,951
Colton Schmidt,8104,P,BUF,5,25,25,4.35,40.36,41.92,2.1,0,0,3,4,4,60.7,10,58,8,0,36.0,19,9,25,108.73,1009,1,1048
Ryan Allen,8242,P,NE,5,24,24,4.23,42.46,44.58,6.4,0,0,6,9,19,61.7,15,57,2,0,33.3,51,8,24,101.5,1019,0,1070
Brad Wing,8256,P,NYG,5,22,22,4.25,37.86,46.82,13.0,0,0,4,3,21,61.7,8,63,1,0,40.9,117,9,22,93.56,833,4,1030
Tress Way,8358,P,WAS,5,14,14,4.41,36.5,42.29,8.2,0,0,3,1,32,69.3,7,61,3,0,35.7,41,5,14,61.78,511,2,592
Pat O'Donnell,8826,P,CHI,5,21,21,4.62,33.43,42.57,21.7,0,0,1,10,6,74.0,5,51,1,0,33.3,152,7,21,97.0,702,2,894
Chandler Catanzaro,9140,K,ARZ,1,2,2,3.61,33.0,33.0,,0,0,1,0,1,58.8,0,47,1,0,0.0,0,0,2,7.21,66,0,66
Jacob Schum,9373,P,GB,4,15,15,4.35,38.0,40.4,9.0,0,0,1,5,12,60.6,2,56,5,0,26.7,36,4,15,65.27,570,0,606
Bradley Pinion,9598,P,SF,5,32,32,4.59,40.47,46.91,11.6,0,0,3,11,28,75.0,9,65,1,0,50.0,186,16,32,146.93,1295,1,1501
Matt Darr,9812,P,MIA,5,30,30,4.45,43.5,48.7,8.3,0,1,1,11,17,78.9,13,66,2,1,46.7,116,14,30,133.63,1305,2,1461
Jordan Berry,10236,P,PIT,5,21,21,4.46,43.19,47.57,9.0,0,0,2,6,25,74.3,13,63,4,0,38.1,72,8,21,93.63,907,1,999
Drew Kaser,10813,P,SD,5,17,17,4.22,35.76,39.06,6.2,0,0,1,4,27,49.8,4,56,3,0,52.9,56,9,17,71.78,608,0,664
Riley Dixon,10862,P,DEN,5,23,23,4.41,42.13,47.35,7.5,0,0,5,6,10,66.4,8,62,1,0,34.8,60,8,23,101.41,969,3,1089
Lachlan Edwards,10869,P,NYJ,5,18,18,4.54,34.83,43.56,13.0,0,0,2,4,22,54.3,6,54,1,0,50.0,117,9,18,81.73,627,2,784
