player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
A.Q. Shipley,5150,C,ARZ,15,1,1,76.1,7,11,648,100.0,100.0,98.3,1,20,2,703,703,71.7,4,6,279,100.0,100.0,97.5,12,2,309,309
A.J. Cann,9500,G,JAX,15,1,15,75.6,5,21,656,100.0,100.0,97.4,4,30,4,702,702,70.8,3,16,300,100.0,100.0,95.5,23,4,332,332
Jermey Parnell,5426,T,JAX,15,0,15,72.9,4,28,656,100.0,100.0,97.0,4,36,4,702,702,68.2,4,17,300,100.0,100.0,95.2,25,4,332,332
Jeremy Zuttah,4397,C,BLT,15,0,3,78.1,1,23,649,100.0,100.0,97.7,2,27,3,699,699,68.0,0,17,293,100.0,100.0,96.4,19,2,313,313
Lane Taylor,8365,G,GB,15,0,12,75.1,2,29,650,100.0,100.0,97.5,1,32,1,692,692,67.4,2,22,275,100.0,100.0,95.3,25,1,298,298
Bryan Bulaga,5548,T,GB,15,0,12,84.0,2,24,635,100.0,100.0,97.3,1,30,4,678,678,79.9,1,17,270,100.0,100.0,95.6,21,3,293,293
Jahri Evans,3053,G,NO,15,1,20,77.4,3,20,637,100.0,100.0,98.0,3,24,1,677,677,63.7,3,12,244,100.0,100.0,96.5,16,1,268,268
Anthony Castonzo,6174,T,IND,15,0,14,77.3,8,36,622,100.0,100.0,95.7,3,49,5,669,669,72.5,7,24,328,100.0,100.0,94.1,35,4,352,352
David Bakhtiari,7891,T,GB,15,2,12,94.0,0,14,626,100.0,100.0,98.2,3,18,4,668,668,90.8,0,10,269,100.0,100.0,97.0,13,3,292,292
Zach Strief,3155,T,NO,15,2,20,77.2,6,19,625,100.0,100.0,97.7,2,27,2,664,664,65.1,4,15,240,100.0,100.0,95.2,21,2,263,263
Donovan Smith,9467,T,TB,15,0,30,62.1,13,39,603,100.0,100.0,95.2,5,55,3,661,661,56.4,9,31,299,100.0,100.0,92.6,42,2,324,324
Ali Marpet,9494,G,TB,15,2,30,78.5,3,20,603,100.0,100.0,97.8,4,25,2,661,661,76.8,2,12,299,100.0,100.0,97.3,15,1,324,324
Taylor Decker,10650,T,DET,15,2,11,80.3,4,33,612,100.0,100.0,96.2,4,42,5,658,658,75.3,2,23,275,100.0,100.0,94.4,28,3,300,300
Jason Kelce,6343,C,PHI,15,1,24,51.2,5,21,615,100.0,100.0,97.7,2,27,1,654,654,46.2,2,13,244,100.0,100.0,96.5,16,1,257,257
Joe Thomas,3619,T,CLV,15,2,8,90.9,4,25,613,99.7,99.7,97.1,3,32,3,653,655,88.2,2,16,318,100.0,100.0,96.5,20,2,336,336
Mike Iupati,5542,G,ARZ,14,3,1,64.3,9,20,603,100.0,100.0,97.1,5,32,3,650,650,50.1,6,15,261,100.0,100.0,94.8,24,3,285,285
Austin Pasztor,7689,T,CLV,15,2,8,74.2,2,38,609,100.0,100.0,95.9,5,45,5,649,649,67.7,1,33,315,100.0,100.0,93.3,38,4,333,333
Mark Glowinski,9567,G,SEA,15,2,29,54.0,10,27,607,100.0,100.0,96.1,3,42,5,648,648,32.9,7,23,233,100.0,100.0,92.3,33,3,252,252
Rodney Hudson,6207,C,OAK,15,0,23,89.0,0,8,595,100.0,100.0,99.3,1,8,0,647,647,85.2,0,4,237,100.0,100.0,99.2,4,0,257,257
Gabe Jackson,8716,G,OAK,15,2,23,77.8,5,18,594,100.0,100.0,98.1,2,23,0,646,646,70.0,5,10,237,100.0,100.0,96.8,15,0,257,257
Donald Penn,3459,T,OAK,15,1,23,83.5,3,21,593,99.8,99.8,97.8,7,25,1,645,646,76.6,2,14,237,100.0,100.0,96.2,17,1,257,257
Max Unger,4972,C,NO,14,0,20,83.9,2,6,605,100.0,100.0,99.2,1,9,1,644,644,82.6,0,3,226,100.0,100.0,98.9,4,1,249,249
Jason Peters,2148,T,PHI,15,2,24,90.3,8,13,603,100.0,100.0,97.6,2,25,4,641,641,85.9,6,5,241,100.0,100.0,96.5,14,3,254,254
Matt Paradis,8841,C,DEN,15,0,10,82.9,0,14,601,100.0,100.0,98.3,0,17,3,640,640,78.9,0,9,288,100.0,100.0,98.1,10,1,314,314
Max Garcia,9566,G,DEN,15,2,10,68.6,5,22,601,100.0,100.0,97.1,2,31,4,640,640,52.0,4,20,288,100.0,100.0,94.4,28,4,314,314
Kelvin Beachum,7229,T,JAX,14,0,15,71.9,6,35,590,100.0,100.0,95.8,2,45,4,634,634,64.3,5,28,267,100.0,100.0,93.1,35,2,298,298
Russell Okung,5531,T,DEN,15,0,10,70.2,4,48,593,100.0,100.0,94.9,3,56,4,630,630,56.7,3,34,282,100.0,100.0,92.0,41,4,307,307
John Jerry,5598,G,NYG,15,0,21,76.5,5,14,596,100.0,100.0,98.1,2,21,2,629,629,72.5,2,11,264,100.0,100.0,96.8,15,2,279,279
Ereck Flowers,9442,T,NYG,15,1,21,66.0,8,44,596,100.0,100.0,95.0,7,56,4,629,629,46.2,7,38,264,100.0,100.0,90.3,48,3,279,279
Michael Schofield III,8730,G,DEN,15,1,10,72.9,6,19,590,100.0,100.0,97.5,4,27,2,629,629,66.0,3,12,283,100.0,100.0,97.0,16,1,309,309
Kevin Zeitler,7032,G,CIN,15,0,7,86.6,3,14,595,100.0,100.0,98.4,1,18,1,628,628,82.8,2,9,229,100.0,100.0,97.6,11,0,247,247
Brandon Scherff,9438,G,WAS,15,0,32,74.7,7,25,586,100.0,100.0,97.3,1,32,0,626,626,71.9,4,15,279,100.0,100.0,96.6,19,0,301,301
Ryan Kelly,10652,C,IND,15,0,14,79.9,3,15,579,100.0,100.0,98.4,1,18,0,625,625,83.0,2,10,302,100.0,100.0,98.0,12,0,326,326
Alejandro Villanueva,9091,T,PIT,15,0,25,81.2,4,32,576,100.0,100.0,95.8,0,42,6,623,623,66.6,3,27,259,100.0,100.0,92.3,35,5,275,275
David DeCastro,7640,G,PIT,15,2,25,82.9,5,13,575,100.0,100.0,98.1,4,20,2,621,621,71.0,5,10,259,100.0,100.0,96.3,17,2,274,274
Larry Warford,7846,G,DET,14,0,11,75.4,1,21,577,100.0,100.0,97.6,0,25,3,620,620,59.1,1,19,264,100.0,100.0,95.1,23,3,286,286
Andrew Norwell,9126,G,CAR,15,0,5,77.9,2,21,573,100.0,100.0,97.5,4,26,3,618,618,79.8,1,13,306,100.0,100.0,96.7,17,3,324,324
Greg Mancz,10019,C,HST,15,0,13,84.0,4,11,576,100.0,100.0,98.5,0,16,1,617,617,76.8,4,8,276,100.0,100.0,97.5,13,1,297,297
Mike Remmers,7431,T,CAR,15,5,5,70.5,3,36,572,100.0,100.0,95.2,9,47,8,617,617,58.1,3,30,305,100.0,100.0,92.0,41,8,323,323
Weston Richburg,8678,C,NYG,15,0,21,85.3,1,8,583,100.0,100.0,98.9,1,11,2,614,614,81.6,0,4,256,100.0,100.0,98.4,6,2,271,271
Rick Wagner,7950,T,BLT,14,1,3,78.4,4,25,568,100.0,100.0,96.9,1,32,3,612,612,71.4,3,20,246,100.0,100.0,94.5,25,2,262,262
Trai Turner,8727,G,CAR,15,3,5,66.3,4,30,568,100.0,100.0,96.7,6,36,2,612,612,51.2,4,26,304,100.0,100.0,94.4,32,2,322,322
Russell Bodine,8746,C,CIN,15,0,7,62.2,2,20,577,100.0,100.0,97.1,2,28,6,610,610,50.5,2,13,221,100.0,100.0,94.8,19,4,239,239
Brandon Linder,8728,C,JAX,13,0,15,83.6,2,9,567,100.0,100.0,98.7,0,13,2,609,609,80.4,1,5,262,100.0,100.0,98.1,8,2,291,291
Morgan Moses,8701,T,WAS,15,1,32,74.1,3,23,571,100.0,100.0,97.0,4,30,4,609,609,74.6,1,15,276,100.0,100.0,96.0,19,3,297,297
Charles Leno Jr.,8880,T,CHI,15,1,6,77.9,8,22,569,100.0,100.0,96.5,4,35,5,608,608,68.3,6,16,272,100.0,100.0,94.5,26,4,292,292
Andrew Whitworth,3000,T,CIN,15,2,7,93.4,0,11,573,97.8,97.9,98.3,3,15,4,606,619,86.6,0,10,224,100.0,100.0,96.4,13,3,242,242
Cody Whitehair,10690,C,CHI,15,1,6,86.0,2,9,567,100.0,100.0,98.5,2,14,3,606,606,81.4,2,6,271,100.0,100.0,97.8,10,2,291,291
Andrus Peat,9446,T,NO,14,0,20,69.4,8,23,571,100.0,100.0,96.4,2,36,5,605,605,55.3,6,18,220,100.0,100.0,93.6,26,2,240,240
Riley Reiff,7029,T,DET,14,2,11,67.3,2,38,565,100.0,100.0,95.8,4,44,4,604,604,58.0,1,27,255,100.0,100.0,92.9,32,4,277,277
David Andrews,9948,C,NE,15,0,19,72.9,5,16,559,100.0,100.0,98.1,3,21,0,603,603,61.4,3,9,200,100.0,100.0,97.0,12,0,222,222
Joe Thuney,10712,G,NE,15,1,19,65.7,9,30,558,99.8,99.8,95.8,5,43,4,602,603,60.8,4,15,201,100.0,100.0,93.3,23,4,223,223
Kelechi Osemele,7062,G,OAK,14,0,23,83.9,1,9,549,100.0,100.0,99.1,3,10,0,599,599,76.6,1,7,219,100.0,100.0,98.2,8,0,238,238
D.J. Humphries,9457,T,ARZ,13,1,1,61.8,7,30,553,100.0,100.0,95.0,3,46,9,599,599,53.7,6,16,243,100.0,100.0,92.2,30,8,269,269
Justin Britt,8699,C,SEA,14,0,29,77.0,0,13,561,100.0,100.0,98.8,0,13,0,599,599,81.9,0,6,206,100.0,100.0,98.5,6,0,224,224
Xavier Su'a-Filo,8668,G,HST,15,0,13,64.4,7,23,560,100.0,100.0,96.2,1,36,6,599,599,54.4,5,17,269,100.0,100.0,94.1,27,5,290,290
Tim Barnes,6499,C,LA,15,0,26,66.5,2,21,560,100.0,100.0,96.9,0,29,6,597,597,48.2,1,17,222,100.0,100.0,94.1,22,4,241,241
