player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Donovan Smith,9467,T,TB,11,100.0,0,30,62.7,61.1,66.0,12,33,460,100.0,100.0,94.7,10,47,2,819,0,0,819,819,507,507,0,0,312,0
Ali Marpet,9494,G,TB,11,100.0,1,30,77.7,81.9,74.7,3,13,460,100.0,100.0,98.0,5,17,1,819,0,0,0,819,507,507,819,0,312,0
D.J. Humphries,9457,T,ARZ,11,100.0,1,1,66.7,59.6,76.6,6,27,494,100.0,100.0,94.8,6,42,9,817,0,0,66,817,534,534,0,750,283,0
Demar Dotson,5410,T,TB,11,100.0,1,30,74.0,70.7,79.1,7,22,460,100.0,100.0,96.4,11,31,2,814,0,0,0,814,507,507,0,814,307,0
A.Q. Shipley,5150,C,ARZ,11,100.0,1,1,72.8,78.7,70.9,4,7,494,100.0,100.0,98.5,5,13,2,813,813,0,0,813,534,534,0,0,279,0
Jack Conklin,10642,T,TEN,12,100.0,0,31,77.8,79.6,71.3,2,17,417,100.0,100.0,97.2,2,21,2,797,0,0,24,797,455,455,4,768,342,0
Ben Jones,7099,C,TEN,12,100.0,0,31,66.0,77.9,62.9,2,9,417,100.0,100.0,98.2,4,13,2,796,796,0,0,796,455,455,0,0,341,0
Max Unger,4972,C,NO,11,100.0,0,20,71.7,85.7,63.3,1,5,473,100.0,100.0,99.4,1,6,0,795,795,0,0,795,503,503,0,0,292,0
Jahri Evans,3053,G,NO,11,100.0,1,20,66.6,74.4,60.6,3,13,463,100.0,100.0,98.1,5,17,1,781,0,0,0,781,493,493,781,0,288,0
Rodney Hudson,6207,C,OAK,11,100.0,1,23,80.2,85.5,81.0,0,8,446,100.0,100.0,99.1,7,8,0,778,778,0,0,778,490,490,0,0,288,0
Gabe Jackson,8716,G,OAK,11,100.0,2,23,69.8,75.3,66.1,5,14,445,100.0,100.0,97.9,6,19,0,777,0,0,0,777,489,489,777,0,288,0
Kelechi Osemele,7062,G,OAK,11,100.0,0,23,87.7,82.9,86.3,1,6,444,100.0,100.0,99.2,6,7,0,776,0,751,25,776,488,488,0,0,288,0
Donald Penn,3459,T,OAK,11,99.9,1,23,89.9,82.5,90.9,2,17,444,99.8,99.8,97.9,10,19,0,775,0,0,750,776,488,489,0,24,287,2
Jeremy Zuttah,4397,C,BLT,11,100.0,0,3,72.9,77.4,68.9,1,17,474,100.0,100.0,97.5,5,21,3,775,775,0,0,775,516,516,0,0,259,0
Lane Taylor,8365,G,GB,11,100.0,1,12,67.2,75.5,59.1,1,17,510,100.0,100.0,98.0,3,19,1,774,0,774,0,774,547,547,0,0,227,0
Andrew Norwell,9126,G,CAR,11,100.0,0,5,71.9,77.1,66.0,2,14,419,100.0,100.0,97.9,4,17,1,769,0,769,0,769,458,458,0,0,311,0
Zach Strief,3155,T,NO,11,100.0,1,20,78.9,77.3,74.0,4,12,451,100.0,100.0,98.0,2,17,1,768,0,0,0,768,480,480,0,765,288,3
Mike Remmers,7431,T,CAR,11,100.0,4,5,67.9,66.6,67.7,3,27,418,100.0,100.0,95.0,10,36,6,767,0,0,517,767,457,457,0,227,310,23
