player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Antonio Brown,5718,WR,PIT,6,61,0,25,0,-0.2,0,83.3,,0,0,0.0,0,2,0,90.6,78.1,0,13,0.0,0,27,5,96.3,26,93.1,6,9.8,0,38,47,9.4,7.6,1.46,2.6,0,75.0,66.7,2,3,0.0,0,2,0,87.9,81.5,0,10,0.0,0,34,6,88.2,30,82.8,8,13.1,0,35,17,2.8,5.8,1.17
A.J. Green,6156,WR,CIN,6,60,0,7,0,-0.9,0,85.7,,0,0,0.0,0,2,0,90.9,69.7,0,29,0.0,0,26,6,92.3,24,103.0,7,11.7,0,61,67,11.2,10.2,2.54,9.8,0,60.0,0.0,0,1,0.0,0,4,0,64.0,75.9,0,22,0.0,0,49,9,91.8,45,77.4,15,25.0,0,91,44,4.9,10.1,2.02
Mike Evans,8642,WR,TB,5,59,0,30,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,45.7,0,1,0.0,0,16,1,100.0,16,79.2,1,1.7,0,1,3,3.0,1.0,0.06,27.1,0,42.9,33.3,1,3,0.0,0,3,0,58.6,75.8,0,45,0.0,0,39,3,92.3,36,125.0,7,11.9,1,80,8,2.7,26.7,2.22
Greg Olsen,3647,TE,CAR,6,58,0,5,0,,0,,,0,0,,0,0,0,,42.3,0,0,14.3,3,21,0,76.2,16,0.0,0,0.0,0,0,0,,,0.0,13.2,0,71.4,100.0,1,1,0.0,0,14,0,91.0,90.9,1,78,6.7,10,150,20,86.0,129,110.0,28,48.3,1,345,119,6.0,17.3,2.67
Amari Cooper,9437,WR,OAK,6,57,0,23,0,-2.0,0,100.0,,0,0,0.0,0,0,1,90.6,51.9,0,16,0.0,0,20,4,90.0,18,97.9,4,7.0,0,30,38,9.5,7.5,1.67,8.6,2,64.7,50.0,1,2,15.4,2,6,1,73.5,86.7,0,64,0.0,0,46,11,91.3,42,125.4,17,29.8,1,203,93,8.5,18.5,4.83
Emmanuel Sanders,5606,WR,DEN,6,57,0,10,0,-0.7,0,33.3,,0,0,0.0,0,0,0,78.7,49.7,2,1,0.0,0,12,1,100.0,12,2.8,3,5.3,0,1,2,2.0,1.0,0.08,10.8,0,53.8,,0,0,0.0,0,5,1,90.4,74.9,2,26,0.0,0,49,7,91.8,45,59.6,13,22.8,1,83,13,1.9,11.9,1.84
T.Y. Hilton,7092,WR,IND,6,57,0,14,0,0.0,0,100.0,,0,0,0.0,0,0,0,78.7,44.7,0,0,0.0,0,17,1,94.1,16,79.2,1,1.8,0,0,0,0.0,0.0,0.0,13.0,2,65.4,80.0,4,5,0.0,0,10,0,81.6,76.9,1,63,0.0,0,156,17,92.9,145,106.3,26,45.6,2,250,99,5.8,14.7,1.72
Brandon Marshall,3064,WR,NYJ,6,56,0,22,0,-2.0,0,100.0,,0,0,0.0,0,1,0,78.7,41.6,0,3,0.0,0,31,1,96.8,30,79.2,1,1.8,0,3,5,5.0,3.0,0.1,13.3,1,40.0,,0,0,33.3,2,3,0,28.6,66.9,2,18,0.0,0,48,4,91.7,44,15.4,10,17.9,0,47,1,0.3,11.8,1.07
Odell Beckham Jr.,8647,WR,NYG,6,55,0,21,0,,0,,,0,0,,0,0,0,,43.0,0,0,0.0,0,18,0,88.9,16,0.0,0,0.0,0,0,0,,,0.0,11.0,0,33.3,0.0,0,1,0.0,0,1,0,66.9,77.7,0,14,0.0,0,27,1,88.9,24,49.3,3,5.5,0,14,0,0.0,14.0,0.58
DeAndre Hopkins,7808,WR,HST,6,54,0,13,0,,0,,,0,0,,0,0,0,,44.4,0,0,0.0,0,11,0,100.0,11,0.0,0,0.0,0,0,0,,,0.0,12.7,1,50.0,0.0,0,1,16.7,1,4,0,75.7,85.7,0,10,0.0,0,48,5,97.9,47,62.1,10,18.5,0,44,6,1.2,8.8,0.94
