player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Odell Beckham Jr.,8647,WR,NYG,17,172,0,21,11.6,8,59.7,0.0,0,2,11.9,5,28,1,48.4,88.0,1,75,0.0,0,228,37,96.1,219,117.1,62,36.0,5,671,291,7.9,18.1,3.06,0,11.6,22,63.1,40.0,2,5,8.5,6,38,1,61.3,78.1,1,43,0.0,0,424,65,94.8,402,89.2,103,59.9,3,713,252,3.9,11.0,1.77
Antonio Brown,5718,WR,PIT,17,170,0,25,13.1,3,56.9,66.7,4,6,2.9,1,20,0,79.4,78.8,3,62,0.0,0,211,33,90.5,191,81.2,58,34.1,3,501,181,5.5,15.2,2.62,0,10.4,8,74.0,63.6,7,11,3.9,3,41,0,82.8,89.2,2,50,0.0,0,399,74,95.7,382,119.1,100,58.8,8,889,297,4.0,12.0,2.33
Mike Evans,8642,WR,TB,16,168,0,30,15.0,2,55.2,25.0,1,4,9.8,4,33,0,55.4,89.4,1,39,0.0,0,223,37,89.2,199,93.5,67,39.9,4,510,91,2.5,13.8,2.56,0,15.6,1,58.7,100.0,5,5,5.3,3,43,0,68.9,88.4,6,45,0.0,0,379,54,94.5,358,73.4,92,54.8,4,775,97,1.8,14.4,2.16
Julian Edelman,5156,WR,NE,17,159,0,19,10.3,7,63.5,,0,0,11.1,5,27,0,42.3,79.3,1,77,0.0,0,237,40,89.5,212,93.4,63,39.6,1,600,256,6.4,15.0,2.83,0,9.1,7,69.6,66.7,2,3,8.6,6,31,1,62.0,76.5,0,35,0.0,0,365,64,95.6,349,92.6,92,57.9,1,639,265,4.1,10.0,1.83
DeAndre Hopkins,7808,WR,HST,18,155,0,13,12.3,2,51.8,16.7,1,6,8.3,4,35,0,60.5,81.9,5,38,0.0,0,312,44,91.3,285,58.9,85,54.8,3,540,130,3.0,12.3,1.89,0,11.8,4,64.6,75.0,3,4,0.0,0,24,0,90.2,68.3,6,51,0.0,0,375,42,95.2,357,60.6,65,41.9,2,513,156,3.7,12.2,1.44
Jordy Nelson,4350,WR,GB,17,149,0,12,11.1,0,64.1,66.7,2,3,2.4,1,26,0,83.6,77.2,1,32,0.0,0,313,41,93.6,293,99.9,64,43.0,4,462,130,3.2,11.3,1.58,0,15.2,3,64.8,50.0,1,2,8.0,4,28,1,62.8,74.7,0,60,0.0,0,356,46,94.9,338,113.9,71,47.7,3,746,238,5.2,16.2,2.21
Michael Crabtree,4933,WR,OAK,17,149,0,23,9.6,4,56.9,66.7,2,3,21.4,9,23,0,28.5,75.2,2,45,0.0,0,223,33,88.8,198,80.1,58,38.9,3,386,136,4.1,11.7,1.95,0,12.3,9,64.6,87.5,7,8,8.6,5,30,2,60.8,79.7,0,56,0.0,0,338,53,95.3,322,95.3,82,55.0,2,614,152,2.9,11.6,1.91
Larry Fitzgerald,1724,WR,ARZ,16,147,0,1,7.6,3,75.0,50.0,3,6,0.0,0,19,1,90.1,76.2,0,21,1.6,4,254,39,89.8,228,104.5,52,35.4,2,338,90,2.3,8.7,1.48,0,7.5,10,73.8,100.0,6,6,4.6,3,34,1,78.4,77.6,2,32,0.7,3,406,62,93.1,378,89.2,84,57.1,1,637,259,4.2,10.3,1.69
Allen Robinson II,8696,WR,JAX,16,144,0,15,14.2,2,47.9,33.3,2,6,10.3,4,27,0,46.9,75.6,1,42,0.0,0,298,35,91.9,274,77.0,73,50.7,3,472,106,3.0,13.5,1.72,0,13.7,1,56.7,33.3,2,6,8.1,3,20,1,61.3,59.6,5,35,0.0,0,371,34,95.1,353,41.8,60,41.7,0,392,82,2.4,11.5,1.11
T.Y. Hilton,7092,WR,IND,16,143,0,14,12.4,5,62.9,66.7,2,3,7.1,3,28,0,58.4,85.2,3,63,0.0,0,250,39,91.2,228,89.3,62,43.4,3,578,177,4.5,14.8,2.54,0,15.0,2,63.5,50.0,1,2,9.6,5,36,0,50.0,79.2,2,50,0.0,0,371,47,94.9,352,100.3,74,51.7,2,844,150,3.2,18.0,2.4
