player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Shane Lechler,673,P,HST,3,16,16,4.33,39.38,49.13,13.6,0,0,1,1,13,60.4,6,62,2,0,62.5,136,10,16,69.35,630,1,786
Andy Lee,1906,P,CAR,3,11,11,4.73,40.0,51.27,21.0,0,0,2,3,5,72.3,5,76,0,0,36.4,84,4,11,52.04,440,2,564
Donnie Jones,1939,P,PHI,3,15,15,4.48,36.67,45.2,34.0,0,0,4,6,24,67.8,5,72,0,0,13.3,68,2,15,67.24,550,3,678
Dustin Colquitt,2316,P,KC,3,15,15,4.56,40.13,43.6,4.6,0,0,3,4,16,62.0,6,57,0,0,46.7,32,7,15,68.44,602,1,654
Sam Koch,3148,P,BLT,3,11,11,4.12,38.82,46.55,10.6,0,0,0,1,3,64.0,3,60,2,0,72.7,85,8,11,45.37,427,0,512
Jon Ryan,3493,P,SEA,3,15,15,4.23,38.47,44.27,9.6,0,0,2,3,29,56.0,4,57,1,0,46.7,67,7,15,63.4,577,1,664
Brett Kern,4580,P,TEN,3,14,14,4.53,41.71,48.86,10.0,0,0,1,3,31,82.9,5,64,1,0,57.1,80,8,14,63.42,584,1,684
Kevin Huber,5066,P,CIN,3,17,17,4.16,40.88,46.0,8.4,0,0,1,4,7,60.0,7,58,3,0,47.1,67,8,17,70.68,695,1,782
Thomas Morstead,5088,P,NO,3,11,11,4.56,43.27,51.0,8.3,0,0,2,0,20,79.9,5,66,3,0,27.3,25,3,11,50.16,476,3,561
Pat McAfee,5146,P,IND,3,11,11,4.29,43.36,49.27,6.3,0,0,1,0,14,83.6,6,72,4,0,36.4,25,4,11,47.16,477,2,542
Britton Colquitt,5192,P,CLV,3,15,15,4.42,40.4,46.67,13.4,0,0,2,4,8,72.3,4,59,2,0,46.7,94,7,15,66.34,606,0,700
Matt Bosher,6344,P,ATL,3,10,10,4.46,39.5,41.5,0.0,0,0,1,6,2,71.2,7,60,0,0,10.0,0,1,10,44.55,395,1,415
Chris Jones,6798,P,DAL,3,9,9,4.86,40.56,47.67,12.8,0,0,1,2,9,82.3,4,56,1,0,55.6,64,5,9,43.72,365,0,429
Bryan Anger,7072,P,TB,3,15,15,4.91,43.93,48.0,8.2,0,0,1,8,30,88.3,7,59,0,0,33.3,41,5,15,73.67,659,1,720
Brad Nortman,7192,P,JAX,3,12,12,4.52,42.67,46.08,10.5,0,0,5,2,15,63.5,6,67,1,0,16.7,21,2,12,54.27,512,1,553
Johnny Hekker,7252,P,LA,3,21,21,4.29,42.24,44.0,9.3,0,0,1,14,26,71.8,14,64,2,0,19.0,37,4,21,90.07,887,0,924
Drew Butler,7302,P,ARZ,3,15,15,4.51,33.67,40.33,11.1,0,0,1,4,1,52.1,6,50,1,0,60.0,100,9,15,67.62,505,0,605
Marquette King,7410,P,OAK,3,15,15,4.4,38.8,49.07,18.8,0,0,2,2,23,81.5,8,72,3,1,33.3,94,5,15,65.96,582,3,736
Jeff Locke,7937,P,MIN,3,17,17,4.34,40.53,42.65,4.0,0,0,4,8,18,58.5,9,62,0,0,23.5,16,4,17,73.81,689,1,725
Sam Martin,7947,P,DET,3,11,11,4.72,47.64,49.73,4.6,0,0,1,4,11,80.9,7,63,1,0,45.5,23,5,11,51.91,524,0,547
Colton Schmidt,8104,P,BUF,3,15,15,4.24,38.4,40.6,4.3,0,0,2,4,4,58.3,5,50,5,0,20.0,13,3,15,63.66,576,1,609
Ryan Allen,8242,P,NE,3,13,13,4.29,41.69,42.31,8.0,0,0,5,7,19,61.4,9,57,0,0,7.7,8,1,13,55.79,542,0,550
Brad Wing,8256,P,NYG,3,10,10,4.24,35.4,51.5,16.8,0,0,0,0,21,66.4,0,63,0,0,60.0,101,6,10,42.43,354,3,515
Tress Way,8358,P,WAS,3,5,5,4.46,34.4,38.6,10.5,0,0,0,1,32,68.5,3,56,2,0,40.0,21,2,5,22.32,172,0,193
Pat O'Donnell,8826,P,CHI,3,15,15,4.65,38.27,40.4,8.0,0,0,1,9,6,76.0,4,51,1,0,26.7,32,4,15,69.71,574,0,606
Chandler Catanzaro,9140,K,ARZ,1,2,2,3.61,33.0,33.0,,0,0,1,0,1,58.8,0,47,1,0,0.0,0,0,2,7.21,66,0,66
Jacob Schum,9373,P,GB,3,11,11,4.43,39.09,41.82,10.0,0,0,1,4,12,65.1,2,56,3,0,27.3,30,3,11,48.73,430,0,460
Bradley Pinion,9598,P,SF,3,21,21,4.59,38.1,45.52,13.6,0,0,2,8,28,67.1,7,61,0,0,47.6,136,10,21,96.3,800,1,956
Matt Darr,9812,P,MIA,3,17,17,4.51,42.71,48.18,10.4,0,0,0,8,17,77.3,8,57,1,0,41.2,73,7,17,76.59,726,1,819
Jordan Berry,10236,P,PIT,3,13,13,4.42,44.38,49.92,8.7,0,0,1,4,25,72.6,9,63,1,0,46.2,52,6,13,57.43,577,1,649
Drew Kaser,10813,P,SD,3,12,12,4.29,35.67,39.33,6.3,0,0,0,3,27,54.8,4,56,2,0,58.3,44,7,12,51.47,428,0,472
Riley Dixon,10862,P,DEN,3,10,10,4.41,41.3,46.9,4.0,0,0,2,1,10,61.4,1,54,1,0,40.0,16,4,10,44.14,413,2,469
Lachlan Edwards,10869,P,NYJ,3,7,7,4.66,37.71,46.0,11.6,0,0,0,2,22,62.6,3,54,0,0,71.4,58,5,7,32.65,264,0,322
