player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Mike Evans,8642,WR,TB,12,15.5,3,57.1,66.7,6,9,1,7.3,6,64,30,0,63.3,82.1,91.6,,91.4,0.0,0,6,45,0.0,0,482,4,76,90.9,438,19.1,92,89.1,133,10,80.9,390,1058,157,2.1,13.9,2.42
Antonio Brown,5718,WR,PIT,12,11.0,8,71.0,68.4,13,19,1,2.2,2,53,25,0,90.3,87.5,86.4,,87.3,0.0,0,2,51,0.0,0,499,6,88,93.8,468,13.6,68,119.4,124,11,86.2,430,1052,303,3.4,12.0,2.25
Larry Fitzgerald,1724,WR,ARZ,12,8.3,9,74.6,75.0,9,12,0,3.3,3,50,1,1,87.8,63.7,84.4,68.6,82.3,0.5,3,1,32,1.1,6,559,1,88,92.1,515,63.3,354,105.9,118,5,35.8,200,880,309,3.5,10.0,1.71
Odell Beckham Jr.,8647,WR,NYG,12,11.2,19,63.6,28.6,2,7,1,6.3,5,48,21,2,72.2,28.7,81.9,,82.8,0.0,0,2,75,0.0,0,488,7,75,93.6,457,13.9,68,106.4,118,8,85.5,417,1015,371,4.9,13.5,2.22
Jordy Nelson,4350,WR,GB,12,12.8,3,61.6,66.7,4,6,0,2.8,2,44,12,1,86.9,47.6,78.1,,77.5,0.0,0,1,58,0.0,0,556,0,69,93.7,521,24.5,136,111.9,112,10,75.5,420,872,270,3.9,12.6,1.67
Allen Robinson II,8696,WR,JAX,12,13.5,3,50.9,40.0,6,15,1,12.5,8,40,15,1,44.0,41.2,69.0,,67.5,0.0,0,6,35,0.0,0,550,2,56,93.3,513,21.5,118,63.5,110,6,78.5,432,622,114,2.0,11.1,1.21
Julio Jones,6158,WR,ATL,12,14.5,7,66.1,50.0,5,10,0,7.7,6,55,2,0,64.9,81.5,91.7,62.3,91.6,0.0,0,4,75,0.2,1,419,3,72,93.8,393,26.7,112,105.0,109,5,73.0,306,1253,376,5.2,17.4,3.19
Michael Crabtree,4933,WR,OAK,12,11.7,11,61.5,81.8,9,11,0,11.8,9,45,23,1,47.2,81.4,79.8,,80.3,0.0,0,2,56,0.0,0,466,9,67,91.4,426,27.0,126,97.1,109,7,73.0,340,785,219,3.3,11.7,1.84
Emmanuel Sanders,5606,WR,DEN,12,13.2,11,59.3,100.0,7,7,1,0.0,0,41,10,1,90.8,45.0,83.4,,83.5,0.0,0,4,64,0.0,0,440,4,64,93.2,410,22.3,98,81.5,108,4,77.7,342,858,214,3.3,13.4,2.09
Terrelle Pryor Sr.,6944,WR,CLV,12,14.8,4,58.5,50.0,5,10,2,6.1,4,42,8,0,72.1,53.6,79.8,,84.2,0.0,0,5,54,0.0,0,488,6,62,92.2,450,13.9,68,77.4,106,4,83.8,409,855,148,2.4,13.8,1.9
