player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Doug Free,3738,T,DAL,10,0,9,56.3,100.0,126,38.1,126,61.8,1,100.0,331,331,62.4,100.0,176,53.2,176
Travis Frederick,7812,C,DAL,10,0,9,68.4,100.0,126,38.1,126,82.6,3,100.0,331,331,82.4,100.0,176,53.2,176
Zack Martin,8651,G,DAL,10,0,9,69.0,100.0,126,38.1,126,84.3,1,100.0,331,331,84.3,100.0,176,53.2,176
Jason Witten,1384,TE,DAL,10,0,9,61.9,100.0,125,38.3,125,62.7,1,100.0,326,326,58.6,100.0,172,52.8,172
Jack Conklin,10642,T,TEN,11,0,31,65.9,100.0,158,50.3,158,70.7,0,100.0,314,314,70.6,100.0,135,43.0,135
Ben Jones,7099,C,TEN,11,0,31,65.8,100.0,156,49.8,156,62.4,2,100.0,313,313,61.5,100.0,136,43.5,136
Dak Prescott,10769,QB,DAL,10,0,9,60.0,99.2,125,40.7,126,60.0,0,94.2,307,326,60.0,96.5,167,54.4,173
Joe Thuney,10712,G,NE,10,0,19,73.7,100.0,145,50.3,145,69.2,1,100.0,288,288,60.1,100.0,102,35.4,102
David Andrews,9948,C,NE,10,0,19,70.4,100.0,145,50.9,145,62.9,2,100.0,285,285,44.5,100.0,100,35.1,100
Andrew Norwell,9126,G,CAR,10,0,5,68.0,100.0,165,58.1,165,65.3,0,100.0,284,284,55.9,100.0,73,25.7,73
Mike Remmers,7431,T,CAR,10,0,5,74.9,100.0,165,58.3,165,66.9,1,100.0,283,283,50.8,100.0,72,25.4,72
Trai Turner,8727,G,CAR,10,0,5,61.4,100.0,165,58.3,165,68.4,2,100.0,283,283,71.5,100.0,72,25.4,72
Xavier Su'a-Filo,8668,G,HST,10,0,13,49.8,100.0,93,33.0,93,68.0,1,100.0,282,282,71.9,100.0,159,56.4,159
Taylor Lewan,8646,T,TEN,11,0,31,87.7,100.0,139,49.3,139,89.7,2,100.0,282,282,81.2,100.0,126,44.7,126
Greg Mancz,10019,C,HST,10,0,13,62.0,100.0,93,33.0,93,69.9,0,100.0,282,282,72.2,100.0,159,56.4,159
Jason Kelce,6343,C,PHI,10,0,24,65.5,100.0,128,45.6,128,71.6,4,100.0,281,281,72.6,100.0,131,46.6,131
Marcus Mariota,9435,QB,TEN,11,0,31,60.0,95.4,146,52.0,153,60.0,0,91.2,281,308,60.0,92.6,125,44.5,135
Brandon Brooks,7078,G,PHI,10,0,24,62.2,100.0,127,45.5,127,69.4,1,100.0,279,279,75.5,100.0,130,46.6,130
