player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Allen Robinson II,8696,WR,JAX,1,14,0,15,0,,0,,,0,0,,0,0,0,,48.9,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,14.0,0,60.0,0.0,0,1,0.0,0,1,1,79.4,78.1,0,22,0.0,0,15,3,93.3,14,82.9,5,35.7,0,37,4,1.3,12.3,2.64
Jordan Matthews,8677,WR,PHI,1,13,0,24,0,,0,,,0,0,,0,0,0,,49.6,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,11.0,0,66.7,100.0,1,1,20.0,1,4,0,47.7,91.0,0,28,0.0,0,26,4,100.0,26,146.5,6,46.2,1,71,11,2.8,17.8,2.73
A.J. Green,6156,WR,CIN,1,13,0,7,0,-0.7,0,100.0,,0,0,0.0,0,2,0,88.7,91.5,0,29,0.0,0,8,3,100.0,8,118.8,3,23.1,0,50,52,17.3,16.7,6.25,3.0,0,50.0,,0,0,0.0,0,1,0,82.2,91.5,0,15,0.0,0,13,1,100.0,13,75.0,2,15.4,0,15,18,18.0,15.0,1.15
Jason Witten,1384,TE,DAL,1,13,0,9,0,-6.0,0,100.0,,0,0,0.0,0,0,0,78.7,60.4,0,3,0.0,0,2,1,100.0,2,79.2,1,7.7,0,3,9,9.0,3.0,1.5,7.0,0,50.0,100.0,1,1,20.0,1,1,0,34.3,49.7,0,9,0.0,0,23,4,95.7,22,58.3,8,61.5,0,28,12,3.0,7.0,1.27
Cole Beasley,7330,WR,DAL,1,12,0,9,0,,0,,,0,0,,0,0,0,,51.8,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,8.2,1,60.0,66.7,2,3,14.3,1,3,0,52.8,69.5,0,15,0.0,0,29,6,96.6,28,73.8,10,83.3,0,52,14,2.3,8.7,1.86
Jeremy Kerley,6305,WR,SF,1,11,0,28,0,-1.5,0,100.0,,0,0,0.0,0,0,0,84.5,60.3,0,4,0.0,0,4,2,100.0,4,79.2,2,18.2,0,2,5,2.5,1.0,0.5,7.4,0,66.7,,0,0,0.0,0,3,0,81.7,74.0,0,17,0.0,0,30,6,90.0,27,77.5,9,81.8,0,43,23,3.8,7.2,1.59
Antonio Brown,5718,WR,PIT,1,11,0,25,0,,0,,,0,0,,0,0,0,,48.4,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,1.0,0,50.0,50.0,1,2,0.0,0,0,0,79.4,89.3,0,0,0.0,0,6,1,100.0,6,56.3,2,18.2,0,0,0,0.0,0.0,0.0
Will Fuller V,10655,WR,HST,1,11,0,13,0,-5.0,0,100.0,,0,0,0.0,0,1,0,78.7,94.1,0,18,0.0,0,2,1,100.0,2,158.3,1,9.1,1,18,23,23.0,18.0,9.0,31.0,0,0.0,,0,0,,0,0,0,41.1,78.7,0,0,0.0,0,6,0,100.0,6,39.6,1,9.1,0,0,0,,,0.0
Amari Cooper,9437,WR,OAK,1,11,0,23,0,-2.0,0,100.0,,0,0,0.0,0,0,0,84.5,60.9,0,4,0.0,0,3,1,66.7,2,83.3,1,9.1,0,4,6,6.0,4.0,2.0,1.3,0,25.0,0.0,0,1,50.0,1,0,0,52.5,55.6,0,4,0.0,0,9,1,88.9,8,39.6,4,36.4,0,4,6,6.0,4.0,0.5
Tajae Sharpe,10774,WR,TEN,1,11,0,31,0,,0,,,0,0,,0,0,0,,52.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,81.7,86.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0
Tavon Austin,7789,WR,LA,1,11,0,26,0,-2.7,0,66.7,,0,0,33.3,1,0,0,25.7,27.5,0,5,0.0,0,5,2,100.0,5,70.1,3,27.3,0,8,13,6.5,4.0,1.6,10.7,0,0.0,,0,0,,0,0,0,27.5,42.9,1,0,0.0,0,25,0,100.0,25,0.0,3,27.3,0,0,0,,,0.0
Jordan Reed,7866,TE,WAS,1,10,0,32,0,,0,,,0,0,,0,0,0,,49.7,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,12.2,0,40.0,0.0,0,2,0.0,0,2,0,78.7,63.2,1,11,0.0,0,24,2,100.0,24,9.2,5,50.0,0,16,2,1.0,8.0,0.67
Marvin Jones Jr.,7158,WR,DET,1,10,0,11,0,-1.5,0,50.0,,0,0,0.0,0,0,0,78.7,52.3,0,4,0.0,0,6,1,100.0,6,56.3,2,20.0,0,4,6,6.0,4.0,0.67,,0,,,0,0,,0,0,0,46.3,56.9,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0
Kelvin Benjamin,8663,WR,CAR,1,10,0,5,0,,0,,,0,0,,0,0,0,,51.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,16.0,0,100.0,100.0,1,1,0.0,0,1,0,80.0,78.9,0,14,0.0,0,3,1,66.7,2,158.3,1,10.0,1,14,0,0.0,14.0,7.0
Doug Baldwin,6615,WR,SEA,1,10,0,29,0,,0,,,0,0,,0,0,0,,47.9,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,6.8,0,87.5,50.0,1,2,0.0,0,6,0,81.1,80.5,0,22,0.0,0,42,7,95.2,40,145.8,8,80.0,1,76,29,4.1,10.9,1.9
Stefon Diggs,9579,WR,MIN,1,9,0,18,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,5.0,1,100.0,,0,0,0.0,0,2,0,75.6,82.6,0,13,0.0,0,13,3,100.0,13,109.7,3,33.3,0,31,16,5.3,10.3,2.38
Willie Snead IV,8999,WR,NO,1,9,0,20,0,,0,,,0,0,,0,0,0,,49.8,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,13.5,0,100.0,100.0,2,2,0.0,0,4,1,84.1,93.5,0,43,0.0,0,28,6,85.7,24,118.8,6,66.7,0,110,29,4.8,18.3,4.58
Greg Olsen,3647,TE,CAR,1,9,0,5,0,,0,,,0,0,,0,0,0,,49.3,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,11.3,0,71.4,100.0,1,1,0.0,0,4,0,79.4,81.1,0,18,0.0,0,27,5,92.6,25,97.3,7,77.8,0,60,13,2.6,12.0,2.4
T.Y. Hilton,7092,WR,IND,1,9,0,14,0,0.0,0,100.0,,0,0,0.0,0,0,0,78.7,53.4,0,0,0.0,0,5,1,100.0,5,79.2,1,11.1,0,0,0,0.0,0.0,0.0,18.2,0,66.7,75.0,3,4,0.0,0,2,0,78.7,76.9,0,32,0.0,0,33,4,100.0,33,103.5,6,66.7,0,66,9,2.3,16.5,2.0
