player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
A.J. Green,6156,WR,CIN,8,84,0,7,13.1,0,63.3,100.0,3,3,9.5,2,12,0,58.3,83.0,0,43,0.0,0,106,19,89.6,95,89.2,30,35.7,0,247,68,3.6,13.0,2.6,0,11.9,5,74.5,66.7,4,6,2.6,1,24,0,81.8,89.3,0,54,0.0,0,201,38,94.5,190,119.2,51,60.7,1,594,176,4.6,15.6,3.13
Mike Evans,8642,WR,TB,7,83,0,30,15.6,1,54.3,25.0,1,4,13.6,3,17,0,45.4,77.4,1,25,0.0,0,120,19,87.5,105,81.6,35,42.2,2,228,26,1.4,12.0,2.17,0,16.6,0,52.3,100.0,5,5,4.2,1,18,0,73.5,82.4,3,45,0.0,0,167,23,94.0,157,66.3,44,53.0,2,358,37,1.6,15.6,2.28
Larry Fitzgerald,1724,WR,ARZ,8,78,0,1,8.7,1,69.0,50.0,3,6,0.0,0,12,0,84.1,77.7,0,21,1.5,2,137,20,89.8,123,111.3,29,37.2,2,200,58,2.9,10.0,1.63,0,7.5,6,78.0,100.0,6,6,5.9,2,18,1,70.1,75.8,0,29,0.0,0,199,32,95.0,189,107.4,41,52.6,1,321,117,3.7,10.0,1.7
Amari Cooper,9437,WR,OAK,8,77,0,23,10.4,4,55.6,40.0,2,5,4.8,1,16,0,71.3,88.6,0,26,0.0,0,116,20,89.7,104,79.9,36,46.8,0,272,74,3.7,13.6,2.62,0,12.0,6,80.6,50.0,1,2,6.5,2,14,1,63.7,74.1,0,64,0.0,0,210,29,94.3,198,137.3,36,46.8,2,471,182,6.3,16.2,2.38
Emmanuel Sanders,5606,WR,DEN,8,73,0,10,13.6,1,58.6,100.0,1,1,0.0,0,12,0,82.2,90.6,1,41,0.0,0,74,17,83.8,62,95.6,29,39.7,2,251,23,1.4,14.8,4.05,0,11.9,3,61.0,100.0,5,5,0.0,0,17,1,85.7,72.2,2,29,0.0,0,194,25,94.8,184,71.5,41,56.2,1,303,102,4.1,12.1,1.65
T.Y. Hilton,7092,WR,IND,8,73,0,14,13.6,3,52.9,66.7,2,3,10.0,2,11,0,46.6,75.9,1,63,0.0,0,147,18,89.1,131,89.5,34,46.6,2,293,89,4.9,16.3,2.24,0,13.9,1,68.6,50.0,1,2,7.7,2,18,0,64.3,75.7,0,35,0.0,0,205,24,94.6,194,116.0,35,47.9,1,397,60,2.5,16.5,2.05
Michael Crabtree,4933,WR,OAK,8,73,0,23,9.6,3,61.5,66.7,2,3,15.8,3,13,0,43.5,81.0,2,45,0.0,0,110,16,89.1,98,79.3,26,35.6,2,202,80,5.0,12.6,2.06,0,12.4,4,65.9,87.5,7,8,3.6,1,18,0,76.7,79.5,0,56,0.0,0,187,27,94.7,177,107.2,41,56.2,2,334,62,2.3,12.4,1.89
Antonio Brown,5718,WR,PIT,7,72,0,25,9.6,0,53.3,66.7,4,6,5.9,1,10,0,66.7,70.5,2,51,0.0,0,103,16,94.2,97,46.8,30,41.7,0,202,74,4.6,12.6,2.08,0,11.7,3,74.4,63.6,7,11,0.0,0,16,0,87.3,82.2,0,38,0.0,0,167,29,98.2,164,129.0,39,54.2,3,368,59,2.0,12.7,2.24
DeAndre Hopkins,7808,WR,HST,8,72,0,13,12.5,1,52.4,16.7,1,6,4.3,1,17,0,72.3,80.6,4,35,0.0,0,151,22,95.4,144,45.8,42,58.3,2,240,41,1.9,10.9,1.67,0,11.2,2,59.3,75.0,3,4,0.0,0,10,0,81.7,65.3,3,25,0.0,0,157,16,96.2,151,49.5,27,37.5,1,164,37,2.3,10.3,1.09
Brandon Marshall,3064,WR,NYJ,8,71,0,22,12.8,0,63.6,33.3,1,3,0.0,0,17,0,84.1,90.2,1,41,0.0,0,117,21,95.7,112,98.5,33,46.5,1,364,116,5.5,17.3,3.25,0,16.2,1,36.4,33.3,1,3,25.0,4,10,0,28.9,54.5,4,21,0.0,0,183,12,94.0,172,24.6,33,46.5,1,172,14,1.2,14.3,1.0
