team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
NYG,21,1,30,0,3,30,95.0,3,0
NYJ,22,1,37,0,4,37,94.6,4,0
GB,12,1,36,0,5,36,93.1,5,0
OAK,23,1,39,1,5,39,92.3,6,0
NO,20,1,41,2,5,41,91.5,7,0
DET,11,1,41,2,3,41,91.5,6,1
PHI,24,1,40,1,4,40,91.2,6,1
SD,27,1,38,0,5,38,90.8,6,1
DAL,9,1,43,4,5,43,89.5,9,0
SF,28,1,40,1,8,40,88.7,9,0
WAS,32,1,44,1,9,44,88.6,10,0
TEN,31,1,43,0,6,43,88.4,8,2
JAX,15,1,42,2,6,42,88.1,9,1
ATL,2,1,44,2,5,44,87.5,9,2
IND,14,1,51,1,8,51,87.3,11,2
PIT,25,1,38,1,7,38,86.8,9,1
NE,19,1,37,1,5,37,86.5,8,2
MIA,17,1,35,2,6,35,85.7,9,1
KC,16,1,54,2,8,54,85.2,13,3
BUF,4,1,27,1,5,27,85.2,7,1
BLT,3,1,37,2,5,37,85.1,9,2
SEA,29,1,48,1,12,48,84.4,14,1
DEN,10,1,31,0,8,31,83.9,9,1
MIN,18,1,34,4,7,34,83.8,11,0
ARZ,1,1,40,1,8,40,83.7,11,2
TB,30,1,33,5,6,33,83.3,11,0
CAR,5,1,34,0,6,34,82.4,9,3
CIN,7,1,37,2,4,37,81.1,10,4
CLV,8,1,33,2,6,33,78.8,11,3
LA,26,1,38,0,15,38,77.6,16,1
HST,13,1,38,2,10,38,76.3,15,3
CHI,6,1,35,4,10,35,71.4,17,3
